tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
LIEBHERR Chile Open Santiago 2007,2007-04-18,GONZALEZ Felipe,GIL Juan,4,0,"11,11,11,11|6,3,7,3",,GRAND_SLAM,MS,1832,Qualification,GONZALEZ Felipe (CHI),GIL Juan (ARG),GONZALEZ Felipe
LIEBHERR Chile Open Santiago 2007,2007-04-18,TSUBOI Gustavo,GONZALEZ Felipe,4,0,"12,11,11,11|10,7,5,5",QR2,GRAND_SLAM,MS,1832,Qualification,TSUBOI Gustavo (BRA),GONZALEZ Felipe (CHI),TSUBOI Gustavo
LIEBHERR Chile Open Santiago 2007,2007-04-18,TSUBOI Gustavo,GIL Juan,4,0,"11,11,11,11|4,8,2,6",3,GRAND_SLAM,MS,1832,Qualification,TSUBOI Gustavo (BRA),GIL Juan (ARG),TSUBOI Gustavo
LIEBHERR Chile Open Santiago 2007,2007-04-18,ANTHONY Amalraj,ANGEL Felipe,4,0,"12,11,11,12|10,9,9,10",,GRAND_SLAM,MS,1832,Qualification,ANTHONY Amalraj (IND),ANGEL Felipe (CHI),ANTHONY Amalraj
LIEBHERR Chile Open Santiago 2007,2007-04-18,TABACHNIK Pablo,ANGEL Felipe,4,0,"11,11,11,11|7,7,8,4",QR2,GRAND_SLAM,MS,1832,Qualification,TABACHNIK Pablo (ARG),ANGEL Felipe (CHI),TABACHNIK Pablo
LIEBHERR Chile Open Santiago 2007,2007-04-18,TABACHNIK Pablo,ANTHONY Amalraj,4,1,"11,11,6,11,11|6,3,11,8,7",3,GRAND_SLAM,MS,1832,Qualification,TABACHNIK Pablo (ARG),ANTHONY Amalraj (IND),TABACHNIK Pablo
LIEBHERR Chile Open Santiago 2007,2007-04-18,ASTUDILLOS Marcos,SLININ Julio,4,0,"11,11,11,11|3,2,3,6",,GRAND_SLAM,MS,1832,Qualification,ASTUDILLOS Marcos (CHI),SLININ Julio (ARG),ASTUDILLOS Marcos
LIEBHERR Chile Open Santiago 2007,2007-04-18,PETER-PAUL Pradeeban,ASTUDILLOS Marcos,4,0,"11,11,11,11|3,7,5,9",QR2,GRAND_SLAM,MS,1832,Qualification,PETER-PAUL Pradeeban (CAN),ASTUDILLOS Marcos (CHI),PETER-PAUL Pradeeban
LIEBHERR Chile Open Santiago 2007,2007-04-18,PETER-PAUL Pradeeban,SLININ Julio,4,0,"11,11,11,11|2,2,3,1",3,GRAND_SLAM,MS,1832,Qualification,PETER-PAUL Pradeeban (CAN),SLININ Julio (ARG),PETER-PAUL Pradeeban
LIEBHERR Chile Open Santiago 2007,2007-04-18,GILABERT Rodrigo,BASALETTI Carlos,4,1,"11,11,9,11,11|6,6,11,5,5",,GRAND_SLAM,MS,1832,Qualification,GILABERT Rodrigo (ARG),BASALETTI Carlos (CHI),GILABERT Rodrigo
LIEBHERR Chile Open Santiago 2007,2007-04-18,MATTENET Adrien,BASALETTI Carlos,4,0,"11,11,11,11|2,2,4,4",QR2,GRAND_SLAM,MS,1832,Qualification,MATTENET Adrien (FRA),BASALETTI Carlos (CHI),MATTENET Adrien
LIEBHERR Chile Open Santiago 2007,2007-04-18,MATTENET Adrien,GILABERT Rodrigo,4,0,"11,11,11,12|7,7,4,10",3,GRAND_SLAM,MS,1832,Qualification,MATTENET Adrien (FRA),GILABERT Rodrigo (ARG),MATTENET Adrien
LIEBHERR Chile Open Santiago 2007,2007-04-18,MOAVRO Sebastian,CAMPUSANO Guillermo,4,1,"6,11,11,11,12|11,7,7,6,10",,GRAND_SLAM,MS,1832,Qualification,MOAVRO Sebastian (ARG),CAMPUSANO Guillermo (CHI),MOAVRO Sebastian
LIEBHERR Chile Open Santiago 2007,2007-04-18,HAN Jimin,CAMPUSANO Guillermo,4,0,"11,11,11,11|3,6,5,4",QR2,GRAND_SLAM,MS,1832,Qualification,HAN Jimin (KOR),CAMPUSANO Guillermo (CHI),HAN Jimin
LIEBHERR Chile Open Santiago 2007,2007-04-18,HAN Jimin,MOAVRO Sebastian,4,1,"11,11,11,7,11|4,8,6,11,4",3,GRAND_SLAM,MS,1832,Qualification,HAN Jimin (KOR),MOAVRO Sebastian (ARG),HAN Jimin
LIEBHERR Chile Open Santiago 2007,2007-04-18,BISSACO Manoel,SZENFELD Jorge,4,3,"10,11,11,11,6,6,11|12,9,6,9,11,11,7",,GRAND_SLAM,MS,1832,Qualification,BISSACO Manoel (BRA),SZENFELD Jorge (CHI),BISSACO Manoel
LIEBHERR Chile Open Santiago 2007,2007-04-18,SALIFOU Abdel-Kader,BISSACO Manoel,4,1,"9,11,11,11,11|11,4,7,9,3",QR2,GRAND_SLAM,MS,1832,Qualification,SALIFOU Abdel-Kader (BEN),BISSACO Manoel (BRA),SALIFOU Abdel-Kader
LIEBHERR Chile Open Santiago 2007,2007-04-18,SALIFOU Abdel-Kader,SZENFELD Jorge,4,0,"11,11,11,11|6,2,6,7",3,GRAND_SLAM,MS,1832,Qualification,SALIFOU Abdel-Kader (BEN),SZENFELD Jorge (CHI),SALIFOU Abdel-Kader
LIEBHERR Chile Open Santiago 2007,2007-04-18,GONGORA Dimeys,CONTRERAS Matias,4,0,"11,11,11,11|5,6,7,5",3,GRAND_SLAM,MS,1832,Qualification,GONGORA Dimeys (CUB),CONTRERAS Matias (CHI),GONGORA Dimeys
LIEBHERR Chile Open Santiago 2007,2007-04-18,RIVERA Elvin,MENESES Camilo,4,1,"9,11,11,12,11|11,3,4,10,6",,GRAND_SLAM,MS,1832,Qualification,RIVERA Elvin (PUR),MENESES Camilo (CHI),RIVERA Elvin
LIEBHERR Chile Open Santiago 2007,2007-04-18,VENTURA DOS ANJOS Bruno,MENESES Camilo,4,0,"12,11,11,11|10,4,3,6",QR2,GRAND_SLAM,MS,1832,Qualification,VENTURA DOS ANJOS Bruno (BRA),MENESES Camilo (CHI),VENTURA DOS ANJOS Bruno
LIEBHERR Chile Open Santiago 2007,2007-04-18,VENTURA DOS ANJOS Bruno,RIVERA Elvin,4,0,"11,11,13,11|3,5,11,9",3,GRAND_SLAM,MS,1832,Qualification,VENTURA DOS ANJOS Bruno (BRA),RIVERA Elvin (PUR),VENTURA DOS ANJOS Bruno
LIEBHERR Chile Open Santiago 2007,2007-04-18,OLIVARES Felipe,SALAZAR Nelson,4,0,"11,11,11,11|3,2,3,4",,GRAND_SLAM,MS,1832,Qualification,OLIVARES Felipe (CHI),SALAZAR Nelson (ECU),OLIVARES Felipe
