tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BJARNADOTTIR Kolfinna,RADITLOKO Oabona,3,1,"9,11,11,11|11,7,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BJARNADOTTIR Kolfinna (ISL),RADITLOKO Oabona (BOT),BJARNADOTTIR Kolfinna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAJRACHARYA Purshottam,BALDACCHINO Edward,3,0,"11,11,11|0,6,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAJRACHARYA Purshottam (NEP),BALDACCHINO Edward (MLT),BAJRACHARYA Purshottam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SUWAL Ajay,BAJADA Daniel,3,0,"12,11,11|10,4,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SUWAL Ajay (NEP),BAJADA Daniel (MLT),SUWAL Ajay
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GAMBINA Andrew,GOTHE Shiva,3,2,"11,11,7,7,19|4,8,11,11,17",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GOTHE Shiva (NEP),GAMBINA Andrew (MLT),GAMBINA Andrew
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ELLIS Eugene,MASALMA Fadi,3,2,"15,11,5,10,11|13,9,11,12,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ELLIS Eugene (JEY),MASALMA Fadi (PLE),ELLIS Eugene
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MORSHEAD Christopher,DOUFESH Husam,3,0,"12,11,11|10,7,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MORSHEAD Christopher (JEY),DOUFESH Husam (PLE),MORSHEAD Christopher
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAND Joshua,ALBASHAR Ahmad,3,2,"11,15,9,7,11|5,13,11,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAND Joshua (JEY),ALBASHAR Ahmad (PLE),BAND Joshua
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUDMUNDSSON Dadi Freyr,CERVEAUX Adrien,3,0,"11,12,11|2,10,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GUDMUNDSSON Dadi Freyr (ISL),CERVEAUX Adrien (NCL),GUDMUNDSSON Dadi Freyr
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JONSSON David,SENS Laurent,3,2,"11,9,9,11,11|9,11,11,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JONSSON David (ISL),SENS Laurent (NCL),JONSSON David
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MAGNUSSON Magnus K,GUILLOT Lorenzo,3,0,"11,11,11|4,9,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MAGNUSSON Magnus K (ISL),GUILLOT Lorenzo (NCL),MAGNUSSON Magnus K
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BOLDBAATAR Baatarsuren,GUKHOOL Wasiim,3,1,"11,12,8,11|4,10,11,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BOLDBAATAR Baatarsuren (MGL),GUKHOOL Wasiim (MRI),BOLDBAATAR Baatarsuren
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BATKHISHIG Bilegt,CHAN YOOK FO Brian,3,0,"11,11,11|4,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BATKHISHIG Bilegt (MGL),CHAN YOOK FO Brian (MRI),BATKHISHIG Bilegt
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ENKHBAT Lkhagvasuren,CHAN YOOK FO Billy Brent,3,0,"11,11,11|2,7,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ENKHBAT Lkhagvasuren (MGL),CHAN YOOK FO Billy Brent (MRI),ENKHBAT Lkhagvasuren
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KACOWICZ Santiago,NETO Edvane,3,1,"9,11,11,12|11,5,6,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,NETO Edvane (ANG),KACOWICZ Santiago (URU),KACOWICZ Santiago
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LORENZOTTI Gonzalo,ANDRE Elizandro,3,0,"11,11,13|7,7,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANDRE Elizandro (ANG),LORENZOTTI Gonzalo (URU),LORENZOTTI Gonzalo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WEITZNER Mateo,ANTONIO Alessio,3,1,"11,8,11,11|5,11,9,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANTONIO Alessio (ANG),WEITZNER Mateo (URU),WEITZNER Mateo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ENKHBAT Lkhagvasuren,ISMAYILOV Farhad,3,1,"11,11,4,11|8,9,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ENKHBAT Lkhagvasuren (MGL),ISMAYILOV Farhad (AZE),ENKHBAT Lkhagvasuren
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BOLDBAATAR Baatarsuren,HASANOV Hilal,3,1,"8,11,11,11|11,5,9,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BOLDBAATAR Baatarsuren (MGL),HASANOV Hilal (AZE),BOLDBAATAR Baatarsuren
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISMAYILOV Farhad,BATKHISHIG Bilegt,3,0,"11,11,11|5,6,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BATKHISHIG Bilegt (MGL),ISMAYILOV Farhad (AZE),ISMAYILOV Farhad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ENKHBAT Lkhagvasuren,JAFAROV Ramil,3,1,"11,12,10,11|7,10,12,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ENKHBAT Lkhagvasuren (MGL),JAFAROV Ramil (AZE),ENKHBAT Lkhagvasuren
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAN YOOK FO Brian,CITAKU Linor,3,2,"7,11,11,10,11|11,7,6,12,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CITAKU Linor (KOS),CHAN YOOK FO Brian (MRI),CHAN YOOK FO Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUKHOOL Wasiim,PRESTRESHI Ylli,3,2,"11,5,11,10,11|5,11,4,12,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,PRESTRESHI Ylli (KOS),GUKHOOL Wasiim (MRI),GUKHOOL Wasiim
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAN YOOK FO Brian,DOMANIKU Besart,3,2,"7,11,8,11,11|11,7,11,8,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,DOMANIKU Besart (KOS),CHAN YOOK FO Brian (MRI),CHAN YOOK FO Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CITAKU Linor,CHAN YOOK FO Billy Brent,3,0,"11,11,11|5,8,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CITAKU Linor (KOS),CHAN YOOK FO Billy Brent (MRI),CITAKU Linor
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KACOWICZ Santiago,CASCANTE Gabriel,3,1,"11,11,7,11|8,4,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KACOWICZ Santiago (URU),CASCANTE Gabriel (CRC),KACOWICZ Santiago
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WEITZNER Mateo,MARTINEZ Jeison,3,1,"3,11,11,12|11,8,7,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,WEITZNER Mateo (URU),MARTINEZ Jeison (CRC),WEITZNER Mateo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LORENZOTTI Gonzalo,FERNANDEZ Cesar,3,0,"11,11,11|5,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LORENZOTTI Gonzalo (URU),FERNANDEZ Cesar (CRC),LORENZOTTI Gonzalo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ANDRE Elizandro,IAKUPBAEV Alisher,3,2,"9,11,11,9,11|11,5,8,11,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANDRE Elizandro (ANG),IAKUPBAEV Alisher (KGZ),ANDRE Elizandro
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KULTAEV Ruslan,ANTONIO Alessio,3,0,"11,11,11|6,6,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANTONIO Alessio (ANG),KULTAEV Ruslan (KGZ),KULTAEV Ruslan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,NETO Edvane,CHOTOEV Tologon,3,0,"11,11,11|5,7,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,NETO Edvane (ANG),CHOTOEV Tologon (KGZ),NETO Edvane
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KULTAEV Ruslan,ANDRE Elizandro,3,0,"13,11,11|11,8,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANDRE Elizandro (ANG),KULTAEV Ruslan (KGZ),KULTAEV Ruslan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ANTONIO Alessio,IAKUPBAEV Alisher,3,1,"2,11,11,11|11,6,7,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ANTONIO Alessio (ANG),IAKUPBAEV Alisher (KGZ),ANTONIO Alessio
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALIYEV Rustam,CERVEAUX Adrien,3,1,"8,11,11,11|11,9,9,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALIYEV Rustam (AZE),CERVEAUX Adrien (NCL),ALIYEV Rustam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JAFAROV Ramil,SENS Laurent,3,0,"11,11,11|8,6,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JAFAROV Ramil (AZE),SENS Laurent (NCL),JAFAROV Ramil
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISMAYILOV Farhad,GUILLOT Lorenzo,3,0,"11,11,11|3,6,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ISMAYILOV Farhad (AZE),GUILLOT Lorenzo (NCL),ISMAYILOV Farhad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAN YOOK FO Brian,MAGNUSSON Magnus K,3,1,"11,6,11,11|8,11,7,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MAGNUSSON Magnus K (ISL),CHAN YOOK FO Brian (MRI),CHAN YOOK FO Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUKHOOL Wasiim,GUDMUNDSSON Dadi Freyr,3,1,"11,6,11,11|5,11,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GUDMUNDSSON Dadi Freyr (ISL),GUKHOOL Wasiim (MRI),GUKHOOL Wasiim
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAN YOOK FO Brian,JONSSON David,3,2,"11,10,11,4,11|6,12,5,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JONSSON David (ISL),CHAN YOOK FO Brian (MRI),CHAN YOOK FO Brian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MAGNUSSON Magnus K,CHAN YOOK FO Billy Brent,3,2,"9,10,11,11,11|11,12,4,2,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MAGNUSSON Magnus K (ISL),CHAN YOOK FO Billy Brent (MRI),MAGNUSSON Magnus K
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CASCANTE Gabriel,BASSERI Aymane,3,1,"13,11,9,11|11,8,11,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CASCANTE Gabriel (CRC),BASSERI Aymane (MAR),CASCANTE Gabriel
World Team Table Tennis Championships Tokyo 2014,2014-04-28,FERNANDEZ Cesar,BOUZOUBAA Mohamed,3,0,"11,11,11|9,8,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,FERNANDEZ Cesar (CRC),BOUZOUBAA Mohamed (MAR),FERNANDEZ Cesar
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MARTINEZ Jeison,MERCADE Zakaria,3,0,"11,11,11|8,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MARTINEZ Jeison (CRC),MERCADE Zakaria (MAR),MARTINEZ Jeison
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DANDAL Yamen,SOURINPHOUMY Piyadeth,3,0,"11,11,11|4,1,1",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SOURINPHOUMY Piyadeth (LAO),DANDAL Yamen (SYR),DANDAL Yamen
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MOSSLLY Yhya,KONGPHET Phinith,3,2,"11,11,15,9,11|8,6,17,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KONGPHET Phinith (LAO),MOSSLLY Yhya (SYR),MOSSLLY Yhya
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAATH Mohannad,PHATHAPHONE Thavisack,3,1,"11,4,13,11|9,11,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,PHATHAPHONE Thavisack (LAO),BAATH Mohannad (SYR),BAATH Mohannad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Kin Wa,BERARDI Mattia,3,0,"11,11,11|8,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BERARDI Mattia (SMR),LEONG Kin Wa (MAC),LEONG Kin Wa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHE Long Lam,TENTONI Riccardo,3,0,"11,11,13|7,8,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TENTONI Riccardo (SMR),CHE Long Lam (MAC),CHE Long Lam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Kin Wa,VANNUCCI Marco,3,0,,,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VANNUCCI Marco (SMR),LEONG Kin Wa (MAC),LEONG Kin Wa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BERARDI Mattia,LEI Chon Cheok,3,1,"7,11,11,11|11,6,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BERARDI Mattia (SMR),LEI Chon Cheok (MAC),BERARDI Mattia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAKIC Luka,RANASINGHA Imesh,3,0,"11,12,11|9,10,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),RANASINGHA Imesh (USA),BAKIC Luka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,SIRISENA Rohan,3,1,"8,11,11,11|11,5,5,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),SIRISENA Rohan (SRI),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Indika Prasad,RADOVIC Filip,3,1,"11,13,11,13|5,15,4,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,RADOVIC Filip (MNE),SILVA Indika Prasad (SRI),SILVA Indika Prasad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SIRISENA Rohan,BAKIC Luka,3,2,"8,9,11,13,12|11,11,8,11,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),SIRISENA Rohan (SRI),SIRISENA Rohan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,RANASINGHA Imesh,3,1,"13,11,11,11|15,5,5,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),RANASINGHA Imesh (USA),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Indika Prasad,KARIMOV Anvar,3,1,"13,12,11,11|15,10,9,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KARIMOV Anvar (UZB),SILVA Indika Prasad (SRI),SILVA Indika Prasad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SIRISENA Rohan,KHOLIKOV Elmurod,3,1,"13,10,11,11|11,12,4,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KHOLIKOV Elmurod (UZB),SIRISENA Rohan (SRI),SIRISENA Rohan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RANASINGHA Imesh,KENJAEV Zokhid,3,2,"10,12,6,11,11|12,10,11,9,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KENJAEV Zokhid (UZB),RANASINGHA Imesh (USA),RANASINGHA Imesh
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAKIC Luka,CHAVEZ Johan,3,1,"14,11,6,11|12,5,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),CHAVEZ Johan (PER),BAKIC Luka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,LI Julio,3,0,"11,11,18|9,7,16",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),LI Julio (PER),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RODRIGUEZ Diego,JUSKOVIC Nikola,3,0,"11,11,11|5,5,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JUSKOVIC Nikola (MNE),RODRIGUEZ Diego (PER),RODRIGUEZ Diego
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Julio,BAKIC Luka,3,1,"11,11,5,13|7,9,11,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),LI Julio (PER),LI Julio
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,CHAVEZ Johan,3,2,"11,9,9,11,11|8,11,11,5,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),CHAVEZ Johan (PER),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RANASINGHA Imesh,VALLE Rodel,3,0,"12,11,11|10,6,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VALLE Rodel (PHI),RANASINGHA Imesh (USA),RANASINGHA Imesh
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALES Richard,SIRISENA Rohan,3,0,"11,11,11|6,8,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GONZALES Richard (PHI),SIRISENA Rohan (SRI),GONZALES Richard
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Indika Prasad,TIMSON Stephen,3,0,"11,11,11|9,8,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TIMSON Stephen (PHI),SILVA Indika Prasad (SRI),SILVA Indika Prasad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SIRISENA Rohan,VALLE Rodel,3,1,"11,11,12,11|9,13,10,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VALLE Rodel (PHI),SIRISENA Rohan (SRI),SIRISENA Rohan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GONZALES Richard,RANASINGHA Imesh,3,0,"11,11,11|1,8,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GONZALES Richard (PHI),RANASINGHA Imesh (USA),GONZALES Richard
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KENJAEV Zokhid,JUMA Hasan,3,0,"11,11,12|5,9,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KENJAEV Zokhid (UZB),JUMA Hasan (BRN),KENJAEV Zokhid
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RASHED Rashed,KARIMOV Anvar,3,1,"11,11,5,11|8,7,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KARIMOV Anvar (UZB),RASHED Rashed (BRN),RASHED Rashed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KHOLIKOV Elmurod,JUMA Hasan,3,2,"11,9,11,7,11|3,11,5,11,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KHOLIKOV Elmurod (UZB),JUMA Hasan (BRN),KHOLIKOV Elmurod
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KENJAEV Zokhid,ALYASSI Alyas,3,1,"11,6,11,12|6,11,8,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KENJAEV Zokhid (UZB),ALYASSI Alyas (BRN),KENJAEV Zokhid
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAKIC Luka,SALLAH DUSE Maurice,3,0,"12,11,11|10,7,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),SALLAH DUSE Maurice (TOG),BAKIC Luka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,AGBETOGLO Mawussi,3,1,"10,11,11,11|12,6,8,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),AGBETOGLO Mawussi (TOG),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LAWSON-GAIZER Fessou,JUSKOVIC Nikola,3,2,"11,9,12,9,12|9,11,10,11,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,JUSKOVIC Nikola (MNE),LAWSON-GAIZER Fessou (TOG),LAWSON-GAIZER Fessou
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AGBETOGLO Mawussi,BAKIC Luka,3,0,"11,11,11|8,7,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAKIC Luka (MNE),AGBETOGLO Mawussi (TOG),AGBETOGLO Mawussi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CEKIC Irfan,SALLAH DUSE Maurice,3,0,"11,11,11|5,5,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CEKIC Irfan (MNE),SALLAH DUSE Maurice (TOG),CEKIC Irfan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RODRIGUEZ Diego,ALI Omar,3,1,"11,13,12,11|9,15,10,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALI Omar (YEM),RODRIGUEZ Diego (PER),RODRIGUEZ Diego
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-DHUBHANI Muneer,LI Julio,3,2,"11,4,11,9,13|8,11,8,11,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-DHUBHANI Muneer (YEM),LI Julio (PER),AL-DHUBHANI Muneer
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAVEZ Johan,AL-MAHAQERI Taha,3,0,"11,11,11|9,6,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-MAHAQERI Taha (YEM),CHAVEZ Johan (PER),CHAVEZ Johan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Julio,ALI Omar,3,1,"11,6,11,11|7,11,6,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALI Omar (YEM),LI Julio (PER),LI Julio
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AL-DHUBHANI Muneer,RODRIGUEZ Diego,3,0,"11,11,11|5,4,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,AL-DHUBHANI Muneer (YEM),RODRIGUEZ Diego (PER),AL-DHUBHANI Muneer
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Indika Prasad,SOURINPHOUMY Piyadeth,3,0,"11,11,11|1,7,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SILVA Indika Prasad (SRI),SOURINPHOUMY Piyadeth (LAO),SILVA Indika Prasad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RANASINGHA Imesh,PHATHAPHONE Thavisack,3,1,"11,9,11,12|5,11,6,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,RANASINGHA Imesh (USA),PHATHAPHONE Thavisack (LAO),RANASINGHA Imesh
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SIRISENA Rohan,KONGPHET Phinith,3,2,"4,11,9,11,11|11,3,11,5,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SIRISENA Rohan (SRI),KONGPHET Phinith (LAO),SIRISENA Rohan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SALEH Mohamed,DANDAL Yamen,3,1,"11,11,4,11|7,9,11,1",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SALEH Mohamed (BRN),DANDAL Yamen (SYR),SALEH Mohamed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RASHED Rashed,BAATH Mohannad,3,1,"12,11,10,11|10,3,12,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,RASHED Rashed (BRN),BAATH Mohannad (SYR),RASHED Rashed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ALYASSI Alyas,DANDAL Yamen,3,1,"11,11,7,12|9,4,11,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ALYASSI Alyas (BRN),DANDAL Yamen (SYR),ALYASSI Alyas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MOSSLLY Yhya,SALEH Mohamed,3,2,"11,11,4,7,11|8,9,11,11,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,SALEH Mohamed (BRN),MOSSLLY Yhya (SYR),MOSSLLY Yhya
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LAWSON-GAIZER Fessou,TENTONI Riccardo,3,0,"11,11,11|6,7,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TENTONI Riccardo (SMR),LAWSON-GAIZER Fessou (TOG),LAWSON-GAIZER Fessou
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AGBETOGLO Mawussi,BERARDI Mattia,3,2,"11,8,9,11,11|8,11,11,9,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BERARDI Mattia (SMR),AGBETOGLO Mawussi (TOG),AGBETOGLO Mawussi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SALLAH DUSE Maurice,VANNUCCI Marco,3,1,"12,11,8,11|10,7,11,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,VANNUCCI Marco (SMR),SALLAH DUSE Maurice (TOG),SALLAH DUSE Maurice
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RODRIGUEZ Diego,CHANG Hoi Wa,3,1,"11,11,10,11|1,7,12,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CHANG Hoi Wa (MAC),RODRIGUEZ Diego (PER),RODRIGUEZ Diego
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Kin Wa,LI Julio,3,2,"8,11,5,11,11|11,5,11,6,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LEONG Kin Wa (MAC),LI Julio (PER),LEONG Kin Wa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CHAVEZ Johan,CHE Long Lam,3,0,"11,11,11|7,4,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CHE Long Lam (MAC),CHAVEZ Johan (PER),CHAVEZ Johan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Julio,CHANG Hoi Wa,3,2,"5,11,11,10,12|11,6,8,12,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CHANG Hoi Wa (MAC),LI Julio (PER),LI Julio
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEONG Kin Wa,RODRIGUEZ Diego,3,2,"11,6,11,6,11|7,11,2,11,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LEONG Kin Wa (MAC),RODRIGUEZ Diego (PER),LEONG Kin Wa
