tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,CHIU Chung Hei/WONG Chun Ting,FEGERL Stefan/FENG Xiaoquan,3,2,"11,11,11,7,12|8,13,5,11,10",QR32,GRAND_SLAM,MD,79,Qualification,CHIU Chung Hei (HKG) / WONG Chun Ting (HKG),FEGERL Stefan (AUT) / FENG Xiaoquan (AUT)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,XU Xin/YAN An,GARDOS Robert/HABESOHN Daniel,4,1,"8,11,11,11,11|11,6,7,6,8",QF,GRAND_SLAM,MD,79,Main Draw,XU Xin (CHN) / YAN An (CHN),GARDOS Robert (AUT) / HABESOHN Daniel (AUT)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,MA Lin/ZHANG Jike,BAUM Patrick/STEGER Bastian,3,2,"7,11,8,11,11|11,8,11,5,6",R16,GRAND_SLAM,MD,79,Main Draw,MA Lin (CHN) / ZHANG Jike (CHN),BAUM Patrick (GER) / STEGER Bastian (GER)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,MA Lin/ZHANG Jike,RYU Seungmin/SEO Hyundeok,4,3,"11,6,11,11,11,11,11|8,11,3,13,13,6,9",QF,GRAND_SLAM,MD,79,Main Draw,MA Lin (CHN) / ZHANG Jike (CHN),RYU Seungmin (KOR) / SEO Hyundeok (KOR)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,MA Lin/ZHANG Jike,XU Xin/YAN An,4,0,"11,11,11,15|7,7,7,13",SF,GRAND_SLAM,MD,79,Main Draw,MA Lin (CHN) / ZHANG Jike (CHN),XU Xin (CHN) / YAN An (CHN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,MA Lin/ZHANG Jike,MA Long/WANG Hao,4,3,"12,11,16,11,11,6,11|14,7,14,13,9,11,5",F,GRAND_SLAM,MD,79,Main Draw,MA Lin (CHN) / ZHANG Jike (CHN),MA Long (CHN) / WANG Hao (CHN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,CHEUNG Yuk/LEUNG Chu Yan,KNIGHT Darius/REED Daniel,3,2,"9,11,9,11,11|11,5,11,6,7",QR32,GRAND_SLAM,MD,79,Qualification,CHEUNG Yuk (HKG) / LEUNG Chu Yan (HKG),KNIGHT Darius (ENG) / REED Daniel (ENG)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,MA Liang/ZHMUDENKO Yaroslav,PLATONOV Pavel/SALIFOU Abdel-Kader,3,1,"11,11,8,11|7,7,11,7",QR32,GRAND_SLAM,MD,79,Qualification,MA Liang (SGP) / ZHMUDENKO Yaroslav (UKR),PLATONOV Pavel (BLR) / SALIFOU Abdel-Kader (BEN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,RYU Seungmin/SEO Hyundeok,LEBESSON Emmanuel/MATTENET Adrien,3,0,"12,11,11|10,3,8",R16,GRAND_SLAM,MD,79,Main Draw,RYU Seungmin (KOR) / SEO Hyundeok (KOR),LEBESSON Emmanuel (FRA) / MATTENET Adrien (FRA)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,YANG Zi/ZHAN Jian,CHIU Chung Hei/WONG Chun Ting,3,1,"15,10,11,11|13,12,4,8",QR16,GRAND_SLAM,MD,79,Qualification,YANG Zi (SGP) / ZHAN Jian (SGP),CHIU Chung Hei (HKG) / WONG Chun Ting (HKG)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,XU Xin/YAN An,CHEUNG Yuk/LEUNG Chu Yan,3,2,"12,11,9,11,11|14,6,11,9,5",R16,GRAND_SLAM,MD,79,Main Draw,XU Xin (CHN) / YAN An (CHN),CHEUNG Yuk (HKG) / LEUNG Chu Yan (HKG)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,KUZMIN Fedor/RUBTSOV Igor,JIANG Tianyi/TANG Peng,3,1,"11,9,11,13|9,11,9,11",R16,GRAND_SLAM,MD,79,Main Draw,KUZMIN Fedor (RUS) / RUBTSOV Igor (RUS),JIANG Tianyi (HKG) / TANG Peng (HKG)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,KARLSSON Kristian/KARLSSON Mattias,HENTE Mohammad Amin/MOLARAJABI Alireza,3,1,"11,11,10,11|6,4,12,2",QR32,GRAND_SLAM,MD,79,Qualification,KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE),HENTE Mohammad Amin (IRI) / MOLARAJABI Alireza (IRI)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,KUZMIN Fedor/RUBTSOV Igor,OMRANI Seyed Pourya/TAHERKHANI Hamidreza,3,0,"11,11,11|8,7,7",QR32,GRAND_SLAM,MD,79,Qualification,KUZMIN Fedor (RUS) / RUBTSOV Igor (RUS),OMRANI Seyed Pourya (IRI) / TAHERKHANI Hamidreza (IRI)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,CHAN Kazuhiro/MORIMOTO Kohei,GAMMELMARK Casper/SASS Emil,3,0,"11,11,11|3,4,2",QR32,GRAND_SLAM,MD,79,Qualification,CHAN Kazuhiro (JPN) / MORIMOTO Kohei (JPN),GAMMELMARK Casper (DEN) / SASS Emil (DEN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,BAUM Patrick/STEGER Bastian,CHAN Kazuhiro/MORIMOTO Kohei,3,1,"5,12,11,11|11,10,6,2",QR16,GRAND_SLAM,MD,79,Qualification,BAUM Patrick (GER) / STEGER Bastian (GER),CHAN Kazuhiro (JPN) / MORIMOTO Kohei (JPN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,GAO Ning/LI Hu,NIWA Koki/YOSHIDA Kaii,3,1,"11,4,11,13|6,11,5,11",R16,GRAND_SLAM,MD,79,Main Draw,GAO Ning (SGP) / LI Hu (SGP),NIWA Koki (JPN) / YOSHIDA Kaii (JPN)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,KIM Minseok/OH Sangeun,LIVENTSOV Alexey/MERZLIKIN Taras,3,1,"9,11,11,11|11,6,3,5",QR16,GRAND_SLAM,MD,79,Qualification,KIM Minseok (KOR) / OH Sangeun (KOR),LIVENTSOV Alexey (RUS) / MERZLIKIN Taras (RUS)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,CHEUNG Yuk/LEUNG Chu Yan,JEOUNG Youngsik/LEE Sang Su,3,0,,QR16,GRAND_SLAM,MD,79,Qualification,CHEUNG Yuk (HKG) / LEUNG Chu Yan (HKG),JEOUNG Youngsik (KOR) / LEE Sang Su (KOR)
Pro Tour Harmony China Open Suzhou 2011,2011-08-24,KIM Minseok/OH Sangeun,KISHIKAWA Seiya/MATSUDAIRA Kenta,3,0,"11,11,11|3,4,4",R16,GRAND_SLAM,MD,79,Main Draw,KIM Minseok (KOR) / OH Sangeun (KOR),KISHIKAWA Seiya (JPN) / MATSUDAIRA Kenta (JPN)
