tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Olympic Games Sydney 2000,2000-09-16,PASKAUSKIENE Ruta/PRUSIENE Jolanta,NAITO Kazuko/SAKATA Rinko,2,0,"21,21|18,14",QR2,OLYMPICS,WD,919,Qualification,PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU),NAITO Kazuko (JPN) / SAKATA Rinko (JPN),PASKAUSKIENE Ruta
Olympic Games Sydney 2000,2000-09-16,PASKAUSKIENE Ruta/PRUSIENE Jolanta,LAY Jian Fang/ZHOU Stella,2,0,"23,21|21,14",3,OLYMPICS,WD,919,Qualification,PASKAUSKIENE Ruta (LTU) / PRUSIENE Jolanta (LTU),LAY Jian Fang (AUS) / ZHOU Stella (AUS),PASKAUSKIENE Ruta
Olympic Games Sydney 2000,2000-09-16,OKENLA Kehinde/OWOH Atisi,PEREZ Luisana/RAMOS Fabiola,2,0,"21,21|14,14",,OLYMPICS,WD,919,Qualification,OKENLA Kehinde (NGR) / OWOH Atisi (NGR),PEREZ Luisana (VEN) / RAMOS Fabiola (VEN),OKENLA Kehinde
Olympic Games Sydney 2000,2000-09-16,LI Chunli/LI Karen,BANH THUA Tawny/RATHER Jasna,2,0,"21,21|16,8",,OLYMPICS,WD,919,Qualification,LI Chunli (NZL) / LI Karen (NZL),BANH THUA Tawny (USA) / RATHER Jasna (USA),LI Chunli
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia/STEFF Mihaela,FADEEVA Oxana/MELNIK Galina,2,0,"21,22|10,20",,OLYMPICS,WD,919,Qualification,BADESCU Otilia (ROU) / STEFF Mihaela (ROU),FADEEVA Oxana (RUS) / MELNIK Galina (RUS),BADESCU Otilia
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia/STEFF Mihaela,OKENLA Kehinde/OWOH Atisi,2,0,"21,21|14,9",3,OLYMPICS,WD,919,Qualification,BADESCU Otilia (ROU) / STEFF Mihaela (ROU),OKENLA Kehinde (NGR) / OWOH Atisi (NGR),BADESCU Otilia
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia/STEFF Mihaela,CHEN Jing/XU Jing,3,0,"21,23,22|15,21,20",R16,OLYMPICS,WD,919,Main Draw,BADESCU Otilia (ROU) / STEFF Mihaela (ROU),CHEN Jing (TPE) / XU Jing (TPE),BADESCU Otilia
Olympic Games Sydney 2000,2000-09-16,FADEEVA Oxana/MELNIK Galina,OKENLA Kehinde/OWOH Atisi,2,0,"21,21|16,13",QR2,OLYMPICS,WD,919,Qualification,FADEEVA Oxana (RUS) / MELNIK Galina (RUS),OKENLA Kehinde (NGR) / OWOH Atisi (NGR),FADEEVA Oxana
Olympic Games Sydney 2000,2000-09-16,SVENSSON Asa/SVENSSON Marie,ABDELAZIZ Shimaa/OSMAN Bacent,2,0,"21,21|10,15",,OLYMPICS,WD,919,Qualification,SVENSSON Asa (SWE) / SVENSSON Marie (SWE),ABDELAZIZ Shimaa (EGY) / OSMAN Bacent (EGY),SVENSSON Asa
Olympic Games Sydney 2000,2000-09-16,TSUI Hsiu-Li/YU Feng-Yin,KAFFO Bose/OSHONAIKE Olufunke,2,0,"21,21|13,19",QR2,OLYMPICS,WD,919,Qualification,TSUI Hsiu-Li (TPE) / YU Feng-Yin (TPE),KAFFO Bose (NGR) / OSHONAIKE Olufunke (NGR),TSUI Hsiu-Li
Olympic Games Sydney 2000,2000-09-16,GAO Jun/DO Michelle,WANG Wenxiao/XU Chris,2,1,"15,21,22|21,14,20",QR2,OLYMPICS,WD,919,Qualification,GAO Jun (USA) / DO Michelle (USA),WANG Wenxiao (CAN) / XU Chris (CAN),GAO Jun
