tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Olympic Games Sydney 2000,2000-09-16,KREANGA Kalinikos,SUSENO Anton,3,0,"21,21,21|10,10,15",,OLYMPICS,MS,919,Qualification,KREANGA Kalinikos (GRE),SUSENO Anton (INA),KREANGA Kalinikos
Olympic Games Sydney 2000,2000-09-16,LASHIN Elsayed,SUSENO Anton,3,0,"22,24,21|20,22,19",,OLYMPICS,MS,919,Qualification,LASHIN Elsayed (EGY),SUSENO Anton (INA),LASHIN Elsayed
Olympic Games Sydney 2000,2000-09-16,KREANGA Kalinikos,LASHIN Elsayed,3,0,"21,21,21|6,9,18",,OLYMPICS,MS,919,Qualification,KREANGA Kalinikos (GRE),LASHIN Elsayed (EGY),KREANGA Kalinikos
Olympic Games Sydney 2000,2000-09-16,ROSSKOPF Jorg,HELMY Ashraf,3,0,"21,21,21|8,11,15",,OLYMPICS,MS,919,Qualification,ROSSKOPF Jorg (GER),HELMY Ashraf (EGY),ROSSKOPF Jorg
Olympic Games Sydney 2000,2000-09-16,ROSSKOPF Jorg,ZHUANG David,3,0,"21,21,21|15,8,12",,OLYMPICS,MS,919,Qualification,ROSSKOPF Jorg (GER),ZHUANG David (USA),ROSSKOPF Jorg
Olympic Games Sydney 2000,2000-09-16,ZHUANG David,HELMY Ashraf,3,1,"21,21,12,21|11,16,21,16",,OLYMPICS,MS,919,Qualification,ZHUANG David (USA),HELMY Ashraf (EGY),ZHUANG David
Olympic Games Sydney 2000,2000-09-16,KORBEL Petr,BABOOR Chetan,3,1,"13,21,21,21|21,17,16,14",,OLYMPICS,MS,919,Qualification,KORBEL Petr (CZE),BABOOR Chetan (IND),KORBEL Petr
Olympic Games Sydney 2000,2000-09-16,BABOOR Chetan,JACKSON Peter,3,0,"25,21,23|23,18,21",,OLYMPICS,MS,919,Qualification,BABOOR Chetan (IND),JACKSON Peter (NZL),BABOOR Chetan
Olympic Games Sydney 2000,2000-09-16,KORBEL Petr,JACKSON Peter,3,0,"21,21,21|11,13,15",,OLYMPICS,MS,919,Qualification,KORBEL Petr (CZE),JACKSON Peter (NZL),KORBEL Petr
Olympic Games Sydney 2000,2000-09-16,TORIOLA Segun,SOSA Reinier,3,1,"21,19,21,21|19,21,18,8",,OLYMPICS,MS,919,Qualification,TORIOLA Segun (NGR),SOSA Reinier (CUB),TORIOLA Segun
Olympic Games Sydney 2000,2000-09-16,HUANG Johnny,SOSA Reinier,3,0,"21,21,21|18,12,12",,OLYMPICS,MS,919,Qualification,HUANG Johnny (CAN),SOSA Reinier (CUB),HUANG Johnny
Olympic Games Sydney 2000,2000-09-16,HUANG Johnny,TORIOLA Segun,3,2,"21,12,22,21,21|12,21,24,19,7",,OLYMPICS,MS,919,Qualification,HUANG Johnny (CAN),TORIOLA Segun (NGR),HUANG Johnny
Olympic Games Sydney 2000,2000-09-16,BLASZCZYK Lucjan,CRISAN Adrian,3,2,"15,21,19,21,21|21,16,21,16,18",,OLYMPICS,MS,919,Qualification,BLASZCZYK Lucjan (POL),CRISAN Adrian (ROU),BLASZCZYK Lucjan
Olympic Games Sydney 2000,2000-09-16,CRISAN Adrian,GERADA Simon,3,0,"21,21,21|9,16,11",,OLYMPICS,MS,919,Qualification,CRISAN Adrian (ROU),GERADA Simon (AUS),CRISAN Adrian
Olympic Games Sydney 2000,2000-09-16,BLASZCZYK Lucjan,GERADA Simon,3,0,"21,21,22|8,10,20",,OLYMPICS,MS,919,Qualification,BLASZCZYK Lucjan (POL),GERADA Simon (AUS),BLASZCZYK Lucjan
Olympic Games Sydney 2000,2000-09-16,ISEKI Seiko,ARADO Francisco,3,0,"21,21,21|7,7,17",,OLYMPICS,MS,919,Qualification,ISEKI Seiko (JPN),ARADO Francisco (CUB),ISEKI Seiko
Olympic Games Sydney 2000,2000-09-16,ISEKI Seiko,CHENG Yinghua,3,1,"16,21,21,21|21,18,17,18",,OLYMPICS,MS,919,Qualification,ISEKI Seiko (JPN),CHENG Yinghua (USA),ISEKI Seiko
Olympic Games Sydney 2000,2000-09-16,CHENG Yinghua,ARADO Francisco,3,0,"21,21,21|8,14,14",,OLYMPICS,MS,919,Qualification,CHENG Yinghua (USA),ARADO Francisco (CUB),CHENG Yinghua
Olympic Games Sydney 2000,2000-09-16,TASAKI Toshio,PLACHY Josef,3,0,"21,21,21|14,19,17",,OLYMPICS,MS,919,Qualification,TASAKI Toshio (JPN),PLACHY Josef (CZE),TASAKI Toshio
Olympic Games Sydney 2000,2000-09-16,PLACHY Josef,GAMBRA Jorge,3,0,"21,21,21|16,14,14",,OLYMPICS,MS,919,Qualification,PLACHY Josef (CZE),GAMBRA Jorge (CHI),PLACHY Josef
Olympic Games Sydney 2000,2000-09-16,TASAKI Toshio,GAMBRA Jorge,3,1,"21,11,21,21|17,21,15,15",,OLYMPICS,MS,919,Qualification,TASAKI Toshio (JPN),GAMBRA Jorge (CHI),TASAKI Toshio
Olympic Games Sydney 2000,2000-09-16,HOYAMA Hugo,LIU Kurt,3,0,"21,21,21|16,16,13",,OLYMPICS,MS,919,Qualification,HOYAMA Hugo (BRA),LIU Kurt (CAN),HOYAMA Hugo
Olympic Games Sydney 2000,2000-09-16,CHEUNG Yuk,LIU Kurt,3,1,"21,21,19,21|15,9,21,15",,OLYMPICS,MS,919,Qualification,CHEUNG Yuk (HKG),LIU Kurt (CAN),CHEUNG Yuk
Olympic Games Sydney 2000,2000-09-16,CHEUNG Yuk,HOYAMA Hugo,3,2,"18,21,19,21,21|21,17,21,15,18",,OLYMPICS,MS,919,Qualification,CHEUNG Yuk (HKG),HOYAMA Hugo (BRA),CHEUNG Yuk
Olympic Games Sydney 2000,2000-09-16,RYU Seungmin,LEUNG Chu Yan,3,0,"21,22,21|9,20,19",,OLYMPICS,MS,919,Qualification,RYU Seungmin (KOR),LEUNG Chu Yan (HKG),RYU Seungmin
Olympic Games Sydney 2000,2000-09-16,SMYTHE Mark,LEUNG Chu Yan,3,2,"21,10,14,21,22|18,21,21,15,20",,OLYMPICS,MS,919,Qualification,SMYTHE Mark (AUS),LEUNG Chu Yan (HKG),SMYTHE Mark
Olympic Games Sydney 2000,2000-09-16,RYU Seungmin,SMYTHE Mark,3,0,"21,21,21|5,18,17",,OLYMPICS,MS,919,Qualification,RYU Seungmin (KOR),SMYTHE Mark (AUS),RYU Seungmin
Olympic Games Sydney 2000,2000-09-16,KEEN Trinko,EHTESHAMZADEH Majid,3,0,"21,21,21|4,11,5",,OLYMPICS,MS,919,Qualification,KEEN Trinko (NED),EHTESHAMZADEH Majid (IRI),KEEN Trinko
Olympic Games Sydney 2000,2000-09-16,KEEN Trinko,TSIOKAS Ntaniel,3,1,"21,18,21,21|9,21,15,10",,OLYMPICS,MS,919,Qualification,KEEN Trinko (NED),TSIOKAS Ntaniel (GRE),KEEN Trinko
Olympic Games Sydney 2000,2000-09-16,TSIOKAS Ntaniel,EHTESHAMZADEH Majid,3,0,"21,21,21|19,13,13",,OLYMPICS,MS,919,Qualification,TSIOKAS Ntaniel (GRE),EHTESHAMZADEH Majid (IRI),TSIOKAS Ntaniel
Olympic Games Sydney 2000,2000-09-16,HEISTER Danny,KRZESZEWSKI Tomasz,3,0,"21,21,21|13,19,17",,OLYMPICS,MS,919,Qualification,HEISTER Danny (NED),KRZESZEWSKI Tomasz (POL),HEISTER Danny
Olympic Games Sydney 2000,2000-09-16,KRZESZEWSKI Tomasz,LAVALE Russell,3,0,"21,21,21|16,11,17",,OLYMPICS,MS,919,Qualification,KRZESZEWSKI Tomasz (POL),LAVALE Russell (AUS),KRZESZEWSKI Tomasz
Olympic Games Sydney 2000,2000-09-16,HEISTER Danny,LAVALE Russell,3,0,"21,21,21|9,15,17",,OLYMPICS,MS,919,Qualification,HEISTER Danny (NED),LAVALE Russell (AUS),HEISTER Danny
Olympic Games Sydney 2000,2000-09-16,GRUJIC Slobodan,AKINLABI Peter,3,0,"21,21,21|14,12,16",,OLYMPICS,MS,919,Qualification,GRUJIC Slobodan (SRB),AKINLABI Peter (NGR),GRUJIC Slobodan
Olympic Games Sydney 2000,2000-09-16,LEE Chulseung,AKINLABI Peter,3,0,"21,21,21|16,10,17",,OLYMPICS,MS,919,Qualification,LEE Chulseung (KOR),AKINLABI Peter (NGR),LEE Chulseung
Olympic Games Sydney 2000,2000-09-16,LEE Chulseung,GRUJIC Slobodan,3,2,"21,21,15,14,21|11,19,21,21,17",,OLYMPICS,MS,919,Qualification,LEE Chulseung (KOR),GRUJIC Slobodan (SRB),LEE Chulseung
Olympic Games Sydney 2000,2000-09-16,BOLL Timo,LIU Song,3,1,"21,17,21,21|9,21,12,19",,OLYMPICS,MS,919,Qualification,BOLL Timo (GER),LIU Song (ARG),BOLL Timo
Olympic Games Sydney 2000,2000-09-16,LIU Song,AL-HAMMADI Hamad,3,1,"21,13,21,21|16,21,12,14",,OLYMPICS,MS,919,Qualification,LIU Song (ARG),AL-HAMMADI Hamad (QAT),LIU Song
Olympic Games Sydney 2000,2000-09-16,BOLL Timo,AL-HAMMADI Hamad,3,0,"21,21,21|14,12,12",,OLYMPICS,MS,919,Qualification,BOLL Timo (GER),AL-HAMMADI Hamad (QAT),BOLL Timo
Olympic Games Sydney 2000,2000-09-16,CHANG Yen-Shu,HAMAM Gdara,3,0,"21,21,21|10,11,7",,OLYMPICS,MS,919,Qualification,CHANG Yen-Shu (TPE),HAMAM Gdara (TUN),CHANG Yen-Shu
Olympic Games Sydney 2000,2000-09-16,CHANG Yen-Shu,DING Yi,3,0,"21,21,21|19,13,18",,OLYMPICS,MS,919,Qualification,CHANG Yen-Shu (TPE),DING Yi (AUT),CHANG Yen-Shu
Olympic Games Sydney 2000,2000-09-16,DING Yi,HAMAM Gdara,3,0,"21,21,21|9,17,10",,OLYMPICS,MS,919,Qualification,DING Yi (AUT),HAMAM Gdara (TUN),DING Yi
Olympic Games Sydney 2000,2000-09-16,FRANZ Peter,SYED Matthew,3,0,"21,21,23|8,4,21",,OLYMPICS,MS,919,Qualification,FRANZ Peter (GER),SYED Matthew (ENG),FRANZ Peter
Olympic Games Sydney 2000,2000-09-16,FRANZ Peter,SAHAJASSEIN Jean-Patrick,3,0,"21,21,21|9,10,12",,OLYMPICS,MS,919,Qualification,FRANZ Peter (GER),SAHAJASSEIN Jean-Patrick (MRI),FRANZ Peter
Olympic Games Sydney 2000,2000-09-16,SYED Matthew,SAHAJASSEIN Jean-Patrick,3,0,"21,21,21|3,8,9",,OLYMPICS,MS,919,Qualification,SYED Matthew (ENG),SAHAJASSEIN Jean-Patrick (MRI),SYED Matthew
Olympic Games Sydney 2000,2000-09-16,CHTCHETININE Evgueni,MORALES Augusto,3,0,"21,21,21|13,10,13",,OLYMPICS,MS,919,Qualification,CHTCHETININE Evgueni (BLR),MORALES Augusto (CHI),CHTCHETININE Evgueni
Olympic Games Sydney 2000,2000-09-16,SAIVE Philippe,MORALES Augusto,3,0,"21,21,21|10,8,11",,OLYMPICS,MS,919,Qualification,SAIVE Philippe (BEL),MORALES Augusto (CHI),SAIVE Philippe
Olympic Games Sydney 2000,2000-09-16,SAIVE Philippe,CHTCHETININE Evgueni,3,1,"18,21,21,22|21,18,19,20",,OLYMPICS,MS,919,Qualification,SAIVE Philippe (BEL),CHTCHETININE Evgueni (BLR),SAIVE Philippe
Olympic Games Sydney 2000,2000-09-16,KONG Linghui,HUANG Johnny,3,0,"21,21,21|14,12,16",R32,OLYMPICS,MS,919,Main Draw,KONG Linghui (CHN),HUANG Johnny (CAN),KONG Linghui
Olympic Games Sydney 2000,2000-09-16,BLASZCZYK Lucjan,GATIEN Jean-Philippe,3,0,"21,21,21|5,17,13",R32,OLYMPICS,MS,919,Main Draw,BLASZCZYK Lucjan (POL),GATIEN Jean-Philippe (FRA),BLASZCZYK Lucjan
Olympic Games Sydney 2000,2000-09-16,BOLL Timo,KIM Taeksoo,3,1,"21,15,21,21|11,21,18,17",R32,OLYMPICS,MS,919,Main Draw,BOLL Timo (GER),KIM Taeksoo (KOR),BOLL Timo
Olympic Games Sydney 2000,2000-09-16,SCHLAGER Werner,HEISTER Danny,3,2,"13,8,21,21,21|21,21,19,19,12",R32,OLYMPICS,MS,919,Main Draw,SCHLAGER Werner (AUT),HEISTER Danny (NED),SCHLAGER Werner
Olympic Games Sydney 2000,2000-09-16,PERSSON Jorgen,FRANZ Peter,3,1,"21,21,16,21|16,15,21,18",R32,OLYMPICS,MS,919,Main Draw,PERSSON Jorgen (SWE),FRANZ Peter (GER),PERSSON Jorgen
Olympic Games Sydney 2000,2000-09-16,MATSUSHITA Koji,CHEUNG Yuk,3,0,"22,21,21|20,19,17",R32,OLYMPICS,MS,919,Main Draw,MATSUSHITA Koji (JPN),CHEUNG Yuk (HKG),MATSUSHITA Koji
Olympic Games Sydney 2000,2000-09-16,LIU Guozheng,SAIVE Philippe,3,2,"21,21,18,17,21|14,16,21,21,15",R32,OLYMPICS,MS,919,Main Draw,LIU Guozheng (CHN),SAIVE Philippe (BEL),LIU Guozheng
Olympic Games Sydney 2000,2000-09-16,CHIANG Peng-Lung,KREANGA Kalinikos,3,0,"25,21,24|23,12,22",R32,OLYMPICS,MS,919,Main Draw,CHIANG Peng-Lung (TPE),KREANGA Kalinikos (GRE),CHIANG Peng-Lung
Olympic Games Sydney 2000,2000-09-16,LIU Guoliang,KEEN Trinko,3,0,"21,22,21|14,20,19",R32,OLYMPICS,MS,919,Main Draw,LIU Guoliang (CHN),KEEN Trinko (NED),LIU Guoliang
Olympic Games Sydney 2000,2000-09-16,ELOI Damien,LEE Chulseung,3,1,"21,11,21,22|14,21,6,20",R32,OLYMPICS,MS,919,Main Draw,ELOI Damien (FRA),LEE Chulseung (KOR),ELOI Damien
Olympic Games Sydney 2000,2000-09-16,ROSSKOPF Jorg,KARLSSON Peter,3,2,"20,21,21,19,21|22,19,17,21,12",R32,OLYMPICS,MS,919,Main Draw,ROSSKOPF Jorg (GER),KARLSSON Peter (SWE),ROSSKOPF Jorg
Olympic Games Sydney 2000,2000-09-16,TASAKI Toshio,PRIMORAC Zoran,3,0,"25,21,21|23,16,17",R32,OLYMPICS,MS,919,Main Draw,TASAKI Toshio (JPN),PRIMORAC Zoran (CRO),TASAKI Toshio
Olympic Games Sydney 2000,2000-09-16,WALDNER Jan-Ove,ISEKI Seiko,3,1,"21,21,21,21|23,13,15,17",R32,OLYMPICS,MS,919,Main Draw,WALDNER Jan-Ove (SWE),ISEKI Seiko (JPN),WALDNER Jan-Ove
Olympic Games Sydney 2000,2000-09-16,SAIVE Jean-Michel,KORBEL Petr,3,0,"21,21,21|11,13,17",R32,OLYMPICS,MS,919,Main Draw,SAIVE Jean-Michel (BEL),KORBEL Petr (CZE),SAIVE Jean-Michel
Olympic Games Sydney 2000,2000-09-16,LEGOUT Christophe,RYU Seungmin,3,2,"21,21,10,25,21|15,23,21,23,17",R32,OLYMPICS,MS,919,Main Draw,LEGOUT Christophe (FRA),RYU Seungmin (KOR),LEGOUT Christophe
Olympic Games Sydney 2000,2000-09-16,SAMSONOV Vladimir,CHANG Yen-Shu,3,0,"21,23,21|14,21,14",R32,OLYMPICS,MS,919,Main Draw,SAMSONOV Vladimir (BLR),CHANG Yen-Shu (TPE),SAMSONOV Vladimir
Olympic Games Sydney 2000,2000-09-16,KONG Linghui,BLASZCZYK Lucjan,3,2,"18,21,21,20,21|21,17,10,22,14",R16,OLYMPICS,MS,919,Main Draw,KONG Linghui (CHN),BLASZCZYK Lucjan (POL),KONG Linghui
Olympic Games Sydney 2000,2000-09-16,SCHLAGER Werner,BOLL Timo,3,2,"24,19,17,21,21|22,21,21,13,16",R16,OLYMPICS,MS,919,Main Draw,SCHLAGER Werner (AUT),BOLL Timo (GER),SCHLAGER Werner
Olympic Games Sydney 2000,2000-09-16,PERSSON Jorgen,MATSUSHITA Koji,3,0,"21,21,21|14,13,19",R16,OLYMPICS,MS,919,Main Draw,PERSSON Jorgen (SWE),MATSUSHITA Koji (JPN),PERSSON Jorgen
Olympic Games Sydney 2000,2000-09-16,LIU Guozheng,CHIANG Peng-Lung,3,0,"21,21,21|11,13,19",R16,OLYMPICS,MS,919,Main Draw,LIU Guozheng (CHN),CHIANG Peng-Lung (TPE),LIU Guozheng
Olympic Games Sydney 2000,2000-09-16,LIU Guoliang,ELOI Damien,3,2,"19,12,22,21,21|21,21,20,9,13",R16,OLYMPICS,MS,919,Main Draw,LIU Guoliang (CHN),ELOI Damien (FRA),LIU Guoliang
Olympic Games Sydney 2000,2000-09-16,ROSSKOPF Jorg,TASAKI Toshio,3,2,"17,21,21,19,21|21,15,13,21,14",R16,OLYMPICS,MS,919,Main Draw,ROSSKOPF Jorg (GER),TASAKI Toshio (JPN),ROSSKOPF Jorg
Olympic Games Sydney 2000,2000-09-16,WALDNER Jan-Ove,SAIVE Jean-Michel,3,1,"21,19,21,21|14,21,18,15",R16,OLYMPICS,MS,919,Main Draw,WALDNER Jan-Ove (SWE),SAIVE Jean-Michel (BEL),WALDNER Jan-Ove
Olympic Games Sydney 2000,2000-09-16,SAMSONOV Vladimir,LEGOUT Christophe,3,0,"21,21,21|11,17,12",R16,OLYMPICS,MS,919,Main Draw,SAMSONOV Vladimir (BLR),LEGOUT Christophe (FRA),SAMSONOV Vladimir
Olympic Games Sydney 2000,2000-09-16,KONG Linghui,SCHLAGER Werner,3,2,"21,13,20,21,21|14,21,22,10,14",QF,OLYMPICS,MS,919,Main Draw,KONG Linghui (CHN),SCHLAGER Werner (AUT),KONG Linghui
Olympic Games Sydney 2000,2000-09-16,PERSSON Jorgen,LIU Guozheng,3,1,"14,21,21,21|21,18,16,19",QF,OLYMPICS,MS,919,Main Draw,PERSSON Jorgen (SWE),LIU Guozheng (CHN),PERSSON Jorgen
Olympic Games Sydney 2000,2000-09-16,LIU Guoliang,ROSSKOPF Jorg,3,0,"21,21,21|11,14,7",QF,OLYMPICS,MS,919,Main Draw,LIU Guoliang (CHN),ROSSKOPF Jorg (GER),LIU Guoliang
Olympic Games Sydney 2000,2000-09-16,WALDNER Jan-Ove,SAMSONOV Vladimir,3,2,"20,18,21,21,21|22,21,14,17,19",QF,OLYMPICS,MS,919,Main Draw,WALDNER Jan-Ove (SWE),SAMSONOV Vladimir (BLR),WALDNER Jan-Ove
Olympic Games Sydney 2000,2000-09-16,KONG Linghui,PERSSON Jorgen,3,1,"21,13,21,21|12,21,16,13",SF,OLYMPICS,MS,919,Main Draw,KONG Linghui (CHN),PERSSON Jorgen (SWE),KONG Linghui
Olympic Games Sydney 2000,2000-09-16,WALDNER Jan-Ove,LIU Guoliang,3,0,"21,21,21|19,16,19",SF,OLYMPICS,MS,919,Main Draw,WALDNER Jan-Ove (SWE),LIU Guoliang (CHN),WALDNER Jan-Ove
Olympic Games Sydney 2000,2000-09-16,KONG Linghui,WALDNER Jan-Ove,3,2,"21,21,17,14,21|16,19,21,21,13",F,OLYMPICS,MS,919,Main Draw,KONG Linghui (CHN),WALDNER Jan-Ove (SWE),KONG Linghui
Olympic Games Sydney 2000,2000-09-16,LIU Guoliang,PERSSON Jorgen,3,1,"21,19,21,21|18,21,14,13",3RD,OLYMPICS,MS,919,Position Draw,LIU Guoliang (CHN),PERSSON Jorgen (SWE),LIU Guoliang
Olympic Games Sydney 2000,2000-09-16,GENG Lijuan,ZHOU Shirley,3,0,"21,21,21|17,13,15",,OLYMPICS,WS,919,Qualification,GENG Lijuan (CAN),ZHOU Shirley (AUS),GENG Lijuan
Olympic Games Sydney 2000,2000-09-16,ZHOU Shirley,KOMWONG Nanthana,3,1,"15,21,21,21|21,18,17,19",,OLYMPICS,WS,919,Qualification,ZHOU Shirley (AUS),KOMWONG Nanthana (THA),ZHOU Shirley
Olympic Games Sydney 2000,2000-09-16,GENG Lijuan,KOMWONG Nanthana,3,0,"21,21,21|12,10,13",,OLYMPICS,WS,919,Qualification,GENG Lijuan (CAN),KOMWONG Nanthana (THA),GENG Lijuan
Olympic Games Sydney 2000,2000-09-16,BATORFI Csilla,KAFFO Bose,3,0,"21,21,21|17,9,9",,OLYMPICS,WS,919,Qualification,BATORFI Csilla (HUN),KAFFO Bose (NGR),BATORFI Csilla
Olympic Games Sydney 2000,2000-09-16,BATORFI Csilla,RATHER Jasna,3,1,"17,21,21,21|21,14,12,10",,OLYMPICS,WS,919,Qualification,BATORFI Csilla (HUN),RATHER Jasna (USA),BATORFI Csilla
Olympic Games Sydney 2000,2000-09-16,RATHER Jasna,KAFFO Bose,3,0,"21,21,21|17,15,16",,OLYMPICS,WS,919,Qualification,RATHER Jasna (USA),KAFFO Bose (NGR),RATHER Jasna
Olympic Games Sydney 2000,2000-09-16,LEE Eunsil,BANH THUA Tawny,3,0,"21,21,21|7,8,17",,OLYMPICS,WS,919,Qualification,LEE Eunsil (KOR),BANH THUA Tawny (USA),LEE Eunsil
Olympic Games Sydney 2000,2000-09-16,WANG Wenxiao,BANH THUA Tawny,3,0,"21,22,22|15,20,20",,OLYMPICS,WS,919,Qualification,WANG Wenxiao (CAN),BANH THUA Tawny (USA),WANG Wenxiao
Olympic Games Sydney 2000,2000-09-16,LEE Eunsil,WANG Wenxiao,3,0,"21,21,21|18,12,13",,OLYMPICS,WS,919,Qualification,LEE Eunsil (KOR),WANG Wenxiao (CAN),LEE Eunsil
Olympic Games Sydney 2000,2000-09-16,BAKULA Andrea,ZHOU Stella,3,2,"21,20,19,21,21|18,22,21,18,18",,OLYMPICS,WS,919,Qualification,BAKULA Andrea (CRO),ZHOU Stella (AUS),BAKULA Andrea
Olympic Games Sydney 2000,2000-09-16,GAO Jun,ZHOU Stella,3,0,"21,21,21|12,10,13",,OLYMPICS,WS,919,Qualification,GAO Jun (USA),ZHOU Stella (AUS),GAO Jun
Olympic Games Sydney 2000,2000-09-16,GAO Jun,BAKULA Andrea,3,0,"21,21,21|18,15,5",,OLYMPICS,WS,919,Qualification,GAO Jun (USA),BAKULA Andrea (CRO),GAO Jun
Olympic Games Sydney 2000,2000-09-16,XU Jing,MOLNAR Zita,3,0,"21,21,21|18,17,11",,OLYMPICS,WS,919,Qualification,XU Jing (TPE),MOLNAR Zita (HUN),XU Jing
Olympic Games Sydney 2000,2000-09-16,MOLNAR Zita,STESHENKO Aida,3,0,"21,21,21|8,10,14",,OLYMPICS,WS,919,Qualification,MOLNAR Zita (HUN),STESHENKO Aida (TKM),MOLNAR Zita
Olympic Games Sydney 2000,2000-09-16,XU Jing,STESHENKO Aida,3,0,"21,21,21|11,9,11",,OLYMPICS,WS,919,Qualification,XU Jing (TPE),STESHENKO Aida (TKM),XU Jing
Olympic Games Sydney 2000,2000-09-16,SAKATA Rinko,OSHONAIKE Olufunke,3,2,"18,21,18,21,21|21,15,21,8,15",,OLYMPICS,WS,919,Qualification,SAKATA Rinko (JPN),OSHONAIKE Olufunke (NGR),SAKATA Rinko
Olympic Games Sydney 2000,2000-09-16,SAKATA Rinko,MIAO Miao,3,0,"21,23,21|11,21,18",,OLYMPICS,WS,919,Qualification,SAKATA Rinko (JPN),MIAO Miao (AUS),SAKATA Rinko
Olympic Games Sydney 2000,2000-09-16,MIAO Miao,OSHONAIKE Olufunke,3,0,"21,21,24|19,16,22",,OLYMPICS,WS,919,Qualification,MIAO Miao (AUS),OSHONAIKE Olufunke (NGR),MIAO Miao
Olympic Games Sydney 2000,2000-09-16,JING Junhong,LI Karen,3,0,"21,21,21|9,13,12",,OLYMPICS,WS,919,Qualification,JING Junhong (SGP),LI Karen (NZL),JING Junhong
Olympic Games Sydney 2000,2000-09-16,LI Karen,TEPES Sofija,3,0,"21,21,21|12,12,18",,OLYMPICS,WS,919,Qualification,LI Karen (NZL),TEPES Sofija (CHI),LI Karen
Olympic Games Sydney 2000,2000-09-16,JING Junhong,TEPES Sofija,3,0,"21,21,21|7,15,9",,OLYMPICS,WS,919,Qualification,JING Junhong (SGP),TEPES Sofija (CHI),JING Junhong
Olympic Games Sydney 2000,2000-09-16,BENTSEN Eldijana,RAMIREZ Maricel,3,0,"21,21,21|13,9,8",,OLYMPICS,WS,919,Qualification,BENTSEN Eldijana (CRO),RAMIREZ Maricel (CUB),BENTSEN Eldijana
Olympic Games Sydney 2000,2000-09-16,LIU Jia,RAMIREZ Maricel,3,0,"21,21,21|6,18,12",,OLYMPICS,WS,919,Qualification,LIU Jia (AUT),RAMIREZ Maricel (CUB),LIU Jia
Olympic Games Sydney 2000,2000-09-16,LIU Jia,BENTSEN Eldijana,3,1,"21,19,21,21|17,21,12,7",,OLYMPICS,WS,919,Qualification,LIU Jia (AUT),BENTSEN Eldijana (CRO),LIU Jia
Olympic Games Sydney 2000,2000-09-16,LI Chunli,PASKAUSKIENE Ruta,3,1,"18,21,21,21|21,17,9,8",,OLYMPICS,WS,919,Qualification,LI Chunli (NZL),PASKAUSKIENE Ruta (LTU),LI Chunli
Olympic Games Sydney 2000,2000-09-16,PASKAUSKIENE Ruta,RODRIGUEZ Berta,3,1,"21,21,19,21|18,13,21,12",,OLYMPICS,WS,919,Qualification,PASKAUSKIENE Ruta (LTU),RODRIGUEZ Berta (CHI),PASKAUSKIENE Ruta
Olympic Games Sydney 2000,2000-09-16,LI Chunli,RODRIGUEZ Berta,3,0,"21,21,21|7,4,13",,OLYMPICS,WS,919,Qualification,LI Chunli (NZL),RODRIGUEZ Berta (CHI),LI Chunli
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia,SILVA Ligia,3,0,"21,21,21|8,16,16",,OLYMPICS,WS,919,Qualification,BADESCU Otilia (ROU),SILVA Ligia (BRA),BADESCU Otilia
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia,FADEEVA Oxana,3,1,"21,18,21,21|16,21,18,14",,OLYMPICS,WS,919,Qualification,BADESCU Otilia (ROU),FADEEVA Oxana (RUS),BADESCU Otilia
Olympic Games Sydney 2000,2000-09-16,FADEEVA Oxana,SILVA Ligia,3,1,"17,21,21,21|21,10,13,15",,OLYMPICS,WS,919,Qualification,FADEEVA Oxana (RUS),SILVA Ligia (BRA),FADEEVA Oxana
Olympic Games Sydney 2000,2000-09-16,CHEN TONG Fei-Ming,KOVTUN Elena,3,0,"21,21,21|10,18,10",,OLYMPICS,WS,919,Qualification,CHEN TONG Fei-Ming (TPE),KOVTUN Elena (UKR),CHEN TONG Fei-Ming
Olympic Games Sydney 2000,2000-09-16,KOVTUN Elena,RAMOS Fabiola,3,0,"21,21,21|8,9,15",,OLYMPICS,WS,919,Qualification,KOVTUN Elena (UKR),RAMOS Fabiola (VEN),KOVTUN Elena
Olympic Games Sydney 2000,2000-09-16,CHEN TONG Fei-Ming,RAMOS Fabiola,3,0,"26,21,21|24,9,9",,OLYMPICS,WS,919,Qualification,CHEN TONG Fei-Ming (TPE),RAMOS Fabiola (VEN),CHEN TONG Fei-Ming
Olympic Games Sydney 2000,2000-09-16,PAVLOVICH Veronika,GHATAK Poulomi,3,0,"21,21,21|14,17,16",,OLYMPICS,WS,919,Qualification,PAVLOVICH Veronika (BLR),GHATAK Poulomi (IND),PAVLOVICH Veronika
Olympic Games Sydney 2000,2000-09-16,BOILEAU Anne,GHATAK Poulomi,3,0,"21,21,21|12,9,9",,OLYMPICS,WS,919,Qualification,BOILEAU Anne (FRA),GHATAK Poulomi (IND),BOILEAU Anne
Olympic Games Sydney 2000,2000-09-16,BOILEAU Anne,PAVLOVICH Veronika,3,0,"21,21,22|15,15,20",,OLYMPICS,WS,919,Qualification,BOILEAU Anne (FRA),PAVLOVICH Veronika (BLR),BOILEAU Anne
Olympic Games Sydney 2000,2000-09-16,MELNIK Galina,WONG Ching,3,2,"16,20,21,21,21|21,22,19,16,17",,OLYMPICS,WS,919,Qualification,MELNIK Galina (RUS),WONG Ching (HKG),MELNIK Galina
