tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Rotterdam 2011,2011-05-08,QUIFICA Bernardo/SEBASTIAO Hermenegildo,MANSSOR Omer/SULIMAN Mozaml,3,0,"11,11,11|8,8,5",QR128,WORLD_CHAMPIONSHIPS,MD,765,Qualification,QUIFICA Bernardo (ANG) / SEBASTIAO Hermenegildo (ANG),MANSSOR Omer (SUD) / SULIMAN Mozaml (SUD),QUIFICA Bernardo
World Table Tennis Championships Rotterdam 2011,2011-05-08,ALTO Gaston/LIU Song,MADRID Marcos/OKOH Jude,3,0,"11,11,11,0|9,7,9,0",QR64,WORLD_CHAMPIONSHIPS,MD,765,Qualification,ALTO Gaston (ARG) / LIU Song (ARG),MADRID Marcos (MEX) / OKOH Jude (MEX),ALTO Gaston
World Table Tennis Championships Rotterdam 2011,2011-05-08,ALTO Gaston/LIU Song,MENGE Gencay/VANG Bora,3,2,"12,7,11,6,12|10,11,7,11,10",QR32,WORLD_CHAMPIONSHIPS,MD,765,Qualification,ALTO Gaston (ARG) / LIU Song (ARG),MENGE Gencay (TUR) / VANG Bora (TUR),ALTO Gaston
World Table Tennis Championships Rotterdam 2011,2011-05-08,GARDOS Robert/HABESOHN Daniel,CHTCHETININE Evgueni/NEKHVEDOVICH Vitaly,4,0,11|2,R64,WORLD_CHAMPIONSHIPS,MD,765,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),CHTCHETININE Evgueni (BLR) / NEKHVEDOVICH Vitaly (BLR),GARDOS Robert
World Table Tennis Championships Rotterdam 2011,2011-05-08,GARDOS Robert/HABESOHN Daniel,JIANG Tianyi/TANG Peng,4,3,"4,8,11,11,11,5,11|11,11,9,8,6,11,9",R32,WORLD_CHAMPIONSHIPS,MD,765,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),JIANG Tianyi (HKG) / TANG Peng (HKG),GARDOS Robert
World Table Tennis Championships Rotterdam 2011,2011-05-08,FEGERL Stefan/FENG Xiaoquan,DURANSPAHIC Admir/MILICEVIC Srdan,3,1,"13,9,11,11|11,11,5,8",QR64,WORLD_CHAMPIONSHIPS,MD,765,Qualification,FEGERL Stefan (AUT) / FENG Xiaoquan (AUT),DURANSPAHIC Admir (BIH) / MILICEVIC Srdan (BIH),FEGERL Stefan
World Table Tennis Championships Rotterdam 2011,2011-05-08,FEGERL Stefan/FENG Xiaoquan,HENZELL William/POWELL David,3,0,"11,11,15|8,5,13",QR32,WORLD_CHAMPIONSHIPS,MD,765,Qualification,FEGERL Stefan (AUT) / FENG Xiaoquan (AUT),HENZELL William (AUS) / POWELL David (AUS),FEGERL Stefan
World Table Tennis Championships Rotterdam 2011,2011-05-08,MENGE Gencay/VANG Bora,CHOWDHURY Manash/HAMLET Mohammed,3,0,"11,11,11|1,5,3",QR128,WORLD_CHAMPIONSHIPS,MD,765,Qualification,MENGE Gencay (TUR) / VANG Bora (TUR),CHOWDHURY Manash (BAN) / HAMLET Mohammed (BAN),MENGE Gencay
World Table Tennis Championships Rotterdam 2011,2011-05-08,JIANG Tianyi/TANG Peng,ROGIERS Benjamin/VOSTES Yannick,4,1,"11,9,12,12,11|3,11,10,10,5",R64,WORLD_CHAMPIONSHIPS,MD,765,Main Draw,JIANG Tianyi (HKG) / TANG Peng (HKG),ROGIERS Benjamin (BEL) / VOSTES Yannick (BEL),JIANG Tianyi
World Table Tennis Championships Rotterdam 2011,2011-05-08,BIERNY Ludovic/JEAN Lauric,KANTOLA Roope/OLAH Benedek,3,0,"11,11,11|6,7,5",QR64,WORLD_CHAMPIONSHIPS,MD,765,Qualification,BIERNY Ludovic (BEL) / JEAN Lauric (BEL),KANTOLA Roope (FIN) / OLAH Benedek (FIN),BIERNY Ludovic
