tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,MONTEIRO Joao,SAMSONOV Vladimir,4,0,"11,11,11,15|6,9,7,13",QF,OTHER,MS,157,Main Draw,MONTEIRO Joao (POR),SAMSONOV Vladimir (BLR),MONTEIRO Joao
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,SHIBAEV Alexander,STEGER Bastian,4,3,"11,8,13,11,11,9,11|7,11,15,7,9,11,6",QF,OTHER,MS,157,Main Draw,SHIBAEV Alexander (RUS),STEGER Bastian (GER),SHIBAEV Alexander
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,OVTCHAROV Dimitrij,APOLONIA Tiago,4,0,"11,11,11,11|6,7,9,2",QF,OTHER,MS,157,Main Draw,APOLONIA Tiago (POR),OVTCHAROV Dimitrij (GER),OVTCHAROV Dimitrij
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,KARLSSON Kristian,FEGERL Stefan,4,1,"11,10,11,11,11|8,12,6,9,4",QF,OTHER,MS,157,Main Draw,KARLSSON Kristian (SWE),FEGERL Stefan (AUT),KARLSSON Kristian
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,MONTEIRO Joao,SHIBAEV Alexander,4,3,"11,11,10,11,11,11,11|13,4,12,9,4,13,9",SF,OTHER,MS,157,Main Draw,MONTEIRO Joao (POR),SHIBAEV Alexander (RUS),MONTEIRO Joao
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,OVTCHAROV Dimitrij,KARLSSON Kristian,4,3,"12,11,11,9,2,11,11|14,9,5,11,11,8,8",SF,OTHER,MS,157,Main Draw,OVTCHAROV Dimitrij (GER),KARLSSON Kristian (SWE),OVTCHAROV Dimitrij
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,OVTCHAROV Dimitrij,MONTEIRO Joao,4,2,"11,11,11,8,11,11|6,5,8,11,13,7",F,OTHER,MS,157,Main Draw,MONTEIRO Joao (POR),OVTCHAROV Dimitrij (GER),OVTCHAROV Dimitrij
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,SAMSONOV Vladimir,STEGER Bastian,4,0,"11,11,11,11|4,5,3,9",5-8,OTHER,MS,157,Position Draw,SAMSONOV Vladimir (BLR),STEGER Bastian (GER),SAMSONOV Vladimir
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,FEGERL Stefan,APOLONIA Tiago,4,2,"5,11,11,11,4,11|11,7,9,9,11,5",5-8,OTHER,MS,157,Position Draw,APOLONIA Tiago (POR),FEGERL Stefan (AUT),FEGERL Stefan
ITTF Europe Top 16 Cup Gondomar 2016,2016-02-05,SAMSONOV Vladimir,FEGERL Stefan,4,1,"7,11,11,11,13|11,4,9,5,11",3RD,OTHER,MS,157,Position Draw,SAMSONOV Vladimir (BLR),FEGERL Stefan (AUT),SAMSONOV Vladimir
