tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,BOBOCICA Mihai,4,0,"11,11,11,11|9,5,5,5",R128,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),BOBOCICA Mihai (ITA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XIAO Maria,DOO Hoi Kem,4,3,"11,4,4,12,1,12,11|9,11,11,10,11,10,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,XIAO Maria (ESP),DOO Hoi Kem (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LANG Kristin,YU Mengyu,4,2,"11,8,11,11,7,11|7,11,7,9,11,8",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,YU Mengyu (SGP),LANG Kristin (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Zion,BILENKO Tetyana,4,2,"12,4,11,10,11,11|10,11,4,12,9,2",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LEE Zion (KOR),BILENKO Tetyana (UKR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Ho Ching,PARTYKA Natalia,4,2,"11,6,11,13,16,11|7,11,6,11,18,4",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LEE Ho Ching (HKG),PARTYKA Natalia (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FENG Tianwei,KOMWONG Nanthana,4,0,"11,11,11,11|5,4,8,5",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KOMWONG Nanthana (THA),FENG Tianwei (SGP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,DE NUTTE Sarah,4,0,"11,11,11,11|2,6,3,6",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),DE NUTTE Sarah (LUX)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KIM Kyungah,BATRA Manika,4,1,"3,11,11,11,11|11,5,6,6,8",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,BATRA Manika (IND),KIM Kyungah (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SOO Wai Yam,PAVLOVICH Viktoria,4,2,"8,11,11,10,11,11|11,9,9,12,5,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SOO Wai Yam (HKG),PAVLOVICH Viktoria (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ITO Mima,EERLAND Britt,4,1,"12,12,9,11,13|10,10,11,4,11",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,EERLAND Britt (NED),ITO Mima (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Jia,SZOCS Bernadette,4,1,"11,11,9,11,11|7,9,11,8,8",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LIU Jia (AUT),SZOCS Bernadette (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DODEAN Daniela,DIAZ Adriana,4,1,"11,11,6,11,11|9,5,11,8,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DIAZ Adriana (PUR),DODEAN Daniela (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CECHOVA Dana,DVORAK Galia,4,2,"7,9,11,11,11,11|11,11,7,7,9,9",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CECHOVA Dana (CZE),DVORAK Galia (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Meng,LAY Jian Fang,4,1,"11,9,11,11,11|7,11,3,5,5",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LAY Jian Fang (AUS),CHEN Meng (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MU Zi,CHENG I-Ching,4,2,"11,11,11,11,10,11|5,5,13,7,12,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CHENG I-Ching (TPE),MU Zi (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LI Qian,YOO Eunchong,4,1,"5,11,11,11,11|11,1,4,7,4",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,YOO Eunchong (KOR),LI Qian (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KATO Miyu,NG Wing Nam,4,2,"11,11,8,15,9,11|8,5,11,13,11,6",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KATO Miyu (JPN),NG Wing Nam (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,YANG Ha Eun,RI Mi Gyong,4,1,"11,11,11,3,11|5,9,9,11,9",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,RI Mi Gyong (PRK),YANG Ha Eun (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PERGEL Szandra,SOLJA Petrissa,4,1,"4,11,11,11,11|11,9,7,3,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SOLJA Petrissa (GER),PERGEL Szandra (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KIM Song I,MADARASZ Dora,4,1,"8,11,11,11,13|11,5,9,3,11",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MADARASZ Dora (HUN),KIM Song I (PRK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SUH Hyo Won,LOEUILLETTE Stephanie,4,0,"12,11,12,11|10,9,10,8",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SUH Hyo Won (KOR),LOEUILLETTE Stephanie (FRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Shiwen,PASKAUSKIENE Ruta,4,0,"11,11,11,11|5,6,5,5",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,PASKAUSKIENE Ruta (LTU),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,NI Xia Lian,4,0,"11,11,11,11|8,9,6,3",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),NI Xia Lian (LUX)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LI Jie,ZHANG Lily,4,1,"15,5,11,11,11|13,11,4,4,9",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHANG Lily (USA),LI Jie (NED)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SAMARA Elizabeta,SATO Hitomi,4,3,"5,8,11,11,4,11,11|11,11,7,8,11,8,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SATO Hitomi (JPN),SAMARA Elizabeta (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ISHIKAWA Kasumi,RI Hyon Sim,4,1,"12,7,11,11,11|10,11,7,5,6",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,RI Hyon Sim (PRK),ISHIKAWA Kasumi (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HIRANO Miu,CHEN Szu-Yu,4,1,"11,8,12,11,11|8,11,10,7,5",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HIRANO Miu (JPN),CHEN Szu-Yu (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XIAO Maria,ZHANG Mo,4,1,"7,11,11,11,11|11,8,7,6,5",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHANG Mo (CAN),XIAO Maria (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LANG Kristin,LEE Zion,4,2,"8,11,11,11,7,11|11,5,6,7,11,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LANG Kristin (GER),LEE Zion (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FENG Tianwei,LEE Ho Ching,4,2,"8,11,11,11,8,11|11,6,6,6,11,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LEE Ho Ching (HKG),FENG Tianwei (SGP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,KIM Kyungah,4,0,"11,12,11,11|4,10,3,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),KIM Kyungah (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ITO Mima,SOO Wai Yam,4,0,"11,11,11,11|6,2,8,9",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SOO Wai Yam (HKG),ITO Mima (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DODEAN Daniela,LIU Jia,4,1,"11,13,11,8,11|3,11,8,11,9",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LIU Jia (AUT),DODEAN Daniela (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Meng,CECHOVA Dana,4,0,"11,11,11,11|2,6,7,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CECHOVA Dana (CZE),CHEN Meng (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MU Zi,LI Qian,4,0,,R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MU Zi (CHN),LI Qian (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KATO Miyu,YANG Ha Eun,4,3,"11,8,12,10,13,5,11|7,11,10,12,11,11,4",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KATO Miyu (JPN),YANG Ha Eun (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KIM Song I,PERGEL Szandra,4,0,"11,11,11,11|5,1,4,8",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,PERGEL Szandra (HUN),KIM Song I (PRK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Shiwen,SUH Hyo Won,4,0,"11,11,11,11|9,4,7,6",R32,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SUH Hyo Won (KOR),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,LI Jie,4,0,"11,11,11,11|9,6,6,9",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),LI Jie (NED)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ISHIKAWA Kasumi,SAMARA Elizabeta,4,0,"11,11,11,11|6,7,7,8",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SAMARA Elizabeta (ROU),ISHIKAWA Kasumi (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HIRANO Miu,XIAO Maria,4,0,"11,11,11,11|4,1,4,3",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HIRANO Miu (JPN),XIAO Maria (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FENG Tianwei,LANG Kristin,4,2,"8,11,11,9,11,11|11,5,7,11,7,9",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LANG Kristin (GER),FENG Tianwei (SGP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,ITO Mima,4,2,"11,8,11,6,11,11|9,11,1,11,7,5",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),ITO Mima (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Meng,DODEAN Daniela,4,1,"11,11,11,3,11|7,2,7,11,8",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DODEAN Daniela (ROU),CHEN Meng (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MU Zi,KATO Miyu,4,0,"11,11,11,11|7,3,9,3",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MU Zi (CHN),KATO Miyu (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Shiwen,KIM Song I,4,0,"11,11,11,11|6,5,3,9",R16,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KIM Song I (PRK),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,ISHIKAWA Kasumi,4,1,"11,11,7,11,11|8,2,11,8,2",QF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),ISHIKAWA Kasumi (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HIRANO Miu,FENG Tianwei,4,0,"11,11,18,11|5,2,16,5",QF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HIRANO Miu (JPN),FENG Tianwei (SGP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,CHEN Meng,4,2,"17,8,11,10,11,11|15,11,9,12,7,4",QF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),CHEN Meng (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Shiwen,MU Zi,4,1,"1,11,11,11,11|11,6,8,3,7",QF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MU Zi (CHN),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,HIRANO Miu,4,1,"11,11,11,5,11|4,8,5,11,5",SF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),HIRANO Miu (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,LIU Shiwen,4,3,"10,11,7,11,8,11,11|12,9,11,8,11,9,5",SF,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,ZHU Yuling,4,2,"11,9,4,12,11,11|4,11,11,10,6,7",F,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),ZHU Yuling (MAC)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MCBEATH David/WALKER Samuel,ALTO Gaston/CIFUENTES Horacio,4,0,"11,11,11,13|8,4,8,11",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,MCBEATH David (ENG) / WALKER Samuel (ENG),ALTO Gaston (ARG) / CIFUENTES Horacio (ARG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DVORAK Galia/XIAO Maria,CODINA Ana/KAIZOJI Camila,4,0,"11,11,12,11|6,7,10,8",R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DVORAK Galia (ESP) / XIAO Maria (ESP),CODINA Ana (ARG) / KAIZOJI Camila (ARG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ALTO Gaston/CODINA Ana,KHEROUF Sami/LOGHRAIBI Lynda,4,2,"16,9,11,16,9,11|14,11,9,14,11,2",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,ALTO Gaston (ARG) / CODINA Ana (ARG),KHEROUF Sami (ALG) / LOGHRAIBI Lynda (ALG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PAK Sin Hyok/RI Hyon Sim,ALTO Gaston/CODINA Ana,4,0,"11,11,11,12|6,6,3,10",R32,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,PAK Sin Hyok (PRK) / RI Hyon Sim (PRK),ALTO Gaston (ARG) / CODINA Ana (ARG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MATELOVA Hana/TOMANOVSKA Katerina,LAY Jian Fang/TAN Sarah,4,0,,R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,MATELOVA Hana (CZE) / TOMANOVSKA Katerina (CZE),LAY Jian Fang (AUS) / TAN Sarah (AUS)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NG Wing Nam/SOO Wai Yam,AVAMERI Airi/MISCHEK-COLUCCI Karoline,4,0,"11,12,11,11|5,10,6,3",R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,NG Wing Nam (HKG) / SOO Wai Yam (HKG),AVAMERI Airi (EST) / MISCHEK-COLUCCI Karoline (AUT)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,IONESCU Ovidiu/SZOCS Bernadette,HABESOHN Daniel/POLCANOVA Sofia,4,1,"3,13,11,11,15|11,11,9,9,13",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),HABESOHN Daniel (AUT) / POLCANOVA Sofia (AUT)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DEVOS Robin/NUYTINCK Cedric,BEN ARI Omri/SIMON Mathan,4,0,"12,11,11,11|10,4,5,7",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,DEVOS Robin (BEL) / NUYTINCK Cedric (BEL),BEN ARI Omri (ISR) / SIMON Mathan (ISR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ALLEGRO Martin/LAMBIET Florent,JIANG Tianyi/LAM Siu Hang,4,3,"9,11,11,6,11,11,11|11,9,4,11,13,9,7",R32,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),JIANG Tianyi (HKG) / LAM Siu Hang (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PLATONOV Pavel/SAMSONOV Vladimir,DEVOS Robin/NUYTINCK Cedric,4,1,"12,11,10,11,11|10,7,12,6,5",R32,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,PLATONOV Pavel (BLR) / SAMSONOV Vladimir (BLR),DEVOS Robin (BEL) / NUYTINCK Cedric (BEL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DOO Hoi Kem/LEE Ho Ching,DEGRAEF Margo/LUNG Lisa,4,0,"11,11,11,11|7,7,5,3",R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),DEGRAEF Margo (BEL) / LUNG Lisa (BEL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KARLSSON Mattias/EKHOLM Matilda,NUYTINCK Cedric/LUNG Lisa,4,0,"11,11,11,11|8,7,4,5",R32,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,KARLSSON Mattias (SWE) / EKHOLM Matilda (SWE),NUYTINCK Cedric (BEL) / LUNG Lisa (BEL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PLATONOV Pavel/SAMSONOV Vladimir,GARDOS Robert/HABESOHN Daniel,4,3,"11,9,7,11,11,9,11|7,11,11,9,8,11,9",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,PLATONOV Pavel (BLR) / SAMSONOV Vladimir (BLR),GARDOS Robert (AUT) / HABESOHN Daniel (AUT)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PLATONOV Pavel/SAMSONOV Vladimir,FRANZISKA Patrick/GROTH Jonathan,4,3,"11,8,11,11,4,9,11|8,11,7,5,11,11,7",R16,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,PLATONOV Pavel (BLR) / SAMSONOV Vladimir (BLR),FRANZISKA Patrick (GER) / GROTH Jonathan (DEN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,GALIC Alex/MORET Rachel,BILENKO Tetyana/PAVLOVICH Viktoria,4,3,"12,8,8,11,6,11,14|10,11,11,4,11,7,12",R32,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,GALIC Alex (SLO) / MORET Rachel (SUI),BILENKO Tetyana (UKR) / PAVLOVICH Viktoria (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,YOSHIMURA Maharu/ISHIKAWA Kasumi,KHANIN Aleksandr/TRIGOLOS Daria,4,0,"11,11,11,11|8,4,5,1",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,YOSHIMURA Maharu (JPN) / ISHIKAWA Kasumi (JPN),KHANIN Aleksandr (BLR) / TRIGOLOS Daria (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CALDERANO Hugo/TSUBOI Gustavo,ASSAR Omar/ELBEIALI Mohamed,4,2,"11,11,3,8,11,11|6,6,11,11,8,9",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,CALDERANO Hugo (BRA) / TSUBOI Gustavo (BRA),ASSAR Omar (EGY) / ELBEIALI Mohamed (EGY)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CALDERANO Hugo/TSUBOI Gustavo,JOUTI Eric/MATSUMOTO Cazuo,4,2,"11,5,11,11,9,11|8,11,5,7,11,8",R32,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,CALDERANO Hugo (BRA) / TSUBOI Gustavo (BRA),JOUTI Eric (BRA) / MATSUMOTO Cazuo (BRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SHIBAEV Alexander/SKACHKOV Kirill,CALDERANO Hugo/TSUBOI Gustavo,4,2,"11,11,11,6,8,11|6,9,7,11,11,9",R16,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,SHIBAEV Alexander (RUS) / SKACHKOV Kirill (RUS),CALDERANO Hugo (BRA) / TSUBOI Gustavo (BRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ASSAR Omar/MESHREF Dina,KODJABASHEV Denislav/ZAMFIROVA Elitsa,4,0,"11,11,11,11|5,4,8,3",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),KODJABASHEV Denislav (BUL) / ZAMFIROVA Elitsa (BUL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,POLCANOVA Sofia/ZHANG Mo,MITTELHAM Nina/LANG Kristin,4,2,"8,11,11,6,11,11|11,9,5,11,4,9",R32,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,POLCANOVA Sofia (AUT) / ZHANG Mo (CAN),MITTELHAM Nina (GER) / LANG Kristin (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,PISTEJ Lubomir/ZHANG Mo,4,3,"5,11,11,8,10,11,11|11,7,5,11,12,6,6",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA),PISTEJ Lubomir (SVK) / ZHANG Mo (CAN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NIWA Koki/YOSHIMURA Maharu,GOMEZ Gustavo/LAMADRID Juan,4,0,"11,11,11,11|4,4,8,6",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),GOMEZ Gustavo (CHI) / LAMADRID Juan (CHI)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,POLCANOVA Sofia/ZHANG Mo,LOW Katherine/VEGA Paulina,4,1,"11,10,11,11,12|3,12,6,6,10",R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,POLCANOVA Sofia (AUT) / ZHANG Mo (CAN),LOW Katherine (CHI) / VEGA Paulina (CHI)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ISHIY Vitor/KUMAHARA Luca,LAMADRID Juan/VEGA Paulina,4,1,"11,5,12,11,11|7,11,10,7,7",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,ISHIY Vitor (BRA) / KUMAHARA Luca (BRA),LAMADRID Juan (CHI) / VEGA Paulina (CHI)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong/XU Xin,KOJIC Frane/PUCAR Tomislav,4,0,"11,11,11,11|8,7,4,5",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),KOJIC Frane (CRO) / PUCAR Tomislav (CRO)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,BOLL Timo/MA Long,LAKATOS Tamas/NAGY Krisztian,4,0,"11,11,11,11|5,6,9,1",R64,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,BOLL Timo (GER) / MA Long (CHN),LAKATOS Tamas (HUN) / NAGY Krisztian (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong/XU Xin,FLORE Tristan/LEBESSON Emmanuel,4,1,"11,8,11,11,11|4,11,7,8,8",R32,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),FLORE Tristan (FRA) / LEBESSON Emmanuel (FRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,BOLL Timo/MA Long,ACHANTA Sharath/GNANASEKARAN Sathiyan,4,1,"11,7,11,11,11|8,11,5,4,8",R32,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,BOLL Timo (GER) / MA Long (CHN),ACHANTA Sharath (IND) / GNANASEKARAN Sathiyan (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong/XU Xin,BOLL Timo/MA Long,4,1,"11,12,11,11,11|13,10,8,9,8",R16,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),BOLL Timo (GER) / MA Long (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong/XU Xin,HO Kwan Kit/WONG Chun Ting,4,3,"8,4,11,11,8,11,11|11,11,2,4,11,1,5",QF,WORLD_CHAMPIONSHIPS,MD,472,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),HO Kwan Kit (HKG) / WONG Chun Ting (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning/LIU Shiwen,GUI Lin/TAKAHASHI Bruna,4,0,"11,11,11,11|7,5,3,2",R64,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),GUI Lin (BRA) / TAKAHASHI Bruna (BRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning/LIU Shiwen,DWIJAYANTI Gustin/INDRIANI Lilis,4,0,"11,11,11,11|6,5,4,5",R32,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),DWIJAYANTI Gustin (INA) / INDRIANI Lilis (INA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning/LIU Shiwen,BATRA Manika/DAS Mouma,4,0,"11,11,11,11|7,7,1,3",QF,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),BATRA Manika (IND) / DAS Mouma (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning/LIU Shiwen,HAYATA Hina/ITO Mima,4,1,"14,11,11,6,11|12,9,6,11,3",SF,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),HAYATA Hina (JPN) / ITO Mima (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning/LIU Shiwen,CHEN Meng/ZHU Yuling,4,3,"9,11,11,11,11,6,11|11,8,13,8,6,11,9",F,WORLD_CHAMPIONSHIPS,WD,472,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),CHEN Meng (CHN) / ZHU Yuling (MAC)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,GROTH Jonathan/FENG Yalan,DINH Quang Linh/MAI Trang,4,0,"11,11,11,11|5,9,4,2",R64,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,GROTH Jonathan (DEN) / FENG Yalan (CHN),DINH Quang Linh (VIE) / MAI Trang (VIE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,GROTH Jonathan/FENG Yalan,CHOE Il/RI Mi Gyong,4,3,"11,11,8,10,12,8,11|8,9,11,12,10,11,9",R32,WORLD_CHAMPIONSHIPS,XD,472,Main Draw,GROTH Jonathan (DEN) / FENG Yalan (CHN),CHOE Il (PRK) / RI Mi Gyong (PRK)
