tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Mattias,BUROV Viacheslav,3,0,,Final,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Mattias (SWE),BUROV Viacheslav (RUS)
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Mattias,VLASOV Grigory,3,0,,SemiFinal,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Mattias (SWE),VLASOV Grigory (RUS)
Finlandia Open Helsinki 2010,2010-12-02,BUROV Viacheslav,SAKAMOTO Ryusuke,3,0,,SemiFinal,WTT_CONTENDER,MS,642,Main Draw,BUROV Viacheslav (RUS),SAKAMOTO Ryusuke (JPN)
Finlandia Open Helsinki 2010,2010-12-02,VLASOV Grigory,ZAIKIN Alan,3,0,,QuarterFinal,WTT_CONTENDER,MS,642,Main Draw,VLASOV Grigory (RUS),ZAIKIN Alan (RUS)
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Mattias,JENDRZEJEWSKI Patryk,3,0,,QuarterFinal,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Mattias (SWE),JENDRZEJEWSKI Patryk (POL)
Finlandia Open Helsinki 2010,2010-12-02,BUROV Viacheslav,KARLSSON Kristian,3,0,,QuarterFinal,WTT_CONTENDER,MS,642,Main Draw,BUROV Viacheslav (RUS),KARLSSON Kristian (SWE)
Finlandia Open Helsinki 2010,2010-12-02,SAKAMOTO Ryusuke,LE GUEN Victorien,3,0,,QuarterFinal,WTT_CONTENDER,MS,642,Main Draw,SAKAMOTO Ryusuke (JPN),LE GUEN Victorien (FRA)
Finlandia Open Helsinki 2010,2010-12-02,VLASOV Grigory,SMIRNOV Aleksandr,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,VLASOV Grigory (RUS),SMIRNOV Aleksandr (EST)
Finlandia Open Helsinki 2010,2010-12-02,ZAIKIN Alan,STORF Martin,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,ZAIKIN Alan (RUS),STORF Martin (AUT)
Finlandia Open Helsinki 2010,2010-12-02,JENDRZEJEWSKI Patryk,GOLOVANOV Stanislav,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,JENDRZEJEWSKI Patryk (POL),GOLOVANOV Stanislav (BUL)
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Mattias,LE BRETON Thomas,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Mattias (SWE),LE BRETON Thomas (FRA)
Finlandia Open Helsinki 2010,2010-12-02,BUROV Viacheslav,HABESOHN Dominik,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,BUROV Viacheslav (RUS),HABESOHN Dominik (AUT)
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Kristian,OLAH Benedek,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Kristian (SWE),OLAH Benedek (FIN)
Finlandia Open Helsinki 2010,2010-12-02,LE GUEN Victorien,PYSAR Dmytro,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,LE GUEN Victorien (FRA),PYSAR Dmytro (UKR)
Finlandia Open Helsinki 2010,2010-12-02,SAKAMOTO Ryusuke,ANDERSSON Harald,3,0,,R16,WTT_CONTENDER,MS,642,Main Draw,SAKAMOTO Ryusuke (JPN),ANDERSSON Harald (SWE)
Finlandia Open Helsinki 2010,2010-12-02,VLASOV Grigory,MANHANI Humberto,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,VLASOV Grigory (RUS),MANHANI Humberto (BRA)
Finlandia Open Helsinki 2010,2010-12-02,SMIRNOV Aleksandr,MOREGO Juan,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,SMIRNOV Aleksandr (EST),MOREGO Juan (ESP)
Finlandia Open Helsinki 2010,2010-12-02,STORF Martin,VNUKOV Artem,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,STORF Martin (AUT),VNUKOV Artem (RUS)
Finlandia Open Helsinki 2010,2010-12-02,ZAIKIN Alan,HACHARD Antoine,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,ZAIKIN Alan (RUS),HACHARD Antoine (FRA)
Finlandia Open Helsinki 2010,2010-12-02,GOLOVANOV Stanislav,RONNINGBORN Niklas,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,GOLOVANOV Stanislav (BUL),RONNINGBORN Niklas (SWE)
Finlandia Open Helsinki 2010,2010-12-02,JENDRZEJEWSKI Patryk,NICOLLE Dorian,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,JENDRZEJEWSKI Patryk (POL),NICOLLE Dorian (FRA)
Finlandia Open Helsinki 2010,2010-12-02,LE BRETON Thomas,HOTZ Christian,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,LE BRETON Thomas (FRA),HOTZ Christian (SUI)
Finlandia Open Helsinki 2010,2010-12-02,KARLSSON Mattias,BELIKOV Maxim,3,0,,R32,WTT_CONTENDER,MS,642,Main Draw,KARLSSON Mattias (SWE),BELIKOV Maxim (RUS)
