tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,MA Long,KALLBERG Anton,3,2,"11,11,12,9,11|13,4,10,11,8",R32,WTT_CHAMPIONS,MS,2737,Main Draw,MA Long (CHN),KALLBERG Anton (SWE)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,CHEN Meng,JEON Jihee,3,0,"11,11,11|3,2,7",R32,WTT_CHAMPIONS,WS,2737,Main Draw,CHEN Meng (CHN),JEON Jihee (KOR)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,HARIMOTO Tomokazu,FRANZISKA Patrick,3,1,"10,11,11,11|12,4,5,9",R32,WTT_CHAMPIONS,MS,2737,Main Draw,HARIMOTO Tomokazu (JPN),FRANZISKA Patrick (GER)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,TAKAHASHI Bruna,LIU Yangzi,3,2,"10,2,11,11,11|12,11,4,6,8",R32,WTT_CHAMPIONS,WS,2737,Main Draw,TAKAHASHI Bruna (BRA),LIU Yangzi (AUS)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,QIU Dang,PITCHFORD Liam,3,0,"11,11,11|6,4,9",R32,WTT_CHAMPIONS,MS,2737,Main Draw,QIU Dang (GER),PITCHFORD Liam (ENG)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,WANG Manyu,MESHREF Dina,3,2,"5,11,11,6,11|11,9,7,11,8",R32,WTT_CHAMPIONS,WS,2737,Main Draw,WANG Manyu (CHN),MESHREF Dina (EGY)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,LIN Shidong,KARLSSON Kristian,3,0,"12,11,12|10,8,10",R32,WTT_CHAMPIONS,MS,2737,Main Draw,LIN Shidong (CHN),KARLSSON Kristian (SWE)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,SZOCS Bernadette,YUAN Jia Nan,3,2,"8,11,11,5,11|11,6,8,11,4",R32,WTT_CHAMPIONS,WS,2737,Main Draw,SZOCS Bernadette (ROU),YUAN Jia Nan (FRA)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,LIN Yun-Ju,ARUNA Quadri,3,0,"11,11,11|2,9,7",R32,WTT_CHAMPIONS,MS,2737,Main Draw,LIN Yun-Ju (TPE),ARUNA Quadri (NGR)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,SHIN Yubin,MATELOVA Hana,3,0,"11,11,11|7,5,6",R32,WTT_CHAMPIONS,WS,2737,Main Draw,SHIN Yubin (KOR),MATELOVA Hana (CZE)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,JORGIC Darko,DUDA Benedikt,3,1,"11,11,4,11|9,8,11,8",R32,WTT_CHAMPIONS,MS,2737,Main Draw,JORGIC Darko (SLO),DUDA Benedikt (GER)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,MITTELHAM Nina,NI Xia Lian,3,1,"9,12,11,11|11,10,9,8",R32,WTT_CHAMPIONS,WS,2737,Main Draw,MITTELHAM Nina (GER),NI Xia Lian (LUX)
WTT Champions Xinxiang 2023 Presented by Industrial and Commercial Bank of China,2023-04-09,LIM Jonghoon,SHINOZUKA Hiroto,3,0,"11,11,11|8,7,6",R32,WTT_CHAMPIONS,MS,2737,Main Draw,LIM Jonghoon (KOR),SHINOZUKA Hiroto (JPN)
