tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CHANG Yen-Shu,PAIKOV Mikhail,4,0,"11,11,11,11|9,6,2,4",,OLYMPICS,MS,778,Qualification,CHANG Yen-Shu (TPE),PAIKOV Mikhail (RUS),CHANG Yen-Shu
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CHANG Yen-Shu,KATKOV Ivan,4,3,"11,9,7,11,11,9,11|6,11,11,7,5,11,8",QR2,OLYMPICS,MS,778,Qualification,CHANG Yen-Shu (TPE),KATKOV Ivan (UKR),CHANG Yen-Shu
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,KATKOV Ivan,PAIKOV Mikhail,4,0,"13,11,11,11|11,5,8,7",3,OLYMPICS,MS,778,Qualification,KATKOV Ivan (UKR),PAIKOV Mikhail (RUS),KATKOV Ivan
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,GERELL Par,STERNBERG Kasper,4,2,"5,11,11,11,6,11|11,4,8,3,11,8",,OLYMPICS,MS,778,Qualification,GERELL Par (SWE),STERNBERG Kasper (DEN),GERELL Par
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,GERELL Par,JEVTOVIC Marko,4,2,"11,11,11,6,5,11|9,6,7,11,11,8",QR2,OLYMPICS,MS,778,Qualification,GERELL Par (SWE),JEVTOVIC Marko (SRB),GERELL Par
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,JEVTOVIC Marko,STERNBERG Kasper,4,0,"11,11,12,11|9,4,10,7",3,OLYMPICS,MS,778,Qualification,JEVTOVIC Marko (SRB),STERNBERG Kasper (DEN),JEVTOVIC Marko
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CHTCHETININE Evgueni,BURGIS Matiss,4,1,"12,9,11,11,11|10,11,7,6,5",,OLYMPICS,MS,778,Qualification,CHTCHETININE Evgueni (BLR),BURGIS Matiss (LAT),CHTCHETININE Evgueni
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CHTCHETININE Evgueni,MILICEVIC Srdan,4,0,,QR2,OLYMPICS,MS,778,Qualification,CHTCHETININE Evgueni (BLR),MILICEVIC Srdan (BIH),CHTCHETININE Evgueni
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,BURGIS Matiss,MILICEVIC Srdan,4,0,,3,OLYMPICS,MS,778,Qualification,BURGIS Matiss (LAT),MILICEVIC Srdan (BIH),BURGIS Matiss
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,APOLONIA Tiago,SANGUANSIN Phuchong,4,0,"11,11,12,11|7,6,10,3",,OLYMPICS,MS,778,Qualification,APOLONIA Tiago (POR),SANGUANSIN Phuchong (THA),APOLONIA Tiago
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,APOLONIA Tiago,TOMASI Stefano,4,1,"11,11,11,8,11|7,8,1,11,4",QR2,OLYMPICS,MS,778,Qualification,APOLONIA Tiago (POR),TOMASI Stefano (ITA),APOLONIA Tiago
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,SANGUANSIN Phuchong,TOMASI Stefano,4,1,"11,7,11,11,12|4,11,8,8,10",3,OLYMPICS,MS,778,Qualification,SANGUANSIN Phuchong (THA),TOMASI Stefano (ITA),SANGUANSIN Phuchong
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,TOSIC Roko,RAMIREZ Jose Miguel,4,1,"11,11,10,11,11|4,9,12,3,9",,OLYMPICS,MS,778,Qualification,TOSIC Roko (CRO),RAMIREZ Jose Miguel (GUA),TOSIC Roko
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,ROBERTSON Adam,TOSIC Roko,4,3,"11,7,10,11,11,9,11|9,11,12,8,7,11,7",QR2,OLYMPICS,MS,778,Qualification,ROBERTSON Adam (WAL),TOSIC Roko (CRO),ROBERTSON Adam
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,ROBERTSON Adam,RAMIREZ Jose Miguel,4,3,"9,14,5,3,11,11,11|11,12,11,11,8,7,6",3,OLYMPICS,MS,778,Qualification,ROBERTSON Adam (WAL),RAMIREZ Jose Miguel (GUA),ROBERTSON Adam
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CIOTI Constantin,SHEN Qiang,4,2,"12,11,14,11,10,11|14,8,12,7,12,9",,OLYMPICS,MS,778,Qualification,CIOTI Constantin (ROU),SHEN Qiang (CAN),CIOTI Constantin
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,CIOTI Constantin,STEPHENSEN Gudmundur,4,2,"7,11,11,11,12,11|11,9,7,5,14,8",QR2,OLYMPICS,MS,778,Qualification,CIOTI Constantin (ROU),STEPHENSEN Gudmundur (ISL),CIOTI Constantin
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,STEPHENSEN Gudmundur,SHEN Qiang,4,0,"12,11,11,11|10,9,9,5",3,OLYMPICS,MS,778,Qualification,STEPHENSEN Gudmundur (ISL),SHEN Qiang (CAN),STEPHENSEN Gudmundur
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,ERLANDSEN Geir,PEREIRA Andy,4,0,"15,11,11,11|11,3,7,8",,OLYMPICS,MS,778,Qualification,ERLANDSEN Geir (NOR),PEREIRA Andy (CUB),ERLANDSEN Geir
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,ERLANDSEN Geir,KOU Lei,4,0,"11,11,11,13|2,8,2,11",QR2,OLYMPICS,MS,778,Qualification,ERLANDSEN Geir (NOR),KOU Lei (UKR),ERLANDSEN Geir
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,KOU Lei,PEREIRA Andy,4,3,"8,3,11,13,11,3,15|11,11,7,11,8,11,13",3,OLYMPICS,MS,778,Qualification,KOU Lei (UKR),PEREIRA Andy (CUB),KOU Lei
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,PAZSY Ferenc,MADRID Marcos,4,1,"9,11,11,11,12|11,9,4,6,10",,OLYMPICS,MS,778,Qualification,PAZSY Ferenc (HUN),MADRID Marcos (MEX),PAZSY Ferenc
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,PAZSY Ferenc,BARDON Michal,4,3,"11,11,9,3,11,8,11|2,6,11,11,9,11,9",QR2,OLYMPICS,MS,778,Qualification,PAZSY Ferenc (HUN),BARDON Michal (SVK),PAZSY Ferenc
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,MADRID Marcos,BARDON Michal,4,1,"2,11,11,11,11|11,6,6,2,9",3,OLYMPICS,MS,778,Qualification,MADRID Marcos (MEX),BARDON Michal (SVK),MADRID Marcos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,JAKAB Janos,BOUDJADJA Sofiene,4,0,"11,11,11,11|4,1,7,7",,OLYMPICS,MS,778,Qualification,JAKAB Janos (HUN),BOUDJADJA Sofiene (ALG),JAKAB Janos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,NEKHVEDOVICH Vitaly,MIGADE Jackson,4,0,,QR2,OLYMPICS,MS,778,Qualification,NEKHVEDOVICH Vitaly (BLR),MIGADE Jackson (UGA),NEKHVEDOVICH Vitaly
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,JAKAB Janos,NEKHVEDOVICH Vitaly,4,1,"17,11,6,11,11|15,9,11,7,7",3,OLYMPICS,MS,778,Qualification,JAKAB Janos (HUN),NEKHVEDOVICH Vitaly (BLR),JAKAB Janos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,BOUDJADJA Sofiene,MIGADE Jackson,4,0,,QR4,OLYMPICS,MS,778,Qualification,BOUDJADJA Sofiene (ALG),MIGADE Jackson (UGA),BOUDJADJA Sofiene
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,JAKAB Janos,MIGADE Jackson,4,0,,5,OLYMPICS,MS,778,Qualification,JAKAB Janos (HUN),MIGADE Jackson (UGA),JAKAB Janos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,NEKHVEDOVICH Vitaly,BOUDJADJA Sofiene,4,2,"11,11,14,11,8,11|8,6,16,6,11,8",6,OLYMPICS,MS,778,Qualification,NEKHVEDOVICH Vitaly (BLR),BOUDJADJA Sofiene (ALG),NEKHVEDOVICH Vitaly
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,FREITAS Marcos,MENGE Gencay,4,0,"11,11,11,13|8,5,5,11",,OLYMPICS,MS,778,Qualification,FREITAS Marcos (POR),MENGE Gencay (TUR),FREITAS Marcos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,PAPAGEORGIOU Konstantinos,VANNUCCI Marco,4,0,"11,11,11,11|8,9,4,5",QR2,OLYMPICS,MS,778,Qualification,PAPAGEORGIOU Konstantinos (GRE),VANNUCCI Marco (SMR),PAPAGEORGIOU Konstantinos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,FREITAS Marcos,PAPAGEORGIOU Konstantinos,4,1,"3,11,11,11,11|11,8,1,3,3",3,OLYMPICS,MS,778,Qualification,FREITAS Marcos (POR),PAPAGEORGIOU Konstantinos (GRE),FREITAS Marcos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,MENGE Gencay,VANNUCCI Marco,4,1,"11,11,13,11,11|8,5,15,4,6",QR4,OLYMPICS,MS,778,Qualification,MENGE Gencay (TUR),VANNUCCI Marco (SMR),MENGE Gencay
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,FREITAS Marcos,VANNUCCI Marco,4,0,"11,11,11,11|5,4,3,3",5,OLYMPICS,MS,778,Qualification,FREITAS Marcos (POR),VANNUCCI Marco (SMR),FREITAS Marcos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,PAPAGEORGIOU Konstantinos,MENGE Gencay,4,3,"11,11,5,11,11,12,11|9,13,11,13,5,10,9",6,OLYMPICS,MS,778,Qualification,PAPAGEORGIOU Konstantinos (GRE),MENGE Gencay (TUR),PAPAGEORGIOU Konstantinos
Final World Olympic Qualifying Tournament Budapest 2008,2008-05-08,DIDUKH Oleksandr,OVERMEYER Shane,4,3,"11,6,11,6,11,8,11|5,11,7,11,7,11,7",,OLYMPICS,MS,778,Qualification,DIDUKH Oleksandr (UKR),OVERMEYER Shane (RSA),DIDUKH Oleksandr
