tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SUH Hyo Won,SOLJA Amelie,4,1,"7,11,11,11,11|11,7,9,3,8",R32,GRAND_SLAM,WS,65,Main Draw,SUH Hyo Won (KOR),SOLJA Amelie (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SAMARA Elizabeta,BILENKO Tetyana,4,3,"9,8,11,11,2,11,11|11,11,7,7,11,6,9",R32,GRAND_SLAM,WS,65,Main Draw,SAMARA Elizabeta (ROU),BILENKO Tetyana (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qian,GATINSKA Katalina,4,0,"11,11,11,11|4,6,6,8",R32,GRAND_SLAM,WS,65,Main Draw,LI Qian (POL),GATINSKA Katalina (BUL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TIKHOMIROVA Anna,TIMINA Elena,4,2,"11,7,12,11,13,11|3,11,14,5,11,4",R32,GRAND_SLAM,WS,65,Main Draw,TIKHOMIROVA Anna (RUS),TIMINA Elena (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qiangbing,KUSINSKA Klaudia,4,1,"11,11,11,10,11|3,8,3,12,5",R32,GRAND_SLAM,WS,65,Main Draw,LI Qiangbing (AUT),KUSINSKA Klaudia (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LANG Kristin,LI Jiao,4,2,"11,11,11,9,9,11|5,7,6,11,11,7",R32,GRAND_SLAM,WS,65,Main Draw,LANG Kristin (GER),LI Jiao (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Viktoria,BARTHEL Zhenqi,4,0,"11,11,11,11|2,5,9,8",R32,GRAND_SLAM,WS,65,Main Draw,PAVLOVICH Viktoria (BLR),BARTHEL Zhenqi (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KANG Misoon,LIU Yuan,4,1,"11,9,11,14,11|6,11,7,12,4",R32,GRAND_SLAM,WS,65,Main Draw,KANG Misoon (KOR),LIU Yuan (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,VACENOVSKA Iveta,ZHU Fang,4,1,"11,11,10,11,11|8,3,12,1,9",R32,GRAND_SLAM,WS,65,Main Draw,VACENOVSKA Iveta (CZE),ZHU Fang (ESP)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TOTH Krisztina,XU Jie (1982),4,2,"8,11,11,11,11,11|11,5,7,9,13,4",R32,GRAND_SLAM,WS,65,Main Draw,TOTH Krisztina (HUN),XU Jie (1982) (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Veronika,LI Jie,4,3,"13,11,4,10,11,4,11|11,6,11,12,2,11,3",R32,GRAND_SLAM,WS,65,Main Draw,PAVLOVICH Veronika (BLR),LI Jie (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Seonghye,KIM Minhee (YOB=1991),4,0,"13,11,11,11|11,8,6,3",R32,GRAND_SLAM,WS,65,Main Draw,PARK Seonghye (KOR),KIM Minhee (YOB=1991) (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DVORAK Galia,ERDELJI Anamaria,4,3,"7,11,8,12,11,7,11|11,7,11,10,4,11,3",R32,GRAND_SLAM,WS,65,Main Draw,DVORAK Galia (ESP),ERDELJI Anamaria (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,WU Jiaduo,LOVAS Petra,4,2,"11,11,6,10,13,11|1,9,11,12,11,8",R32,GRAND_SLAM,WS,65,Main Draw,WU Jiaduo (GER),LOVAS Petra (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung,LI Xue,4,0,"12,11,11,11|10,2,4,5",R16,GRAND_SLAM,WS,65,Main Draw,PARK Miyoung (KOR),LI Xue (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SUH Hyo Won,SAMARA Elizabeta,4,2,"11,11,9,11,6,11|9,6,11,5,11,9",R16,GRAND_SLAM,WS,65,Main Draw,SUH Hyo Won (KOR),SAMARA Elizabeta (ROU)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qian,TIKHOMIROVA Anna,4,1,"11,11,9,11,11|7,3,11,6,8",R16,GRAND_SLAM,WS,65,Main Draw,LI Qian (POL),TIKHOMIROVA Anna (RUS)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LANG Kristin,LI Qiangbing,4,3,"11,11,5,9,9,11,11|6,5,11,11,11,8,8",R16,GRAND_SLAM,WS,65,Main Draw,LANG Kristin (GER),LI Qiangbing (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Viktoria,KANG Misoon,4,1,"7,11,12,11,11|11,8,10,6,8",R16,GRAND_SLAM,WS,65,Main Draw,PAVLOVICH Viktoria (BLR),KANG Misoon (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TOTH Krisztina,VACENOVSKA Iveta,4,0,"11,13,11,11|9,11,5,9",R16,GRAND_SLAM,WS,65,Main Draw,TOTH Krisztina (HUN),VACENOVSKA Iveta (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Veronika,PARK Seonghye,4,2,"11,11,8,11,7,12|9,8,11,8,11,10",R16,GRAND_SLAM,WS,65,Main Draw,PAVLOVICH Veronika (BLR),PARK Seonghye (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DVORAK Galia,WU Jiaduo,4,0,"11,11,11,13|7,6,9,11",R16,GRAND_SLAM,WS,65,Main Draw,DVORAK Galia (ESP),WU Jiaduo (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARK Miyoung,SUH Hyo Won,4,2,"11,9,11,11,9,11|2,11,2,4,11,6",QuarterFinal,GRAND_SLAM,WS,65,Main Draw,PARK Miyoung (KOR),SUH Hyo Won (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qian,LANG Kristin,4,1,"11,11,9,11,11|5,8,11,7,7",QuarterFinal,GRAND_SLAM,WS,65,Main Draw,LI Qian (POL),LANG Kristin (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TOTH Krisztina,PAVLOVICH Viktoria,4,2,"6,12,8,11,11,11|11,10,11,6,7,6",QuarterFinal,GRAND_SLAM,WS,65,Main Draw,TOTH Krisztina (HUN),PAVLOVICH Viktoria (BLR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PAVLOVICH Veronika,DVORAK Galia,4,2,"11,11,4,5,11,11|7,6,11,11,9,5",QuarterFinal,GRAND_SLAM,WS,65,Main Draw,PAVLOVICH Veronika (BLR),DVORAK Galia (ESP)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qian,PARK Miyoung,4,1,"11,11,11,7,11|7,5,9,11,1",SemiFinal,GRAND_SLAM,WS,65,Main Draw,LI Qian (POL),PARK Miyoung (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TOTH Krisztina,PAVLOVICH Veronika,4,2,"2,11,7,11,11,11|11,2,11,7,4,7",SemiFinal,GRAND_SLAM,WS,65,Main Draw,TOTH Krisztina (HUN),PAVLOVICH Veronika (BLR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LI Qian,TOTH Krisztina,4,0,"11,11,11,11|7,7,4,1",Final,GRAND_SLAM,WS,65,Main Draw,LI Qian (POL),TOTH Krisztina (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SAMARA Elizabeta,LEE Yearam,4,0,"11,11,11,11|9,8,4,6",R32,GRAND_SLAM,U21WS,65,Main Draw,SAMARA Elizabeta (ROU),LEE Yearam (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GALONJA Marija,DURAK Mirela,4,2,"5,11,11,10,16,11|11,9,4,12,14,5",R32,GRAND_SLAM,U21WS,65,Main Draw,GALONJA Marija (SRB),DURAK Mirela (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KNEZEVIC Monika,TOMIC Mirna,4,3,"7,11,5,11,9,11,11|11,7,11,6,11,8,7",R32,GRAND_SLAM,U21WS,65,Main Draw,KNEZEVIC Monika (SRB),TOMIC Mirna (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KANG Misoon,SIRUCKOVA Aneta,4,0,"11,11,12,11|5,6,10,7",R32,GRAND_SLAM,U21WS,65,Main Draw,KANG Misoon (KOR),SIRUCKOVA Aneta (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SOLJA Amelie,LUPULESKU Anelia,4,1,"11,11,6,11,11|8,6,11,7,3",R32,GRAND_SLAM,U21WS,65,Main Draw,SOLJA Amelie (AUT),LUPULESKU Anelia (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Hyun,POSTHUMA Monique,4,0,"11,11,11,11|5,9,2,5",R32,GRAND_SLAM,U21WS,65,Main Draw,LEE Hyun (KOR),POSTHUMA Monique (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DESSAINT Aurore,ROJKO Vesna,4,0,"11,11,12,11|6,6,10,8",R32,GRAND_SLAM,U21WS,65,Main Draw,DESSAINT Aurore (FRA),ROJKO Vesna (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARTYKA Natalia,FAJMUT Manca,4,0,"11,11,11,11|8,6,6,6",R32,GRAND_SLAM,U21WS,65,Main Draw,PARTYKA Natalia (POL),FAJMUT Manca (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ZHANG Mo,ZETSEN Nicky,4,3,"3,11,11,10,12,11,11|11,7,8,12,14,6,6",R32,GRAND_SLAM,U21WS,65,Main Draw,ZHANG Mo (CAN),ZETSEN Nicky (NED)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,DUBKOVA Elena,PAPADAKI Angeliki,4,1,"11,13,11,11,11|13,11,8,7,6",R32,GRAND_SLAM,U21WS,65,Main Draw,DUBKOVA Elena (BLR),PAPADAKI Angeliki (GRE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GRZYBOWSKA-FRANC Katarzyna,JAZBEC Ida,4,1,"11,11,11,6,11|7,1,9,11,4",R32,GRAND_SLAM,U21WS,65,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),JAZBEC Ida (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KIM Minhee (YOB=1991),PAVLIN Nina,4,0,"11,11,11,11|7,5,4,7",R32,GRAND_SLAM,U21WS,65,Main Draw,KIM Minhee (YOB=1991) (KOR),PAVLIN Nina (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PETTERSSON Malin,RUVMAN Natali,4,3,"8,4,11,9,11,11,11|11,11,8,11,3,8,9",R32,GRAND_SLAM,U21WS,65,Main Draw,PETTERSSON Malin (SWE),RUVMAN Natali (ISR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TODOROVIC Andrea,KUSINSKA Klaudia,4,2,"11,4,11,8,16,11|7,11,5,11,14,6",R32,GRAND_SLAM,U21WS,65,Main Draw,TODOROVIC Andrea (SRB),KUSINSKA Klaudia (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,HWANG Jina,HOLOK Dijana,4,0,"11,11,11,11|3,5,2,4",R32,GRAND_SLAM,U21WS,65,Main Draw,HWANG Jina (KOR),HOLOK Dijana (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PESOTSKA Margaryta,MATELOVA Hana,4,2,"11,11,11,7,8,11|8,2,3,11,11,7",R32,GRAND_SLAM,U21WS,65,Main Draw,PESOTSKA Margaryta (UKR),MATELOVA Hana (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SAMARA Elizabeta,GALONJA Marija,4,0,"11,11,11,11|9,7,7,4",R16,GRAND_SLAM,U21WS,65,Main Draw,SAMARA Elizabeta (ROU),GALONJA Marija (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KANG Misoon,KNEZEVIC Monika,4,0,"11,11,11,11|7,7,4,6",R16,GRAND_SLAM,U21WS,65,Main Draw,KANG Misoon (KOR),KNEZEVIC Monika (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Hyun,SOLJA Amelie,4,3,"11,10,9,11,8,11,13|8,12,11,1,11,6,11",R16,GRAND_SLAM,U21WS,65,Main Draw,LEE Hyun (KOR),SOLJA Amelie (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARTYKA Natalia,DESSAINT Aurore,4,1,"11,11,12,7,11|3,2,10,11,6",R16,GRAND_SLAM,U21WS,65,Main Draw,PARTYKA Natalia (POL),DESSAINT Aurore (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ZHANG Mo,DUBKOVA Elena,4,1,"9,11,11,11,11|11,9,7,6,1",R16,GRAND_SLAM,U21WS,65,Main Draw,ZHANG Mo (CAN),DUBKOVA Elena (BLR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GRZYBOWSKA-FRANC Katarzyna,KIM Minhee (YOB=1991),4,2,"12,6,7,11,11,11|10,11,11,7,9,9",R16,GRAND_SLAM,U21WS,65,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),KIM Minhee (YOB=1991) (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TODOROVIC Andrea,PETTERSSON Malin,4,0,"11,11,14,11|7,9,12,6",R16,GRAND_SLAM,U21WS,65,Main Draw,TODOROVIC Andrea (SRB),PETTERSSON Malin (SWE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PESOTSKA Margaryta,HWANG Jina,4,2,"11,11,11,10,11,11|9,5,6,12,13,7",R16,GRAND_SLAM,U21WS,65,Main Draw,PESOTSKA Margaryta (UKR),HWANG Jina (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KANG Misoon,SAMARA Elizabeta,4,3,"7,10,5,11,11,11,11|11,12,11,9,2,7,9",QuarterFinal,GRAND_SLAM,U21WS,65,Main Draw,KANG Misoon (KOR),SAMARA Elizabeta (ROU)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARTYKA Natalia,LEE Hyun,4,2,"3,11,12,10,11,11|11,1,10,12,9,6",QuarterFinal,GRAND_SLAM,U21WS,65,Main Draw,PARTYKA Natalia (POL),LEE Hyun (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GRZYBOWSKA-FRANC Katarzyna,ZHANG Mo,4,0,,QuarterFinal,GRAND_SLAM,U21WS,65,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),ZHANG Mo (CAN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,TODOROVIC Andrea,PESOTSKA Margaryta,4,0,,QuarterFinal,GRAND_SLAM,U21WS,65,Main Draw,TODOROVIC Andrea (SRB),PESOTSKA Margaryta (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARTYKA Natalia,KANG Misoon,4,1,"5,11,11,11,11|11,9,9,6,5",SemiFinal,GRAND_SLAM,U21WS,65,Main Draw,PARTYKA Natalia (POL),KANG Misoon (KOR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GRZYBOWSKA-FRANC Katarzyna,TODOROVIC Andrea,4,1,"11,10,11,11,11|2,12,8,9,2",SemiFinal,GRAND_SLAM,U21WS,65,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),TODOROVIC Andrea (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PARTYKA Natalia,GRZYBOWSKA-FRANC Katarzyna,4,3,"6,6,11,8,11,11,11|11,11,9,11,6,6,6",Final,GRAND_SLAM,U21WS,65,Main Draw,PARTYKA Natalia (POL),GRZYBOWSKA-FRANC Katarzyna (POL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,PLATTNER Dominique/STORF Martin,LAGOGIANNIS Konstantinos/SEL Zolt,3,0,,QR64,GRAND_SLAM,MD,65,Qualification,PLATTNER Dominique (AUT) / STORF Martin (AUT),LAGOGIANNIS Konstantinos (GRE) / SEL Zolt (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ROGIERS Benjamin/VOSTES Yannick,GIONIS Panagiotis/RINIOTIS Anastasios,4,3,"11,10,9,7,11,11,11|7,12,11,11,2,8,8",R16,GRAND_SLAM,MD,65,Main Draw,ROGIERS Benjamin (BEL) / VOSTES Yannick (BEL),GIONIS Panagiotis (GRE) / RINIOTIS Anastasios (GRE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BAUM Patrick/STEGER Bastian,ROGIERS Benjamin/VOSTES Yannick,4,1,"11,8,11,11,11|4,11,6,8,9",QuarterFinal,GRAND_SLAM,MD,65,Main Draw,BAUM Patrick (GER) / STEGER Bastian (GER),ROGIERS Benjamin (BEL) / VOSTES Yannick (BEL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CHOJNOWSKI Patryk/FERTIKOWSKI Pawel,MADRID Marcos/MATSUMOTO Cazuo,3,0,"11,11,11|7,8,9",QR64,GRAND_SLAM,MD,65,Qualification,CHOJNOWSKI Patryk (POL) / FERTIKOWSKI Pawel (POL),MADRID Marcos (MEX) / MATSUMOTO Cazuo (BRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,MONTEIRO Thiago/TSUBOI Gustavo,PLATTNER Dominique/STORF Martin,3,1,"11,11,9,11|9,9,11,9",QR32,GRAND_SLAM,MD,65,Qualification,MONTEIRO Thiago (BRA) / TSUBOI Gustavo (BRA),PLATTNER Dominique (AUT) / STORF Martin (AUT)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BOBILLIER Loic/MARTINEZ Michel,MONTEIRO Thiago/TSUBOI Gustavo,3,2,"9,8,11,11,11|11,11,7,4,3",QR16,GRAND_SLAM,MD,65,Qualification,BOBILLIER Loic (FRA) / MARTINEZ Michel (FRA),MONTEIRO Thiago (BRA) / TSUBOI Gustavo (BRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KEINATH Thomas/SEREDA Peter,BURGIS Matiss/GOLOVANOV Stanislav,3,1,"12,11,8,11|10,6,11,6",QR32,GRAND_SLAM,MD,65,Qualification,KEINATH Thomas (SVK) / SEREDA Peter (SVK),BURGIS Matiss (LAT) / GOLOVANOV Stanislav (BUL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,HORVAT Mitja/ROPOSA Bojan,DIEZ Endika/HU Bin,3,2,"7,8,11,11,11|11,11,9,9,8",QR64,GRAND_SLAM,MD,65,Qualification,HORVAT Mitja (SLO) / ROPOSA Bojan (SLO),DIEZ Endika (ESP) / HU Bin (CGO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,FILUS Ruwen/MENGEL Steffen,JUZBASIC Ivan/TOSIC Roko,3,1,"7,11,11,11|11,7,4,7",QR64,GRAND_SLAM,MD,65,Qualification,FILUS Ruwen (GER) / MENGEL Steffen (GER),JUZBASIC Ivan (CRO) / TOSIC Roko (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JOVER Sebastien/SALIFOU Abdel-Kader,KOLAREK Tomislav/REDJEP Ronald,3,0,"16,11,11|14,8,6",QR32,GRAND_SLAM,MD,65,Qualification,JOVER Sebastien (FRA) / SALIFOU Abdel-Kader (BEN),KOLAREK Tomislav (CRO) / REDJEP Ronald (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,APOLONIA Tiago/MONTEIRO Joao,KOVAC Borna/ZUBCIC Tomislav,3,0,"11,11,11|9,4,5",QR32,GRAND_SLAM,MD,65,Qualification,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),KOVAC Borna (CRO) / ZUBCIC Tomislav (CRO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Sang Su/SEO Hyundeok,OBESLO Michal/TREGLER Tomas,3,1,"11,9,11,11|8,11,6,9",QR64,GRAND_SLAM,MD,65,Qualification,LEE Sang Su (KOR) / SEO Hyundeok (KOR),OBESLO Michal (CZE) / TREGLER Tomas (CZE)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GROTH Jonathan/STERNBERG Kasper,SLATINSEK Uros/ZIBRAT Jan,3,1,"11,7,11,11|8,11,7,4",QR64,GRAND_SLAM,MD,65,Qualification,GROTH Jonathan (DEN) / STERNBERG Kasper (DEN),SLATINSEK Uros (SLO) / ZIBRAT Jan (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Sang Su/SEO Hyundeok,BENTSEN Allan/RASMUSSEN Morten,3,0,"11,11,11|8,5,5",QR32,GRAND_SLAM,MD,65,Qualification,LEE Sang Su (KOR) / SEO Hyundeok (KOR),BENTSEN Allan (DEN) / RASMUSSEN Morten (DEN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GIONIS Panagiotis/RINIOTIS Anastasios,GROTH Jonathan/STERNBERG Kasper,3,2,"9,9,12,11,11|11,11,10,9,2",QR32,GRAND_SLAM,MD,65,Qualification,GIONIS Panagiotis (GRE) / RINIOTIS Anastasios (GRE),GROTH Jonathan (DEN) / STERNBERG Kasper (DEN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CANTERO Jesus/DURAN Marc,LASAN Sas/PLOHL Zvonko,3,1,"11,11,9,11|8,5,11,6",QR64,GRAND_SLAM,MD,65,Qualification,CANTERO Jesus (ESP) / DURAN Marc (ESP),LASAN Sas (SLO) / PLOHL Zvonko (SLO)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEONG Sangeun/JEOUNG Youngsik,CANTERO Jesus/DURAN Marc,3,1,"10,11,11,11|12,6,4,1",QR32,GRAND_SLAM,MD,65,Qualification,JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR),CANTERO Jesus (ESP) / DURAN Marc (ESP)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CARNEROS Alfredo/MACHADO Carlos,OLIVARES Felipe/SMIRNOV Aleksandr,3,0,"11,11,11|8,8,6",QR64,GRAND_SLAM,MD,65,Qualification,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),OLIVARES Felipe (CHI) / SMIRNOV Aleksandr (EST)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,LEE Sang Su/SEO Hyundeok,LEBESSON Emmanuel/MATTENET Adrien,4,3,"7,2,13,11,4,11,11|11,11,11,6,11,7,9",R16,GRAND_SLAM,MD,65,Main Draw,LEE Sang Su (KOR) / SEO Hyundeok (KOR),LEBESSON Emmanuel (FRA) / MATTENET Adrien (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BAUM Patrick/STEGER Bastian,JOVER Sebastien/SALIFOU Abdel-Kader,4,0,"11,11,11,12|9,7,8,10",R16,GRAND_SLAM,MD,65,Main Draw,BAUM Patrick (GER) / STEGER Bastian (GER),JOVER Sebastien (FRA) / SALIFOU Abdel-Kader (BEN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,SHIBAEV Alexander/SMIRNOV Alexey,BOBILLIER Loic/MARTINEZ Michel,4,3,"7,11,11,3,12,9,11|11,3,6,11,10,11,4",QuarterFinal,GRAND_SLAM,MD,65,Main Draw,SHIBAEV Alexander (RUS) / SMIRNOV Alexey (RUS),BOBILLIER Loic (FRA) / MARTINEZ Michel (FRA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BOBILLIER Loic/MARTINEZ Michel,NEKHVEDOVICH Vitaly/PLATONOV Pavel,3,1,"5,11,11,11|11,9,6,5",QR64,GRAND_SLAM,MD,65,Qualification,BOBILLIER Loic (FRA) / MARTINEZ Michel (FRA),NEKHVEDOVICH Vitaly (BLR) / PLATONOV Pavel (BLR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,FILUS Ruwen/MENGEL Steffen,KOU Lei/ZHMUDENKO Yaroslav,3,0,"11,11,11|2,4,8",QR32,GRAND_SLAM,MD,65,Qualification,FILUS Ruwen (GER) / MENGEL Steffen (GER),KOU Lei (UKR) / ZHMUDENKO Yaroslav (UKR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,FEJER-KONNERTH Zoltan/HIELSCHER Lars,ABRAMOV Isaak/BEN ARI Omri,3,0,"11,11,11|1,8,6",QR32,GRAND_SLAM,MD,65,Qualification,FEJER-KONNERTH Zoltan (GER) / HIELSCHER Lars (GER),ABRAMOV Isaak (ISR) / BEN ARI Omri (ISR)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,CARNEROS Alfredo/MACHADO Carlos,FILUS Ruwen/MENGEL Steffen,3,0,"11,11,11|9,9,9",QR16,GRAND_SLAM,MD,65,Qualification,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),FILUS Ruwen (GER) / MENGEL Steffen (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JEONG Sangeun/JEOUNG Youngsik,FEJER-KONNERTH Zoltan/HIELSCHER Lars,3,1,"11,6,11,11|6,11,8,5",QR16,GRAND_SLAM,MD,65,Qualification,JEONG Sangeun (KOR) / JEOUNG Youngsik (KOR),FEJER-KONNERTH Zoltan (GER) / HIELSCHER Lars (GER)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GIONIS Panagiotis/RINIOTIS Anastasios,MIGADE Jackson/WAISADHA Johnathan,3,0,,QR64,GRAND_SLAM,MD,65,Qualification,GIONIS Panagiotis (GRE) / RINIOTIS Anastasios (GRE),MIGADE Jackson (UGA) / WAISADHA Johnathan (UGA)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,GIONIS Panagiotis/RINIOTIS Anastasios,KEINATH Thomas/SEREDA Peter,3,2,"11,12,9,7,11|6,10,11,11,4",QR16,GRAND_SLAM,MD,65,Qualification,GIONIS Panagiotis (GRE) / RINIOTIS Anastasios (GRE),KEINATH Thomas (SVK) / SEREDA Peter (SVK)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JAKAB Janos/KOSIBA Daniel,BARDON Michal/GUMAN Martin,3,0,,QR64,GRAND_SLAM,MD,65,Qualification,JAKAB Janos (HUN) / KOSIBA Daniel (HUN),BARDON Michal (SVK) / GUMAN Martin (SVK)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,BURGIS Matiss/GOLOVANOV Stanislav,MOLNAR Csaba/SCHAFFER Daniel,3,1,"11,7,11,12|4,11,9,10",QR64,GRAND_SLAM,MD,65,Qualification,BURGIS Matiss (LAT) / GOLOVANOV Stanislav (BUL),MOLNAR Csaba (HUN) / SCHAFFER Daniel (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JAKAB Janos/KOSIBA Daniel,CREPULJA Bojan/PETKOV Marko,3,0,"11,11,17|8,4,15",QR32,GRAND_SLAM,MD,65,Qualification,JAKAB Janos (HUN) / KOSIBA Daniel (HUN),CREPULJA Bojan (SRB) / PETKOV Marko (SRB)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,JOVER Sebastien/SALIFOU Abdel-Kader,JAKAB Janos/KOSIBA Daniel,3,1,"11,10,11,11|7,12,5,8",QR16,GRAND_SLAM,MD,65,Qualification,JOVER Sebastien (FRA) / SALIFOU Abdel-Kader (BEN),JAKAB Janos (HUN) / KOSIBA Daniel (HUN)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,ABRAMOV Isaak/BEN ARI Omri,KAMBEROV Radoslav/TANCHEV Vladislav,3,1,"11,11,5,11|9,9,11,7",QR64,GRAND_SLAM,MD,65,Qualification,ABRAMOV Isaak (ISR) / BEN ARI Omri (ISR),KAMBEROV Radoslav (BUL) / TANCHEV Vladislav (BUL)
Pro Tour Slovenia Open Velenje 2010,2010-01-19,KOVAC Borna/ZUBCIC Tomislav,MANNA Romualdo/PAVAN Federico,3,1,"16,5,11,12|14,11,6,10",QR64,GRAND_SLAM,MD,65,Qualification,KOVAC Borna (CRO) / ZUBCIC Tomislav (CRO),MANNA Romualdo (ITA) / PAVAN Federico (ITA)
