tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
US Open Grand Rapids Michigan 2012,2012-06-30,KEINATH Thomas,WANG Qingliang,3,0,,SF,WTT_CONTENDER,MS,596,Main Draw,KEINATH Thomas (SVK),WANG Qingliang (USA),KEINATH Thomas
US Open Grand Rapids Michigan 2012,2012-06-30,LIU Juan,WANG Huijing,3,0,,F,WTT_CONTENDER,WS,596,Main Draw,LIU Juan (USA),WANG Huijing (USA),LIU Juan
US Open Grand Rapids Michigan 2012,2012-06-30,HINSE Pierre-Luc,LEE Dongjin,3,0,,R32,WTT_CONTENDER,MS,596,Main Draw,HINSE Pierre-Luc (CAN),LEE Dongjin (KOR),HINSE Pierre-Luc
US Open Grand Rapids Michigan 2012,2012-06-30,WANG Huijing,DEGTIAR Ioulia,3,0,,QF,WTT_CONTENDER,WS,596,Main Draw,WANG Huijing (USA),DEGTIAR Ioulia (CAN),WANG Huijing
US Open Grand Rapids Michigan 2012,2012-06-30,WANG Qingliang,WANG Max Qinmin,3,0,,R32,WTT_CONTENDER,MS,596,Main Draw,WANG Qingliang (USA),WANG Max Qinmin (USA),WANG Qingliang
US Open Grand Rapids Michigan 2012,2012-06-30,HSING Ariel,RAMOS Fabiola,3,0,,QF,WTT_CONTENDER,WS,596,Main Draw,HSING Ariel (USA),RAMOS Fabiola (VEN),HSING Ariel
US Open Grand Rapids Michigan 2012,2012-06-30,KIM Sangsoo,JIN Ethan,3,0,,R64,WTT_CONTENDER,MS,596,Main Draw,KIM Sangsoo (KOR),JIN Ethan (USA),KIM Sangsoo
US Open Grand Rapids Michigan 2012,2012-06-30,CHIH De-Rong,HUGH Judy,3,0,,R16,WTT_CONTENDER,WS,596,Main Draw,CHIH De-Rong (TPE),HUGH Judy (USA),CHIH De-Rong
US Open Grand Rapids Michigan 2012,2012-06-30,CHEN Hongtao,DAVID Paul,3,0,,R64,WTT_CONTENDER,MS,596,Main Draw,CHEN Hongtao (CAN),DAVID Paul (GUY),CHEN Hongtao
US Open Grand Rapids Michigan 2012,2012-06-30,LIU Juan,WANG Xinyue,3,0,,R16,WTT_CONTENDER,WS,596,Main Draw,LIU Juan (USA),WANG Xinyue (USA),LIU Juan
