tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Paris 2013,2013-05-13,MATSUDAIRA Kenta,MA Lin,4,1,"11,11,11,12,11|5,7,4,14,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATSUDAIRA Kenta (JPN),MA Lin (CHN),MATSUDAIRA Kenta
World Table Tennis Championships Paris 2013,2013-05-13,OVTCHAROV Dimitrij,PRIMORAC Zoran,4,0,"11,11,11,11|8,6,6,5",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,OVTCHAROV Dimitrij (GER),PRIMORAC Zoran (CRO),OVTCHAROV Dimitrij
World Table Tennis Championships Paris 2013,2013-05-13,TANG Peng,GAUZY Simon,4,2,"11,9,11,13,6,11|8,11,7,11,11,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TANG Peng (HKG),GAUZY Simon (FRA),TANG Peng
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick,SCHLAGER Werner,4,0,"11,11,13,11|8,6,11,6",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BAUM Patrick (GER),SCHLAGER Werner (AUT),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,LEBESSON Emmanuel,PROKOPCOV Dmitrij,4,1,"16,11,7,11,11|14,8,11,1,6",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LEBESSON Emmanuel (FRA),PROKOPCOV Dmitrij (CZE),LEBESSON Emmanuel
World Table Tennis Championships Paris 2013,2013-05-13,ASSAR Omar,CRISAN Adrian,4,3,"11,11,7,3,12,6,11|8,7,11,11,10,11,9",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ASSAR Omar (EGY),CRISAN Adrian (ROU),ASSAR Omar
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert,SAIVE Jean-Michel,4,1,"11,13,10,11,11|6,11,12,5,6",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GARDOS Robert (AUT),SAIVE Jean-Michel (BEL),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,FAN Zhendong,MONTEIRO Joao,4,3,"11,11,7,9,11,7,11|5,4,11,11,9,11,6",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FAN Zhendong (CHN),MONTEIRO Joao (POR),FAN Zhendong
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,TSUBOI Gustavo,4,1,"11,13,11,11,11|9,15,6,5,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),TSUBOI Gustavo (BRA),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,CHEUNG Yuk,4,1,"11,11,6,11,11|5,4,11,4,3",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),CHEUNG Yuk (HKG),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,ALAMIYAN Noshad,MATTENET Adrien,4,1,"11,11,11,5,11|7,8,8,11,8",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ALAMIYAN Noshad (IRI),MATTENET Adrien (FRA),ALAMIYAN Noshad
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An,MATSUMOTO Cazuo,4,0,"11,11,11,11|6,1,8,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHEN Chien-An (TPE),MATSUMOTO Cazuo (BRA),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,GAO Ning,PATTANTYUS Adam,4,3,"5,12,11,9,7,11,11|11,10,8,11,11,7,9",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GAO Ning (SGP),PATTANTYUS Adam (HUN),GAO Ning
World Table Tennis Championships Paris 2013,2013-05-13,YAN An,LEUNG Chu Yan,4,0,"11,11,12,11|6,9,10,5",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,YAN An (CHN),LEUNG Chu Yan (HKG),YAN An
World Table Tennis Championships Paris 2013,2013-05-13,KREANGA Kalinikos,KIM Minseok,4,3,"9,11,9,6,11,14,11|11,6,11,11,8,12,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KREANGA Kalinikos (GRE),KIM Minseok (KOR),KREANGA Kalinikos
World Table Tennis Championships Paris 2013,2013-05-13,CHO Eonrae,TAKAKIWA Taku,4,3,"10,13,19,6,11,11,11|12,11,21,11,6,6,8",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHO Eonrae (KOR),TAKAKIWA Taku (JPN),CHO Eonrae
World Table Tennis Championships Paris 2013,2013-05-13,CHUANG Chih-Yuan,FRANZISKA Patrick,4,0,"11,11,11,11|6,1,9,8",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHUANG Chih-Yuan (TPE),FRANZISKA Patrick (GER),CHUANG Chih-Yuan
World Table Tennis Championships Paris 2013,2013-05-13,BOLL Timo,ACHANTA Sharath,4,1,"9,12,11,11,11|11,10,1,5,2",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BOLL Timo (GER),ACHANTA Sharath (IND),BOLL Timo
World Table Tennis Championships Paris 2013,2013-05-13,LUNDQVIST Jens,JEOUNG Youngsik,4,3,"12,11,11,2,11,7,11|14,9,5,11,6,11,8",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LUNDQVIST Jens (SWE),JEOUNG Youngsik (KOR),LUNDQVIST Jens
World Table Tennis Championships Paris 2013,2013-05-13,KISHIKAWA Seiya,FEGERL Stefan,4,2,"7,11,11,11,10,11|11,8,7,8,12,2",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KISHIKAWA Seiya (JPN),FEGERL Stefan (AUT),KISHIKAWA Seiya
World Table Tennis Championships Paris 2013,2013-05-13,SMIRNOV Alexey,SIRUCEK Pavel,4,0,"12,11,11,11|10,6,7,9",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SMIRNOV Alexey (RUS),SIRUCEK Pavel (CZE),SMIRNOV Alexey
World Table Tennis Championships Paris 2013,2013-05-13,NIWA Koki,PAIKOV Mikhail,4,3,"8,11,11,7,9,12,11|11,6,7,11,11,10,9",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,NIWA Koki (JPN),PAIKOV Mikhail (RUS),NIWA Koki
World Table Tennis Championships Paris 2013,2013-05-13,HE Zhiwen,CHEN Weixing,4,2,"11,9,11,7,11,11|3,11,7,11,9,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,HE Zhiwen (ESP),CHEN Weixing (AUT),HE Zhiwen
World Table Tennis Championships Paris 2013,2013-05-13,TOKIC Bojan,STEGER Bastian,4,2,"11,11,5,9,14,11|8,5,11,11,12,8",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TOKIC Bojan (SLO),STEGER Bastian (GER),TOKIC Bojan
World Table Tennis Championships Paris 2013,2013-05-13,MA Long,WANG Zengyi,4,0,"11,11,11,11|8,2,9,5",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Long (CHN),WANG Zengyi (POL),MA Long
World Table Tennis Championships Paris 2013,2013-05-13,XU Xin,APOLONIA Tiago,4,0,"11,11,11,11|8,0,8,7",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,XU Xin (CHN),APOLONIA Tiago (POR),XU Xin
World Table Tennis Championships Paris 2013,2013-05-13,FREITAS Marcos,CHAN Kazuhiro,4,1,"5,11,11,11,11|11,9,7,6,5",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FREITAS Marcos (POR),CHAN Kazuhiro (JPN),FREITAS Marcos
World Table Tennis Championships Paris 2013,2013-05-13,SAMSONOV Vladimir,GACINA Andrej,4,1,"11,6,13,11,11|7,11,11,3,9",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SAMSONOV Vladimir (BLR),GACINA Andrej (CRO),SAMSONOV Vladimir
World Table Tennis Championships Paris 2013,2013-05-13,MATSUDAIRA Kenta,CHIANG Hung-Chieh,4,2,"9,11,11,11,9,11|11,8,6,9,11,4",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATSUDAIRA Kenta (JPN),CHIANG Hung-Chieh (TPE),MATSUDAIRA Kenta
World Table Tennis Championships Paris 2013,2013-05-13,OVTCHAROV Dimitrij,TANG Peng,4,2,"9,11,10,11,11,11|11,7,12,3,4,3",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,OVTCHAROV Dimitrij (GER),TANG Peng (HKG),OVTCHAROV Dimitrij
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick,LEBESSON Emmanuel,4,2,"11,11,11,13,7,11|13,9,7,11,11,6",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BAUM Patrick (GER),LEBESSON Emmanuel (FRA),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert,ASSAR Omar,4,3,"7,11,11,14,11,8,11|11,6,6,16,4,11,7",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GARDOS Robert (AUT),ASSAR Omar (EGY),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,FAN Zhendong,4,0,"11,11,11,11|9,8,9,5",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),FAN Zhendong (CHN),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,ALAMIYAN Noshad,4,1,"11,11,11,10,11|7,5,2,12,3",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),ALAMIYAN Noshad (IRI),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,GAO Ning,CHEN Chien-An,4,0,"13,12,11,11|11,10,6,9",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GAO Ning (SGP),CHEN Chien-An (TPE),GAO Ning
World Table Tennis Championships Paris 2013,2013-05-13,YAN An,KREANGA Kalinikos,4,1,"11,10,11,11,11|8,12,3,3,3",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,YAN An (CHN),KREANGA Kalinikos (GRE),YAN An
World Table Tennis Championships Paris 2013,2013-05-13,CHUANG Chih-Yuan,CHO Eonrae,4,1,"11,11,11,10,11|6,6,7,12,8",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHUANG Chih-Yuan (TPE),CHO Eonrae (KOR),CHUANG Chih-Yuan
World Table Tennis Championships Paris 2013,2013-05-13,BOLL Timo,LUNDQVIST Jens,4,2,"11,9,11,9,11,11|6,11,6,11,4,8",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BOLL Timo (GER),LUNDQVIST Jens (SWE),BOLL Timo
World Table Tennis Championships Paris 2013,2013-05-13,KISHIKAWA Seiya,SMIRNOV Alexey,4,2,"8,11,4,11,11,11|11,9,11,8,7,9",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KISHIKAWA Seiya (JPN),SMIRNOV Alexey (RUS),KISHIKAWA Seiya
World Table Tennis Championships Paris 2013,2013-05-13,NIWA Koki,HE Zhiwen,4,2,"11,11,11,7,7,11|2,6,9,11,11,7",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,NIWA Koki (JPN),HE Zhiwen (ESP),NIWA Koki
World Table Tennis Championships Paris 2013,2013-05-13,MA Long,TOKIC Bojan,4,0,"11,11,12,11|6,5,10,8",R32,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Long (CHN),TOKIC Bojan (SLO),MA Long
World Table Tennis Championships Paris 2013,2013-05-13,XU Xin,FREITAS Marcos,4,0,"11,11,11,11|7,5,5,7",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,XU Xin (CHN),FREITAS Marcos (POR),XU Xin
World Table Tennis Championships Paris 2013,2013-05-13,MATSUDAIRA Kenta,SAMSONOV Vladimir,4,3,"3,15,12,11,11,3,11|11,13,14,8,9,11,8",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATSUDAIRA Kenta (JPN),SAMSONOV Vladimir (BLR),MATSUDAIRA Kenta
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick,OVTCHAROV Dimitrij,4,1,"11,9,12,11,11|9,11,10,9,2",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BAUM Patrick (GER),OVTCHAROV Dimitrij (GER),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,GARDOS Robert,4,1,"11,6,11,11,11|6,11,7,5,9",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),GARDOS Robert (AUT),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,GAO Ning,4,1,"8,11,11,11,11|11,7,7,5,3",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),GAO Ning (SGP),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,YAN An,CHUANG Chih-Yuan,4,0,"11,11,11,11|6,6,7,6",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,YAN An (CHN),CHUANG Chih-Yuan (TPE),YAN An
World Table Tennis Championships Paris 2013,2013-05-13,BOLL Timo,KISHIKAWA Seiya,4,0,"11,11,11,11|6,7,4,3",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BOLL Timo (GER),KISHIKAWA Seiya (JPN),BOLL Timo
World Table Tennis Championships Paris 2013,2013-05-13,MA Long,NIWA Koki,4,2,"11,9,11,9,11,11|5,11,7,11,4,7",R16,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Long (CHN),NIWA Koki (JPN),MA Long
World Table Tennis Championships Paris 2013,2013-05-13,XU Xin,MATSUDAIRA Kenta,4,2,"11,9,6,14,11,11|8,11,11,12,5,8",QF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,XU Xin (CHN),MATSUDAIRA Kenta (JPN),XU Xin
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,BAUM Patrick,4,1,"9,11,12,11,11|11,6,10,2,3",QF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),BAUM Patrick (GER),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,YAN An,4,2,"8,11,11,12,11,11|11,9,6,14,8,2",QF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),YAN An (CHN),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,MA Long,BOLL Timo,4,2,"11,11,9,11,8,11|4,9,11,8,11,9",QF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Long (CHN),BOLL Timo (GER),MA Long
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,XU Xin,4,0,"11,11,11,12|8,2,9,10",SF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),XU Xin (CHN),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,MA Long,4,2,"11,11,11,7,12,11|9,7,3,11,14,3",SF,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),MA Long (CHN),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,WANG Hao,4,2,"11,11,6,14,5,11|7,8,11,12,11,7",F,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),WANG Hao (CHN),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,GAO Ning/FENG Tianwei,LIU Song/CODINA Ana,4,1,"9,11,11,11,14|11,3,5,2,12",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,GAO Ning (SGP) / FENG Tianwei (SGP),LIU Song (ARG) / CODINA Ana (ARG),GAO Ning
World Table Tennis Championships Paris 2013,2013-05-13,GASNIER Laura/XIAN Yifang,DEDERKO Zhenhua/LAY Jian Fang,4,1,"11,11,11,11,13|13,5,7,9,11",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GASNIER Laura (FRA) / XIAN Yifang (FRA),DEDERKO Zhenhua (AUS) / LAY Jian Fang (AUS),GASNIER Laura
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert/HABESOHN Daniel,DEVOS Robin/NUYTINCK Cedric,4,2,"9,11,11,16,6,11|11,7,4,14,11,7",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),DEVOS Robin (BEL) / NUYTINCK Cedric (BEL),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert/HABESOHN Daniel,LEGOUT Christophe/SALIFOU Abdel-Kader,4,2,"11,11,5,11,9,11|3,8,11,7,11,6",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),LEGOUT Christophe (FRA) / SALIFOU Abdel-Kader (BEN),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert/HABESOHN Daniel,JIANG Tianyi/LEUNG Chu Yan,4,2,"8,11,11,11,4,12|11,6,9,8,11,10",R16,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),JIANG Tianyi (HKG) / LEUNG Chu Yan (HKG),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,FUKUHARA Ai/HIRANO Sayaka,LOYEN Eline/LUNG Lisa,4,0,"11,11,11,11|7,4,8,8",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,FUKUHARA Ai (JPN) / HIRANO Sayaka (JPN),LOYEN Eline (BEL) / LUNG Lisa (BEL),FUKUHARA Ai
World Table Tennis Championships Paris 2013,2013-05-13,PARK Seonghye/SEOK Hajung,BARAVOK Katsiaryna/PRIVALOVA Alexandra,4,0,"13,11,12,11|11,7,10,4",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,PARK Seonghye (KOR) / SEOK Hajung (KOR),BARAVOK Katsiaryna (BLR) / PRIVALOVA Alexandra (BLR),PARK Seonghye
World Table Tennis Championships Paris 2013,2013-05-13,LEGOUT Christophe/SALIFOU Abdel-Kader,BARABANOV Kiryl/PLATONOV Pavel,4,0,"11,11,11,11|7,8,9,5",R64,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,LEGOUT Christophe (FRA) / SALIFOU Abdel-Kader (BEN),BARABANOV Kiryl (BLR) / PLATONOV Pavel (BLR),LEGOUT Christophe
World Table Tennis Championships Paris 2013,2013-05-13,FUJII Hiroko/WAKAMIYA Misako,KUMAHARA Luca/YAMADA Jessica,4,1,"6,11,11,11,11|11,5,6,3,8",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,FUJII Hiroko (JPN) / WAKAMIYA Misako (JPN),KUMAHARA Luca (BRA) / YAMADA Jessica (BRA),FUJII Hiroko
World Table Tennis Championships Paris 2013,2013-05-13,MONTEIRO Thiago/SILVA Ligia,WALKER Samuel/DRINKHALL Joanna,4,2,"8,11,11,4,12,11|11,9,9,11,10,5",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,MONTEIRO Thiago (BRA) / SILVA Ligia (BRA),WALKER Samuel (ENG) / DRINKHALL Joanna (ENG),MONTEIRO Thiago
World Table Tennis Championships Paris 2013,2013-05-13,TANG Peng/NG Wing Nam,MONTEIRO Thiago/SILVA Ligia,4,1,"11,11,11,7,11|6,5,7,11,7",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,TANG Peng (HKG) / NG Wing Nam (HKG),MONTEIRO Thiago (BRA) / SILVA Ligia (BRA),TANG Peng
World Table Tennis Championships Paris 2013,2013-05-13,QIU Yike/WEN Jia,TSUBOI Gustavo/YAMADA Jessica,4,1,"11,11,11,11,11|5,5,13,6,7",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,QIU Yike (CHN) / WEN Jia (CHN),TSUBOI Gustavo (BRA) / YAMADA Jessica (BRA),QIU Yike
World Table Tennis Championships Paris 2013,2013-05-13,JEOUNG Youngsik/LEE Sang Su,CALDERANO Hugo/MATSUMOTO Cazuo,4,0,"14,11,11,11|12,8,9,6",R32,WORLD_CHAMPIONSHIPS,MD,599,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),CALDERANO Hugo (BRA) / MATSUMOTO Cazuo (BRA),JEOUNG Youngsik
World Table Tennis Championships Paris 2013,2013-05-13,JANCARIK Lubomir/VACENOVSKA Iveta,KRASTEV Petyo/KAROVA Anelia,4,0,"11,11,11,11|5,1,8,4",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,JANCARIK Lubomir (CZE) / VACENOVSKA Iveta (CZE),KRASTEV Petyo (BUL) / KAROVA Anelia (BUL),JANCARIK Lubomir
World Table Tennis Championships Paris 2013,2013-05-13,WU Chih-Chi/CHEN Szu-Yu,GABROVSKI Petko/GATINSKA Katalina,4,1,"11,6,11,11,11|6,11,6,6,3",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WU Chih-Chi (TPE) / CHEN Szu-Yu (TPE),GABROVSKI Petko (BUL) / GATINSKA Katalina (BUL),WU Chih-Chi
World Table Tennis Championships Paris 2013,2013-05-13,TANG Peng/NG Wing Nam,THERIAULT Pierre-Luc/LUO Anqi,4,1,"10,11,11,11,11|12,9,5,6,1",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,TANG Peng (HKG) / NG Wing Nam (HKG),THERIAULT Pierre-Luc (CAN) / LUO Anqi (CAN),TANG Peng
World Table Tennis Championships Paris 2013,2013-05-13,KARLSSON Mattias/EKHOLM Matilda,OLIVARES Felipe/MORALES Judith,4,0,"11,11,11,11|6,7,9,4",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,KARLSSON Mattias (SWE) / EKHOLM Matilda (SWE),OLIVARES Felipe (CHI) / MORALES Judith (CHI),KARLSSON Mattias
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,CHEONG Cheng I/LEONG On Na,4,0,"11,11,11,11|5,4,3,6",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),CHEONG Cheng I (MAC) / LEONG On Na (MAC),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Meng/ZHU Yuling,GATINSKA Katalina/ALTINKAYA Sibel,4,1,"11,11,11,9,13|4,4,4,11,11",R64,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),GATINSKA Katalina (BUL) / ALTINKAYA Sibel (TUR),CHEN Meng
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,PARK Seonghye/SEOK Hajung,4,0,"11,11,11,11|7,4,7,5",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),PARK Seonghye (KOR) / SEOK Hajung (KOR),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Meng/ZHU Yuling,BARTHEL Zhenqi/IVANCAN Irene,4,0,"11,11,11,11|3,6,5,1",R32,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),BARTHEL Zhenqi (GER) / IVANCAN Irene (GER),CHEN Meng
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,LANG Kristin/WU Jiaduo,4,0,"11,11,13,11|7,7,11,3",R16,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),LANG Kristin (GER) / WU Jiaduo (GER),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Meng/ZHU Yuling,CHENG I-Ching/HUANG Yi-Hua,4,1,"5,11,11,11,11|11,6,9,5,7",R16,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),CHENG I-Ching (TPE) / HUANG Yi-Hua (TPE),CHEN Meng
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,PARK Youngsook/YANG Ha Eun,4,0,"11,11,11,11|4,8,8,5",QF,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),PARK Youngsook (KOR) / YANG Ha Eun (KOR),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Meng/ZHU Yuling,FUJII Hiroko/WAKAMIYA Misako,4,0,"11,11,12,11|9,8,10,7",QF,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,CHEN Meng (CHN) / ZHU Yuling (MAC),FUJII Hiroko (JPN) / WAKAMIYA Misako (JPN),CHEN Meng
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,FENG Tianwei/YU Mengyu,4,2,"10,11,11,11,9,11|12,7,7,4,11,8",SF,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),FENG Tianwei (SGP) / YU Mengyu (SGP),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,DING Ning/LIU Shiwen,CHEN Meng/ZHU Yuling,4,3,"11,11,5,10,11,8,11|8,6,11,12,4,11,9",SF,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),CHEN Meng (CHN) / ZHU Yuling (MAC),DING Ning
World Table Tennis Championships Paris 2013,2013-05-13,GUO Yue/LI Xiaoxia,DING Ning/LIU Shiwen,4,1,"5,11,11,11,11|11,5,7,5,7",F,WORLD_CHAMPIONSHIPS,WD,599,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),DING Ning (CHN) / LIU Shiwen (CHN),GUO Yue
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/RAO Jingwen,PHATHAPHONE Thavisack/SOUTHAMMAVONG Thiphakone,4,0,"11,11,11,11|3,6,6,5",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WANG Liqin (CHN) / RAO Jingwen (CHN),PHATHAPHONE Thavisack (LAO) / SOUTHAMMAVONG Thiphakone (LAO),WANG Liqin
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Qi/HU Limei,TABACHNIK Pablo/ARGUELLES Camila,4,0,"13,11,11,11|11,7,9,6",R128,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEN Qi (CHN) / HU Limei (CHN),TABACHNIK Pablo (ARG) / ARGUELLES Camila (ARG),CHEN Qi
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/RAO Jingwen,FLORAS Robert/PIETKIEWICZ Monika,4,1,"7,11,11,11,12|11,8,4,6,10",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WANG Liqin (CHN) / RAO Jingwen (CHN),FLORAS Robert (POL) / PIETKIEWICZ Monika (POL),WANG Liqin
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Qi/HU Limei,MENGEL Steffen/WINTER Sabine,4,3,"11,9,11,10,11,8,11|4,11,7,12,9,11,7",R64,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,CHEN Qi (CHN) / HU Limei (CHN),MENGEL Steffen (GER) / WINTER Sabine (GER),CHEN Qi
World Table Tennis Championships Paris 2013,2013-05-13,WANG Liqin/RAO Jingwen,KOSIBA Daniel/MADARASZ Dora,4,0,"11,11,11,11|8,7,8,8",R32,WORLD_CHAMPIONSHIPS,XD,599,Main Draw,WANG Liqin (CHN) / RAO Jingwen (CHN),KOSIBA Daniel (HUN) / MADARASZ Dora (HUN),WANG Liqin
