tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|6,2,5",R128,OTHER,WS,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATKHISHIG Bilegt/BATBAYAR Doljinzuu,RAMEEZ Muhammad/ANSARI Aisha,3,0,"12,11,11|10,5,7",R64,OTHER,XD,515,Main Draw,BATKHISHIG Bilegt (MGL) / BATBAYAR Doljinzuu (MGL),RAMEEZ Muhammad (PAK) / ANSARI Aisha (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Xin Ru/ZHANG Wanling,ANSARI Aisha/FARYAL Sobia,3,0,"11,11,11|8,5,7",R64,OTHER,WD,515,Main Draw,WONG Xin Ru (SGP) / ZHANG Wanling (SGP),ANSARI Aisha (PAK) / FARYAL Sobia (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KARUNARATHNA Milinda/SIRISENA Rohan,RAHIM Abdul/RAMEEZ Muhammad,3,0,"14,11,11|12,8,9",R64,OTHER,MD,515,Main Draw,KARUNARATHNA Milinda (SRI) / SIRISENA Rohan (SRI),RAHIM Abdul (PAK) / RAMEEZ Muhammad (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Il/RI Mi Gyong,SHETTY Sanil/BATRA Manika,3,1,"11,11,11,11|13,4,4,7",R32,OTHER,XD,515,Main Draw,CHOE Il (PRK) / RI Mi Gyong (PRK),SHETTY Sanil (IND) / BATRA Manika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,JIANG Tianyi/LEE Ho Ching,PAK Sin Hyok/RI Hyon Sim,3,0,"11,17,16|9,15,14",R32,OTHER,XD,515,Main Draw,JIANG Tianyi (HKG) / LEE Ho Ching (HKG),PAK Sin Hyok (PRK) / RI Hyon Sim (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Hyon Hwa (1992)/KIM Song I,MAI Trang/NGUYEN Thi Nga,3,0,"11,14,11|8,12,4",R32,OTHER,WD,515,Main Draw,CHOE Hyon Hwa (1992) (PRK) / KIM Song I (PRK),MAI Trang (VIE) / NGUYEN Thi Nga (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,RI Hyon Sim/RI Mi Gyong,LEE Rou You/HO Ying,3,0,"12,11,11|10,5,3",R32,OTHER,WD,515,Main Draw,RI Hyon Sim (PRK) / RI Mi Gyong (PRK),LEE Rou You (MAS) / HO Ying (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,SATO Hitomi/HASHIMOTO Honoka,CHOE Hyon Hwa (1992)/KIM Song I,3,1,"12,11,11,11|10,13,6,7",R16,OTHER,WD,515,Main Draw,SATO Hitomi (JPN) / HASHIMOTO Honoka (JPN),CHOE Hyon Hwa (1992) (PRK) / KIM Song I (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,ITO Mima/HAYATA Hina,RI Hyon Sim/RI Mi Gyong,3,1,"11,12,8,12|4,10,11,10",QF,OTHER,WD,515,Main Draw,ITO Mima (JPN) / HAYATA Hina (JPN),RI Hyon Sim (PRK) / RI Mi Gyong (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Il/PAK Sin Hyok,AHMEDOV Rashid/YAKUBOV Davut,3,0,"11,11,11|3,2,7",R64,OTHER,MD,515,Main Draw,CHOE Il (PRK) / PAK Sin Hyok (PRK),AHMEDOV Rashid (TKM) / YAKUBOV Davut (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,NIWA Koki/YOSHIMURA Maharu,KANG Wi Hun/RO Kwang Jin,3,0,"11,11,12|2,2,10",R32,OTHER,MD,515,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),KANG Wi Hun (PRK) / RO Kwang Jin (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,MALSEVA Vilena/PLOTKO Mariya,MOHAMED Aia/FARAMARZI Maha,3,1,"2,11,11,12|11,7,7,10",R64,OTHER,WD,515,Main Draw,MALSEVA Vilena (TKM) / PLOTKO Mariya (TKM),MOHAMED Aia (QAT) / FARAMARZI Maha (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,DOAN Ba Tuan Anh/NGUYEN Duc Tuan,ALMALKI Nawaf/ABDULWAHHAB Mohammed,3,0,"11,11,14|8,8,12",R64,OTHER,MD,515,Main Draw,DOAN Ba Tuan Anh (VIE) / NGUYEN Duc Tuan (VIE),ALMALKI Nawaf (QAT) / ABDULWAHHAB Mohammed (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAY Ming Han Maxxe/ZHANG Wanling,AHMEDOV Rashid/NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|7,6,9",R64,OTHER,XD,515,Main Draw,TAY Ming Han Maxxe (SGP) / ZHANG Wanling (SGP),AHMEDOV Rashid (TKM) / NYYAZGYLYJOVA Oguljennet (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,POH Ethan/WONG Xin Ru,AHMED Moosa/NIMAL Fathimath,3,1,"11,11,5,11|9,4,11,2",R64,OTHER,XD,515,Main Draw,POH Ethan (SGP) / WONG Xin Ru (SGP),AHMED Moosa (MDV) / NIMAL Fathimath (MDV)
ITTF Asian Championships Wuxi 2017,2017-04-09,POH Ethan/WONG Xin Ru,DESAI Harmeet/SAHASRABUDHE Pooja,3,1,"11,11,4,14|9,5,11,12",R32,OTHER,XD,515,Main Draw,POH Ethan (SGP) / WONG Xin Ru (SGP),DESAI Harmeet (IND) / SAHASRABUDHE Pooja (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Sock Khim/CHANG Li Sian,LIM Eunice/TAN En Hui,3,2,"4,11,10,11,11|11,8,12,9,6",R32,OTHER,WD,515,Main Draw,NG Sock Khim (MAS) / CHANG Li Sian (MAS),LIM Eunice (SGP) / TAN En Hui (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,PANG Xue Jie/GAO Ning,CHEONG Chi Cheng/CHANG Hoi Wa,3,0,"11,11,11|3,6,5",R32,OTHER,MD,515,Main Draw,PANG Xue Jie (SGP) / GAO Ning (SGP),CHEONG Chi Cheng (MAC) / CHANG Hoi Wa (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Sang Su/JANG Woojin,TAY Ming Han Maxxe/POH Ethan,3,0,"11,11,11|4,9,4",R32,OTHER,MD,515,Main Draw,LEE Sang Su (KOR) / JANG Woojin (KOR),TAY Ming Han Maxxe (SGP) / POH Ethan (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,PANG Xue Jie/GAO Ning,GHOSH Soumyajit/DESAI Harmeet,3,2,"11,11,10,6,11|6,9,12,11,6",R16,OTHER,MD,515,Main Draw,PANG Xue Jie (SGP) / GAO Ning (SGP),GHOSH Soumyajit (IND) / DESAI Harmeet (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,SIRISENA Rohan/MADURANGI Ishara,HARB Ahmad/SAHAKIAN Mariana,3,2,"14,11,11,7,11|16,8,7,11,6",R64,OTHER,XD,515,Main Draw,SIRISENA Rohan (SRI) / MADURANGI Ishara (SRI),HARB Ahmad (LBN) / SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Chien-An/CHENG I-Ching,SIRISENA Rohan/MADURANGI Ishara,3,0,"11,11,11|4,3,2",R32,OTHER,XD,515,Main Draw,CHEN Chien-An (TPE) / CHENG I-Ching (TPE),SIRISENA Rohan (SRI) / MADURANGI Ishara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,AIAZBEKOVA Zhyldyz/AIAZBEKOVA Nurkyz,KAPUGEEKIYANA Hansani/WARUSAWITHANA Erandi,3,0,"11,11,11|8,8,6",R64,OTHER,WD,515,Main Draw,AIAZBEKOVA Zhyldyz (KGZ) / AIAZBEKOVA Nurkyz (KGZ),KAPUGEEKIYANA Hansani (SRI) / WARUSAWITHANA Erandi (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,ACHANTA Sharath/SHETTY Sanil,KARUNARATHNA Milinda/SIRISENA Rohan,3,1,"9,11,11,11|11,4,6,6",R32,OTHER,MD,515,Main Draw,ACHANTA Sharath (IND) / SHETTY Sanil (IND),KARUNARATHNA Milinda (SRI) / SIRISENA Rohan (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,ZHOLUDEV Denis/SLADKOVA Nataliya,3,0,"13,11,11|11,9,5",R32,OTHER,XD,515,Main Draw,TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA),ZHOLUDEV Denis (KAZ) / SLADKOVA Nataliya (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,PASSARA Pattaratorn/KOMWONG Nanthana,SANTOSO Ficky/DWIJAYANTI Gustin,3,0,"15,11,11|13,6,8",R32,OTHER,XD,515,Main Draw,PASSARA Pattaratorn (THA) / KOMWONG Nanthana (THA),SANTOSO Ficky (INA) / DWIJAYANTI Gustin (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOU Yu/CHEN Xingtong,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,3,1,"9,11,11,11|11,3,4,9",R16,OTHER,XD,515,Main Draw,ZHOU Yu (CHN) / CHEN Xingtong (CHN),TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,JIANG Tianyi/LEE Ho Ching,PASSARA Pattaratorn/KOMWONG Nanthana,3,0,"11,11,11|2,3,3",R16,OTHER,XD,515,Main Draw,JIANG Tianyi (HKG) / LEE Ho Ching (HKG),PASSARA Pattaratorn (THA) / KOMWONG Nanthana (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,KANG Wi Hun/RO Kwang Jin,PASSARA Pattaratorn/SANGPAO Komgrit,3,0,"11,11,11|3,8,8",R64,OTHER,MD,515,Main Draw,KANG Wi Hun (PRK) / RO Kwang Jin (PRK),PASSARA Pattaratorn (THA) / SANGPAO Komgrit (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak/WISUTMAYTHANGKOON Supanut,ABO YAMAN Zaid/ALDMAISY Zeyad,3,0,"11,11,11|6,5,6",R32,OTHER,MD,515,Main Draw,TANVIRIYAVECHAKUL Padasak (THA) / WISUTMAYTHANGKOON Supanut (THA),ABO YAMAN Zaid (JOR) / ALDMAISY Zeyad (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Sang Su/JANG Woojin,TANVIRIYAVECHAKUL Padasak/WISUTMAYTHANGKOON Supanut,3,0,"11,11,11|9,7,6",R16,OTHER,MD,515,Main Draw,LEE Sang Su (KOR) / JANG Woojin (KOR),TANVIRIYAVECHAKUL Padasak (THA) / WISUTMAYTHANGKOON Supanut (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,KECHICHIAN Noel/SAHAKIAN Mariana,BALLYYEVA Enejan/NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|8,8,6",R64,OTHER,WD,515,Main Draw,KECHICHIAN Noel (LBN) / SAHAKIAN Mariana (LBN),BALLYYEVA Enejan (TKM) / NYYAZGYLYJOVA Oguljennet (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,RANASINGHA Imesh/JAYASINGHA Nirmala,AHMEDOV Ravil/NURGELDIYEV Annaberdi,3,0,"11,11,11|7,7,9",R64,OTHER,MD,515,Main Draw,RANASINGHA Imesh (USA) / JAYASINGHA Nirmala (SRI),AHMEDOV Ravil (TKM) / NURGELDIYEV Annaberdi (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIAO Cheng-Ting/CHEN Szu-Yu,SULTONOV Islombek/KHALIKOVA Kamila,3,0,"11,11,11|5,7,1",R32,OTHER,XD,515,Main Draw,LIAO Cheng-Ting (TPE) / CHEN Szu-Yu (TPE),SULTONOV Islombek (UZB) / KHALIKOVA Kamila (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAZOE Kenta/MAEDA Miyu,LIAO Cheng-Ting/CHEN Szu-Yu,3,2,"11,9,11,8,11|6,11,2,11,7",R16,OTHER,XD,515,Main Draw,TAZOE Kenta (JPN) / MAEDA Miyu (JPN),LIAO Cheng-Ting (TPE) / CHEN Szu-Yu (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHENG I-Ching/CHEN Szu-Yu,WONG Xin Ru/ZHANG Wanling,3,1,"11,5,11,11|5,11,9,9",R32,OTHER,WD,515,Main Draw,CHENG I-Ching (TPE) / CHEN Szu-Yu (TPE),WONG Xin Ru (SGP) / ZHANG Wanling (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,RI Hyon Sim/RI Mi Gyong,CHENG I-Ching/CHEN Szu-Yu,3,2,"10,7,11,11,11|12,11,6,5,7",R16,OTHER,WD,515,Main Draw,RI Hyon Sim (PRK) / RI Mi Gyong (PRK),CHENG I-Ching (TPE) / CHEN Szu-Yu (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Chien-An/LIAO Cheng-Ting,BHAGWANI Deepash/NEGARA Muhammad,3,0,"11,11,11|3,9,7",R32,OTHER,MD,515,Main Draw,CHEN Chien-An (TPE) / LIAO Cheng-Ting (TPE),BHAGWANI Deepash (INA) / NEGARA Muhammad (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Chien-An/LIAO Cheng-Ting,NG Pak Nam/LAM Siu Hang,3,0,"11,11,11|8,9,6",R16,OTHER,MD,515,Main Draw,CHEN Chien-An (TPE) / LIAO Cheng-Ting (TPE),NG Pak Nam (HKG) / LAM Siu Hang (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,NIWA Koki/YOSHIMURA Maharu,CHEN Chien-An/LIAO Cheng-Ting,3,2,"11,11,9,6,11|5,7,11,11,9",QF,OTHER,MD,515,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),CHEN Chien-An (TPE) / LIAO Cheng-Ting (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHINBAT Erdenebayar/BATKHISHIG Bilegt,ALBALOOSHI Abdulla/ABDULLA Mohammed,3,2,"11,9,11,9,11|3,11,7,11,8",R64,OTHER,MD,515,Main Draw,CHINBAT Erdenebayar (MGL) / BATKHISHIG Bilegt (MGL),ALBALOOSHI Abdulla (UAE) / ABDULLA Mohammed (UAE)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALKHADRAWI Ali/BU SHULAYBI Abdulaziz,ALBLOOSHI Essa/SARHAN Zubair,3,0,"11,11,11|3,4,2",R64,OTHER,MD,515,Main Draw,ALKHADRAWI Ali (KSA) / BU SHULAYBI Abdulaziz (KSA),ALBLOOSHI Essa (UAE) / SARHAN Zubair (UAE)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENJAEV Zokhid/KIM Olga,BATKHISHIG Bilegt/BATBAYAR Doljinzuu,3,1,"11,9,11,11|7,11,8,7",R32,OTHER,XD,515,Main Draw,KENJAEV Zokhid (UZB) / KIM Olga (UZB),BATKHISHIG Bilegt (MGL) / BATBAYAR Doljinzuu (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Chien-An/CHENG I-Ching,KENJAEV Zokhid/KIM Olga,3,0,"11,11,11|5,4,7",R16,OTHER,XD,515,Main Draw,CHEN Chien-An (TPE) / CHENG I-Ching (TPE),KENJAEV Zokhid (UZB) / KIM Olga (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KHALIKOVA Kamila/MADALIEVA Sugdiyona,WANG Lu/CHONG Weng I,3,2,"11,7,11,10,11|2,11,7,12,7",R64,OTHER,WD,515,Main Draw,KHALIKOVA Kamila (UZB) / MADALIEVA Sugdiyona (UZB),WANG Lu (MAC) / CHONG Weng I (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,GUFRANOVA Rimma/KIM Olga,CHEONG Cheng I/TAO Chong,3,1,"11,11,7,11|2,3,11,1",R64,OTHER,WD,515,Main Draw,GUFRANOVA Rimma (UZB) / KIM Olga (UZB),CHEONG Cheng I (MAC) / TAO Chong (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,SATO Hitomi/HASHIMOTO Honoka,KHALIKOVA Kamila/MADALIEVA Sugdiyona,3,0,"11,11,11|4,2,5",R32,OTHER,WD,515,Main Draw,SATO Hitomi (JPN) / HASHIMOTO Honoka (JPN),KHALIKOVA Kamila (UZB) / MADALIEVA Sugdiyona (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENJAEV Zokhid/LEVCHENKO Gennadiy,RANASINGHA Imesh/JAYASINGHA Nirmala,3,0,"11,11,11|5,8,5",R32,OTHER,MD,515,Main Draw,KENJAEV Zokhid (UZB) / LEVCHENKO Gennadiy (UZB),RANASINGHA Imesh (USA) / JAYASINGHA Nirmala (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,FANG Bo/ZHOU Yu,TESHABOEV Kutbidillo/SULTONOV Islombek,3,0,"11,11,11|6,2,5",R32,OTHER,MD,515,Main Draw,FANG Bo (KAZ) / ZHOU Yu (CHN),TESHABOEV Kutbidillo (UZB) / SULTONOV Islombek (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,NIWA Koki/YOSHIMURA Maharu,KENJAEV Zokhid/LEVCHENKO Gennadiy,3,0,"11,11,11|7,5,6",R16,OTHER,MD,515,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),KENJAEV Zokhid (UZB) / LEVCHENKO Gennadiy (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,DINH Quang Linh/MAI Trang,RANASINGHA Imesh/RAJAGURU Bandara,3,0,"11,11,11|2,5,7",R64,OTHER,XD,515,Main Draw,DINH Quang Linh (VIE) / MAI Trang (VIE),RANASINGHA Imesh (USA) / RAJAGURU Bandara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,DINH Quang Linh/NGUYEN Anh Tu,LOTFIJANABADI Miad/ROUINTANESFAHANI Mohammadali,3,0,"11,12,11|9,10,6",R64,OTHER,MD,515,Main Draw,DINH Quang Linh (VIE) / NGUYEN Anh Tu (VIE),LOTFIJANABADI Miad (IRI) / ROUINTANESFAHANI Mohammadali (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,FANG Bo/ZHOU Yu,DOAN Ba Tuan Anh/NGUYEN Duc Tuan,3,0,"11,11,11|5,3,5",R16,OTHER,MD,515,Main Draw,FANG Bo (KAZ) / ZHOU Yu (CHN),DOAN Ba Tuan Anh (VIE) / NGUYEN Duc Tuan (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,MA Long,PAK Sin Hyok,3,0,"11,11,11|7,8,1",,OTHER,MT,515,Main Draw,PAK Sin Hyok (PRK),MA Long (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,XU Xin,CHOE Il,3,1,"13,9,11,11|11,11,5,5",,OTHER,MT,515,Main Draw,CHOE Il (PRK),XU Xin (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHANG Jike,KANG Wi Hun,3,2,"11,11,6,11,11|6,13,11,8,8",,OTHER,MT,515,Main Draw,KANG Wi Hun (PRK),ZHANG Jike (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEN Chien-An,PANG Xue Jie,3,0,"11,11,11|7,5,7",,OTHER,MT,515,Main Draw,CHEN Chien-An (TPE),PANG Xue Jie (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,GAO Ning,LIAO Cheng-Ting,3,1,"2,11,11,11|11,4,7,7",,OTHER,MT,515,Main Draw,LIAO Cheng-Ting (TPE),GAO Ning (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,YANG Heng-Wei,POH Ethan,3,0,"11,13,11|4,11,9",,OTHER,MT,515,Main Draw,YANG Heng-Wei (TPE),POH Ethan (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,GAO Ning,CHEN Chien-An,3,1,"11,12,6,11|9,10,11,5",,OTHER,MT,515,Main Draw,CHEN Chien-An (TPE),GAO Ning (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIAO Cheng-Ting,PANG Xue Jie,3,0,"11,11,11|8,7,5",,OTHER,MT,515,Main Draw,LIAO Cheng-Ting (TPE),PANG Xue Jie (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,HO Kwan Kit,LEE Sang Su,3,2,"7,12,4,11,12|11,10,11,5,10",,OTHER,MT,515,Main Draw,LEE Sang Su (KOR),HO Kwan Kit (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Chun Ting,JANG Woojin,3,1,"11,11,11,11|13,6,3,9",,OTHER,MT,515,Main Draw,JANG Woojin (KOR),WONG Chun Ting (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Sang Su,WONG Chun Ting,3,1,"12,5,11,11|10,11,6,7",,OTHER,MT,515,Main Draw,LEE Sang Su (KOR),WONG Chun Ting (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,JANG Woojin,HO Kwan Kit,3,1,"11,11,9,11|2,8,11,7",,OTHER,MT,515,Main Draw,JANG Woojin (KOR),HO Kwan Kit (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,GHOSH Soumyajit,OSHIMA Yuya,3,2,"7,11,11,8,11|11,7,6,11,6",,OTHER,MT,515,Main Draw,OSHIMA Yuya (JPN),GHOSH Soumyajit (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,NIWA Koki,ACHANTA Sharath,3,2,"11,6,8,14,12|1,11,11,12,10",,OTHER,MT,515,Main Draw,NIWA Koki (JPN),ACHANTA Sharath (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,MATSUDAIRA Kenta,DESAI Harmeet,3,2,"5,8,11,14,11|11,11,2,12,6",,OTHER,MT,515,Main Draw,MATSUDAIRA Kenta (JPN),DESAI Harmeet (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,ACHANTA Sharath,OSHIMA Yuya,3,2,"11,11,11,6,11|8,13,5,11,6",,OTHER,MT,515,Main Draw,OSHIMA Yuya (JPN),ACHANTA Sharath (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong,CHEN Chien-An,3,0,"11,11,11|7,6,5",,OTHER,MT,515,Main Draw,CHEN Chien-An (TPE),FAN Zhendong (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,MA Long,LIAO Cheng-Ting,3,0,"11,11,11|6,5,7",,OTHER,MT,515,Main Draw,LIAO Cheng-Ting (TPE),MA Long (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHANG Jike,YANG Heng-Wei,3,1,"13,10,11,11|11,12,8,8",,OTHER,MT,515,Main Draw,YANG Heng-Wei (TPE),ZHANG Jike (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Sang Su,MATSUDAIRA Kenta,3,1,"11,11,11,13|3,13,5,11",,OTHER,MT,515,Main Draw,LEE Sang Su (KOR),MATSUDAIRA Kenta (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,JANG Woojin,NIWA Koki,3,1,"11,11,7,11|9,8,11,5",,OTHER,MT,515,Main Draw,JANG Woojin (KOR),NIWA Koki (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,MA Long,JANG Woojin,3,1,"14,4,12,11|12,11,10,3",,OTHER,MT,515,Main Draw,JANG Woojin (KOR),MA Long (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,XU Xin,JEONG Sangeun,3,0,"11,11,12|9,6,10",,OTHER,MT,515,Main Draw,JEONG Sangeun (KOR),XU Xin (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,GAO Ning,KANG Wi Hun,3,1,"11,6,11,11|6,11,7,5",,OTHER,MT,515,Main Draw,GAO Ning (SGP),KANG Wi Hun (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok,PANG Xue Jie,3,1,"9,11,11,11|11,1,5,3",,OTHER,MT,515,Main Draw,PANG Xue Jie (SGP),PAK Sin Hyok (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,POH Ethan,CHOE Il,3,1,"11,6,11,15|4,11,6,13",,OTHER,MT,515,Main Draw,POH Ethan (SGP),CHOE Il (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,GAO Ning,PAK Sin Hyok,3,2,"11,12,13,8,11|5,10,15,11,9",,OTHER,MT,515,Main Draw,GAO Ning (SGP),PAK Sin Hyok (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,HO Kwan Kit,DESAI Harmeet,3,0,"11,11,11|7,9,6",,OTHER,MT,515,Main Draw,HO Kwan Kit (HKG),DESAI Harmeet (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,LAM Siu Hang,GHOSH Soumyajit,3,0,"11,11,11|7,5,7",,OTHER,MT,515,Main Draw,LAM Siu Hang (HKG),GHOSH Soumyajit (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,HO Kwan Kit,TAY Ming Han Maxxe,3,0,"13,11,11|11,4,8",,OTHER,MT,515,Main Draw,HO Kwan Kit (HKG),TAY Ming Han Maxxe (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,LAM Siu Hang,POH Ethan,3,0,"11,11,11|7,5,8",,OTHER,MT,515,Main Draw,LAM Siu Hang (HKG),POH Ethan (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Pak Nam,LIM Zheng Jie Edric,3,0,"11,11,11|7,5,9",,OTHER,MT,515,Main Draw,NG Pak Nam (HKG),LIM Zheng Jie Edric (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,RO Kwang Jin,GNANASEKARAN Sathiyan,3,2,"10,11,11,5,11|12,7,9,11,8",,OTHER,MT,515,Main Draw,RO Kwang Jin (PRK),GNANASEKARAN Sathiyan (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,KANG Wi Hun,SHETTY Sanil,3,0,"11,11,11|7,8,2",,OTHER,MT,515,Main Draw,KANG Wi Hun (PRK),SHETTY Sanil (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok,DESAI Harmeet,3,1,"8,11,11,11|11,8,7,9",,OTHER,MT,515,Main Draw,PAK Sin Hyok (PRK),DESAI Harmeet (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,DING Ning,LIU Yu-Hsin,3,1,"12,11,11,11|14,4,3,6",,OTHER,WT,515,Main Draw,DING Ning (CHN),LIU Yu-Hsin (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,LIU Shiwen,LIU Hsing-Yin,3,0,"11,11,11|7,7,7",,OTHER,WT,515,Main Draw,LIU Shiwen (CHN),LIU Hsing-Yin (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling,CHEN Szu-Yu,3,1,"11,7,11,11|5,11,8,9",,OTHER,WT,515,Main Draw,ZHU Yuling (MAC),CHEN Szu-Yu (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Ho Ching,SAWETTABUT Suthasini,3,0,"11,12,11|8,10,9",,OTHER,WT,515,Main Draw,SAWETTABUT Suthasini (THA),LEE Ho Ching (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,DOO Hoi Kem,KOMWONG Nanthana,3,0,"11,13,11|4,11,6",,OTHER,WT,515,Main Draw,KOMWONG Nanthana (THA),DOO Hoi Kem (HKG)
