tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
YOG Road to BA Europe Hodonin 2018,2018-02-12,THAKKAR Manav,RUSTEMOVSKI Raif,4,0,"11,11,11,11|4,3,4,4",32,OTHER,JBS,899,Main Draw - Day 1,THAKKAR Manav (IND),RUSTEMOVSKI Raif (MKD),THAKKAR Manav
YOG Road to BA Europe Hodonin 2018,2018-02-12,CHONG Kai Ning,MATIAS Francisco,4,0,"11,14,11,11|3,12,9,3",32,OTHER,JBS,899,Main Draw - Day 1,MATIAS Francisco (PUR),CHONG Kai Ning (HKG),CHONG Kai Ning
YOG Road to BA Europe Hodonin 2018,2018-02-12,BEH Kun Ting,VAHNISH Jacobo,4,0,,32,OTHER,JBS,899,Main Draw - Day 1,BEH Kun Ting (SGP),VAHNISH Jacobo (PAN),BEH Kun Ting
YOG Road to BA Europe Hodonin 2018,2018-02-12,MIHAILOVIC Luka,GRELA Artur,4,3,"11,11,8,2,5,12,11|4,9,11,11,11,10,9",32,OTHER,JBS,899,Main Draw - Day 1,MIHAILOVIC Luka (BIH),GRELA Artur (POL),MIHAILOVIC Luka
YOG Road to BA Europe Hodonin 2018,2018-02-12,SHAMS Hamid,STUMPER Kay,4,1,"11,11,8,11,11|7,8,11,7,9",32,OTHER,JBS,899,Main Draw - Day 1,STUMPER Kay (GER),SHAMS Hamid (IRI),SHAMS Hamid
YOG Road to BA Europe Hodonin 2018,2018-02-12,SIMONSEN Daniel,KHADER Khaled,4,0,"11,14,11,12|7,12,8,10",32,OTHER,JBS,899,Main Draw - Day 1,SIMONSEN Daniel (DEN),KHADER Khaled (JOR),SIMONSEN Daniel
YOG Road to BA Europe Hodonin 2018,2018-02-12,RUIZ Francisco Miguel,LUSHNIKOV Volodymyr,4,2,"11,9,7,11,11,11|9,11,11,4,9,4",32,OTHER,JBS,899,Main Draw - Day 1,RUIZ Francisco Miguel (ESP),LUSHNIKOV Volodymyr (UKR),RUIZ Francisco Miguel
YOG Road to BA Europe Hodonin 2018,2018-02-12,REMBERT Bastien,MARTINKO Tomas,5,1,"11,11,4,11,11,11|5,9,11,4,4,6",32,OTHER,JBS,899,Main Draw - Day 1,MARTINKO Tomas (CZE),REMBERT Bastien (FRA),REMBERT Bastien
YOG Road to BA Europe Hodonin 2018,2018-02-12,MUTTI Matteo,PALOU Pablo,4,0,"11,11,11,11|5,7,5,3",32,OTHER,JBS,899,Main Draw - Day 1,MUTTI Matteo (ITA),PALOU Pablo (URU),MUTTI Matteo
YOG Road to BA Europe Hodonin 2018,2018-02-12,PEKO Stefan,CHAICHI Abdelbasset,4,0,"11,11,11,11|3,5,6,3",32,OTHER,JBS,899,Main Draw - Day 1,CHAICHI Abdelbasset (ALG),PEKO Stefan (SVK),PEKO Stefan
