tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Star Contender Goa 2024,2024-01-23,KANG Dongsoo,ACHANTA Sharath Kamal,3,2,"6,10,11,17,11|11,12,4,15,3",QR2,WTT_STAR_CONTENDER,MS,2863,Qualification,KANG Dongsoo (KOR),ACHANTA Sharath Kamal (IND)
WTT Star Contender Goa 2024,2024-01-25,RYU Hanna,ZARIF Audrey,3,2,"15,8,7,11,11|13,11,11,9,8",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,RYU Hanna (KOR),ZARIF Audrey (FRA)
WTT Star Contender Goa 2024,2024-01-25,YU Fu,LI Yu-Jhun,3,1,"11,11,5,11|6,7,11,9",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,YU Fu (POR),LI Yu-Jhun (TPE)
WTT Star Contender Goa 2024,2024-01-25,CHUANG Chih-Yuan/KAO Cheng-Jui,CHEW Zhe Yu Clarence/CHUA Josh Shao Han,3,0,"11,11,14|9,5,12",R16,WTT_STAR_CONTENDER,MD,2863,Main Draw,CHUANG Chih-Yuan/KAO Cheng-Jui (TPE),CHEW Zhe Yu Clarence/CHUA Josh Shao Han (SGP)
WTT Star Contender Goa 2024,2024-01-25,KIM Nayeong,BAJOR Natalia,3,2,"8,9,11,11,11|11,11,6,8,7",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,KIM Nayeong (KOR),BAJOR Natalia (POL)
WTT Star Contender Goa 2024,2024-01-25,PICARD Vincent,KARLSSON Kristian,3,2,"11,6,11,9,11|9,11,4,11,7",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,PICARD Vincent (FRA),KARLSSON Kristian (SWE)
WTT Star Contender Goa 2024,2024-01-25,ZENG Jian,LEE Daeun,3,1,"11,9,11,11|3,11,5,3",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,ZENG Jian (SGP),LEE Daeun (KOR)
WTT Star Contender Goa 2024,2024-01-25,QUEK Izaac,GERALDO Joao,3,1,"11,6,11,11|9,11,8,5",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,QUEK Izaac (SGP),GERALDO Joao (POR)
WTT Star Contender Goa 2024,2024-01-25,THAKKAR Manav Vikash/KAMATH Archana Girish,LEBRUN Felix/PAVADE Prithika,3,2,"8,0,11,11,11|11,11,7,7,9",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,THAKKAR Manav Vikash/KAMATH Archana Girish (IND),LEBRUN Felix/PAVADE Prithika (FRA)
WTT Star Contender Goa 2024,2024-01-25,SHAH Manush Utpalbhai/CHITALE Diya Parag,MOREGARD Truls/KALLBERG Christina,3,1,"9,11,11,11|11,7,9,6",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,SHAH Manush Utpalbhai/CHITALE Diya Parag (IND),MOREGARD Truls/KALLBERG Christina (SWE)
WTT Star Contender Goa 2024,2024-01-25,ROBLES Alvaro/XIAO Maria,ECSEKI Nandor/MADARASZ Dora,3,1,"11,6,11,11|3,11,8,4",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),ECSEKI Nandor/MADARASZ Dora (HUN)
WTT Star Contender Goa 2024,2024-01-25,LIM Jonghoon/SHIN Yubin,QIU Dang/MITTELHAM Nina,3,0,"11,11,11|7,4,6",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),QIU Dang/MITTELHAM Nina (GER)
WTT Star Contender Goa 2024,2024-01-25,AKULA Sreeja,LUTZ Camille,3,1,"11,9,11,11|5,11,7,8",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,AKULA Sreeja (IND),LUTZ Camille (FRA)
WTT Star Contender Goa 2024,2024-01-25,GAUZY Simon/LEBRUN Alexis,CHANDRA Jeet/JAIN Payas,3,1,"11,9,11,13|5,11,5,11",R16,WTT_STAR_CONTENDER,MD,2863,Main Draw,GAUZY Simon/LEBRUN Alexis (FRA),CHANDRA Jeet/JAIN Payas (IND)
WTT Star Contender Goa 2024,2024-01-25,JOO Cheonhui/CHOI Hyojoo,KIM Nayeong/RYU Hanna,3,1,"11,12,7,12|5,10,11,10",R16,WTT_STAR_CONTENDER,WD,2863,Main Draw,JOO Cheonhui/CHOI Hyojoo (KOR),KIM Nayeong/RYU Hanna (KOR)
WTT Star Contender Goa 2024,2024-01-25,GACINA Andrej,DESAI Harmeet,3,2,"13,9,11,8,11|11,11,9,11,6",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,GACINA Andrej (CRO),DESAI Harmeet (IND)
WTT Star Contender Goa 2024,2024-01-25,PARK Gyuhyeon,BARDET Lilian,3,0,"11,11,11|5,8,9",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,PARK Gyuhyeon (KOR),BARDET Lilian (FRA)
WTT Star Contender Goa 2024,2024-01-25,ZHOU Jingyi,ALTINKAYA Sibel,3,1,"12,13,9,13|10,11,11,11",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,ZHOU Jingyi (SGP),ALTINKAYA Sibel (TUR)
WTT Star Contender Goa 2024,2024-01-25,AN Jaehyun,STUMPER Kay,3,0,"11,11,15|8,6,13",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,AN Jaehyun (KOR),STUMPER Kay (GER)
WTT Star Contender Goa 2024,2024-01-25,OH Junsung,WANG Yang,3,0,"11,11,11|2,6,7",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,OH Junsung (KOR),WANG Yang (SVK)
WTT Star Contender Goa 2024,2024-01-25,PARANANG Orawan,MANI Nithya,3,1,"13,11,11,11|15,8,2,7",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,PARANANG Orawan (THA),MANI Nithya (IND)
WTT Star Contender Goa 2024,2024-01-25,JEON Jihee/SHIN Yubin,KUKULKOVA Tatiana/BALAZOVA Barbora,3,0,"11,11,11|9,6,3",R16,WTT_STAR_CONTENDER,WD,2863,Main Draw,JEON Jihee/SHIN Yubin (KOR),KUKULKOVA Tatiana/BALAZOVA Barbora (SVK)
WTT Star Contender Goa 2024,2024-01-25,SUH Hyo Won,CHIEN Tung-Chuan,3,2,"11,11,11,7,11|13,5,4,11,7",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,SUH Hyo Won (KOR),CHIEN Tung-Chuan (TPE)
WTT Star Contender Goa 2024,2024-01-25,KANG Dongsoo,GHOSH Anirban,3,0,"11,11,11|8,9,8",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,KANG Dongsoo (KOR),GHOSH Anirban (IND)
WTT Star Contender Goa 2024,2024-01-25,KAMATH Archana Girish,XIAO Maria,3,0,"11,13,12|7,11,10",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,KAMATH Archana Girish (IND),XIAO Maria (ESP)
WTT Star Contender Goa 2024,2024-01-25,CHUANG Chih-Yuan,GAUZY Simon,3,1,"11,11,7,11|9,2,11,6",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,CHUANG Chih-Yuan (TPE),GAUZY Simon (FRA)
WTT Star Contender Goa 2024,2024-01-25,YANG Ha Eun,HURSEY Anna,3,2,"11,7,10,11,11|8,11,12,3,7",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,YANG Ha Eun (KOR),HURSEY Anna (WAL)
WTT Star Contender Goa 2024,2024-01-25,CHO Daeseong/LEE Sang Su,ROLLAND Jules/PICARD Vincent,3,1,"8,11,11,11|11,3,9,5",R16,WTT_STAR_CONTENDER,MD,2863,Main Draw,CHO Daeseong/LEE Sang Su (KOR),ROLLAND Jules/PICARD Vincent (FRA)
WTT Star Contender Goa 2024,2024-01-25,QIU Dang/FRANZISKA Patrick,WALKER Samuel/PITCHFORD Liam,3,2,"10,11,5,11,11|12,7,11,9,5",R16,WTT_STAR_CONTENDER,MD,2863,Main Draw,QIU Dang/FRANZISKA Patrick (GER),WALKER Samuel/PITCHFORD Liam (ENG)
WTT Star Contender Goa 2024,2024-01-25,LEE Eunhye,ROHILLA Anjali,3,0,"11,12,11|5,10,3",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,LEE Eunhye (KOR),ROHILLA Anjali (IND)
WTT Star Contender Goa 2024,2024-01-25,CHOI Hyojoo,YOON Hyobin,3,0,"11,11,11|5,5,3",R64,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHOI Hyojoo (KOR),YOON Hyobin (KOR)
WTT Star Contender Goa 2024,2024-01-25,SHAH Manush Utpalbhai/THAKKAR Manav Vikash,PANG Yew En Koen/QUEK Izaac,3,0,"11,11,11|7,9,5",R16,WTT_STAR_CONTENDER,MD,2863,Main Draw,SHAH Manush Utpalbhai/THAKKAR Manav Vikash (IND),PANG Yew En Koen/QUEK Izaac (SGP)
WTT Star Contender Goa 2024,2024-01-25,ROBLES Alvaro,CHANDRA Jeet,3,0,"11,11,11|5,8,4",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,ROBLES Alvaro (ESP),CHANDRA Jeet (IND)
WTT Star Contender Goa 2024,2024-01-25,KOTECHA Taneesha/WANI Sayali,BERGAND Filippa/KALLBERG Christina,3,1,"11,4,11,11|9,11,8,7",R16,WTT_STAR_CONTENDER,WD,2863,Main Draw,KOTECHA Taneesha/WANI Sayali (IND),BERGAND Filippa/KALLBERG Christina (SWE)
WTT Star Contender Goa 2024,2024-01-25,SURAVAJJULA Snehit,JAIN Payas,3,1,"11,11,8,11|4,7,11,8",R64,WTT_STAR_CONTENDER,MS,2863,Main Draw,SURAVAJJULA Snehit (IND),JAIN Payas (IND)
WTT Star Contender Goa 2024,2024-01-25,CHENG I-Ching/LI Yu-Jhun,WONG Xin Ru/ZHOU Jingyi,3,0,"11,11,11|4,3,7",R16,WTT_STAR_CONTENDER,WD,2863,Main Draw,CHENG I-Ching/LI Yu-Jhun (TPE),WONG Xin Ru/ZHOU Jingyi (SGP)
WTT Star Contender Goa 2024,2024-01-25,PARK Ganghyeon/KIM Nayeong,GNANASEKARAN Sathiyan/BATRA Manika,3,2,"9,11,11,7,11|11,7,5,11,9",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,PARK Ganghyeon/KIM Nayeong (KOR),GNANASEKARAN Sathiyan/BATRA Manika (IND)
WTT Star Contender Goa 2024,2024-01-25,LEBRUN Alexis/YUAN Jia Nan,PISTEJ Lubomir/BALAZOVA Barbora,3,1,"11,9,11,11|5,11,6,5",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,LEBRUN Alexis/YUAN Jia Nan (FRA),PISTEJ Lubomir/BALAZOVA Barbora (SVK)
WTT Star Contender Goa 2024,2024-01-25,WONG Chun Ting/DOO Hoi Kem,CHO Daeseong/JOO Cheonhui,3,0,"11,11,11|7,5,9",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,WONG Chun Ting/DOO Hoi Kem (HKG),CHO Daeseong/JOO Cheonhui (KOR)
WTT Star Contender Goa 2024,2024-01-25,JANG Woojin/JEON Jihee,CHEW Zhe Yu Clarence/ZENG Jian,3,0,"11,11,11|4,8,8",R16,WTT_STAR_CONTENDER,XD,2863,Main Draw,JANG Woojin/JEON Jihee (KOR),CHEW Zhe Yu Clarence/ZENG Jian (SGP)
WTT Star Contender Goa 2024,2024-01-26,QIU Dang/FRANZISKA Patrick,CHO Daeseong/LEE Sang Su,3,0,"11,11,11|9,8,8",SemiFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,QIU Dang/FRANZISKA Patrick (GER),CHO Daeseong/LEE Sang Su (KOR)
WTT Star Contender Goa 2024,2024-01-26,ARUNA Quadri,FILUS Ruwen,3,0,"11,12,11|8,10,7",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,ARUNA Quadri (NGR),FILUS Ruwen (GER)
WTT Star Contender Goa 2024,2024-01-26,DOO Hoi Kem,ZHOU Jingyi,3,1,"8,11,11,11|11,8,6,8",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,DOO Hoi Kem (HKG),ZHOU Jingyi (SGP)
WTT Star Contender Goa 2024,2024-01-26,JEON Jihee/SHIN Yubin,DIACONU Adina/XIAO Maria,3,0,"11,11,11|3,9,7",SemiFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,JEON Jihee/SHIN Yubin (KOR),DIACONU Adina/XIAO Maria (ROU/ESP)
WTT Star Contender Goa 2024,2024-01-26,AN Jaehyun/LIM Jonghoon,CHUANG Chih-Yuan/KAO Cheng-Jui,3,2,"11,8,11,9,14|9,11,3,11,12",SemiFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),CHUANG Chih-Yuan/KAO Cheng-Jui (TPE)
WTT Star Contender Goa 2024,2024-01-26,BATRA Manika,SUH Hyo Won,3,1,"11,9,11,11|6,11,9,7",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,BATRA Manika (IND),SUH Hyo Won (KOR)
WTT Star Contender Goa 2024,2024-01-26,KALLBERG Anton,ROBLES Alvaro,3,1,"10,11,11,11|12,8,9,7",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,KALLBERG Anton (SWE),ROBLES Alvaro (ESP)
WTT Star Contender Goa 2024,2024-01-26,YANG Xiaoxin,GHORPADE Yashaswini,3,0,"11,11,11|1,5,5",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,YANG Xiaoxin (MON),GHORPADE Yashaswini (IND)
WTT Star Contender Goa 2024,2024-01-26,CALDERANO Hugo,KANG Dongsoo,3,0,"11,11,11|8,8,3",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,CALDERANO Hugo (BRA),KANG Dongsoo (KOR)
WTT Star Contender Goa 2024,2024-01-26,JOO Cheonhui/CHOI Hyojoo,CHENG I-Ching/LI Yu-Jhun,3,0,"12,14,11|10,12,4",SemiFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,JOO Cheonhui/CHOI Hyojoo (KOR),CHENG I-Ching/LI Yu-Jhun (TPE)
WTT Star Contender Goa 2024,2024-01-26,JANG Woojin,CHO Seungmin,3,0,"11,11,11|5,6,4",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,JANG Woojin (KOR),CHO Seungmin (KOR)
WTT Star Contender Goa 2024,2024-01-26,LIM Jonghoon,CHUANG Chih-Yuan,3,1,"11,6,13,12|3,11,11,10",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,LIM Jonghoon (KOR),CHUANG Chih-Yuan (TPE)
WTT Star Contender Goa 2024,2024-01-26,LEE Eunhye,SAWETTABUT Suthasini,3,1,"11,7,12,11|9,11,10,8",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,LEE Eunhye (KOR),SAWETTABUT Suthasini (THA)
WTT Star Contender Goa 2024,2024-01-26,AKULA Sreeja,GODA Hana,3,0,"11,11,14|8,6,12",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,AKULA Sreeja (IND),GODA Hana (EGY)
WTT Star Contender Goa 2024,2024-01-26,DIACONU Adina,CHENG Hsien-Tzu,3,0,"11,11,11|7,5,3",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,DIACONU Adina (ROU),CHENG Hsien-Tzu (TPE)
WTT Star Contender Goa 2024,2024-01-26,JOO Cheonhui,YU Fu,3,0,"11,12,11|6,10,4",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,JOO Cheonhui (KOR),YU Fu (POR)
WTT Star Contender Goa 2024,2024-01-26,OH Junsung,LEE Sang Su,3,0,"11,11,11|9,6,9",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,OH Junsung (KOR),LEE Sang Su (KOR)
WTT Star Contender Goa 2024,2024-01-26,OVTCHAROV Dimitrij,SURAVAJJULA Snehit,3,0,"11,11,11|6,3,6",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,OVTCHAROV Dimitrij (GER),SURAVAJJULA Snehit (IND)
WTT Star Contender Goa 2024,2024-01-26,FRANZISKA Patrick,AN Jaehyun,3,2,"11,9,11,6,11|6,11,9,11,7",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,FRANZISKA Patrick (GER),AN Jaehyun (KOR)
WTT Star Contender Goa 2024,2024-01-26,ROBLES Alvaro/XIAO Maria,WONG Chun Ting/DOO Hoi Kem,3,2,"11,6,11,10,11|6,11,7,12,1",SemiFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),WONG Chun Ting/DOO Hoi Kem (HKG)
WTT Star Contender Goa 2024,2024-01-26,LIM Jonghoon/SHIN Yubin,LEBRUN Alexis/YUAN Jia Nan,3,1,"11,11,9,11|2,9,11,8",SemiFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),LEBRUN Alexis/YUAN Jia Nan (FRA)
WTT Star Contender Goa 2024,2024-01-26,CHENG I-Ching,PARANANG Orawan,3,0,"11,11,12|5,9,10",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHENG I-Ching (TPE),PARANANG Orawan (THA)
WTT Star Contender Goa 2024,2024-01-26,KIM Nayeong,YUAN Jia Nan,3,2,"8,11,7,11,13|11,7,11,3,11",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,KIM Nayeong (KOR),YUAN Jia Nan (FRA)
WTT Star Contender Goa 2024,2024-01-26,AN Jaehyun/LIM Jonghoon,GAUZY Simon/LEBRUN Alexis,3,0,"11,12,11|6,10,6",QuarterFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),GAUZY Simon/LEBRUN Alexis (FRA)
WTT Star Contender Goa 2024,2024-01-26,JOO Cheonhui/CHOI Hyojoo,HO Tin-Tin/HURSEY Anna,3,0,"11,11,11|9,7,8",QuarterFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,JOO Cheonhui/CHOI Hyojoo (KOR),HO Tin-Tin/HURSEY Anna (ENG/WAL)
WTT Star Contender Goa 2024,2024-01-26,KAMATH Archana Girish,SHAO Jieni,3,2,"9,11,11,8,11|11,5,5,11,5",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,KAMATH Archana Girish (IND),SHAO Jieni (POR)
WTT Star Contender Goa 2024,2024-01-26,CHO Daeseong/LEE Sang Su,MOREGARD Truls/KARLSSON Kristian,3,0,"11,11,12|5,7,10",QuarterFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,CHO Daeseong/LEE Sang Su (KOR),MOREGARD Truls/KARLSSON Kristian (SWE)
WTT Star Contender Goa 2024,2024-01-26,APOLONIA Tiago,ASSAR Omar,3,2,"11,13,6,5,12|5,11,11,11,10",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,APOLONIA Tiago (POR),ASSAR Omar (EGY)
WTT Star Contender Goa 2024,2024-01-26,JEON Jihee / SHIN Yubin,Taneesha KOTECHA / Sayali WANI,3,0,,QuarterFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,JEON Jihee / SHIN Yubin (KOR),Taneesha KOTECHA / Sayali WANI (IND)
WTT Star Contender Goa 2024,2024-01-26,LEBRUN Alexis,PUCAR Tomislav,3,0,"12,11,12|10,6,10",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Alexis (FRA),PUCAR Tomislav (CRO)
WTT Star Contender Goa 2024,2024-01-26,QIU Dang/FRANZISKA Patrick,KANG Dongsoo/PARK Ganghyeon,3,1,"8,11,11,11|11,5,8,3",QuarterFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,QIU Dang/FRANZISKA Patrick (GER),KANG Dongsoo/PARK Ganghyeon (KOR)
WTT Star Contender Goa 2024,2024-01-26,PITCHFORD Liam,WONG Chun Ting,3,2,"11,8,10,11,11|6,11,12,7,8",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,PITCHFORD Liam (ENG),WONG Chun Ting (HKG)
WTT Star Contender Goa 2024,2024-01-26,KALLBERG Christina,LEE Zion,3,1,"7,11,13,12|11,2,11,10",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,KALLBERG Christina (SWE),LEE Zion (KOR)
WTT Star Contender Goa 2024,2024-01-26,CHENG I-Ching/LI Yu-Jhun,AKULA Sreeja/CHITALE Diya Parag,3,0,"11,11,11|9,8,8",QuarterFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,CHENG I-Ching/LI Yu-Jhun (TPE),AKULA Sreeja/CHITALE Diya Parag (IND)
WTT Star Contender Goa 2024,2024-01-26,DIACONU Adina/XIAO Maria,ALTINKAYA Sibel/TODOROVIC Andrea,3,0,"11,11,11|7,2,0",QuarterFinal,WTT_STAR_CONTENDER,WD,2863,Main Draw,DIACONU Adina/XIAO Maria (ROU/ESP),ALTINKAYA Sibel/TODOROVIC Andrea (TUR/SRB)
WTT Star Contender Goa 2024,2024-01-26,QIU Dang,GACINA Andrej,3,2,"9,11,14,7,11|11,9,12,11,4",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,QIU Dang (GER),GACINA Andrej (CRO)
WTT Star Contender Goa 2024,2024-01-26,MITTELHAM Nina,MADARASZ Dora,3,0,"11,11,11|6,5,1",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,MITTELHAM Nina (GER),MADARASZ Dora (HUN)
WTT Star Contender Goa 2024,2024-01-26,JORGIC Darko,QUEK Izaac,3,1,"11,8,11,12|9,11,7,10",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,JORGIC Darko (SLO),QUEK Izaac (SGP)
WTT Star Contender Goa 2024,2024-01-26,CHUANG Chih-Yuan/KAO Cheng-Jui,SHAH Manush Utpalbhai/THAKKAR Manav Vikash,3,1,"11,7,11,11|7,11,8,9",QuarterFinal,WTT_STAR_CONTENDER,MD,2863,Main Draw,CHUANG Chih-Yuan/KAO Cheng-Jui (TPE),SHAH Manush Utpalbhai/THAKKAR Manav Vikash (IND)
WTT Star Contender Goa 2024,2024-01-26,SHIN Yubin,CHOI Hyojoo,3,2,"11,7,12,3,11|5,11,10,11,4",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,SHIN Yubin (KOR),CHOI Hyojoo (KOR)
WTT Star Contender Goa 2024,2024-01-26,JEON Jihee,ZENG Jian,3,0,"11,11,11|7,9,8",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,JEON Jihee (KOR),ZENG Jian (SGP)
WTT Star Contender Goa 2024,2024-01-26,FREITAS Marcos,PICARD Vincent,3,0,"12,11,11|10,8,6",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,FREITAS Marcos (POR),PICARD Vincent (FRA)
WTT Star Contender Goa 2024,2024-01-26,PAVADE Prithika,RYU Hanna,3,2,"9,9,12,11,11|11,11,10,7,3",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,PAVADE Prithika (FRA),RYU Hanna (KOR)
WTT Star Contender Goa 2024,2024-01-26,YANG Ha Eun,CHEN Szu-Yu,3,2,"9,11,9,11,11|11,7,11,8,6",R32,WTT_STAR_CONTENDER,WS,2863,Main Draw,YANG Ha Eun (KOR),CHEN Szu-Yu (TPE)
WTT Star Contender Goa 2024,2024-01-26,LEBRUN Felix,PARK Gyuhyeon,3,0,"11,13,18|6,11,16",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Felix (FRA),PARK Gyuhyeon (KOR)
WTT Star Contender Goa 2024,2024-01-26,MOREGARD Truls,KAO Cheng-Jui,3,1,"11,11,10,11|6,6,12,8",R32,WTT_STAR_CONTENDER,MS,2863,Main Draw,MOREGARD Truls (SWE),KAO Cheng-Jui (TPE)
WTT Star Contender Goa 2024,2024-01-26,ROBLES Alvaro/XIAO Maria,SHAH Manush Utpalbhai/CHITALE Diya Parag,3,2,"11,6,12,11,11|5,11,14,8,6",QuarterFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),SHAH Manush Utpalbhai/CHITALE Diya Parag (IND)
WTT Star Contender Goa 2024,2024-01-26,LEBRUN Alexis/YUAN Jia Nan,JANG Woojin/JEON Jihee,3,2,"3,11,11,11,12|11,13,7,7,10",QuarterFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,LEBRUN Alexis/YUAN Jia Nan (FRA),JANG Woojin/JEON Jihee (KOR)
WTT Star Contender Goa 2024,2024-01-26,WONG Chun Ting/DOO Hoi Kem,THAKKAR Manav Vikash/KAMATH Archana Girish,3,1,"11,8,11,11|2,11,6,5",QuarterFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,WONG Chun Ting/DOO Hoi Kem (HKG),THAKKAR Manav Vikash/KAMATH Archana Girish (IND)
WTT Star Contender Goa 2024,2024-01-26,LIM Jonghoon/SHIN Yubin,PARK Ganghyeon/KIM Nayeong,3,0,"11,12,11|4,10,3",QuarterFinal,WTT_STAR_CONTENDER,XD,2863,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),PARK Ganghyeon/KIM Nayeong (KOR)
WTT Star Contender Goa 2024,2024-01-27,FRANZISKA Patrick,OH Junsung,3,2,"11,11,10,3,11|9,9,12,11,9",QuarterFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,FRANZISKA Patrick (GER),OH Junsung (KOR)
WTT Star Contender Goa 2024,2024-01-27,YANG Xiaoxin,KIM Nayeong,3,1,"11,12,13,11|7,10,15,9",QuarterFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,YANG Xiaoxin (MON),KIM Nayeong (KOR)
WTT Star Contender Goa 2024,2024-01-27,MITTELHAM Nina,JOO Cheonhui,3,0,"12,11,12|10,9,10",QuarterFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,MITTELHAM Nina (GER),JOO Cheonhui (KOR)
WTT Star Contender Goa 2024,2024-01-27,OVTCHAROV Dimitrij,QIU Dang,3,2,"6,3,11,11,11|11,11,6,8,4",QuarterFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,OVTCHAROV Dimitrij (GER),QIU Dang (GER)
WTT Star Contender Goa 2024,2024-01-27,CALDERANO Hugo,KALLBERG Anton,3,1,"11,8,11,11|7,11,8,4",QuarterFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,CALDERANO Hugo (BRA),KALLBERG Anton (SWE)
WTT Star Contender Goa 2024,2024-01-27,CHENG I-Ching,AKULA Sreeja,3,1,"11,7,11,11|5,11,6,4",QuarterFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,CHENG I-Ching (TPE),AKULA Sreeja (IND)
WTT Star Contender Goa 2024,2024-01-27,SHIN Yubin,JEON Jihee,3,0,"14,11,11|12,8,5",QuarterFinal,WTT_STAR_CONTENDER,WS,2863,Main Draw,SHIN Yubin (KOR),JEON Jihee (KOR)
WTT Star Contender Goa 2024,2024-01-27,AN Jaehyun/LIM Jonghoon,QIU Dang/FRANZISKA Patrick,3,0,"11,11,11|9,9,7",Final,WTT_STAR_CONTENDER,MD,2863,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),QIU Dang/FRANZISKA Patrick (GER)
WTT Star Contender Goa 2024,2024-01-27,LEBRUN Felix,ARUNA Quadri,3,0,"11,11,12|4,6,10",QuarterFinal,WTT_STAR_CONTENDER,MS,2863,Main Draw,LEBRUN Felix (FRA),ARUNA Quadri (NGR)
WTT Star Contender Goa 2024,2024-01-27,JEON Jihee/SHIN Yubin,JOO Cheonhui/CHOI Hyojoo,3,1,"11,11,15,11|4,4,17,6",Final,WTT_STAR_CONTENDER,WD,2863,Main Draw,JEON Jihee/SHIN Yubin (KOR),JOO Cheonhui/CHOI Hyojoo (KOR)
WTT Star Contender Goa 2024,2024-01-27,FRANZISKA Patrick,JORGIC Darko,3,2,"11,11,10,7,11|9,6,12,11,5",R16,WTT_STAR_CONTENDER,MS,2863,Main Draw,FRANZISKA Patrick (GER),JORGIC Darko (SLO)
