tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,ZONG Geman,KIMURA Kasumi,3,2,"2,11,11,6,11|11,8,9,11,8",R64,WTT_FEEDER,WS,2885,Main Draw,ZONG Geman (CHN),KIMURA Kasumi (JPN),ZONG Geman
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,HRISTOVA Kalina,TSEKOURA Dimitra,3,1,"7,11,12,11|11,8,10,1",R64,WTT_FEEDER,WS,2885,Main Draw,HRISTOVA Kalina (BUL),TSEKOURA Dimitra (GRE),HRISTOVA Kalina
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,ZHU Sibing,TOFANT Ana,3,0,"11,11,11|3,4,4",R64,WTT_FEEDER,WS,2885,Main Draw,ZHU Sibing (CHN),TOFANT Ana (SLO),ZHU Sibing
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,AKAE Kaho,MUTLU Sidelya,3,0,"11,11,11|3,7,2",R64,WTT_FEEDER,WS,2885,Main Draw,AKAE Kaho (JPN),MUTLU Sidelya (BUL),AKAE Kaho
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,CHENG Pusyuan,PAPADIMITRIOU Malamatenia,3,0,"11,11,11|7,7,3",R64,WTT_FEEDER,WS,2885,Main Draw,CHENG Pusyuan (TPE),PAPADIMITRIOU Malamatenia (GRE),CHENG Pusyuan
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,PLAIAN Tania,LABOSOVA Ema,3,2,"12,11,6,9,11|10,8,11,11,7",R64,WTT_FEEDER,WS,2885,Main Draw,PLAIAN Tania (ROU),LABOSOVA Ema (SVK),PLAIAN Tania
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,YOVKOVA Maria,GEORGIEVA Tsvetelina,3,0,"11,11,11|8,2,9",R64,WTT_FEEDER,WS,2885,Main Draw,YOVKOVA Maria (BUL),GEORGIEVA Tsvetelina (BUL),YOVKOVA Maria
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,WANG Xiaotong,LIS Martyna,3,0,"11,11,11|4,2,4",R64,WTT_FEEDER,WS,2885,Main Draw,WANG Xiaotong (CHN),LIS Martyna (POL),WANG Xiaotong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,MEISSNER Cedric,TSCHANZ Cedric,3,2,"11,9,11,11,11|13,11,8,9,9",R64,WTT_FEEDER,MS,2885,Main Draw,MEISSNER Cedric (GER),TSCHANZ Cedric (SUI),MEISSNER Cedric
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,OKADA Kotona,SZTWIERTNIA Ilona,3,0,"11,13,11|4,11,5",R64,WTT_FEEDER,WS,2885,Main Draw,OKADA Kotona (JPN),SZTWIERTNIA Ilona (POL),OKADA Kotona
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,SAKAI Yuhi,KOSEV Ivaylo,3,1,"11,11,9,11|5,6,11,3",R64,WTT_FEEDER,MS,2885,Main Draw,SAKAI Yuhi (JPN),KOSEV Ivaylo (BUL),SAKAI Yuhi
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,BAN Ivor,NIU Guankai,3,2,"3,11,11,9,16|11,7,9,11,14",R64,WTT_FEEDER,MS,2885,Main Draw,BAN Ivor (CRO),NIU Guankai (CHN),BAN Ivor
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,HU Dongshen/ZHU Sibing,KOTEV Radoslav/HRISTOVA Kalina,3,1,"11,11,7,11|6,4,11,8",R16,WTT_FEEDER,XD,2885,Main Draw,HU Dongshen/ZHU Sibing (CHN),KOTEV Radoslav/HRISTOVA Kalina (BUL),HU Dongshen/ZHU Sibing
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,TSENG Tzu-Yu/YEH Yi-Tian,PETKOV Vladimir/PERSOVA Viktoria,3,0,"11,15,11|4,13,7",R16,WTT_FEEDER,XD,2885,Main Draw,TSENG Tzu-Yu/YEH Yi-Tian (TPE),PETKOV Vladimir/PERSOVA Viktoria (BUL),TSENG Tzu-Yu/YEH Yi-Tian
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-13,LI Yan Jun/HUANG Yu-Chiao,BEKIR Eren/MUTLU Sidelya,3,0,"11,11,11|6,2,4",R16,WTT_FEEDER,XD,2885,Main Draw,LI Yan Jun/HUANG Yu-Chiao (TPE),BEKIR Eren/MUTLU Sidelya (BUL),LI Yan Jun/HUANG Yu-Chiao
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SUN Wen,ZELJKO Filip,3,1,"11,9,11,11|7,11,4,6",QF,WTT_FEEDER,MS,2885,Main Draw,SUN Wen (CHN),ZELJKO Filip (CRO),SUN Wen
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ZENG Beixun,XUE Fei,3,2,"12,9,8,11,12|10,11,11,4,10",QF,WTT_FEEDER,MS,2885,Main Draw,ZENG Beixun (CHN),XUE Fei (CHN),ZENG Beixun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HASHIMOTO Honoka,YANG Yiyun,3,0,"11,11,11|9,8,8",QF,WTT_FEEDER,WS,2885,Main Draw,HASHIMOTO Honoka (JPN),YANG Yiyun (CHN),HASHIMOTO Honoka
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,LIND Anders,SIPOS Rares,3,0,"11,11,14|5,4,12",QF,WTT_FEEDER,MS,2885,Main Draw,LIND Anders (DEN),SIPOS Rares (ROU),LIND Anders
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,COTON Flavien,STUMPER Kay,3,0,"11,11,11|7,5,7",QF,WTT_FEEDER,MS,2885,Main Draw,COTON Flavien (FRA),STUMPER Kay (GER),COTON Flavien
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,OJIO Yuna,AKAE Kaho,3,0,"13,11,11|11,6,8",QF,WTT_FEEDER,WS,2885,Main Draw,OJIO Yuna (JPN),AKAE Kaho (JPN),OJIO Yuna
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HAN Feier,WANG Xiaotong,3,2,"11,6,11,7,11|4,11,6,11,5",QF,WTT_FEEDER,WS,2885,Main Draw,HAN Feier (CHN),WANG Xiaotong (CHN),HAN Feier
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ODO Satsuki,SATO Hitomi,3,0,"11,11,11|8,5,5",QF,WTT_FEEDER,WS,2885,Main Draw,ODO Satsuki (JPN),SATO Hitomi (JPN),ODO Satsuki
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ZHOU Kai/ZENG Beixun,ALLEGRO Martin/RASSENFOSSE Adrien,3,2,"11,11,10,5,16|8,3,12,11,14",SF,WTT_FEEDER,MD,2885,Main Draw,ZHOU Kai/ZENG Beixun (CHN),ALLEGRO Martin/RASSENFOSSE Adrien (BEL),ZHOU Kai/ZENG Beixun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SUN Wen/XU Haidong,HAGIHARA Keishi/SUZUKI Hayate,3,0,"11,11,11|9,9,7",SF,WTT_FEEDER,MD,2885,Main Draw,SUN Wen/XU Haidong (CHN),HAGIHARA Keishi/SUZUKI Hayate (JPN),SUN Wen/XU Haidong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HASHIMOTO Honoka/SATO Hitomi,YANG Yiyun/ZHU Sibing,3,0,"11,11,11|7,8,4",SF,WTT_FEEDER,WD,2885,Main Draw,HASHIMOTO Honoka/SATO Hitomi (JPN),YANG Yiyun/ZHU Sibing (CHN),HASHIMOTO Honoka/SATO Hitomi
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ODO Satsuki/YOKOI Sakura,XU Yi/FAN Shuhan,3,0,"11,11,11|5,7,4",SF,WTT_FEEDER,WD,2885,Main Draw,ODO Satsuki/YOKOI Sakura (JPN),XU Yi/FAN Shuhan (CHN),ODO Satsuki/YOKOI Sakura
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,CHANG Yu-An/CHENG Pusyuan,XU Haidong/WANG Xiaotong,3,1,"11,6,11,11|7,11,8,9",SF,WTT_FEEDER,XD,2885,Main Draw,CHANG Yu-An/CHENG Pusyuan (TPE),XU Haidong/WANG Xiaotong (CHN),CHANG Yu-An/CHENG Pusyuan
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,XUE Fei/HAN Feier,LI Yan Jun/HUANG Yu-Chiao,3,1,"11,9,11,11|7,11,4,2",SF,WTT_FEEDER,XD,2885,Main Draw,XUE Fei/HAN Feier (CHN),LI Yan Jun/HUANG Yu-Chiao (TPE),XUE Fei/HAN Feier
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SUN Wen,KOLODZIEJCZYK Maciej,3,1,"10,11,11,11|12,6,7,5",R16,WTT_FEEDER,MS,2885,Main Draw,SUN Wen (CHN),KOLODZIEJCZYK Maciej (AUT),SUN Wen
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ZELJKO Filip,QUAN Kaiyuan,3,0,"11,11,11|6,5,4",R16,WTT_FEEDER,MS,2885,Main Draw,ZELJKO Filip (CRO),QUAN Kaiyuan (CHN),ZELJKO Filip
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,LIND Anders,RASSENFOSSE Adrien,3,0,"11,12,11|9,10,8",R16,WTT_FEEDER,MS,2885,Main Draw,LIND Anders (DEN),RASSENFOSSE Adrien (BEL),LIND Anders
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,STUMPER Kay,ZELINKA Jakub,3,2,"7,11,11,13,11|11,6,2,15,4",R16,WTT_FEEDER,MS,2885,Main Draw,STUMPER Kay (GER),ZELINKA Jakub (SVK),STUMPER Kay
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,XUE Fei,SAKAI Yuhi,3,0,"11,11,11|9,3,7",R16,WTT_FEEDER,MS,2885,Main Draw,XUE Fei (CHN),SAKAI Yuhi (JPN),XUE Fei
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ZENG Beixun,BAN Ivor,3,1,"11,3,11,11|9,11,8,4",R16,WTT_FEEDER,MS,2885,Main Draw,ZENG Beixun (CHN),BAN Ivor (CRO),ZENG Beixun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,COTON Flavien,REMBERT Bastien,3,0,"11,11,13|9,3,11",R16,WTT_FEEDER,MS,2885,Main Draw,COTON Flavien (FRA),REMBERT Bastien (FRA),COTON Flavien
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SIPOS Rares,BERTRAND Irvin,3,1,"11,11,8,12|9,6,11,10",R16,WTT_FEEDER,MS,2885,Main Draw,SIPOS Rares (ROU),BERTRAND Irvin (FRA),SIPOS Rares
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SATO Hitomi,BALAZOVA Barbora,3,1,"9,11,11,11|11,3,4,6",R16,WTT_FEEDER,WS,2885,Main Draw,SATO Hitomi (JPN),BALAZOVA Barbora (SVK),SATO Hitomi
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HASHIMOTO Honoka,XU Yi,3,0,"11,11,11|2,8,5",R16,WTT_FEEDER,WS,2885,Main Draw,HASHIMOTO Honoka (JPN),XU Yi (CHN),HASHIMOTO Honoka
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ODO Satsuki,TAKEYA Misuzu,3,1,"7,11,11,12|11,5,7,10",R16,WTT_FEEDER,WS,2885,Main Draw,ODO Satsuki (JPN),TAKEYA Misuzu (JPN),ODO Satsuki
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HAN Feier,YOKOI Sakura,3,1,"11,11,4,11|6,8,11,9",R16,WTT_FEEDER,WS,2885,Main Draw,HAN Feier (CHN),YOKOI Sakura (JPN),HAN Feier
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,OJIO Yuna,LIU Hsing-Yin,3,1,"11,4,11,11|8,11,2,9",R16,WTT_FEEDER,WS,2885,Main Draw,OJIO Yuna (JPN),LIU Hsing-Yin (TPE),OJIO Yuna
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,WANG Xiaotong,SASAO Asuka,3,2,"11,11,3,10,11|5,6,11,12,6",R16,WTT_FEEDER,WS,2885,Main Draw,WANG Xiaotong (CHN),SASAO Asuka (JPN),WANG Xiaotong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,YANG Yiyun,ZONG Geman,3,0,"13,11,11|11,8,6",R16,WTT_FEEDER,WS,2885,Main Draw,YANG Yiyun (CHN),ZONG Geman (CHN),YANG Yiyun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HAGIHARA Keishi/SUZUKI Hayate,QUAN Kaiyuan/ZHAO Zihao,3,2,"9,11,11,2,14|11,7,2,11,12",QF,WTT_FEEDER,MD,2885,Main Draw,HAGIHARA Keishi/SUZUKI Hayate (JPN),QUAN Kaiyuan/ZHAO Zihao (CHN),HAGIHARA Keishi/SUZUKI Hayate
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,AKAE Kaho,KUKULKOVA Tatiana,3,0,"11,11,11|0,5,3",R16,WTT_FEEDER,WS,2885,Main Draw,AKAE Kaho (JPN),KUKULKOVA Tatiana (SVK),AKAE Kaho
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,SUN Wen/XU Haidong,CHANG Yu-An/LI Yan Jun,3,2,"14,11,7,7,11|12,2,11,11,2",QF,WTT_FEEDER,MD,2885,Main Draw,SUN Wen/XU Haidong (CHN),CHANG Yu-An/LI Yan Jun (TPE),SUN Wen/XU Haidong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ALLEGRO Martin/RASSENFOSSE Adrien,UEDA Jin/SAKAI Yuhi,3,2,"12,11,9,2,11|10,7,11,11,4",QF,WTT_FEEDER,MD,2885,Main Draw,ALLEGRO Martin/RASSENFOSSE Adrien (BEL),UEDA Jin/SAKAI Yuhi (JPN),ALLEGRO Martin/RASSENFOSSE Adrien
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ZHOU Kai/ZENG Beixun,MIKI Hayato/YOKOTANI Jo,3,1,"9,11,11,16|11,8,4,14",QF,WTT_FEEDER,MD,2885,Main Draw,ZHOU Kai/ZENG Beixun (CHN),MIKI Hayato/YOKOTANI Jo (JPN),ZHOU Kai/ZENG Beixun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,HASHIMOTO Honoka/SATO Hitomi,KIMURA Kasumi/OJIO Yuna,3,1,"12,9,11,11|10,11,5,6",QF,WTT_FEEDER,WD,2885,Main Draw,HASHIMOTO Honoka/SATO Hitomi (JPN),KIMURA Kasumi/OJIO Yuna (JPN),HASHIMOTO Honoka/SATO Hitomi
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,YANG Yiyun/ZHU Sibing,OKADA Kotona/BALAZOVA Barbora,3,1,"9,11,11,11|11,3,8,6",QF,WTT_FEEDER,WD,2885,Main Draw,YANG Yiyun/ZHU Sibing (CHN),OKADA Kotona/BALAZOVA Barbora (JPN/SVK),YANG Yiyun/ZHU Sibing
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,ODO Satsuki/YOKOI Sakura,HRISTOVA Kalina/YOVKOVA Maria,3,0,"11,11,11|3,5,6",QF,WTT_FEEDER,WD,2885,Main Draw,ODO Satsuki/YOKOI Sakura (JPN),HRISTOVA Kalina/YOVKOVA Maria (BUL),ODO Satsuki/YOKOI Sakura
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,XU Yi/FAN Shuhan,KUKULKOVA Tatiana/LABOSOVA Ema,3,0,"11,11,11|3,4,2",QF,WTT_FEEDER,WD,2885,Main Draw,XU Yi/FAN Shuhan (CHN),KUKULKOVA Tatiana/LABOSOVA Ema (SVK),XU Yi/FAN Shuhan
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,XU Haidong/WANG Xiaotong,HU Dongshen/ZHU Sibing,3,1,"11,4,11,11|7,11,8,6",QF,WTT_FEEDER,XD,2885,Main Draw,XU Haidong/WANG Xiaotong (CHN),HU Dongshen/ZHU Sibing (CHN),XU Haidong/WANG Xiaotong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,LI Yan Jun/HUANG Yu-Chiao,ZELINKA Jakub/KUKULKOVA Tatiana,3,0,"11,14,11|2,12,7",QF,WTT_FEEDER,XD,2885,Main Draw,LI Yan Jun/HUANG Yu-Chiao (TPE),ZELINKA Jakub/KUKULKOVA Tatiana (SVK),LI Yan Jun/HUANG Yu-Chiao
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,CHANG Yu-An/CHENG Pusyuan,TSENG Tzu-Yu/YEH Yi-Tian,3,0,"11,11,11|9,8,8",QF,WTT_FEEDER,XD,2885,Main Draw,CHANG Yu-An/CHENG Pusyuan (TPE),TSENG Tzu-Yu/YEH Yi-Tian (TPE),CHANG Yu-An/CHENG Pusyuan
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-14,XUE Fei/HAN Feier,DIMITROV Stefan/GEORGIEVA Tsvetelina,3,0,"11,11,11|0,0,0",QF,WTT_FEEDER,XD,2885,Main Draw,XUE Fei/HAN Feier (CHN),DIMITROV Stefan/GEORGIEVA Tsvetelina (BUL),XUE Fei/HAN Feier
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,LIND Anders,ZENG Beixun,3,0,"11,11,11|7,9,8",F,WTT_FEEDER,MS,2885,Main Draw,LIND Anders (DEN),ZENG Beixun (CHN),LIND Anders
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,ODO Satsuki,HASHIMOTO Honoka,3,1,"11,7,11,11|8,11,6,3",F,WTT_FEEDER,WS,2885,Main Draw,ODO Satsuki (JPN),HASHIMOTO Honoka (JPN),ODO Satsuki
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,SUN Wen/XU Haidong,ZHOU Kai/ZENG Beixun,3,1,"11,7,11,11|7,11,8,8",F,WTT_FEEDER,MD,2885,Main Draw,SUN Wen/XU Haidong (CHN),ZHOU Kai/ZENG Beixun (CHN),SUN Wen/XU Haidong
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,HASHIMOTO Honoka/SATO Hitomi,ODO Satsuki/YOKOI Sakura,3,0,"11,11,11|8,9,7",F,WTT_FEEDER,WD,2885,Main Draw,HASHIMOTO Honoka/SATO Hitomi (JPN),ODO Satsuki/YOKOI Sakura (JPN),HASHIMOTO Honoka/SATO Hitomi
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,XUE Fei/HAN Feier,CHANG Yu-An/CHENG Pusyuan,3,1,"8,11,11,11|11,7,7,3",F,WTT_FEEDER,XD,2885,Main Draw,XUE Fei/HAN Feier (CHN),CHANG Yu-An/CHENG Pusyuan (TPE),XUE Fei/HAN Feier
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,LIND Anders,SUN Wen,3,1,"9,11,11,11|11,8,6,2",SF,WTT_FEEDER,MS,2885,Main Draw,LIND Anders (DEN),SUN Wen (CHN),LIND Anders
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,ZENG Beixun,COTON Flavien,3,0,"12,11,12|10,6,10",SF,WTT_FEEDER,MS,2885,Main Draw,ZENG Beixun (CHN),COTON Flavien (FRA),ZENG Beixun
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,HASHIMOTO Honoka,OJIO Yuna,3,1,"7,13,11,11|11,11,9,2",SF,WTT_FEEDER,WS,2885,Main Draw,HASHIMOTO Honoka (JPN),OJIO Yuna (JPN),HASHIMOTO Honoka
WTT Feeder Panagyurishte 2024 Presented by Asarel,2024-09-15,ODO Satsuki,HAN Feier,3,1,"11,11,6,11|6,7,11,7",SF,WTT_FEEDER,WS,2885,Main Draw,ODO Satsuki (JPN),HAN Feier (CHN),ODO Satsuki
