tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Tour Philippines Open Subic Bay 2014,2014-05-15,ISHIKAWA Rira,KATO Chiaki,3,2,"6,11,12,6,11|11,9,10,11,5",,GRAND_SLAM,U21WS,132,Qualification,ISHIKAWA Rira (JPN),KATO Chiaki (JPN),ISHIKAWA Rira
World Tour Philippines Open Subic Bay 2014,2014-05-15,ISHIKAWA Rira,SY Jamaica Dianne,3,0,"11,11,11|3,5,1",,GRAND_SLAM,U21WS,132,Qualification,ISHIKAWA Rira (JPN),SY Jamaica Dianne (PHI),ISHIKAWA Rira
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Chiaki,SY Jamaica Dianne,3,0,"11,11,11|5,4,3",,GRAND_SLAM,U21WS,132,Qualification,SY Jamaica Dianne (PHI),KATO Chiaki (JPN),KATO Chiaki
World Tour Philippines Open Subic Bay 2014,2014-05-15,ISHIKAWA Rira,LEE Yearam,4,1,"11,8,11,11,12|6,11,8,9,10",,GRAND_SLAM,WS,132,Qualification,ISHIKAWA Rira (JPN),LEE Yearam (KOR),ISHIKAWA Rira
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,DAEL Emy Rose,4,1,"13,11,5,11,11|11,7,11,4,9",,GRAND_SLAM,WS,132,Qualification,ZHOU Yihan (SGP),DAEL Emy Rose (PHI),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,LEE Yearam,4,2,"11,9,11,11,5,11|9,11,7,8,11,5",,GRAND_SLAM,WS,132,Qualification,ZHOU Yihan (SGP),LEE Yearam (KOR),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,ISHIKAWA Rira,DAEL Emy Rose,4,1,"11,11,11,8,11|9,6,2,11,7",,GRAND_SLAM,WS,132,Qualification,ISHIKAWA Rira (JPN),DAEL Emy Rose (PHI),ISHIKAWA Rira
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,ISHIKAWA Rira,4,1,"11,11,14,11,11|5,6,16,8,9",,GRAND_SLAM,WS,132,Qualification,ZHOU Yihan (SGP),ISHIKAWA Rira (JPN),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Yearam,DAEL Emy Rose,4,1,"11,11,9,11,11|6,9,11,3,3",,GRAND_SLAM,WS,132,Qualification,LEE Yearam (KOR),DAEL Emy Rose (PHI),LEE Yearam
World Tour Philippines Open Subic Bay 2014,2014-05-15,WU Yi,ERMAKOVA Irina,4,2,"11,11,6,13,9,11|6,7,11,11,11,8",,GRAND_SLAM,WS,132,Qualification,WU Yi (SGP),ERMAKOVA Irina (RUS),WU Yi
World Tour Philippines Open Subic Bay 2014,2014-05-15,TAMAISHI Miyuki,WU Yi,4,0,"11,12,11,11|7,10,9,6",,GRAND_SLAM,WS,132,Qualification,WU Yi (SGP),TAMAISHI Miyuki (JPN),TAMAISHI Miyuki
World Tour Philippines Open Subic Bay 2014,2014-05-15,TAMAISHI Miyuki,ERMAKOVA Irina,4,1,"11,11,11,7,11|5,8,5,11,5",,GRAND_SLAM,WS,132,Qualification,ERMAKOVA Irina (RUS),TAMAISHI Miyuki (JPN),TAMAISHI Miyuki
World Tour Philippines Open Subic Bay 2014,2014-05-15,NEMOTO Riyo,LEE Rou You,4,0,"11,11,12,11|8,8,10,7",,GRAND_SLAM,WS,132,Qualification,NEMOTO Riyo (JPN),LEE Rou You (MAS),NEMOTO Riyo
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Eunhee,COMENDADOR Annabelle,4,0,"11,11,11,11|3,4,6,2",,GRAND_SLAM,WS,132,Qualification,LEE Eunhee (KOR),COMENDADOR Annabelle (PHI),LEE Eunhee
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Eunhee,LEE Rou You,4,1,"11,11,11,9,11|4,2,7,11,8",,GRAND_SLAM,WS,132,Qualification,LEE Eunhee (KOR),LEE Rou You (MAS),LEE Eunhee
World Tour Philippines Open Subic Bay 2014,2014-05-15,NEMOTO Riyo,COMENDADOR Annabelle,4,0,"11,11,11,11|1,6,2,8",,GRAND_SLAM,WS,132,Qualification,NEMOTO Riyo (JPN),COMENDADOR Annabelle (PHI),NEMOTO Riyo
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Eunhee,NEMOTO Riyo,4,2,"11,6,11,11,11,11|3,11,3,8,13,9",,GRAND_SLAM,WS,132,Qualification,LEE Eunhee (KOR),NEMOTO Riyo (JPN),LEE Eunhee
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Rou You,COMENDADOR Annabelle,4,0,"11,11,11,11|5,3,7,5",,GRAND_SLAM,WS,132,Qualification,LEE Rou You (MAS),COMENDADOR Annabelle (PHI),LEE Rou You
World Tour Philippines Open Subic Bay 2014,2014-05-15,GHATAK Poulomi,HO Ying,4,1,"11,11,9,11,12|1,9,11,5,10",,GRAND_SLAM,WS,132,Qualification,GHATAK Poulomi (IND),HO Ying (MAS),GHATAK Poulomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Miyu,TSUCHIDA Miki,4,3,"11,11,11,9,10,6,11|5,7,7,11,12,11,8",,GRAND_SLAM,WS,132,Qualification,KATO Miyu (JPN),TSUCHIDA Miki (JPN),KATO Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,TSUCHIDA Miki,GHATAK Poulomi,4,0,"11,13,16,14|6,11,14,12",,GRAND_SLAM,WS,132,Qualification,GHATAK Poulomi (IND),TSUCHIDA Miki (JPN),TSUCHIDA Miki
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Miyu,GHATAK Poulomi,4,2,"15,11,11,8,11,11|17,4,9,11,8,8",,GRAND_SLAM,WS,132,Qualification,KATO Miyu (JPN),GHATAK Poulomi (IND),KATO Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,TSUCHIDA Miki,HO Ying,4,2,"11,9,11,11,10,11|4,11,8,3,12,1",,GRAND_SLAM,WS,132,Qualification,HO Ying (MAS),TSUCHIDA Miki (JPN),TSUCHIDA Miki
World Tour Philippines Open Subic Bay 2014,2014-05-15,MAEDA Miyu,MORINAGA Airi,4,2,"4,11,11,5,12,14|11,8,8,11,10,12",,GRAND_SLAM,WS,132,Qualification,MAEDA Miyu (JPN),MORINAGA Airi (JPN),MAEDA Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,KOMWONG Nanthana,SY Jamaica Dianne,4,0,"11,11,11,11|3,4,7,5",,GRAND_SLAM,WS,132,Qualification,KOMWONG Nanthana (THA),SY Jamaica Dianne (PHI),KOMWONG Nanthana
World Tour Philippines Open Subic Bay 2014,2014-05-15,KOMWONG Nanthana,MORINAGA Airi,4,3,"11,6,7,11,11,11,11|3,11,11,13,5,7,6",,GRAND_SLAM,WS,132,Qualification,KOMWONG Nanthana (THA),MORINAGA Airi (JPN),KOMWONG Nanthana
World Tour Philippines Open Subic Bay 2014,2014-05-15,MAEDA Miyu,SY Jamaica Dianne,4,0,"11,11,11,11|8,1,3,7",,GRAND_SLAM,WS,132,Qualification,MAEDA Miyu (JPN),SY Jamaica Dianne (PHI),MAEDA Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,MAEDA Miyu,KOMWONG Nanthana,4,3,"11,11,3,7,3,12,11|9,5,11,11,11,10,3",,GRAND_SLAM,WS,132,Qualification,KOMWONG Nanthana (THA),MAEDA Miyu (JPN),MAEDA Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,MORINAGA Airi,SY Jamaica Dianne,4,0,"11,11,11,11|8,5,4,5",,GRAND_SLAM,WS,132,Qualification,MORINAGA Airi (JPN),SY Jamaica Dianne (PHI),MORINAGA Airi
World Tour Philippines Open Subic Bay 2014,2014-05-15,LI Isabelle Siyun,TAMBO Rommelia,4,0,"11,11,11,11|2,3,5,3",,GRAND_SLAM,WS,132,Qualification,LI Isabelle Siyun (SGP),TAMBO Rommelia (PHI),LI Isabelle Siyun
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAYATA Hina,SO Eka,4,1,"11,12,11,9,11|9,10,6,11,2",,GRAND_SLAM,WS,132,Qualification,SO Eka (JPN),HAYATA Hina (JPN),HAYATA Hina
World Tour Philippines Open Subic Bay 2014,2014-05-15,SO Eka,TAMBO Rommelia,4,0,"11,11,11,11|5,4,3,6",,GRAND_SLAM,WS,132,Qualification,SO Eka (JPN),TAMBO Rommelia (PHI),SO Eka
World Tour Philippines Open Subic Bay 2014,2014-05-15,LI Isabelle Siyun,HAYATA Hina,4,1,"11,12,12,11,14|9,14,10,5,12",,GRAND_SLAM,WS,132,Qualification,LI Isabelle Siyun (SGP),HAYATA Hina (JPN),LI Isabelle Siyun
World Tour Philippines Open Subic Bay 2014,2014-05-15,SO Eka,LI Isabelle Siyun,4,0,"11,12,11,11|7,10,6,6",,GRAND_SLAM,WS,132,Qualification,SO Eka (JPN),LI Isabelle Siyun (SGP),SO Eka
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAYATA Hina,TAMBO Rommelia,4,0,"11,11,11,11|6,5,6,8",,GRAND_SLAM,WS,132,Qualification,TAMBO Rommelia (PHI),HAYATA Hina (JPN),HAYATA Hina
World Tour Philippines Open Subic Bay 2014,2014-05-15,BEH Lee Wei,LAGUNDAY Marell,4,0,"11,11,11,11|4,8,8,8",,GRAND_SLAM,WS,132,Qualification,BEH Lee Wei (MAS),LAGUNDAY Marell (PHI),BEH Lee Wei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SATO Hitomi,KAWAMURA Mai,4,1,"11,11,11,5,18|7,3,8,11,16",,GRAND_SLAM,WS,132,Qualification,SATO Hitomi (JPN),KAWAMURA Mai (JPN),SATO Hitomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,SATO Hitomi,LAGUNDAY Marell,4,0,"11,11,11,11|3,3,7,4",,GRAND_SLAM,WS,132,Qualification,SATO Hitomi (JPN),LAGUNDAY Marell (PHI),SATO Hitomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,KAWAMURA Mai,BEH Lee Wei,4,2,"6,11,11,8,11,12|11,7,5,11,9,10",,GRAND_SLAM,WS,132,Qualification,BEH Lee Wei (MAS),KAWAMURA Mai (JPN),KAWAMURA Mai
World Tour Philippines Open Subic Bay 2014,2014-05-15,SATO Hitomi,BEH Lee Wei,4,0,"11,11,11,11|4,8,3,0",,GRAND_SLAM,WS,132,Qualification,SATO Hitomi (JPN),BEH Lee Wei (MAS),SATO Hitomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,KAWAMURA Mai,LAGUNDAY Marell,4,0,"11,11,11,11|7,7,8,6",,GRAND_SLAM,WS,132,Qualification,LAGUNDAY Marell (PHI),KAWAMURA Mai (JPN),KAWAMURA Mai
World Tour Philippines Open Subic Bay 2014,2014-05-15,BALATBAT Sendrina,AUDYRA Riri,4,0,"11,11,11,11|6,6,7,4",,GRAND_SLAM,WS,132,Qualification,BALATBAT Sendrina (PHI),AUDYRA Riri (INA),BALATBAT Sendrina
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Haruka,KATO Chiaki,4,3,"6,11,11,11,8,12,11|11,5,5,7,11,14,9",,GRAND_SLAM,WS,132,Qualification,SAKAI Haruka (JPN),KATO Chiaki (JPN),SAKAI Haruka
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Haruka,AUDYRA Riri,4,0,"11,13,11,11|7,11,6,4",,GRAND_SLAM,WS,132,Qualification,SAKAI Haruka (JPN),AUDYRA Riri (INA),SAKAI Haruka
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Chiaki,BALATBAT Sendrina,4,1,"9,11,11,11,11|11,8,4,4,7",,GRAND_SLAM,WS,132,Qualification,BALATBAT Sendrina (PHI),KATO Chiaki (JPN),KATO Chiaki
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Haruka,BALATBAT Sendrina,4,1,"7,11,11,11,11|11,6,4,8,5",,GRAND_SLAM,WS,132,Qualification,SAKAI Haruka (JPN),BALATBAT Sendrina (PHI),SAKAI Haruka
World Tour Philippines Open Subic Bay 2014,2014-05-15,CHEN Feng,SETIAWAN Syapril,3,0,"11,11,11|9,6,4",R16,GRAND_SLAM,U21MS,132,Main Draw,CHEN Feng (SGP),SETIAWAN Syapril (INA),CHEN Feng
World Tour Philippines Open Subic Bay 2014,2014-05-15,XIN Zhaoxu,RUIZ Jeremy,3,0,"11,11,11|6,6,3",R16,GRAND_SLAM,U21MS,132,Main Draw,RUIZ Jeremy (PHI),XIN Zhaoxu (SGP),XIN Zhaoxu
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMBE Kohei,POUNGSRI Max,3,1,"11,9,11,11|8,11,8,5",R16,GRAND_SLAM,U21MS,132,Main Draw,POUNGSRI Max (THA),SAMBE Kohei (JPN),SAMBE Kohei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Asuka,CHEW Clarence,3,0,"11,11,11|8,8,6",R16,GRAND_SLAM,U21MS,132,Main Draw,SAKAI Asuka (JPN),CHEW Clarence (SGP),SAKAI Asuka
World Tour Philippines Open Subic Bay 2014,2014-05-15,PENG Wang-Wei,OIKAWA Mizuki,3,1,"11,2,11,12|7,11,7,10",R16,GRAND_SLAM,U21MS,132,Main Draw,PENG Wang-Wei (TPE),OIKAWA Mizuki (JPN),PENG Wang-Wei
World Tour Philippines Open Subic Bay 2014,2014-05-15,NUYTINCK Cedric,CHIN Mao-Cheng,3,0,"11,11,11|7,9,5",R16,GRAND_SLAM,U21MS,132,Main Draw,NUYTINCK Cedric (BEL),CHIN Mao-Cheng (TPE),NUYTINCK Cedric
World Tour Philippines Open Subic Bay 2014,2014-05-15,WU Zhikang,HO Kwan Kit,3,2,"5,11,12,10,11|11,6,10,12,6",R16,GRAND_SLAM,U21MS,132,Main Draw,HO Kwan Kit (HKG),WU Zhikang (SGP),WU Zhikang
World Tour Philippines Open Subic Bay 2014,2014-05-15,CHEN Feng,XIN Zhaoxu,4,1,"6,11,11,11,11|11,3,3,4,7",QF,GRAND_SLAM,U21MS,132,Main Draw,CHEN Feng (SGP),XIN Zhaoxu (SGP),CHEN Feng
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMBE Kohei,SUN Chia-Hung,4,1,"13,11,11,9,11|11,8,6,11,5",QF,GRAND_SLAM,U21MS,132,Main Draw,SUN Chia-Hung (TPE),SAMBE Kohei (JPN),SAMBE Kohei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Asuka,PENG Wang-Wei,4,2,"11,11,11,4,11,11|7,13,4,11,8,6",QF,GRAND_SLAM,U21MS,132,Main Draw,SAKAI Asuka (JPN),PENG Wang-Wei (TPE),SAKAI Asuka
World Tour Philippines Open Subic Bay 2014,2014-05-15,WU Zhikang,NUYTINCK Cedric,4,2,"5,9,11,11,11,12|11,11,6,9,7,10",QF,GRAND_SLAM,U21MS,132,Main Draw,NUYTINCK Cedric (BEL),WU Zhikang (SGP),WU Zhikang
World Tour Philippines Open Subic Bay 2014,2014-05-15,CHEN Feng,SAMBE Kohei,4,3,"9,12,8,11,11,6,13|11,10,11,7,6,11,11",SF,GRAND_SLAM,U21MS,132,Main Draw,CHEN Feng (SGP),SAMBE Kohei (JPN),CHEN Feng
World Tour Philippines Open Subic Bay 2014,2014-05-15,WU Zhikang,SAKAI Asuka,4,1,"11,11,12,10,11|5,5,10,12,9",SF,GRAND_SLAM,U21MS,132,Main Draw,SAKAI Asuka (JPN),WU Zhikang (SGP),WU Zhikang
World Tour Philippines Open Subic Bay 2014,2014-05-15,CHEN Feng,WU Zhikang,4,2,"11,11,13,11,3,11|7,4,11,13,11,9",F,GRAND_SLAM,U21MS,132,Main Draw,CHEN Feng (SGP),WU Zhikang (SGP),CHEN Feng
World Tour Philippines Open Subic Bay 2014,2014-05-15,LIN Ye,MAEDA Miyu,3,2,"11,8,4,11,11|5,11,11,8,6",R16,GRAND_SLAM,U21WS,132,Main Draw,LIN Ye (CAN),MAEDA Miyu (JPN),LIN Ye
World Tour Philippines Open Subic Bay 2014,2014-05-15,ISHIKAWA Rira,LARIBA Ian,3,2,"11,9,12,8,11|3,11,10,11,8",R16,GRAND_SLAM,U21WS,132,Main Draw,LARIBA Ian (PHI),ISHIKAWA Rira (JPN),ISHIKAWA Rira
World Tour Philippines Open Subic Bay 2014,2014-05-15,SO Eka,SY Jamaica Dianne,3,0,"11,12,11|1,10,2",R16,GRAND_SLAM,U21WS,132,Main Draw,SO Eka (JPN),SY Jamaica Dianne (PHI),SO Eka
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Miyu,WU Yi,3,1,"11,6,11,14|8,11,1,12",R16,GRAND_SLAM,U21WS,132,Main Draw,WU Yi (SGP),KATO Miyu (JPN),KATO Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,HAYATA Hina,3,1,"8,11,11,12|11,2,6,10",R16,GRAND_SLAM,U21WS,132,Main Draw,ZHOU Yihan (SGP),HAYATA Hina (JPN),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,LI Isabelle Siyun,KATO Chiaki,3,2,"8,11,11,11,11|11,8,13,8,9",R16,GRAND_SLAM,U21WS,132,Main Draw,KATO Chiaki (JPN),LI Isabelle Siyun (SGP),LI Isabelle Siyun
World Tour Philippines Open Subic Bay 2014,2014-05-15,SATO Hitomi,LEE Rou You,3,0,"11,11,11|3,2,2",R16,GRAND_SLAM,U21WS,132,Main Draw,SATO Hitomi (JPN),LEE Rou You (MAS),SATO Hitomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAMAMOTO Yui,AUDYRA Riri,3,0,"11,11,19|4,8,17",R16,GRAND_SLAM,U21WS,132,Main Draw,AUDYRA Riri (INA),HAMAMOTO Yui (AUT),HAMAMOTO Yui
World Tour Philippines Open Subic Bay 2014,2014-05-15,LIN Ye,ISHIKAWA Rira,4,1,"11,7,11,11,11|5,11,9,8,6",QF,GRAND_SLAM,U21WS,132,Main Draw,LIN Ye (CAN),ISHIKAWA Rira (JPN),LIN Ye
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Miyu,SO Eka,4,0,"12,12,11,11|10,10,5,9",QF,GRAND_SLAM,U21WS,132,Main Draw,SO Eka (JPN),KATO Miyu (JPN),KATO Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,LI Isabelle Siyun,4,3,"11,11,9,7,2,11,11|8,6,11,11,11,7,8",QF,GRAND_SLAM,U21WS,132,Main Draw,ZHOU Yihan (SGP),LI Isabelle Siyun (SGP),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,SATO Hitomi,HAMAMOTO Yui,4,0,"11,11,11,11|9,7,7,7",QF,GRAND_SLAM,U21WS,132,Main Draw,SATO Hitomi (JPN),HAMAMOTO Yui (AUT),SATO Hitomi
World Tour Philippines Open Subic Bay 2014,2014-05-15,LIN Ye,KATO Miyu,4,3,"4,11,11,11,7,10,11|11,9,7,7,11,12,6",SF,GRAND_SLAM,U21WS,132,Main Draw,LIN Ye (CAN),KATO Miyu (JPN),LIN Ye
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,SATO Hitomi,4,2,"10,11,13,5,11,11|12,8,11,11,8,5",SF,GRAND_SLAM,U21WS,132,Main Draw,ZHOU Yihan (SGP),SATO Hitomi (JPN),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,LIN Ye,ZHOU Yihan,4,1,"11,11,12,9,13|6,5,10,11,11",F,GRAND_SLAM,U21WS,132,Main Draw,LIN Ye (CAN),ZHOU Yihan (SGP),LIN Ye
World Tour Philippines Open Subic Bay 2014,2014-05-15,FENG Tianwei,HO Ying,4,0,"11,11,11,11|9,6,5,3",R32,GRAND_SLAM,WS,132,Main Draw,FENG Tianwei (SGP),HO Ying (MAS),FENG Tianwei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Haruka,TSUCHIDA Miki,4,0,"11,11,11,11|8,4,5,7",R32,GRAND_SLAM,WS,132,Main Draw,SAKAI Haruka (JPN),TSUCHIDA Miki (JPN),SAKAI Haruka
World Tour Philippines Open Subic Bay 2014,2014-05-15,ZHOU Yihan,LEE Rou You,4,1,"11,11,7,11,13|6,3,11,9,11",R32,GRAND_SLAM,WS,132,Main Draw,LEE Rou You (MAS),ZHOU Yihan (SGP),ZHOU Yihan
World Tour Philippines Open Subic Bay 2014,2014-05-15,MORINAGA Airi,LIN Ye,4,2,"11,13,8,11,8,14|4,11,11,7,11,12",R32,GRAND_SLAM,WS,132,Main Draw,LIN Ye (CAN),MORINAGA Airi (JPN),MORINAGA Airi
World Tour Philippines Open Subic Bay 2014,2014-05-15,MAEDA Miyu,ISHIKAWA Rira,4,1,"9,11,12,11,11|11,4,10,7,9",R32,GRAND_SLAM,WS,132,Main Draw,ISHIKAWA Rira (JPN),MAEDA Miyu (JPN),MAEDA Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,NEMOTO Riyo,TAMAISHI Miyuki,4,1,"9,11,11,11,11|11,6,8,3,5",R32,GRAND_SLAM,WS,132,Main Draw,TAMAISHI Miyuki (JPN),NEMOTO Riyo (JPN),NEMOTO Riyo
World Tour Philippines Open Subic Bay 2014,2014-05-15,MORIZONO Misaki,ERMAKOVA Irina,4,1,"12,11,11,8,11|10,7,5,11,4",R32,GRAND_SLAM,WS,132,Main Draw,ERMAKOVA Irina (RUS),MORIZONO Misaki (JPN),MORIZONO Misaki
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMARA Elizabeta,LI Isabelle Siyun,4,2,"12,12,8,11,11,11|14,10,11,9,8,4",R32,GRAND_SLAM,WS,132,Main Draw,SAMARA Elizabeta (ROU),LI Isabelle Siyun (SGP),SAMARA Elizabeta
World Tour Philippines Open Subic Bay 2014,2014-05-15,KATO Miyu,BEH Lee Wei,4,0,"11,11,11,12|4,7,7,10",R32,GRAND_SLAM,WS,132,Main Draw,BEH Lee Wei (MAS),KATO Miyu (JPN),KATO Miyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,SO Eka,KAWAMURA Mai,4,2,"5,9,11,11,11,11|11,11,6,5,4,9",R32,GRAND_SLAM,WS,132,Main Draw,SO Eka (JPN),KAWAMURA Mai (JPN),SO Eka
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Yearam,LARIBA Ian,4,3,"10,5,11,10,11,11,11|12,11,9,12,6,7,8",R32,GRAND_SLAM,WS,132,Main Draw,LEE Yearam (KOR),LARIBA Ian (PHI),LEE Yearam
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAMAMOTO Yui,GHATAK Poulomi,4,1,"11,11,11,6,11|7,8,6,11,1",R32,GRAND_SLAM,WS,132,Main Draw,HAMAMOTO Yui (AUT),GHATAK Poulomi (IND),HAMAMOTO Yui
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAYATA Hina,KOMWONG Nanthana,4,0,"11,14,11,11|9,12,9,9",R32,GRAND_SLAM,WS,132,Main Draw,KOMWONG Nanthana (THA),HAYATA Hina (JPN),HAYATA Hina
World Tour Philippines Open Subic Bay 2014,2014-05-15,LEE Eunhee,KATO Chiaki,4,1,"12,4,11,11,11|10,11,4,3,8",R32,GRAND_SLAM,WS,132,Main Draw,LEE Eunhee (KOR),KATO Chiaki (JPN),LEE Eunhee
World Tour Philippines Open Subic Bay 2014,2014-05-15,FENG Tianwei,SATO Hitomi,4,3,"11,11,11,8,7,7,11|6,4,6,11,11,11,8",R16,GRAND_SLAM,WS,132,Main Draw,FENG Tianwei (SGP),SATO Hitomi (JPN),FENG Tianwei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAKAI Haruka,ZHOU Yihan,4,1,"10,13,11,11,11|12,11,9,9,6",R16,GRAND_SLAM,WS,132,Main Draw,SAKAI Haruka (JPN),ZHOU Yihan (SGP),SAKAI Haruka
World Tour Philippines Open Subic Bay 2014,2014-05-15,NEMOTO Riyo,MORIZONO Misaki,4,1,"9,11,11,11,12|11,6,9,9,10",R16,GRAND_SLAM,WS,132,Main Draw,NEMOTO Riyo (JPN),MORIZONO Misaki (JPN),NEMOTO Riyo
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMARA Elizabeta,KATO Miyu,4,1,"11,10,11,11,11|9,12,5,8,8",R16,GRAND_SLAM,WS,132,Main Draw,SAMARA Elizabeta (ROU),KATO Miyu (JPN),SAMARA Elizabeta
World Tour Philippines Open Subic Bay 2014,2014-05-15,SO Eka,LEE Yearam,4,1,"7,11,11,11,11|11,7,8,5,6",R16,GRAND_SLAM,WS,132,Main Draw,SO Eka (JPN),LEE Yearam (KOR),SO Eka
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAYATA Hina,HAMAMOTO Yui,4,3,"9,7,5,11,13,11,13|11,11,11,6,11,8,11",R16,GRAND_SLAM,WS,132,Main Draw,HAMAMOTO Yui (AUT),HAYATA Hina (JPN),HAYATA Hina
World Tour Philippines Open Subic Bay 2014,2014-05-15,YU Mengyu,LEE Eunhee,4,1,"11,11,9,11,11|8,6,11,8,9",R16,GRAND_SLAM,WS,132,Main Draw,LEE Eunhee (KOR),YU Mengyu (SGP),YU Mengyu
World Tour Philippines Open Subic Bay 2014,2014-05-15,FENG Tianwei,SAKAI Haruka,4,0,"11,11,11,11|4,1,5,8",QF,GRAND_SLAM,WS,132,Main Draw,FENG Tianwei (SGP),SAKAI Haruka (JPN),FENG Tianwei
World Tour Philippines Open Subic Bay 2014,2014-05-15,NEMOTO Riyo,MAEDA Miyu,4,3,"11,6,12,9,11,9,11|6,11,10,11,7,11,9",QF,GRAND_SLAM,WS,132,Main Draw,MAEDA Miyu (JPN),NEMOTO Riyo (JPN),NEMOTO Riyo
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMARA Elizabeta,SO Eka,4,3,"11,11,9,10,8,11,11|9,5,11,12,11,7,9",QF,GRAND_SLAM,WS,132,Main Draw,SAMARA Elizabeta (ROU),SO Eka (JPN),SAMARA Elizabeta
World Tour Philippines Open Subic Bay 2014,2014-05-15,HAYATA Hina,YU Mengyu,4,3,"11,9,11,8,12,6,11|8,11,9,11,10,11,7",QF,GRAND_SLAM,WS,132,Main Draw,HAYATA Hina (JPN),YU Mengyu (SGP),HAYATA Hina
World Tour Philippines Open Subic Bay 2014,2014-05-15,FENG Tianwei,NEMOTO Riyo,4,0,"11,11,11,11|4,3,5,8",SF,GRAND_SLAM,WS,132,Main Draw,FENG Tianwei (SGP),NEMOTO Riyo (JPN),FENG Tianwei
World Tour Philippines Open Subic Bay 2014,2014-05-15,SAMARA Elizabeta,HAYATA Hina,4,0,"11,11,11,11|6,5,8,9",SF,GRAND_SLAM,WS,132,Main Draw,SAMARA Elizabeta (ROU),HAYATA Hina (JPN),SAMARA Elizabeta
World Tour Philippines Open Subic Bay 2014,2014-05-15,FENG Tianwei,SAMARA Elizabeta,4,1,"11,9,11,11,13|8,11,3,3,11",F,GRAND_SLAM,WS,132,Main Draw,FENG Tianwei (SGP),SAMARA Elizabeta (ROU),FENG Tianwei
