tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Asian Championships Pattaya 2015,2015-09-26,MOUMJOGHLIAN Avo,MUSHFIQ Hujatullah,3,0,"11,11,12|1,6,10",,OTHER,MT,254,Main Draw,MOUMJOGHLIAN Avo (LBN),MUSHFIQ Hujatullah (AFG),MOUMJOGHLIAN Avo
ITTF Asian Championships Pattaya 2015,2015-09-26,CHALHOUB Youssef,BAJRACHARYA Purshottam,3,1,"9,11,11,11|11,8,7,7",,OTHER,MT,254,Main Draw,CHALHOUB Youssef (LBN),BAJRACHARYA Purshottam (NEP),CHALHOUB Youssef
ITTF Asian Championships Pattaya 2015,2015-09-26,MOUMJOGHLIAN Avo,SAUN Deep,3,0,"11,11,11|8,8,5",,OTHER,MT,254,Main Draw,MOUMJOGHLIAN Avo (LBN),SAUN Deep (NEP),MOUMJOGHLIAN Avo
ITTF Asian Championships Pattaya 2015,2015-09-26,EL HABECH Mohamad,MALLA Amar,3,1,"11,15,8,11|9,13,11,9",,OTHER,MT,254,Main Draw,EL HABECH Mohamad (LBN),MALLA Amar (NEP),EL HABECH Mohamad
ITTF Asian Championships Pattaya 2015,2015-09-26,AHMEDOV Rashid,MOHAMMADIAN Hussain,3,0,"11,11,11|8,7,5",,OTHER,MT,254,Main Draw,AHMEDOV Rashid (TKM),MOHAMMADIAN Hussain (AFG),AHMEDOV Rashid
ITTF Asian Championships Pattaya 2015,2015-09-26,KUZMENKO Denis,WALIZADA Wahidullah,3,0,"11,11,11|5,6,7",,OTHER,MT,254,Main Draw,KUZMENKO Denis (TKM),WALIZADA Wahidullah (AFG),KUZMENKO Denis
ITTF Asian Championships Pattaya 2015,2015-09-26,JAMI Abdul,YAKUBOV Davut,3,2,"11,5,11,11,11|8,11,8,13,8",,OTHER,MT,254,Main Draw,YAKUBOV Davut (TKM),JAMI Abdul (AFG),JAMI Abdul
ITTF Asian Championships Pattaya 2015,2015-09-26,AHMEDOV Rashid,WALIZADA Wahidullah,3,0,"11,11,11|8,4,6",,OTHER,MT,254,Main Draw,AHMEDOV Rashid (TKM),WALIZADA Wahidullah (AFG),AHMEDOV Rashid
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Mi Gyong,JAMALIFAR Fatemeh,3,0,"11,11,11|6,3,1",,OTHER,WT,254,Main Draw,RI Mi Gyong (PRK),JAMALIFAR Fatemeh (IRI),RI Mi Gyong
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Myong Sun,SHAHSAVARI Neda,3,0,"11,11,11|4,7,7",,OTHER,WT,254,Main Draw,RI Myong Sun (PRK),SHAHSAVARI Neda (IRI),RI Myong Sun
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song,SAMET Maryam,3,0,"11,11,11|1,7,5",,OTHER,WT,254,Main Draw,KIM Hye Song (PRK),SAMET Maryam (IRI),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,SAWETTABUT Suthasini,MAI Trang,3,1,"11,12,5,11|6,10,11,2",,OTHER,WT,254,Main Draw,MAI Trang (VIE),SAWETTABUT Suthasini (THA),SAWETTABUT Suthasini
ITTF Asian Championships Pattaya 2015,2015-09-26,KOMWONG Nanthana,NGUYEN Thi Viet Linh,3,0,"15,11,11|13,6,8",,OTHER,WT,254,Main Draw,NGUYEN Thi Viet Linh (VIE),KOMWONG Nanthana (THA),KOMWONG Nanthana
ITTF Asian Championships Pattaya 2015,2015-09-26,PARANANG Orawan,NGUYEN Thi Nga,3,0,"11,11,11|7,3,4",,OTHER,WT,254,Main Draw,NGUYEN Thi Nga (VIE),PARANANG Orawan (THA),PARANANG Orawan
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Myong Sun,LARIBA Ian,3,0,"11,11,11|5,3,9",,OTHER,WT,254,Main Draw,LARIBA Ian (PHI),RI Myong Sun (PRK),RI Myong Sun
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Mi Gyong,BALATBAT Sendrina,3,0,"11,11,11|8,9,2",,OTHER,WT,254,Main Draw,BALATBAT Sendrina (PHI),RI Mi Gyong (PRK),RI Mi Gyong
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Song I,FADOL Rose Jean,3,0,"11,11,11|2,3,4",,OTHER,WT,254,Main Draw,FADOL Rose Jean (PHI),KIM Song I (PRK),KIM Song I
ITTF Asian Championships Pattaya 2015,2015-09-26,KOMWONG Nanthana,DAS Mouma,3,0,"11,11,13|9,4,11",,OTHER,WT,254,Main Draw,KOMWONG Nanthana (THA),DAS Mouma (IND),KOMWONG Nanthana
ITTF Asian Championships Pattaya 2015,2015-09-26,SAWETTABUT Suthasini,BATRA Manika,3,1,"10,12,14,11|12,10,12,5",,OTHER,WT,254,Main Draw,SAWETTABUT Suthasini (THA),BATRA Manika (IND),SAWETTABUT Suthasini
ITTF Asian Championships Pattaya 2015,2015-09-26,PARANANG Orawan,DAS Ankita,3,1,"11,11,7,11|8,6,11,7",,OTHER,WT,254,Main Draw,PARANANG Orawan (THA),DAS Ankita (IND),PARANANG Orawan
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Song I,KOMWONG Nanthana,3,0,"11,11,11|4,4,4",,OTHER,WT,254,Main Draw,KOMWONG Nanthana (THA),KIM Song I (PRK),KIM Song I
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Myong Sun,SAWETTABUT Suthasini,3,1,"11,7,11,11|6,11,6,4",,OTHER,WT,254,Main Draw,SAWETTABUT Suthasini (THA),RI Myong Sun (PRK),RI Myong Sun
ITTF Asian Championships Pattaya 2015,2015-09-26,CHA Hyo Sim,PARANANG Orawan,3,1,"11,1,11,11|6,11,6,8",,OTHER,WT,254,Main Draw,PARANANG Orawan (THA),CHA Hyo Sim (PRK),CHA Hyo Sim
ITTF Asian Championships Pattaya 2015,2015-09-26,BATRA Manika,BALATBAT Sendrina,3,1,"11,8,11,11|7,11,8,4",,OTHER,WT,254,Main Draw,BATRA Manika (IND),BALATBAT Sendrina (PHI),BATRA Manika
ITTF Asian Championships Pattaya 2015,2015-09-26,LARIBA Ian,KUMARESAN Shamini,3,2,"11,11,11,4,11|8,13,7,11,8",,OTHER,WT,254,Main Draw,KUMARESAN Shamini (IND),LARIBA Ian (PHI),LARIBA Ian
ITTF Asian Championships Pattaya 2015,2015-09-26,SAHASRABUDHE Pooja,FADOL Rose Jean,3,0,"11,11,11|8,8,5",,OTHER,WT,254,Main Draw,SAHASRABUDHE Pooja (IND),FADOL Rose Jean (PHI),SAHASRABUDHE Pooja
ITTF Asian Championships Pattaya 2015,2015-09-26,LARIBA Ian,BATRA Manika,3,1,"13,14,10,11|11,12,12,8",,OTHER,WT,254,Main Draw,BATRA Manika (IND),LARIBA Ian (PHI),LARIBA Ian
ITTF Asian Championships Pattaya 2015,2015-09-26,KUMARESAN Shamini,BALATBAT Sendrina,3,0,"11,11,11|1,5,8",,OTHER,WT,254,Main Draw,KUMARESAN Shamini (IND),BALATBAT Sendrina (PHI),KUMARESAN Shamini
ITTF Asian Championships Pattaya 2015,2015-09-26,NGUYEN Thi Nga,OMRANI Mahjobeh,3,0,"12,11,12|10,9,10",,OTHER,WT,254,Main Draw,NGUYEN Thi Nga (VIE),OMRANI Mahjobeh (IRI),NGUYEN Thi Nga
ITTF Asian Championships Pattaya 2015,2015-09-26,NGUYEN Thi Viet Linh,SHAHSAVARI Neda,3,1,"12,10,11,11|10,12,9,7",,OTHER,WT,254,Main Draw,NGUYEN Thi Viet Linh (VIE),SHAHSAVARI Neda (IRI),NGUYEN Thi Viet Linh
ITTF Asian Championships Pattaya 2015,2015-09-26,GIANG Phan Hoang Tuong,SAMET Maryam,3,2,"4,11,11,6,11|11,7,9,11,7",,OTHER,WT,254,Main Draw,GIANG Phan Hoang Tuong (VIE),SAMET Maryam (IRI),GIANG Phan Hoang Tuong
ITTF Asian Championships Pattaya 2015,2015-09-26,MA Chao In,DWIJAYANTI Gustin,3,2,"14,3,11,6,11|12,11,8,11,4",,OTHER,WT,254,Main Draw,DWIJAYANTI Gustin (INA),MA Chao In (MAC),MA Chao In
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Choi Chi,INDRIANI Lilis,3,2,"11,3,5,11,11|6,11,11,5,9",,OTHER,WT,254,Main Draw,INDRIANI Lilis (INA),WONG Choi Chi (MAC),WONG Choi Chi
ITTF Asian Championships Pattaya 2015,2015-09-26,OKTARIYANI Novita,TAH Sut Tei,3,2,"5,11,10,12,11|11,4,12,10,9",,OTHER,WT,254,Main Draw,OKTARIYANI Novita (INA),TAH Sut Tei (MAC),OKTARIYANI Novita
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Choi Chi,DWIJAYANTI Gustin,3,2,"11,11,6,6,11|4,7,11,11,6",,OTHER,WT,254,Main Draw,DWIJAYANTI Gustin (INA),WONG Choi Chi (MAC),WONG Choi Chi
ITTF Asian Championships Pattaya 2015,2015-09-26,SLADKOVA Nataliya,KIM Regina,3,0,"12,11,11|10,8,6",,OTHER,WT,254,Main Draw,SLADKOVA Nataliya (KAZ),KIM Regina (UZB),SLADKOVA Nataliya
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Olga,LAVROVA Anastassiya,3,0,"11,11,11|5,3,8",,OTHER,WT,254,Main Draw,LAVROVA Anastassiya (KAZ),KIM Olga (UZB),KIM Olga
ITTF Asian Championships Pattaya 2015,2015-09-26,GATS Yuliya,GUFRANOVA Rimma,3,1,"8,12,11,12|11,10,8,10",,OTHER,WT,254,Main Draw,GATS Yuliya (KAZ),GUFRANOVA Rimma (UZB),GATS Yuliya
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Olga,SLADKOVA Nataliya,3,2,"11,9,11,8,11|8,11,8,11,8",,OTHER,WT,254,Main Draw,SLADKOVA Nataliya (KAZ),KIM Olga (UZB),KIM Olga
ITTF Asian Championships Pattaya 2015,2015-09-26,LAVROVA Anastassiya,KIM Regina,3,2,"11,10,11,8,11|2,12,7,11,2",,OTHER,WT,254,Main Draw,LAVROVA Anastassiya (KAZ),KIM Regina (UZB),LAVROVA Anastassiya
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Ying,WONG Choi Chi,3,2,"7,11,2,11,11|11,7,11,5,6",,OTHER,WT,254,Main Draw,WONG Choi Chi (MAC),HO Ying (MAS),HO Ying
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Rou You,MA Chao In,3,1,"11,6,11,11|1,11,4,8",,OTHER,WT,254,Main Draw,MA Chao In (MAC),LEE Rou You (MAS),LEE Rou You
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Amanda,TAH Sut Tei,3,0,"11,11,11|7,6,4",,OTHER,WT,254,Main Draw,TAH Sut Tei (MAC),WONG Amanda (MAS),WONG Amanda
ITTF Asian Championships Pattaya 2015,2015-09-26,LAVROVA Anastassiya,BILAL Shabnam,3,1,"11,10,11,11|7,12,4,5",,OTHER,WT,254,Main Draw,BILAL Shabnam (PAK),LAVROVA Anastassiya (KAZ),LAVROVA Anastassiya
ITTF Asian Championships Pattaya 2015,2015-09-26,SLADKOVA Nataliya,KASHIF Rahila,3,2,"8,11,11,9,11|11,2,8,11,5",,OTHER,WT,254,Main Draw,KASHIF Rahila (PAK),SLADKOVA Nataliya (KAZ),SLADKOVA Nataliya
ITTF Asian Championships Pattaya 2015,2015-09-26,ANSARI Aisha,GATS Yuliya,3,1,"6,11,13,11|11,3,11,5",,OTHER,WT,254,Main Draw,ANSARI Aisha (PAK),GATS Yuliya (KAZ),ANSARI Aisha
ITTF Asian Championships Pattaya 2015,2015-09-26,SLADKOVA Nataliya,BILAL Shabnam,3,0,"11,15,11|7,13,7",,OTHER,WT,254,Main Draw,BILAL Shabnam (PAK),SLADKOVA Nataliya (KAZ),SLADKOVA Nataliya
ITTF Asian Championships Pattaya 2015,2015-09-26,SLADKOVA Nataliya,HO Ying,3,2,"4,7,11,11,11|11,11,3,9,8",,OTHER,WT,254,Main Draw,SLADKOVA Nataliya (KAZ),HO Ying (MAS),SLADKOVA Nataliya
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Rou You,LAVROVA Anastassiya,3,1,"16,6,11,11|14,11,9,8",,OTHER,WT,254,Main Draw,LAVROVA Anastassiya (KAZ),LEE Rou You (MAS),LEE Rou You
ITTF Asian Championships Pattaya 2015,2015-09-26,GATS Yuliya,WONG Amanda,3,1,"11,12,7,11|8,10,11,5",,OTHER,WT,254,Main Draw,GATS Yuliya (KAZ),WONG Amanda (MAS),GATS Yuliya
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Rou You,SLADKOVA Nataliya,3,1,"5,12,11,11|11,10,6,8",,OTHER,WT,254,Main Draw,SLADKOVA Nataliya (KAZ),LEE Rou You (MAS),LEE Rou You
ITTF Asian Championships Pattaya 2015,2015-09-26,LAVROVA Anastassiya,HO Ying,3,2,"13,11,7,7,11|11,8,11,11,8",,OTHER,WT,254,Main Draw,LAVROVA Anastassiya (KAZ),HO Ying (MAS),LAVROVA Anastassiya
ITTF Asian Championships Pattaya 2015,2015-09-26,KASHIF Rahila,MA Chao In,3,1,"11,5,15,11|7,11,13,7",,OTHER,WT,254,Main Draw,KASHIF Rahila (PAK),MA Chao In (MAC),KASHIF Rahila
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Choi Chi,ANSARI Aisha,3,0,"11,11,11|8,5,9",,OTHER,WT,254,Main Draw,ANSARI Aisha (PAK),WONG Choi Chi (MAC),WONG Choi Chi
ITTF Asian Championships Pattaya 2015,2015-09-26,BILAL Shabnam,TAH Sut Tei,3,2,"11,11,7,11,11|8,8,11,13,7",,OTHER,WT,254,Main Draw,BILAL Shabnam (PAK),TAH Sut Tei (MAC),BILAL Shabnam
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Choi Chi,KASHIF Rahila,3,0,"11,11,11|5,4,9",,OTHER,WT,254,Main Draw,KASHIF Rahila (PAK),WONG Choi Chi (MAC),WONG Choi Chi
ITTF Asian Championships Pattaya 2015,2015-09-26,ANSARI Aisha,MA Chao In,3,0,"14,11,13|12,9,11",,OTHER,WT,254,Main Draw,ANSARI Aisha (PAK),MA Chao In (MAC),ANSARI Aisha
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Olga,JUSMA Ceria Nilasari,3,1,"11,6,11,11|7,11,6,7",,OTHER,WT,254,Main Draw,JUSMA Ceria Nilasari (INA),KIM Olga (UZB),KIM Olga
ITTF Asian Championships Pattaya 2015,2015-09-26,GUFRANOVA Rimma,DWIJAYANTI Gustin,3,2,"11,6,11,8,11|4,11,3,11,4",,OTHER,WT,254,Main Draw,DWIJAYANTI Gustin (INA),GUFRANOVA Rimma (UZB),GUFRANOVA Rimma
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Regina,OKTARIYANI Novita,3,0,"18,16,14|16,14,12",,OTHER,WT,254,Main Draw,OKTARIYANI Novita (INA),KIM Regina (UZB),KIM Regina
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng,MOHAMED Mueena,3,1,"11,11,6,11|2,5,11,9",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),MOHAMED Mueena (MDV),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,SOUTHAMMAVONG Thiphakone,NIMAL Fathimath,3,2,"11,9,11,9,11|7,11,2,11,5",,OTHER,WT,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),NIMAL Fathimath (MDV),SOUTHAMMAVONG Thiphakone
ITTF Asian Championships Pattaya 2015,2015-09-26,SHAFEEQ Mariyam,MANYVONG Sisangvan,3,0,"11,11,11|6,5,7",,OTHER,WT,254,Main Draw,MANYVONG Sisangvan (LAO),SHAFEEQ Mariyam (MDV),SHAFEEQ Mariyam
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng,NIMAL Fathimath,3,0,"11,11,11|5,1,6",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),NIMAL Fathimath (MDV),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,BATBAYAR Doljinzuu,MASHANLOEVA Kamila,3,0,"11,12,12|4,10,10",,OTHER,WT,254,Main Draw,MASHANLOEVA Kamila (KGZ),BATBAYAR Doljinzuu (MGL),BATBAYAR Doljinzuu
ITTF Asian Championships Pattaya 2015,2015-09-26,BATSAIKHAN Batkhishig,ERMEKOVA Aidai,3,0,"11,11,11|2,5,2",,OTHER,WT,254,Main Draw,ERMEKOVA Aidai (KGZ),BATSAIKHAN Batkhishig (MGL),BATSAIKHAN Batkhishig
ITTF Asian Championships Pattaya 2015,2015-09-26,MERGEN Delgermaa,MODUBASHOVA Elina,3,0,"11,11,11|2,3,8",,OTHER,WT,254,Main Draw,MODUBASHOVA Elina (KGZ),MERGEN Delgermaa (MGL),MERGEN Delgermaa
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng,WARUSAWITHANA Erandi,3,2,"6,11,17,11,11|11,6,19,4,8",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),WARUSAWITHANA Erandi (SRI),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,MADURANGI Ishara,SOUTHAMMAVONG Thiphakone,3,1,"8,11,11,11|11,5,6,9",,OTHER,WT,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),MADURANGI Ishara (SRI),MADURANGI Ishara
ITTF Asian Championships Pattaya 2015,2015-09-26,FERNANDO Chamathsara,MANYVONG Sisangvan,3,1,"11,9,11,11|9,11,7,6",,OTHER,WT,254,Main Draw,MANYVONG Sisangvan (LAO),FERNANDO Chamathsara (SRI),FERNANDO Chamathsara
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng,MADURANGI Ishara,3,2,"10,11,7,11,11|12,7,11,6,8",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),MADURANGI Ishara (SRI),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,SOUTHAMMAVONG Thiphakone,WARUSAWITHANA Erandi,3,1,"11,13,7,11|9,11,11,5",,OTHER,WT,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),WARUSAWITHANA Erandi (SRI),SOUTHAMMAVONG Thiphakone
ITTF Asian Championships Pattaya 2015,2015-09-26,BATBAYAR Doljinzuu,FARAMARZI Maha,3,1,"11,12,12,11|3,14,10,6",,OTHER,WT,254,Main Draw,FARAMARZI Maha (QAT),BATBAYAR Doljinzuu (MGL),BATBAYAR Doljinzuu
ITTF Asian Championships Pattaya 2015,2015-09-26,BATSAIKHAN Batkhishig,AL ABRI Noora,3,1,"7,11,11,11|11,8,3,2",,OTHER,WT,254,Main Draw,AL ABRI Noora (QAT),BATSAIKHAN Batkhishig (MGL),BATSAIKHAN Batkhishig
ITTF Asian Championships Pattaya 2015,2015-09-26,MERGEN Delgermaa,HUSSAIN Kholoud,3,0,"11,11,11|5,4,7",,OTHER,WT,254,Main Draw,HUSSAIN Kholoud (QAT),MERGEN Delgermaa (MGL),MERGEN Delgermaa
ITTF Asian Championships Pattaya 2015,2015-09-26,BATSAIKHAN Batkhishig,DOUANGPANYA Seangdavieng,3,0,"11,11,11|9,9,4",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),BATSAIKHAN Batkhishig (MGL),BATSAIKHAN Batkhishig
ITTF Asian Championships Pattaya 2015,2015-09-26,SOUTHAMMAVONG Thiphakone,BATBAYAR Doljinzuu,3,0,"11,11,11|5,9,9",,OTHER,WT,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),BATBAYAR Doljinzuu (MGL),SOUTHAMMAVONG Thiphakone
ITTF Asian Championships Pattaya 2015,2015-09-26,MERGEN Delgermaa,MANYVONG Sisangvan,3,0,"12,11,11|10,6,8",,OTHER,WT,254,Main Draw,MANYVONG Sisangvan (LAO),MERGEN Delgermaa (MGL),MERGEN Delgermaa
ITTF Asian Championships Pattaya 2015,2015-09-26,DOUANGPANYA Seangdavieng,BATBAYAR Doljinzuu,3,1,"11,11,5,11|3,8,11,5",,OTHER,WT,254,Main Draw,DOUANGPANYA Seangdavieng (LAO),BATBAYAR Doljinzuu (MGL),DOUANGPANYA Seangdavieng
ITTF Asian Championships Pattaya 2015,2015-09-26,BATSAIKHAN Batkhishig,SOUTHAMMAVONG Thiphakone,3,2,"11,9,11,7,11|3,11,5,11,5",,OTHER,WT,254,Main Draw,SOUTHAMMAVONG Thiphakone (LAO),BATSAIKHAN Batkhishig (MGL),BATSAIKHAN Batkhishig
ITTF Asian Championships Pattaya 2015,2015-09-26,MADURANGI Ishara,FARAMARZI Maha,3,0,"11,11,13|3,8,11",,OTHER,WT,254,Main Draw,FARAMARZI Maha (QAT),MADURANGI Ishara (SRI),MADURANGI Ishara
ITTF Asian Championships Pattaya 2015,2015-09-26,WARUSAWITHANA Erandi,AL ABRI Noora,3,0,"11,12,11|5,10,3",,OTHER,WT,254,Main Draw,AL ABRI Noora (QAT),WARUSAWITHANA Erandi (SRI),WARUSAWITHANA Erandi
ITTF Asian Championships Pattaya 2015,2015-09-26,FERNANDO Chamathsara,HUSSAIN Kholoud,3,0,"13,11,11|11,8,3",,OTHER,WT,254,Main Draw,HUSSAIN Kholoud (QAT),FERNANDO Chamathsara (SRI),FERNANDO Chamathsara
ITTF Asian Championships Pattaya 2015,2015-09-26,MOHAMED Mueena,MASHANLOEVA Kamila,3,0,"11,11,11|9,8,8",,OTHER,WT,254,Main Draw,MASHANLOEVA Kamila (KGZ),MOHAMED Mueena (MDV),MOHAMED Mueena
ITTF Asian Championships Pattaya 2015,2015-09-26,MODUBASHOVA Elina,NIMAL Fathimath,3,0,"12,12,11|10,10,6",,OTHER,WT,254,Main Draw,MODUBASHOVA Elina (KGZ),NIMAL Fathimath (MDV),MODUBASHOVA Elina
ITTF Asian Championships Pattaya 2015,2015-09-26,SHAFEEQ Mariyam,SEIDALIEVA Burulai,3,1,"11,11,9,11|6,9,11,9",,OTHER,WT,254,Main Draw,SEIDALIEVA Burulai (KGZ),SHAFEEQ Mariyam (MDV),SHAFEEQ Mariyam
ITTF Asian Championships Pattaya 2015,2015-09-26,MASHANLOEVA Kamila,NIMAL Fathimath,3,1,"10,11,11,11|12,6,9,6",,OTHER,WT,254,Main Draw,MASHANLOEVA Kamila (KGZ),NIMAL Fathimath (MDV),MASHANLOEVA Kamila
ITTF Asian Championships Pattaya 2015,2015-09-26,MOHAMED Mueena,MODUBASHOVA Elina,3,1,"7,11,11,11|11,8,2,6",,OTHER,WT,254,Main Draw,MODUBASHOVA Elina (KGZ),MOHAMED Mueena (MDV),MOHAMED Mueena
ITTF Asian Championships Pattaya 2015,2015-09-26,MAHARJAN Rabina,ALAM Moumita,3,0,"11,11,11|6,7,7",,OTHER,WT,254,Main Draw,ALAM Moumita (BAN),MAHARJAN Rabina (NEP),MAHARJAN Rabina
ITTF Asian Championships Pattaya 2015,2015-09-26,NEMBANG Swechchha,AKTER Rahima,3,0,"11,11,11|6,7,7",,OTHER,WT,254,Main Draw,AKTER Rahima (BAN),NEMBANG Swechchha (NEP),NEMBANG Swechchha
ITTF Asian Championships Pattaya 2015,2015-09-26,MINARA Sarmin,KHADGI Selisha,3,2,"11,11,4,9,11|3,8,11,11,7",,OTHER,WT,254,Main Draw,MINARA Sarmin (BAN),KHADGI Selisha (NEP),MINARA Sarmin
ITTF Asian Championships Pattaya 2015,2015-09-26,NEMBANG Swechchha,ALAM Moumita,3,1,"8,11,11,11|11,5,5,6",,OTHER,WT,254,Main Draw,ALAM Moumita (BAN),NEMBANG Swechchha (NEP),NEMBANG Swechchha
