tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Asian Championships Pattaya 2015,2015-09-26,MOUMJOGHLIAN Avo,TUN Swan Pyae,4,2,"11,10,11,10,11,11|9,12,9,12,4,7",R256,OTHER,MS,254,Main Draw,MOUMJOGHLIAN Avo (LBN),TUN Swan Pyae (MYA),MOUMJOGHLIAN Avo
ITTF Asian Championships Pattaya 2015,2015-09-26,RO Hyon Song,YAKUBOV Davut,4,0,"11,11,11,11|5,1,2,3",R256,OTHER,MS,254,Main Draw,YAKUBOV Davut (TKM),RO Hyon Song (PRK),RO Hyon Song
ITTF Asian Championships Pattaya 2015,2015-09-26,SAUN Deep,AL-MAHAQERI Taha,4,3,"5,11,6,11,9,11,11|11,3,11,8,11,6,8",R256,OTHER,MS,254,Main Draw,AL-MAHAQERI Taha (YEM),SAUN Deep (NEP),SAUN Deep
ITTF Asian Championships Pattaya 2015,2015-09-26,KARIMOV Anvar,WALIZADA Wahidullah,4,0,"11,11,11,11|9,7,6,4",R256,OTHER,MS,254,Main Draw,KARIMOV Anvar (UZB),WALIZADA Wahidullah (AFG),KARIMOV Anvar
ITTF Asian Championships Pattaya 2015,2015-09-26,KHUDAIBERDIEV Zhasur,SHIUREE Ibrahim,4,0,"11,11,11,11|7,9,6,6",R256,OTHER,MS,254,Main Draw,KHUDAIBERDIEV Zhasur (KGZ),SHIUREE Ibrahim (MDV),KHUDAIBERDIEV Zhasur
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-GHAMDI Akram,WANG Chun,4,3,"9,11,8,7,16,11,11|11,9,11,11,14,5,9",R256,OTHER,MS,254,Main Draw,AL-GHAMDI Akram (KSA),WANG Chun (MAC),AL-GHAMDI Akram
ITTF Asian Championships Pattaya 2015,2015-09-26,JAYASINGHA Nirmala,MOSANGSINH Sonpasith,4,0,"11,11,11,11|6,5,5,7",R256,OTHER,MS,254,Main Draw,MOSANGSINH Sonpasith (LAO),JAYASINGHA Nirmala (SRI),JAYASINGHA Nirmala
ITTF Asian Championships Pattaya 2015,2015-09-26,SAIF Ibrahim,NASEEM Mohamed,4,2,"11,10,11,8,11,11|9,12,5,11,5,7",R256,OTHER,MS,254,Main Draw,SAIF Ibrahim (UAE),NASEEM Mohamed (MDV),SAIF Ibrahim
ITTF Asian Championships Pattaya 2015,2015-09-26,RAMADHAN Gilang,SAN Kyaw,4,0,"11,11,11,11|5,6,8,7",R256,OTHER,MS,254,Main Draw,SAN Kyaw (MYA),RAMADHAN Gilang (INA),RAMADHAN Gilang
ITTF Asian Championships Pattaya 2015,2015-09-26,BU SHULAYBI Abdulaziz,LEVCHENKO Gennadiy,4,1,"11,11,9,11,11|8,7,11,4,5",R256,OTHER,MS,254,Main Draw,BU SHULAYBI Abdulaziz (KSA),LEVCHENKO Gennadiy (UZB),BU SHULAYBI Abdulaziz
ITTF Asian Championships Pattaya 2015,2015-09-26,ENKHBAT Lkhagvasuren,GOTHE Shiva,4,1,"11,5,15,11,11|8,11,13,6,8",R256,OTHER,MS,254,Main Draw,GOTHE Shiva (NEP),ENKHBAT Lkhagvasuren (MGL),ENKHBAT Lkhagvasuren
ITTF Asian Championships Pattaya 2015,2015-09-26,RAMEEZ Muhammad,ALMOHAISENI Abdulla,4,2,"9,11,11,7,11,11|11,9,5,11,9,7",R256,OTHER,MS,254,Main Draw,RAMEEZ Muhammad (PAK),ALMOHAISENI Abdulla (UAE),RAMEEZ Muhammad
ITTF Asian Championships Pattaya 2015,2015-09-26,WONGSIRI Nikom,SYED Mahmuduzzaman,4,0,"11,11,11,11|7,6,3,5",R256,OTHER,MS,254,Main Draw,SYED Mahmuduzzaman (BAN),WONGSIRI Nikom (THA),WONGSIRI Nikom
ITTF Asian Championships Pattaya 2015,2015-09-26,OLIYAVONG Phonepaseud,GAIPOV Eldiiarbek,4,0,"11,11,12,12|6,8,10,10",R256,OTHER,MS,254,Main Draw,OLIYAVONG Phonepaseud (LAO),GAIPOV Eldiiarbek (KGZ),OLIYAVONG Phonepaseud
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-NAGGAR Abdulrahman,EL HABECH Mohamad,4,1,"11,11,11,9,11|4,9,4,11,6",R256,OTHER,MS,254,Main Draw,AL-NAGGAR Abdulrahman (QAT),EL HABECH Mohamad (LBN),AL-NAGGAR Abdulrahman
ITTF Asian Championships Pattaya 2015,2015-09-26,VALLE Rodel,KHATEEB Omar,4,1,"11,9,11,11,11|6,11,4,8,3",R256,OTHER,MS,254,Main Draw,VALLE Rodel (PHI),KHATEEB Omar (PLE),VALLE Rodel
ITTF Asian Championships Pattaya 2015,2015-09-26,AL RIYAMI Sultan,MUSHFIQ Hujatullah,4,0,"11,11,11,11|1,8,8,3",R256,OTHER,MS,254,Main Draw,MUSHFIQ Hujatullah (AFG),AL RIYAMI Sultan (OMA),AL RIYAMI Sultan
ITTF Asian Championships Pattaya 2015,2015-09-26,SARSEMBAYEV Dias,LEI Man Kei,4,0,"13,16,11,11|11,14,3,6",R256,OTHER,MS,254,Main Draw,SARSEMBAYEV Dias (KAZ),LEI Man Kei (MAC),SARSEMBAYEV Dias
ITTF Asian Championships Pattaya 2015,2015-09-26,ALKHADRAWI Ali,SIRISENA Rohan,4,0,"11,11,11,11|1,6,7,6",R128,OTHER,MS,254,Main Draw,ALKHADRAWI Ali (KSA),SIRISENA Rohan (SRI),ALKHADRAWI Ali
ITTF Asian Championships Pattaya 2015,2015-09-26,GONZALES Richard,AL KHARUSI Aljulanda,4,0,"11,11,11,11|3,6,4,3",R128,OTHER,MS,254,Main Draw,GONZALES Richard (PHI),AL KHARUSI Aljulanda (OMA),GONZALES Richard
ITTF Asian Championships Pattaya 2015,2015-09-26,ALAMIYAN Noshad,AHMED Md Javed,4,0,"11,11,11,11|6,6,7,7",R128,OTHER,MS,254,Main Draw,AHMED Md Javed (BAN),ALAMIYAN Noshad (IRI),ALAMIYAN Noshad
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit,RO Hyon Song,4,3,"3,11,11,9,11,5,11|11,8,4,11,7,11,8",R128,OTHER,MS,254,Main Draw,HO Kwan Kit (HKG),RO Hyon Song (PRK),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,SHETTY Sanil,QURESHI Asim,4,0,"11,11,11,11|6,2,7,9",R128,OTHER,MS,254,Main Draw,QURESHI Asim (PAK),SHETTY Sanil (IND),SHETTY Sanil
ITTF Asian Championships Pattaya 2015,2015-09-26,WANG LI Chung-Yi,MIRZOKHIDOV Mirakbar,4,0,"11,11,11,11|1,1,1,1",R128,OTHER,MS,254,Main Draw,WANG LI Chung-Yi (TPE),MIRZOKHIDOV Mirakbar (UZB),WANG LI Chung-Yi
ITTF Asian Championships Pattaya 2015,2015-09-26,GAO Ning,SAUN Deep,4,0,"11,11,11,11|3,3,5,7",R128,OTHER,MS,254,Main Draw,SAUN Deep (NEP),GAO Ning (SGP),GAO Ning
ITTF Asian Championships Pattaya 2015,2015-09-26,YOSHIMURA Maharu,KARIMOV Anvar,4,0,"11,11,11,11|6,6,5,4",R128,OTHER,MS,254,Main Draw,YOSHIMURA Maharu (JPN),KARIMOV Anvar (UZB),YOSHIMURA Maharu
ITTF Asian Championships Pattaya 2015,2015-09-26,KELBUGANOV Timur,ALBALOOSHI Abdulla,4,0,"11,11,11,11|6,1,7,2",R128,OTHER,MS,254,Main Draw,ALBALOOSHI Abdulla (UAE),KELBUGANOV Timur (KAZ),KELBUGANOV Timur
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il,CHE Chi Pan,4,0,"11,11,11,11|4,5,5,2",R128,OTHER,MS,254,Main Draw,CHE Chi Pan (MAC),CHOE Il (PRK),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Minhyeok,AJI Donny,4,1,"11,11,7,12,13|7,8,11,10,11",R128,OTHER,MS,254,Main Draw,KIM Minhyeok (KOR),AJI Donny (INA),KIM Minhyeok
ITTF Asian Championships Pattaya 2015,2015-09-26,DESAI Harmeet,PHATHAPHONE Thavisack,4,2,"11,11,11,6,8,11|6,5,4,11,11,6",R128,OTHER,MS,254,Main Draw,PHATHAPHONE Thavisack (LAO),DESAI Harmeet (IND),DESAI Harmeet
ITTF Asian Championships Pattaya 2015,2015-09-26,CHAITAT Chaisit,ABDULWAHHAB Mohammed,4,3,"11,11,8,9,11,11,11|7,13,11,11,5,3,8",R128,OTHER,MS,254,Main Draw,CHAITAT Chaisit (THA),ABDULWAHHAB Mohammed (QAT),CHAITAT Chaisit
ITTF Asian Championships Pattaya 2015,2015-09-26,CHUANG Chih-Yuan,KHUDAIBERDIEV Zhasur,4,0,"11,11,12,11|4,2,10,6",R128,OTHER,MS,254,Main Draw,KHUDAIBERDIEV Zhasur (KGZ),CHUANG Chih-Yuan (TPE),CHUANG Chih-Yuan
ITTF Asian Championships Pattaya 2015,2015-09-26,FANG Bo,AL-GHAMDI Akram,4,0,"11,12,11,11|2,10,5,2",R128,OTHER,MS,254,Main Draw,FANG Bo (KAZ),AL-GHAMDI Akram (KSA),FANG Bo
ITTF Asian Championships Pattaya 2015,2015-09-26,SANTOSO Ficky,HEIN Zin Min,4,0,"11,11,11,11|1,3,2,3",R128,OTHER,MS,254,Main Draw,HEIN Zin Min (MYA),SANTOSO Ficky (INA),SANTOSO Ficky
ITTF Asian Championships Pattaya 2015,2015-09-26,UDOMSILP Chanakarn,KHOLIKOV Elmurod,4,0,"11,12,11,11|1,10,7,9",R128,OTHER,MS,254,Main Draw,UDOMSILP Chanakarn (THA),KHOLIKOV Elmurod (UZB),UDOMSILP Chanakarn
ITTF Asian Championships Pattaya 2015,2015-09-26,GHOSH Soumyajit,KUZMENKO Denis,4,0,"11,11,11,11|5,4,4,2",R128,OTHER,MS,254,Main Draw,KUZMENKO Denis (TKM),GHOSH Soumyajit (IND),GHOSH Soumyajit
ITTF Asian Championships Pattaya 2015,2015-09-26,LIAO Cheng-Ting,JAMI Abdul,4,0,"11,11,11,11|2,5,7,2",R128,OTHER,MS,254,Main Draw,LIAO Cheng-Ting (TPE),JAMI Abdul (AFG),LIAO Cheng-Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-MOHANNADI Ahmad Khalil,BAJRACHARYA Purshottam,4,0,"11,11,11,11|4,6,8,7",R128,OTHER,MS,254,Main Draw,BAJRACHARYA Purshottam (NEP),AL-MOHANNADI Ahmad Khalil (QAT),AL-MOHANNADI Ahmad Khalil
ITTF Asian Championships Pattaya 2015,2015-09-26,IBRAHIM Muhd Shakirin,HAMIE Mohamad,4,1,"5,11,11,11,11|11,6,8,8,8",R128,OTHER,MS,254,Main Draw,IBRAHIM Muhd Shakirin (MAS),HAMIE Mohamad (LBN),IBRAHIM Muhd Shakirin
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka,AL-DHUBHANI Muneer,4,0,"11,11,11,11|6,6,3,8",R128,OTHER,MS,254,Main Draw,AL-DHUBHANI Muneer (YEM),MORIZONO Masataka (JPN),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Sang Su,JAYASINGHA Nirmala,4,0,"11,11,11,11|5,6,6,4",R128,OTHER,MS,254,Main Draw,LEE Sang Su (KOR),JAYASINGHA Nirmala (SRI),LEE Sang Su
ITTF Asian Championships Pattaya 2015,2015-09-26,PANG Xue Jie,RAHIM Abdul,4,1,"11,11,11,12,11|7,4,13,10,2",R128,OTHER,MS,254,Main Draw,RAHIM Abdul (PAK),PANG Xue Jie (SGP),PANG Xue Jie
ITTF Asian Championships Pattaya 2015,2015-09-26,LE Tien Dat,ALRAISI Asad,4,0,"11,11,11,11|4,3,4,4",R128,OTHER,MS,254,Main Draw,LE Tien Dat (VIE),ALRAISI Asad (OMA),LE Tien Dat
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi,PARAG Masud Rana,4,0,"11,11,11,11|4,3,8,1",R128,OTHER,MS,254,Main Draw,PARAG Masud Rana (BAN),JIANG Tianyi (HKG),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,PAK Sin Hyok,BATKHISHIG Bilegt,4,0,"11,11,12,11|2,4,10,3",R128,OTHER,MS,254,Main Draw,PAK Sin Hyok (PRK),BATKHISHIG Bilegt (MGL),PAK Sin Hyok
ITTF Asian Championships Pattaya 2015,2015-09-26,LOTFIJANABADI Miad,ERGESHOV Azamat,4,0,"11,11,13,11|4,7,11,9",R128,OTHER,MS,254,Main Draw,ERGESHOV Azamat (KGZ),LOTFIJANABADI Miad (IRI),LOTFIJANABADI Miad
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHOLUDEV Denis,AL-ABBAD Abdulaziz,3,2,"9,11,11,11,11|11,13,6,8,2",R128,OTHER,MS,254,Main Draw,AL-ABBAD Abdulaziz (KSA),ZHOLUDEV Denis (KAZ),ZHOLUDEV Denis
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,SAIF Ibrahim,4,0,"11,11,11,11|6,3,6,4",R128,OTHER,MS,254,Main Draw,SAIF Ibrahim (UAE),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHANG Jike,RAMADHAN Gilang,4,0,"11,11,11,11|5,7,5,5",R128,OTHER,MS,254,Main Draw,ZHANG Jike (CHN),RAMADHAN Gilang (INA),ZHANG Jike
ITTF Asian Championships Pattaya 2015,2015-09-26,GERASSIMENKO Kirill,CHANG Hoi Wa,4,0,"11,11,11,11|6,8,9,4",R128,OTHER,MS,254,Main Draw,CHANG Hoi Wa (MAC),GERASSIMENKO Kirill (KAZ),GERASSIMENKO Kirill
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEW Clarence,SERONIO Isaias,4,0,"11,11,11,11|2,7,7,4",R128,OTHER,MS,254,Main Draw,CHEW Clarence (SGP),SERONIO Isaias (PHI),CHEW Clarence
ITTF Asian Championships Pattaya 2015,2015-09-26,KANG Wi Hun,ALI Omar,4,0,"11,11,11,11|8,6,3,7",R128,OTHER,MS,254,Main Draw,ALI Omar (YEM),KANG Wi Hun (PRK),KANG Wi Hun
ITTF Asian Championships Pattaya 2015,2015-09-26,JANG Woojin,BU SHULAYBI Abdulaziz,4,0,"11,11,11,11|8,5,8,5",R128,OTHER,MS,254,Main Draw,JANG Woojin (KOR),BU SHULAYBI Abdulaziz (KSA),JANG Woojin
ITTF Asian Championships Pattaya 2015,2015-09-26,NG Pak Nam,CHALHOUB Youssef,4,1,"11,11,9,11,11|5,4,11,6,5",R128,OTHER,MS,254,Main Draw,CHALHOUB Youssef (LBN),NG Pak Nam (HKG),NG Pak Nam
ITTF Asian Championships Pattaya 2015,2015-09-26,TANVIRIYAVECHAKUL Padasak,IAKUPBAEV Alisher,4,0,"11,11,11,11|3,2,5,6",R128,OTHER,MS,254,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),IAKUPBAEV Alisher (KGZ),TANVIRIYAVECHAKUL Padasak
ITTF Asian Championships Pattaya 2015,2015-09-26,MURAMATSU Yuto,ENKHBAT Lkhagvasuren,4,0,"11,11,11,11|4,4,3,4",R128,OTHER,MS,254,Main Draw,ENKHBAT Lkhagvasuren (MGL),MURAMATSU Yuto (JPN),MURAMATSU Yuto
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting,RAMEEZ Muhammad,4,0,"11,11,11,11|5,2,4,5",R128,OTHER,MS,254,Main Draw,WONG Chun Ting (HKG),RAMEEZ Muhammad (PAK),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,TRAN Tuan Quynh,AHMEDOV Rashid,4,1,"11,11,9,11,11|7,5,11,4,7",R128,OTHER,MS,254,Main Draw,AHMEDOV Rashid (TKM),TRAN Tuan Quynh (VIE),TRAN Tuan Quynh
ITTF Asian Championships Pattaya 2015,2015-09-26,ALMUGHANNE Fahed,MOHAMMADIAN Hussain,4,0,"11,11,11,11|5,5,5,6",R128,OTHER,MS,254,Main Draw,ALMUGHANNE Fahed (QAT),MOHAMMADIAN Hussain (AFG),ALMUGHANNE Fahed
ITTF Asian Championships Pattaya 2015,2015-09-26,ACHANTA Sharath,AL QARANI Said,4,0,"11,11,11,11|4,5,3,1",R128,OTHER,MS,254,Main Draw,AL QARANI Said (OMA),ACHANTA Sharath (IND),ACHANTA Sharath
ITTF Asian Championships Pattaya 2015,2015-09-26,CHIANG Hung-Chieh,CHOONG Javen,4,1,"11,9,11,11,11|3,11,5,8,1",R128,OTHER,MS,254,Main Draw,CHIANG Hung-Chieh (TPE),CHOONG Javen (MAS),CHIANG Hung-Chieh
ITTF Asian Championships Pattaya 2015,2015-09-26,NOROOZI Afshin,KONGPHET Phinith,4,0,"11,11,11,11|5,5,7,3",R128,OTHER,MS,254,Main Draw,KONGPHET Phinith (LAO),NOROOZI Afshin (IRI),NOROOZI Afshin
ITTF Asian Championships Pattaya 2015,2015-09-26,LIM Zheng Jie Edric,MAULANA Gilang,4,3,"11,13,9,11,2,11,12|9,15,11,6,11,4,10",R128,OTHER,MS,254,Main Draw,MAULANA Gilang (INA),LIM Zheng Jie Edric (SGP),LIM Zheng Jie Edric
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki,WONGSIRI Nikom,4,0,"11,14,11,11|3,12,9,3",R128,OTHER,MS,254,Main Draw,WONGSIRI Nikom (THA),NIWA Koki (JPN),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik,OLIYAVONG Phonepaseud,4,0,"11,11,11,11|3,3,2,1",R128,OTHER,MS,254,Main Draw,JEOUNG Youngsik (KOR),OLIYAVONG Phonepaseud (LAO),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,KENJAEV Zokhid,ALI Syed Shujat,4,0,"11,11,11,11|8,6,4,5",R128,OTHER,MS,254,Main Draw,ALI Syed Shujat (PAK),KENJAEV Zokhid (UZB),KENJAEV Zokhid
ITTF Asian Championships Pattaya 2015,2015-09-26,YADMAA Begz,OO Soe Min,4,2,"11,12,6,11,6,11|9,10,11,3,11,4",R128,OTHER,MS,254,Main Draw,YADMAA Begz (MGL),OO Soe Min (MYA),YADMAA Begz
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi,PALEBA Donald Jachson,4,1,"6,11,11,11,11|11,2,7,2,8",R128,OTHER,MS,254,Main Draw,PALEBA Donald Jachson (INA),YANG Zi (SGP),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,GNANASEKARAN Sathiyan,ALBALUSHI Salah,4,0,"11,11,11,11|6,4,5,3",R128,OTHER,MS,254,Main Draw,GNANASEKARAN Sathiyan (IND),ALBALUSHI Salah (UAE),GNANASEKARAN Sathiyan
ITTF Asian Championships Pattaya 2015,2015-09-26,HAIQAL Muhamad Ashraf,RANASINGHA Imesh,4,2,"11,11,11,2,7,11|5,6,5,11,11,7",R128,OTHER,MS,254,Main Draw,RANASINGHA Imesh (USA),HAIQAL Muhamad Ashraf (MAS),HAIQAL Muhamad Ashraf
ITTF Asian Championships Pattaya 2015,2015-09-26,NGUYEN Anh Tu,OMRANI Seyed Pourya,4,0,"11,11,11,11|6,9,9,9",R128,OTHER,MS,254,Main Draw,OMRANI Seyed Pourya (IRI),NGUYEN Anh Tu (VIE),NGUYEN Anh Tu
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya,AL-NAGGAR Abdulrahman,4,0,"11,11,11,11|5,4,8,4",R128,OTHER,MS,254,Main Draw,AL-NAGGAR Abdulrahman (QAT),OSHIMA Yuya (JPN),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,LI Ping,VALLE Rodel,4,0,"11,11,11,11|3,2,3,2",R128,OTHER,MS,254,Main Draw,LI Ping (QAT),VALLE Rodel (PHI),LI Ping
ITTF Asian Championships Pattaya 2015,2015-09-26,ALAMIAN Nima,MALLA Amar,4,0,"11,11,11,11|6,5,7,5",R128,OTHER,MS,254,Main Draw,MALLA Amar (NEP),ALAMIAN Nima (IRI),ALAMIAN Nima
ITTF Asian Championships Pattaya 2015,2015-09-26,RI Kwang Won,AHMED Moosa,4,0,"11,11,11,11|4,1,6,3",R128,OTHER,MS,254,Main Draw,RI Kwang Won (PRK),AHMED Moosa (MDV),RI Kwang Won
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Chia-Sheng,AL RIYAMI Sultan,4,0,"11,11,11,11|3,2,6,3",R128,OTHER,MS,254,Main Draw,AL RIYAMI Sultan (OMA),LEE Chia-Sheng (TPE),LEE Chia-Sheng
ITTF Asian Championships Pattaya 2015,2015-09-26,CHO Seungmin,DUONG Van Nam (1988),4,0,"11,12,11,11|5,10,5,6",R128,OTHER,MS,254,Main Draw,CHO Seungmin (KOR),DUONG Van Nam (1988) (VIE),CHO Seungmin
ITTF Asian Championships Pattaya 2015,2015-09-26,LAM Siu Hang,PASSARA Pattaratorn,4,0,"11,11,11,11|4,7,5,8",R128,OTHER,MS,254,Main Draw,PASSARA Pattaratorn (THA),LAM Siu Hang (HKG),LAM Siu Hang
ITTF Asian Championships Pattaya 2015,2015-09-26,AL-JADAI Naif,CHOWDHURY Manash,4,0,"11,11,11,11|4,6,7,9",R128,OTHER,MS,254,Main Draw,AL-JADAI Naif (KSA),CHOWDHURY Manash (BAN),AL-JADAI Naif
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,SARSEMBAYEV Dias,4,0,"11,11,11,11|4,1,4,6",R128,OTHER,MS,254,Main Draw,SARSEMBAYEV Dias (KAZ),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,ALKHADRAWI Ali,MOUMJOGHLIAN Avo,4,1,"5,12,11,11,11|11,10,3,6,5",R64,OTHER,MS,254,Main Draw,MOUMJOGHLIAN Avo (LBN),ALKHADRAWI Ali (KSA),ALKHADRAWI Ali
ITTF Asian Championships Pattaya 2015,2015-09-26,GONZALES Richard,ALAMIYAN Noshad,4,0,"11,11,11,11|8,7,8,9",R64,OTHER,MS,254,Main Draw,GONZALES Richard (PHI),ALAMIYAN Noshad (IRI),GONZALES Richard
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit,SHETTY Sanil,4,0,"11,12,11,11|1,10,9,9",R64,OTHER,MS,254,Main Draw,HO Kwan Kit (HKG),SHETTY Sanil (IND),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,WANG LI Chung-Yi,GAO Ning,4,3,"6,11,2,10,11,14,11|11,7,11,12,8,12,6",R64,OTHER,MS,254,Main Draw,WANG LI Chung-Yi (TPE),GAO Ning (SGP),WANG LI Chung-Yi
ITTF Asian Championships Pattaya 2015,2015-09-26,YOSHIMURA Maharu,KELBUGANOV Timur,4,0,"13,11,14,13|11,7,12,11",R64,OTHER,MS,254,Main Draw,YOSHIMURA Maharu (JPN),KELBUGANOV Timur (KAZ),YOSHIMURA Maharu
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il,LAM Chee Yin,4,0,"11,11,11,11|7,7,6,7",R64,OTHER,MS,254,Main Draw,LAM Chee Yin (MAS),CHOE Il (PRK),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Minhyeok,DESAI Harmeet,4,2,"6,11,8,12,11,11|11,8,11,10,6,2",R64,OTHER,MS,254,Main Draw,KIM Minhyeok (KOR),DESAI Harmeet (IND),KIM Minhyeok
ITTF Asian Championships Pattaya 2015,2015-09-26,CHUANG Chih-Yuan,CHAITAT Chaisit,4,0,"11,11,11,11|2,7,5,5",R64,OTHER,MS,254,Main Draw,CHAITAT Chaisit (THA),CHUANG Chih-Yuan (TPE),CHUANG Chih-Yuan
ITTF Asian Championships Pattaya 2015,2015-09-26,FANG Bo,SANTOSO Ficky,4,0,"11,11,11,11|4,7,9,3",R64,OTHER,MS,254,Main Draw,FANG Bo (KAZ),SANTOSO Ficky (INA),FANG Bo
ITTF Asian Championships Pattaya 2015,2015-09-26,GHOSH Soumyajit,UDOMSILP Chanakarn,4,0,"11,11,11,11|3,5,4,2",R64,OTHER,MS,254,Main Draw,UDOMSILP Chanakarn (THA),GHOSH Soumyajit (IND),GHOSH Soumyajit
ITTF Asian Championships Pattaya 2015,2015-09-26,LIAO Cheng-Ting,AL-MOHANNADI Ahmad Khalil,4,0,"11,11,11,11|9,9,6,4",R64,OTHER,MS,254,Main Draw,LIAO Cheng-Ting (TPE),AL-MOHANNADI Ahmad Khalil (QAT),LIAO Cheng-Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka,IBRAHIM Muhd Shakirin,4,2,"11,11,11,11,8,11|7,1,13,6,11,8",R64,OTHER,MS,254,Main Draw,IBRAHIM Muhd Shakirin (MAS),MORIZONO Masataka (JPN),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Sang Su,PANG Xue Jie,4,0,"11,11,11,11|5,8,4,4",R64,OTHER,MS,254,Main Draw,LEE Sang Su (KOR),PANG Xue Jie (SGP),LEE Sang Su
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi,LE Tien Dat,4,3,"11,11,11,7,13,9,11|4,6,9,11,15,11,7",R64,OTHER,MS,254,Main Draw,LE Tien Dat (VIE),JIANG Tianyi (HKG),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,PAK Sin Hyok,LOTFIJANABADI Miad,4,0,"11,12,11,13|9,10,8,11",R64,OTHER,MS,254,Main Draw,PAK Sin Hyok (PRK),LOTFIJANABADI Miad (IRI),PAK Sin Hyok
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,ZHOLUDEV Denis,4,0,"11,11,11,11|5,4,4,3",R64,OTHER,MS,254,Main Draw,ZHOLUDEV Denis (KAZ),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHANG Jike,GERASSIMENKO Kirill,4,2,"11,5,19,12,11,11|8,11,21,10,4,3",R64,OTHER,MS,254,Main Draw,ZHANG Jike (CHN),GERASSIMENKO Kirill (KAZ),ZHANG Jike
ITTF Asian Championships Pattaya 2015,2015-09-26,CHEW Clarence,KANG Wi Hun,4,1,"11,11,11,8,11|8,9,8,11,7",R64,OTHER,MS,254,Main Draw,CHEW Clarence (SGP),KANG Wi Hun (PRK),CHEW Clarence
ITTF Asian Championships Pattaya 2015,2015-09-26,JANG Woojin,NG Pak Nam,4,1,"11,11,7,11,11|9,8,11,5,2",R64,OTHER,MS,254,Main Draw,JANG Woojin (KOR),NG Pak Nam (HKG),JANG Woojin
ITTF Asian Championships Pattaya 2015,2015-09-26,MURAMATSU Yuto,TANVIRIYAVECHAKUL Padasak,4,0,"11,11,11,11|5,9,4,5",R64,OTHER,MS,254,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),MURAMATSU Yuto (JPN),MURAMATSU Yuto
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting,TRAN Tuan Quynh,4,1,"7,11,11,11,11|11,5,8,1,6",R64,OTHER,MS,254,Main Draw,WONG Chun Ting (HKG),TRAN Tuan Quynh (VIE),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,ACHANTA Sharath,ALMUGHANNE Fahed,4,2,"13,7,11,11,8,11|11,11,8,5,11,4",R64,OTHER,MS,254,Main Draw,ALMUGHANNE Fahed (QAT),ACHANTA Sharath (IND),ACHANTA Sharath
ITTF Asian Championships Pattaya 2015,2015-09-26,CHIANG Hung-Chieh,NOROOZI Afshin,4,3,"10,11,11,9,9,11,11|12,8,6,11,11,6,5",R64,OTHER,MS,254,Main Draw,CHIANG Hung-Chieh (TPE),NOROOZI Afshin (IRI),CHIANG Hung-Chieh
