tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF World Tour Korea Open Busan 2019,2019-07-02,FREITAS Marcos,AN Jaehyun,4,1,"5,11,11,11,11|11,7,7,9,4",QR32,GRAND_SLAM,MS,2022,Qualification,AN Jaehyun (KOR),FREITAS Marcos (POR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XUE Fei,ASSAR Omar,4,2,"11,11,10,11,14,11|4,2,12,8,16,7",QR32,GRAND_SLAM,MS,2022,Qualification,XUE Fei (CHN),ASSAR Omar (EGY)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Chuqin,CHEN Chien-An,4,0,"11,11,11,11|5,8,8,4",QR32,GRAND_SLAM,MS,2022,Qualification,WANG Chuqin (CHN),CHEN Chien-An (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Chenhao,STOYANOV Niagol,4,1,"8,11,11,12,11|11,6,8,10,3",QR32,GRAND_SLAM,MS,2022,Qualification,STOYANOV Niagol (ITA),XU Chenhao (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,PERSSON Jon,HO Kwan Kit,4,0,"11,11,11,11|6,5,9,5",QR32,GRAND_SLAM,MS,2022,Qualification,PERSSON Jon (SWE),HO Kwan Kit (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Yang,SEO Hyundeok,4,0,"11,11,11,11|5,5,9,8",QR32,GRAND_SLAM,MS,2022,Qualification,WANG Yang (SVK),SEO Hyundeok (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DUDA Benedikt,UDA Yukiya,4,0,"13,11,11,11|11,4,8,5",QR32,GRAND_SLAM,MS,2022,Qualification,DUDA Benedikt (GER),UDA Yukiya (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SKACHKOV Kirill,WALTHER Ricardo,4,3,"9,11,6,14,11,10,11|11,9,11,12,7,12,4",QR32,GRAND_SLAM,MS,2022,Qualification,WALTHER Ricardo (GER),SKACHKOV Kirill (RUS)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KARLSSON Kristian,KENJAEV Zokhid,4,1,"11,11,11,11,11|6,6,7,13,6",QR32,GRAND_SLAM,MS,2022,Qualification,KARLSSON Kristian (SWE),KENJAEV Zokhid (UZB)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHUANG Chih-Yuan,PARK Ganghyeon,4,0,"11,11,11,11|6,7,7,7",QR32,GRAND_SLAM,MS,2022,Qualification,CHUANG Chih-Yuan (TPE),PARK Ganghyeon (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ACHANTA Sharath,KIM Daewoo,4,3,"9,14,11,11,10,7,11|11,12,5,6,12,11,8",QR32,GRAND_SLAM,MS,2022,Qualification,KIM Daewoo (KOR),ACHANTA Sharath (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JIN Takuya,MATSUDAIRA Kenta,4,2,"11,11,7,11,4,11|8,8,11,6,11,3",QR32,GRAND_SLAM,MS,2022,Qualification,MATSUDAIRA Kenta (JPN),JIN Takuya (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHO Seungmin,FLORE Tristan,4,1,"7,13,11,11,11|11,11,4,9,6",QR32,GRAND_SLAM,MS,2022,Qualification,FLORE Tristan (FRA),CHO Seungmin (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,YOSHIMURA Kazuhiro,ZHENG Peifeng,4,3,"7,6,11,15,7,12,12|11,11,6,13,11,10,10",QR32,GRAND_SLAM,MS,2022,Qualification,YOSHIMURA Kazuhiro (JPN),ZHENG Peifeng (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HAYATA Hina,CHEN Ke,4,2,"7,11,11,11,4,11|11,7,7,9,11,7",QR32,GRAND_SLAM,WS,2022,Qualification,HAYATA Hina (JPN),CHEN Ke (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HIRANO Yuki,YOSHIMURA Maharu,4,1,"11,5,11,11,16|4,11,9,6,14",QR32,GRAND_SLAM,MS,2022,Qualification,HIRANO Yuki (JPN),YOSHIMURA Maharu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ROBLES Alvaro,PISTEJ Lubomir,4,3,"8,11,11,11,9,12,11|11,13,7,9,11,10,4",QR32,GRAND_SLAM,MS,2022,Qualification,PISTEJ Lubomir (SVK),ROBLES Alvaro (ESP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,OJIO Haruna,SHAO Jieni,4,3,"11,3,6,14,12,8,11|6,11,11,12,10,11,8",QR32,GRAND_SLAM,WS,2022,Qualification,SHAO Jieni (POR),OJIO Haruna (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MORI Sakura,MATSUDAIRA Shiho,4,0,"11,11,11,11|8,5,4,6",QR32,GRAND_SLAM,WS,2022,Qualification,MATSUDAIRA Shiho (JPN),MORI Sakura (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,NAGASAKI Miyu,LEE Zion,4,3,"6,11,7,11,5,11,11|11,8,11,9,11,8,6",QR32,GRAND_SLAM,WS,2022,Qualification,LEE Zion (KOR),NAGASAKI Miyu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HE Zhuojia,ZENG Jian,4,1,"11,11,10,11,11|3,9,12,4,6",QR32,GRAND_SLAM,WS,2022,Qualification,HE Zhuojia (CHN),ZENG Jian (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LEE Ho Ching,DIAZ Melanie,4,0,"11,13,11,11|7,11,5,5",QR32,GRAND_SLAM,WS,2022,Qualification,DIAZ Melanie (PUR),LEE Ho Ching (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HASHIMOTO Honoka,YANG Ha Eun,4,0,"11,11,12,11|9,9,10,5",QR32,GRAND_SLAM,WS,2022,Qualification,YANG Ha Eun (KOR),HASHIMOTO Honoka (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIU Weishan,SHIN Yubin,4,1,"11,5,13,11,11|1,11,11,8,7",QR32,GRAND_SLAM,WS,2022,Qualification,LIU Weishan (CHN),SHIN Yubin (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MITTELHAM Nina,MATELOVA Hana,4,1,"11,3,11,11,14|6,11,9,8,12",QR32,GRAND_SLAM,WS,2022,Qualification,MATELOVA Hana (CZE),MITTELHAM Nina (GER)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KIHARA Miyuu,LIN Ye,4,2,"11,5,8,11,11,11|9,11,11,8,8,8",QR32,GRAND_SLAM,WS,2022,Qualification,KIHARA Miyuu (JPN),LIN Ye (CAN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SOMA Yumeno,MESHREF Dina,4,0,"11,11,11,11|7,4,6,5",QR32,GRAND_SLAM,WS,2022,Qualification,MESHREF Dina (EGY),SOMA Yumeno (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KIM Hayeong,CHEN Szu-Yu,4,3,"11,11,6,11,11,5,11|5,9,11,13,9,11,6",QR32,GRAND_SLAM,WS,2022,Qualification,KIM Hayeong (KOR),CHEN Szu-Yu (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,QIAN Tianyi,SAWETTABUT Suthasini,4,0,"11,16,11,11|7,14,6,7",QR32,GRAND_SLAM,WS,2022,Qualification,SAWETTABUT Suthasini (THA),QIAN Tianyi (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,BATRA Manika,LIU Xi,4,3,"7,11,6,11,11,11,11|11,8,11,7,13,6,7",QR32,GRAND_SLAM,WS,2022,Qualification,LIU Xi (CHN),BATRA Manika (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,NAKAMORI Honami,GASNIER Laura,4,0,"11,11,11,13|8,3,9,11",QR32,GRAND_SLAM,WS,2022,Qualification,NAKAMORI Honami (JPN),GASNIER Laura (FRA)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KATO Miyu,ODO Satsuki,4,1,"13,11,9,11,11|11,9,11,6,9",QR32,GRAND_SLAM,WS,2022,Qualification,ODO Satsuki (JPN),KATO Miyu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin/LIU Shiwen,AFANADOR Brian/DIAZ Adriana,3,0,"11,11,11|1,7,5",R16,GRAND_SLAM,XD,2022,Main Draw,XU Xin (CHN) / LIU Shiwen (CHN),AFANADOR Brian (PUR) / DIAZ Adriana (PUR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIM Jonghoon/YOO Eunchong,LEE Sang Su/JEON Jihee,3,2,"5,11,5,13,11|11,6,11,11,8",R16,GRAND_SLAM,XD,2022,Main Draw,LIM Jonghoon (KOR) / YOO Eunchong (KOR),LEE Sang Su (KOR) / JEON Jihee (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SZUDI Adam/PERGEL Szandra,YOSHIMURA Maharu/ISHIKAWA Kasumi,3,1,"6,13,11,11|11,11,7,9",R16,GRAND_SLAM,XD,2022,Main Draw,SZUDI Adam (HUN) / PERGEL Szandra (HUN),YOSHIMURA Maharu (JPN) / ISHIKAWA Kasumi (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FLORE Tristan/GASNIER Laura,WANG Yang/KUKULKOVA Tatiana,3,1,"11,13,11,11|6,15,6,7",R16,GRAND_SLAM,XD,2022,Main Draw,FLORE Tristan (FRA) / GASNIER Laura (FRA),WANG Yang (SVK) / KUKULKOVA Tatiana (SVK)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MIZUTANI Jun/ITO Mima,LIN Yun-Ju/CHENG I-Ching,3,1,"11,11,4,12|9,8,11,10",R16,GRAND_SLAM,XD,2022,Main Draw,MIZUTANI Jun (JPN) / ITO Mima (JPN),LIN Yun-Ju (TPE) / CHENG I-Ching (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WONG Chun Ting/DOO Hoi Kem,ACHANTA Sharath/BATRA Manika,3,2,"5,11,11,7,11|11,9,9,11,2",R16,GRAND_SLAM,XD,2022,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),ACHANTA Sharath (IND) / BATRA Manika (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,PISTEJ Lubomir/VARADY Barbora,GNANASEKARAN Sathiyan/KAMATH Archana,3,2,"3,9,11,11,11|11,11,6,9,8",R16,GRAND_SLAM,XD,2022,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),GNANASEKARAN Sathiyan (IND) / KAMATH Archana (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HO Kwan Kit/LEE Ho Ching,CHEW Clarence/ZENG Jian,3,2,"11,7,6,11,11|6,11,11,9,4",R16,GRAND_SLAM,XD,2022,Main Draw,HO Kwan Kit (HKG) / LEE Ho Ching (HKG),CHEW Clarence (SGP) / ZENG Jian (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHOI Hyojoo/YANG Ha Eun,GASNIER Laura/ZARIF Audrey,3,1,"11,2,11,11|7,11,7,3",R16,GRAND_SLAM,WD,2022,Main Draw,CHOI Hyojoo (KOR) / YANG Ha Eun (KOR),GASNIER Laura (FRA) / ZARIF Audrey (FRA)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HIRANO Miu/SHIBATA Saki,MITTELHAM Nina/SHAN Xiaona,3,1,"13,6,15,11|11,11,13,9",R16,GRAND_SLAM,WD,2022,Main Draw,HIRANO Miu (JPN) / SHIBATA Saki (JPN),MITTELHAM Nina (GER) / SHAN Xiaona (GER)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng/WANG Manyu,MA Wenting/SAWETTABUT Suthasini,3,0,"11,11,12|6,1,10",R16,GRAND_SLAM,WD,2022,Main Draw,CHEN Meng (CHN) / WANG Manyu (CHN),MA Wenting (NOR) / SAWETTABUT Suthasini (THA)
ITTF World Tour Korea Open Busan 2019,2019-07-02,NAKAMORI Honami/ODO Satsuki,CHEN Szu-Yu/CHENG Hsien-Tzu,3,0,"0,0,0|0,0,0",R16,GRAND_SLAM,WD,2022,Main Draw,NAKAMORI Honami (JPN) / ODO Satsuki (JPN),CHEN Szu-Yu (TPE) / CHENG Hsien-Tzu (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEON Jihee/LEE Zion,MAK Tze Wing/ZHU Chengzhu,3,1,"11,6,11,12|2,11,7,10",R16,GRAND_SLAM,WD,2022,Main Draw,JEON Jihee (KOR) / LEE Zion (KOR),MAK Tze Wing (HKG) / ZHU Chengzhu (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning/LIU Shiwen,DIAZ Adriana/DIAZ Melanie,3,0,"11,13,11|3,11,4",R16,GRAND_SLAM,WD,2022,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),DIAZ Adriana (PUR) / DIAZ Melanie (PUR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,YU Mengyu/ZENG Jian,LEE Ho Ching/SOO Wai Yam,3,1,"7,11,12,11|11,4,10,9",R16,GRAND_SLAM,WD,2022,Main Draw,YU Mengyu (SGP) / ZENG Jian (SGP),LEE Ho Ching (HKG) / SOO Wai Yam (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,VARADY Barbora/MATELOVA Hana,MUKHERJEE Sutirtha/PATKAR Madhurika,3,2,"11,11,3,11,11|5,9,11,13,4",R16,GRAND_SLAM,WD,2022,Main Draw,VARADY Barbora (SVK) / MATELOVA Hana (CZE),MUKHERJEE Sutirtha (IND) / PATKAR Madhurika (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HARIMOTO Tomokazu/NIWA Koki,AN Jaehyun/CHO Daeseong,3,2,"11,12,9,8,11|8,10,11,11,5",R16,GRAND_SLAM,MD,2022,Main Draw,HARIMOTO Tomokazu (JPN) / NIWA Koki (JPN),AN Jaehyun (KOR) / CHO Daeseong (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEOUNG Youngsik/LEE Sang Su,CHEW Clarence/POH Ethan,3,0,"11,11,11|6,6,5",R16,GRAND_SLAM,MD,2022,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),CHEW Clarence (SGP) / POH Ethan (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KALLBERG Anton/KARLSSON Kristian,CHUA Josh/PANG Koen,3,0,"11,11,11|9,2,7",R16,GRAND_SLAM,MD,2022,Main Draw,KALLBERG Anton (SWE) / KARLSSON Kristian (SWE),CHUA Josh (SGP) / PANG Koen (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DUDA Benedikt/QIU Dang,LAM Siu Hang/NG Pak Nam,3,0,"11,11,11|7,8,7",R16,GRAND_SLAM,MD,2022,Main Draw,DUDA Benedikt (GER) / QIU Dang (GER),LAM Siu Hang (HKG) / NG Pak Nam (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong/XU Xin,AKKUZU Can/FLORE Tristan,3,0,"11,11,11|5,3,3",R16,GRAND_SLAM,MD,2022,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),AKKUZU Can (FRA) / FLORE Tristan (FRA)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JANG Woojin/LIM Jonghoon,AFANADOR Brian/GONZALEZ Daniel,3,0,"11,11,11|7,8,7",R16,GRAND_SLAM,MD,2022,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),AFANADOR Brian (PUR) / GONZALEZ Daniel (PUR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MORIZONO Masataka/YOSHIMURA Maharu,JANCARIK Lubomir/SIRUCEK Pavel,3,0,"11,11,12|6,2,10",R16,GRAND_SLAM,MD,2022,Main Draw,MORIZONO Masataka (JPN) / YOSHIMURA Maharu (JPN),JANCARIK Lubomir (CZE) / SIRUCEK Pavel (CZE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HO Kwan Kit/WONG Chun Ting,MOREGARD Truls/PERSSON Jon,3,2,"11,12,11,8,11|8,14,5,11,5",R16,GRAND_SLAM,MD,2022,Main Draw,HO Kwan Kit (HKG) / WONG Chun Ting (HKG),MOREGARD Truls (SWE) / PERSSON Jon (SWE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHENG I-Ching,OJIO Haruna,4,0,"11,11,11,11|2,9,6,7",R32,GRAND_SLAM,WS,2022,Main Draw,OJIO Haruna (JPN),CHENG I-Ching (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEON Jihee,KATO Miyu,4,1,"11,11,11,12,11|9,9,13,10,6",R32,GRAND_SLAM,WS,2022,Main Draw,JEON Jihee (KOR),KATO Miyu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning,HE Zhuojia,4,1,"9,11,11,11,11|11,7,7,7,8",R32,GRAND_SLAM,WS,2022,Main Draw,DING Ning (CHN),HE Zhuojia (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FENG Tianwei,KIM Hayeong,4,2,"12,11,11,8,8,11|10,4,7,11,11,6",R32,GRAND_SLAM,WS,2022,Main Draw,KIM Hayeong (KOR),FENG Tianwei (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIU Shiwen,HAYATA Hina,4,2,"11,14,11,8,11,11|5,16,7,11,6,5",R32,GRAND_SLAM,WS,2022,Main Draw,HAYATA Hina (JPN),LIU Shiwen (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ISHIKAWA Kasumi,KIHARA Miyuu,4,1,"11,9,11,11,11|6,11,9,7,6",R32,GRAND_SLAM,WS,2022,Main Draw,ISHIKAWA Kasumi (JPN),KIHARA Miyuu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SUN Yingsha,QIAN Tianyi,4,3,"11,7,9,6,12,11,11|9,11,11,11,10,5,4",R32,GRAND_SLAM,WS,2022,Main Draw,SUN Yingsha (CHN),QIAN Tianyi (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SHIBATA Saki,MORI Sakura,4,1,"11,11,4,12,11|3,5,11,10,5",R32,GRAND_SLAM,WS,2022,Main Draw,MORI Sakura (JPN),SHIBATA Saki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JANG Woojin,XUE Fei,4,2,"11,11,11,6,9,11|8,8,8,11,11,8",R32,GRAND_SLAM,MS,2022,Main Draw,XUE Fei (CHN),JANG Woojin (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ROBLES Alvaro,GNANASEKARAN Sathiyan,4,2,"11,7,11,8,11,11|7,11,9,11,9,7",R32,GRAND_SLAM,MS,2022,Main Draw,ROBLES Alvaro (ESP),GNANASEKARAN Sathiyan (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEOUNG Youngsik,SKACHKOV Kirill,4,1,"11,13,11,10,19|5,11,8,12,17",R32,GRAND_SLAM,MS,2022,Main Draw,JEOUNG Youngsik (KOR),SKACHKOV Kirill (RUS)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong,XU Chenhao,4,3,"5,8,11,11,10,11,11|11,11,9,9,12,9,4",R32,GRAND_SLAM,MS,2022,Main Draw,FAN Zhendong (CHN),XU Chenhao (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MA Long,JIN Takuya,4,0,"13,11,11,11|11,6,7,6",R32,GRAND_SLAM,MS,2022,Main Draw,JIN Takuya (JPN),MA Long (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KARLSSON Kristian,MIZUTANI Jun,4,2,"11,9,3,11,11,11|9,11,11,8,5,7",R32,GRAND_SLAM,MS,2022,Main Draw,KARLSSON Kristian (SWE),MIZUTANI Jun (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIM Jonghoon,CHUANG Chih-Yuan,4,3,"12,11,8,5,11,9,11|10,8,11,11,5,11,8",R32,GRAND_SLAM,MS,2022,Main Draw,LIM Jonghoon (KOR),CHUANG Chih-Yuan (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KARLSSON Mattias,ACHANTA Sharath,4,3,"10,11,10,7,11,11,11|12,2,12,11,6,9,7",R32,GRAND_SLAM,MS,2022,Main Draw,KARLSSON Mattias (SWE),ACHANTA Sharath (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,NAGASAKI Miyu,SUH Hyo Won,4,1,"11,11,7,11,11|8,7,11,9,6",R32,GRAND_SLAM,WS,2022,Main Draw,NAGASAKI Miyu (JPN),SUH Hyo Won (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng,NAKAMORI Honami,4,0,"11,11,11,11|5,3,5,8",R32,GRAND_SLAM,WS,2022,Main Draw,NAKAMORI Honami (JPN),CHEN Meng (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ITO Mima,SOMA Yumeno,4,1,"11,11,11,9,11|8,7,5,11,6",R32,GRAND_SLAM,WS,2022,Main Draw,SOMA Yumeno (JPN),ITO Mima (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Manyu,BATRA Manika,4,0,"11,11,11,13|8,4,7,11",R32,GRAND_SLAM,WS,2022,Main Draw,WANG Manyu (CHN),BATRA Manika (IND)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HIRANO Miu,LEE Ho Ching,4,0,"11,11,11,11|5,7,5,3",R32,GRAND_SLAM,WS,2022,Main Draw,HIRANO Miu (JPN),LEE Ho Ching (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DOO Hoi Kem,MITTELHAM Nina,4,0,"11,11,11,11|8,8,7,9",R32,GRAND_SLAM,WS,2022,Main Draw,MITTELHAM Nina (GER),DOO Hoi Kem (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ZHU Yuling,LIU Weishan,4,0,"11,11,13,12|9,4,11,10",R32,GRAND_SLAM,WS,2022,Main Draw,ZHU Yuling (MAC),LIU Weishan (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SATO Hitomi,HASHIMOTO Honoka,4,0,"11,11,12,11|8,9,10,9",R32,GRAND_SLAM,WS,2022,Main Draw,SATO Hitomi (JPN),HASHIMOTO Honoka (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Chuqin,LIN Yun-Ju,4,0,"11,11,11,11|6,8,9,9",R32,GRAND_SLAM,MS,2022,Main Draw,LIN Yun-Ju (TPE),WANG Chuqin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin,HIRANO Yuki,4,0,"11,11,11,11|6,1,2,4",R32,GRAND_SLAM,MS,2022,Main Draw,HIRANO Yuki (JPN),XU Xin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HARIMOTO Tomokazu,PERSSON Jon,4,1,"11,11,4,11,11|7,6,11,5,7",R32,GRAND_SLAM,MS,2022,Main Draw,HARIMOTO Tomokazu (JPN),PERSSON Jon (SWE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WONG Chun Ting,WANG Yang,4,1,"13,11,6,11,11|11,7,11,7,4",R32,GRAND_SLAM,MS,2022,Main Draw,WANG Yang (SVK),WONG Chun Ting (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FREITAS Marcos,LEE Sang Su,4,3,"8,11,6,11,7,11,11|11,8,11,7,11,8,7",R32,GRAND_SLAM,MS,2022,Main Draw,FREITAS Marcos (POR),LEE Sang Su (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHO Seungmin,NIWA Koki,4,1,"8,11,11,11,11|11,9,8,9,6",R32,GRAND_SLAM,MS,2022,Main Draw,CHO Seungmin (KOR),NIWA Koki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ARUNA Quadri,DUDA Benedikt,4,1,"2,11,13,11,11|11,8,11,9,3",R32,GRAND_SLAM,MS,2022,Main Draw,ARUNA Quadri (NGR),DUDA Benedikt (GER)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIANG Jingkun,YOSHIMURA Kazuhiro,4,2,"7,11,11,12,6,13|11,9,7,10,11,11",R32,GRAND_SLAM,MS,2022,Main Draw,LIANG Jingkun (CHN),YOSHIMURA Kazuhiro (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin/LIU Shiwen,LIM Jonghoon/YOO Eunchong,3,0,"11,11,11|5,5,2",QF,GRAND_SLAM,XD,2022,Main Draw,XU Xin (CHN) / LIU Shiwen (CHN),LIM Jonghoon (KOR) / YOO Eunchong (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MIZUTANI Jun/ITO Mima,FLORE Tristan/GASNIER Laura,3,1,"8,11,11,14|11,5,7,12",QF,GRAND_SLAM,XD,2022,Main Draw,MIZUTANI Jun (JPN) / ITO Mima (JPN),FLORE Tristan (FRA) / GASNIER Laura (FRA)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HO Kwan Kit/LEE Ho Ching,SZUDI Adam/PERGEL Szandra,3,0,"11,11,11|6,6,9",QF,GRAND_SLAM,XD,2022,Main Draw,HO Kwan Kit (HKG) / LEE Ho Ching (HKG),SZUDI Adam (HUN) / PERGEL Szandra (HUN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WONG Chun Ting/DOO Hoi Kem,PISTEJ Lubomir/VARADY Barbora,3,1,"11,11,5,11|6,7,11,7",QF,GRAND_SLAM,XD,2022,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),PISTEJ Lubomir (SVK) / VARADY Barbora (SVK)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JANG Woojin/LIM Jonghoon,KALLBERG Anton/KARLSSON Kristian,3,0,"11,11,12|7,9,10",QF,GRAND_SLAM,MD,2022,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),KALLBERG Anton (SWE) / KARLSSON Kristian (SWE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEOUNG Youngsik/LEE Sang Su,HARIMOTO Tomokazu/NIWA Koki,3,1,"11,7,11,11|4,11,8,7",QF,GRAND_SLAM,MD,2022,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),HARIMOTO Tomokazu (JPN) / NIWA Koki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong/XU Xin,HO Kwan Kit/WONG Chun Ting,3,1,"9,11,11,11|11,9,6,4",QF,GRAND_SLAM,MD,2022,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),HO Kwan Kit (HKG) / WONG Chun Ting (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MORIZONO Masataka/YOSHIMURA Maharu,DUDA Benedikt/QIU Dang,3,1,"8,12,11,11|11,10,9,5",QF,GRAND_SLAM,MD,2022,Main Draw,MORIZONO Masataka (JPN) / YOSHIMURA Maharu (JPN),DUDA Benedikt (GER) / QIU Dang (GER)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng/WANG Manyu,HIRANO Miu/SHIBATA Saki,3,0,"12,11,11|10,5,8",QF,GRAND_SLAM,WD,2022,Main Draw,CHEN Meng (CHN) / WANG Manyu (CHN),HIRANO Miu (JPN) / SHIBATA Saki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning/LIU Shiwen,YU Mengyu/ZENG Jian,3,0,"11,11,11|3,5,9",QF,GRAND_SLAM,WD,2022,Main Draw,DING Ning (CHN) / LIU Shiwen (CHN),YU Mengyu (SGP) / ZENG Jian (SGP)
