tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEON Jihee/LEE Zion,NAKAMORI Honami/ODO Satsuki,3,1,"11,11,8,11|9,6,11,4",QF,GRAND_SLAM,WD,2022,Main Draw,JEON Jihee (KOR) / LEE Zion (KOR),NAKAMORI Honami (JPN) / ODO Satsuki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHOI Hyojoo/YANG Ha Eun,VARADY Barbora/MATELOVA Hana,3,1,"11,8,11,11|8,11,7,3",QF,GRAND_SLAM,WD,2022,Main Draw,CHOI Hyojoo (KOR) / YANG Ha Eun (KOR),VARADY Barbora (SVK) / MATELOVA Hana (CZE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEOUNG Youngsik,JANG Woojin,4,0,"11,12,11,11|8,10,4,4",R16,GRAND_SLAM,MS,2022,Main Draw,JEOUNG Youngsik (KOR),JANG Woojin (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Chuqin,FREITAS Marcos,4,1,"11,11,11,10,11|2,6,5,12,5",R16,GRAND_SLAM,MS,2022,Main Draw,WANG Chuqin (CHN),FREITAS Marcos (POR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong,ROBLES Alvaro,4,0,"11,11,11,11|2,9,6,9",R16,GRAND_SLAM,MS,2022,Main Draw,FAN Zhendong (CHN),ROBLES Alvaro (ESP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,KARLSSON Kristian,KARLSSON Mattias,4,2,"7,13,10,11,11,11|11,11,12,7,9,8",R16,GRAND_SLAM,MS,2022,Main Draw,KARLSSON Mattias (SWE),KARLSSON Kristian (SWE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEON Jihee,CHENG I-Ching,4,1,"11,11,6,11,11|5,7,11,9,8",R16,GRAND_SLAM,WS,2022,Main Draw,JEON Jihee (KOR),CHENG I-Ching (TPE)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning,FENG Tianwei,4,1,"11,9,11,11,11|4,11,4,9,5",R16,GRAND_SLAM,WS,2022,Main Draw,DING Ning (CHN),FENG Tianwei (SGP)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Manyu,NAGASAKI Miyu,4,2,"9,13,10,11,11,11|11,11,12,9,4,6",R16,GRAND_SLAM,WS,2022,Main Draw,WANG Manyu (CHN),NAGASAKI Miyu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ISHIKAWA Kasumi,SHIBATA Saki,4,1,"11,8,11,11,11|6,11,3,6,5",R16,GRAND_SLAM,WS,2022,Main Draw,ISHIKAWA Kasumi (JPN),SHIBATA Saki (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin/LIU Shiwen,MIZUTANI Jun/ITO Mima,3,1,"8,11,13,11|11,4,11,8",SF,GRAND_SLAM,XD,2022,Main Draw,XU Xin (CHN) / LIU Shiwen (CHN),MIZUTANI Jun (JPN) / ITO Mima (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WONG Chun Ting/DOO Hoi Kem,HO Kwan Kit/LEE Ho Ching,3,0,"11,11,11|8,9,7",SF,GRAND_SLAM,XD,2022,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),HO Kwan Kit (HKG) / LEE Ho Ching (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHOI Hyojoo/YANG Ha Eun,JEON Jihee/LEE Zion,3,1,"7,11,11,11|11,9,8,7",SF,GRAND_SLAM,WD,2022,Main Draw,CHOI Hyojoo (KOR) / YANG Ha Eun (KOR),JEON Jihee (KOR) / LEE Zion (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng/WANG Manyu,DING Ning/LIU Shiwen,3,2,"14,11,11,9,12|16,8,6,11,10",SF,GRAND_SLAM,WD,2022,Main Draw,CHEN Meng (CHN) / WANG Manyu (CHN),DING Ning (CHN) / LIU Shiwen (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong/XU Xin,MORIZONO Masataka/YOSHIMURA Maharu,3,1,"12,11,14,11|14,9,12,6",SF,GRAND_SLAM,MD,2022,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),MORIZONO Masataka (JPN) / YOSHIMURA Maharu (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ZHU Yuling,DOO Hoi Kem,4,0,"11,11,11,11|4,4,7,3",R16,GRAND_SLAM,WS,2022,Main Draw,ZHU Yuling (MAC),DOO Hoi Kem (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,ITO Mima,SATO Hitomi,4,0,"11,11,11,11|8,6,5,6",R16,GRAND_SLAM,WS,2022,Main Draw,SATO Hitomi (JPN),ITO Mima (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SUN Yingsha,LIU Shiwen,4,2,"11,10,11,11,9,11|9,12,9,7,11,6",R16,GRAND_SLAM,WS,2022,Main Draw,SUN Yingsha (CHN),LIU Shiwen (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MA Long,LIM Jonghoon,4,3,"11,11,7,11,8,9,14|5,9,11,5,11,11,12",R16,GRAND_SLAM,MS,2022,Main Draw,LIM Jonghoon (KOR),MA Long (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,HARIMOTO Tomokazu,WONG Chun Ting,4,2,"7,11,5,15,11,16|11,4,11,13,6,14",R16,GRAND_SLAM,MS,2022,Main Draw,HARIMOTO Tomokazu (JPN),WONG Chun Ting (HKG)
ITTF World Tour Korea Open Busan 2019,2019-07-02,LIANG Jingkun,CHO Seungmin,4,2,"8,18,11,16,15,11|11,16,8,18,13,7",R16,GRAND_SLAM,MS,2022,Main Draw,LIANG Jingkun (CHN),CHO Seungmin (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin,ARUNA Quadri,4,1,"11,8,11,11,11|3,11,5,2,5",R16,GRAND_SLAM,MS,2022,Main Draw,ARUNA Quadri (NGR),XU Xin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng,ZHU Yuling,4,0,"11,11,11,11|4,7,6,7",QF,GRAND_SLAM,WS,2022,Main Draw,ZHU Yuling (MAC),CHEN Meng (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,SUN Yingsha,ISHIKAWA Kasumi,4,3,"10,8,11,9,11,11,13|12,11,8,11,3,6,11",QF,GRAND_SLAM,WS,2022,Main Draw,ISHIKAWA Kasumi (JPN),SUN Yingsha (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Chuqin,HARIMOTO Tomokazu,4,2,"11,12,11,8,5,11|8,10,7,11,11,7",QF,GRAND_SLAM,MS,2022,Main Draw,HARIMOTO Tomokazu (JPN),WANG Chuqin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,JEOUNG Youngsik,FAN Zhendong,4,2,"11,9,8,13,11,12|5,11,11,11,9,10",QF,GRAND_SLAM,MS,2022,Main Draw,FAN Zhendong (CHN),JEOUNG Youngsik (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WONG Chun Ting/DOO Hoi Kem,XU Xin/LIU Shiwen,3,1,"11,11,6,13|9,8,11,11",F,GRAND_SLAM,XD,2022,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),XU Xin (CHN) / LIU Shiwen (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,FAN Zhendong/XU Xin,JEOUNG Youngsik/LEE Sang Su,3,0,"11,11,11|9,7,6",F,GRAND_SLAM,MD,2022,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),JEOUNG Youngsik (KOR) / LEE Sang Su (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng/WANG Manyu,CHOI Hyojoo/YANG Ha Eun,3,0,"12,15,11|10,13,6",F,GRAND_SLAM,WD,2022,Main Draw,CHEN Meng (CHN) / WANG Manyu (CHN),CHOI Hyojoo (KOR) / YANG Ha Eun (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MA Long,KARLSSON Kristian,4,2,"9,9,11,11,11,11|11,11,8,3,5,8",QF,GRAND_SLAM,MS,2022,Main Draw,KARLSSON Kristian (SWE),MA Long (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin,LIANG Jingkun,4,2,"11,3,11,14,5,11|6,11,3,12,11,9",QF,GRAND_SLAM,MS,2022,Main Draw,LIANG Jingkun (CHN),XU Xin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning,JEON Jihee,4,0,"11,11,11,11|7,8,6,3",QF,GRAND_SLAM,WS,2022,Main Draw,DING Ning (CHN),JEON Jihee (KOR)
ITTF World Tour Korea Open Busan 2019,2019-07-02,WANG Manyu,ITO Mima,4,0,"11,11,11,11|7,7,4,8",QF,GRAND_SLAM,WS,2022,Main Draw,WANG Manyu (CHN),ITO Mima (JPN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,MA Long,JEOUNG Youngsik,4,1,"11,5,11,11,11|7,11,7,6,9",SF,GRAND_SLAM,MS,2022,Main Draw,JEOUNG Youngsik (KOR),MA Long (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin,WANG Chuqin,4,2,"8,20,11,11,5,11|11,18,7,7,11,5",SF,GRAND_SLAM,MS,2022,Main Draw,WANG Chuqin (CHN),XU Xin (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,DING Ning,SUN Yingsha,4,3,"8,11,8,9,11,11,11|11,5,11,11,8,6,8",SF,GRAND_SLAM,WS,2022,Main Draw,DING Ning (CHN),SUN Yingsha (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,CHEN Meng,WANG Manyu,4,3,"11,8,11,12,10,11,11|3,11,3,14,12,9,6",SF,GRAND_SLAM,WS,2022,Main Draw,WANG Manyu (CHN),CHEN Meng (CHN)
ITTF World Tour Korea Open Busan 2019,2019-07-02,XU Xin,MA Long,4,1,"7,11,11,11,11|11,6,9,7,8",F,GRAND_SLAM,MS,2022,Main Draw,MA Long (CHN),XU Xin (CHN)
