tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAY Jian Fang,DAS Mouma,3,1,"9,11,11,11|11,6,5,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LAY Jian Fang (AUS),DAS Mouma (IND),LAY Jian Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIAO Miao,KUMARESAN Shamini,3,2,"12,7,9,15,11|10,11,11,13,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MIAO Miao (AUS),KUMARESAN Shamini (IND),MIAO Miao
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Ankita,BROMLEY Michelle,3,0,"11,12,11|8,10,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Ankita (IND),BROMLEY Michelle (AUS),DAS Ankita
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAY Jian Fang,KUMARESAN Shamini,3,2,"10,11,11,4,11|12,6,7,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LAY Jian Fang (AUS),KUMARESAN Shamini (IND),LAY Jian Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAY Jian Fang,GONDERINGER Tessy,3,0,"11,11,11|3,8,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LAY Jian Fang (AUS),GONDERINGER Tessy (LUX),LAY Jian Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DE NUTTE Sarah,MIAO Miao,3,2,"7,8,11,11,11|11,11,5,9,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DE NUTTE Sarah (LUX),MIAO Miao (AUS),DE NUTTE Sarah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BROMLEY Michelle,SCHLINK Vinita,3,1,"11,11,7,11|8,6,11,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,BROMLEY Michelle (AUS),SCHLINK Vinita (LUX),BROMLEY Michelle
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIAO Miao,GONDERINGER Tessy,3,1,"11,10,11,11|2,12,9,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MIAO Miao (AUS),GONDERINGER Tessy (LUX),MIAO Miao
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Mouma,TROTTI Elisa,3,1,"11,11,9,11|9,5,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Mouma (IND),TROTTI Elisa (ITA),DAS Mouma
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RIDOLFI Lisa,DAS Ankita,3,2,"8,6,11,11,12|11,11,7,8,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RIDOLFI Lisa (ITA),DAS Ankita (IND),RIDOLFI Lisa
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMARESAN Shamini,VIVARELLI Debora,3,2,"11,8,9,11,11|6,12,11,5,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMARESAN Shamini (IND),VIVARELLI Debora (ITA),KUMARESAN Shamini
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Ankita,TROTTI Elisa,3,2,"6,6,11,11,11|11,11,5,7,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Ankita (IND),TROTTI Elisa (ITA),DAS Ankita
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KRAVCHENKO Marina,JACOBSEN Mie,3,0,"11,11,11|2,6,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KRAVCHENKO Marina (ISR),JACOBSEN Mie (DEN),KRAVCHENKO Marina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TROSMAN Nicole,CHRISTENSEN Stefanie,3,0,"11,11,11|5,4,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TROSMAN Nicole (ISR),CHRISTENSEN Stefanie (DEN),TROSMAN Nicole
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AGERHOLM Pernille,RUVMAN Natali,3,1,"6,11,11,11|11,5,9,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,AGERHOLM Pernille (DEN),RUVMAN Natali (ISR),AGERHOLM Pernille
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KRAVCHENKO Marina,CHRISTENSEN Stefanie,3,0,,,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KRAVCHENKO Marina (ISR),CHRISTENSEN Stefanie (DEN),KRAVCHENKO Marina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,KMOTORKOVA Lenka,3,0,"11,11,11|8,9,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),KMOTORKOVA Lenka (SVK),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAUBNEROVA Andrea,ARAQUE Johana,3,0,"11,11,11|7,4,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAUBNEROVA Andrea (SVK),ARAQUE Johana (COL),DAUBNEROVA Andrea
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VARADY Barbora,RUANO Lady,3,0,"11,11,11|4,6,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VARADY Barbora (SVK),RUANO Lady (COL),VARADY Barbora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAUBNEROVA Andrea,MEDINA Paula,3,1,"3,11,11,11|11,9,9,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAUBNEROVA Andrea (SVK),MEDINA Paula (COL),DAUBNEROVA Andrea
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SAPORTA Dana,DAUBNEROVA Andrea,3,2,"6,11,6,11,11|11,7,11,3,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SAPORTA Dana (ISR),DAUBNEROVA Andrea (SVK),SAPORTA Dana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TROSMAN Nicole,HUDECOVA Sona,3,2,"11,8,8,11,11|5,11,11,8,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TROSMAN Nicole (ISR),HUDECOVA Sona (SVK),TROSMAN Nicole
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VARADY Barbora,RUVMAN Natali,3,1,"11,11,9,11|8,6,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VARADY Barbora (SVK),RUVMAN Natali (ISR),VARADY Barbora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TROSMAN Nicole,DAUBNEROVA Andrea,3,0,"12,13,11|10,11,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TROSMAN Nicole (ISR),DAUBNEROVA Andrea (SVK),TROSMAN Nicole
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JACOBSEN Mie,ARAQUE Johana,3,2,"11,11,6,8,12|7,6,11,11,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,JACOBSEN Mie (DEN),ARAQUE Johana (COL),JACOBSEN Mie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,AGERHOLM Pernille,3,2,"11,3,5,11,11|4,11,11,5,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),AGERHOLM Pernille (DEN),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RUANO Lady,CHRISTENSEN Stefanie,3,0,,,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RUANO Lady (COL),CHRISTENSEN Stefanie (DEN),RUANO Lady
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,JACOBSEN Mie,3,0,"11,11,11|6,5,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),JACOBSEN Mie (DEN),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETROVA Detelina,PANNAK Piyaporn,3,2,"11,8,7,11,11|7,11,11,4,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PETROVA Detelina (BUL),PANNAK Piyaporn (THA),PETROVA Detelina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GATINSKA Katalina,KOMWONG Nanthana,3,0,"11,11,12|8,8,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GATINSKA Katalina (BUL),KOMWONG Nanthana (THA),GATINSKA Katalina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ALTINKAYA Sibel,RATTANAVONGSA Rattanaporn,3,0,"11,11,11|8,5,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ALTINKAYA Sibel (TUR),RATTANAVONGSA Rattanaporn (THA),ALTINKAYA Sibel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAO Maria,YAMADA Jessica,3,0,"11,11,11|5,8,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAO Maria (ESP),YAMADA Jessica (BRA),XIAO Maria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMAHARA Luca,MARTINS Catia,3,2,"11,12,11,9,11|8,14,6,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMAHARA Luca (BRA),MARTINS Catia (POR),KUMAHARA Luca
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NEVES Ana,KAWAI Katia,3,0,"11,11,11|7,6,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NEVES Ana (POR),KAWAI Katia (BRA),NEVES Ana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAO Maria,KUMAHARA Luca,3,1,"11,16,6,12|7,14,11,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAO Maria (ESP),KUMAHARA Luca (BRA),XIAO Maria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETROVA Detelina,MARTINS Catia,3,0,"11,11,11|3,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PETROVA Detelina (BUL),MARTINS Catia (POR),PETROVA Detelina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GATINSKA Katalina,NEVES Ana,3,2,"11,13,7,5,12|6,11,11,11,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GATINSKA Katalina (BUL),NEVES Ana (POR),GATINSKA Katalina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GONCALVES Mariana,ALTINKAYA Sibel,3,1,"11,11,8,11|8,8,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GONCALVES Mariana (POR),ALTINKAYA Sibel (TUR),GONCALVES Mariana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETROVA Detelina,NEVES Ana,3,2,"6,11,11,8,11|11,7,7,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PETROVA Detelina (BUL),NEVES Ana (POR),PETROVA Detelina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOMWONG Nanthana,KAWAI Katia,3,0,"11,11,11|3,4,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KOMWONG Nanthana (THA),KAWAI Katia (BRA),KOMWONG Nanthana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMAHARA Luca,PANNAK Piyaporn,3,1,"11,11,7,11|6,4,11,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMAHARA Luca (BRA),PANNAK Piyaporn (THA),KUMAHARA Luca
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SILVA Ligia,RATTANAVONGSA Rattanaporn,3,2,"11,11,7,4,14|8,8,11,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SILVA Ligia (BRA),RATTANAVONGSA Rattanaporn (THA),SILVA Ligia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOMWONG Nanthana,KUMAHARA Luca,3,0,"16,12,11|14,10,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KOMWONG Nanthana (THA),KUMAHARA Luca (BRA),KOMWONG Nanthana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PANNAK Piyaporn,KAWAI Katia,3,1,"13,12,11,11|15,10,1,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PANNAK Piyaporn (THA),KAWAI Katia (BRA),PANNAK Piyaporn
World Team Table Tennis Championships Dortmund 2012,2012-03-25,STUCKYTE Egle,PETROVA Valeria,3,1,"11,10,11,12|6,12,5,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,STUCKYTE Egle (LTU),PETROVA Valeria (EST),STUCKYTE Egle
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TSISTJAKOVA Tatjana,VENSLAVICIUTE Ieva,3,0,"12,11,11|10,9,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TSISTJAKOVA Tatjana (EST),VENSLAVICIUTE Ieva (LTU),TSISTJAKOVA Tatjana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KETSKO Olesja,JANKAUSKIENE Egle,3,0,"11,11,11|8,9,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KETSKO Olesja (EST),JANKAUSKIENE Egle (LTU),KETSKO Olesja
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TSISTJAKOVA Tatjana,STUCKYTE Egle,3,1,"13,8,11,11|11,11,8,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TSISTJAKOVA Tatjana (EST),STUCKYTE Egle (LTU),TSISTJAKOVA Tatjana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHIU Soo Jiin,MORET Rachel,3,0,"11,11,11|8,5,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHIU Soo Jiin (MAS),MORET Rachel (SUI),CHIU Soo Jiin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NG Sock Khim,SCHARRER Laura,3,1,"8,11,11,11|11,6,5,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NG Sock Khim (MAS),SCHARRER Laura (SUI),NG Sock Khim
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ASCHWANDEN Rahel,LEE Rou You,3,0,"11,11,11|7,4,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ASCHWANDEN Rahel (SUI),LEE Rou You (MAS),ASCHWANDEN Rahel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MORET Rachel,NG Sock Khim,3,0,"13,11,11|11,7,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MORET Rachel (SUI),NG Sock Khim (MAS),MORET Rachel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHIU Soo Jiin,SCHARRER Laura,3,1,"11,8,11,11|4,11,5,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHIU Soo Jiin (MAS),SCHARRER Laura (SUI),CHIU Soo Jiin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Fabiola,NWACHUKWU Onyinyechi,3,0,"11,13,11|7,11,1",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMOS Fabiola (VEN),NWACHUKWU Onyinyechi (CGO),RAMOS Fabiola
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HAN Xing,ARVELO Gremlis,3,0,"11,11,11|8,6,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HAN Xing (CGO),ARVELO Gremlis (VEN),HAN Xing
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GONZALEZ Roxy,YANG Fen,3,0,,,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GONZALEZ Roxy (VEN),YANG Fen (CGO),GONZALEZ Roxy
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Fabiola,HAN Xing,3,1,"12,11,10,11|10,8,12,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMOS Fabiola (VEN),HAN Xing (CGO),RAMOS Fabiola
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Chunli,OSHONAIKE Olufunke,3,0,"11,11,11|8,8,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Chunli (NZL),OSHONAIKE Olufunke (NGR),LI Chunli
World Team Table Tennis Championships Dortmund 2012,2012-03-25,EDEM Offiong,PATERSON Natalie,3,0,"11,11,11|2,3,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,EDEM Offiong (NGR),PATERSON Natalie (NZL),EDEM Offiong
World Team Table Tennis Championships Dortmund 2012,2012-03-25,AKPAN Cecilia,HER-LEE Sarah,3,1,"9,11,11,11|11,8,8,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,AKPAN Cecilia (NGR),HER-LEE Sarah (NZL),AKPAN Cecilia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Chunli,EDEM Offiong,3,0,"11,11,11|6,9,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LI Chunli (NZL),EDEM Offiong (NGR),LI Chunli
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OSHONAIKE Olufunke,PATERSON Natalie,3,2,"9,11,11,8,11|11,6,3,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,OSHONAIKE Olufunke (NGR),PATERSON Natalie (NZL),OSHONAIKE Olufunke
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TSISTJAKOVA Tatjana,ELDAWLATLY Nadeen,3,1,"11,8,11,11|7,11,9,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TSISTJAKOVA Tatjana (EST),ELDAWLATLY Nadeen (EGY),TSISTJAKOVA Tatjana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MESHREF Dina,PETROVA Valeria,3,0,"11,11,11|7,3,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MESHREF Dina (EGY),PETROVA Valeria (EST),MESHREF Dina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MAGDY Raghd,KETSKO Olesja,3,2,"11,11,9,7,11|6,6,11,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MAGDY Raghd (EGY),KETSKO Olesja (EST),MAGDY Raghd
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MESHREF Dina,TSISTJAKOVA Tatjana,3,0,"11,11,11|8,4,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MESHREF Dina (EGY),TSISTJAKOVA Tatjana (EST),MESHREF Dina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NG Sock Khim,DRINKHALL Joanna,3,0,"12,11,11|10,5,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NG Sock Khim (MAS),DRINKHALL Joanna (ENG),NG Sock Khim
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SIBLEY Kelly,CHIU Soo Jiin,3,0,"11,11,11|8,5,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SIBLEY Kelly (ENG),CHIU Soo Jiin (MAS),SIBLEY Kelly
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEE Rou You,HICKS Hannah,3,0,"11,11,11|8,8,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LEE Rou You (MAS),HICKS Hannah (ENG),LEE Rou You
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SIBLEY Kelly,NG Sock Khim,3,0,"11,11,11|6,5,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SIBLEY Kelly (ENG),NG Sock Khim (MAS),SIBLEY Kelly
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DRINKHALL Joanna,CHIU Soo Jiin,3,1,"11,9,11,11|7,11,4,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DRINKHALL Joanna (ENG),CHIU Soo Jiin (MAS),DRINKHALL Joanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ARVELO Gremlis,CHRISTOFORAKI Maria,3,2,"7,11,11,8,11|11,9,6,11,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ARVELO Gremlis (VEN),CHRISTOFORAKI Maria (GRE),ARVELO Gremlis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Fabiola,TOLIOU Aikaterini,3,1,"12,7,11,11|10,11,1,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMOS Fabiola (VEN),TOLIOU Aikaterini (GRE),RAMOS Fabiola
World Team Table Tennis Championships Dortmund 2012,2012-03-25,EXARCHOU Filareti,GONZALEZ Roxy,3,0,"11,11,11|4,6,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,EXARCHOU Filareti (GRE),GONZALEZ Roxy (VEN),EXARCHOU Filareti
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMOS Fabiola,CHRISTOFORAKI Maria,3,1,"10,11,12,11|12,9,10,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMOS Fabiola (VEN),CHRISTOFORAKI Maria (GRE),RAMOS Fabiola
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GALIC Alex,EDEM Offiong,3,1,"13,11,5,11|11,3,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GALIC Alex (SLO),EDEM Offiong (NGR),GALIC Alex
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TOMAZINI Jana,OSHONAIKE Olufunke,3,1,"4,11,11,11|11,7,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TOMAZINI Jana (SLO),OSHONAIKE Olufunke (NGR),TOMAZINI Jana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLIN Nina,AKPAN Cecilia,3,1,"11,8,11,11|9,11,7,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLIN Nina (SLO),AKPAN Cecilia (NGR),PAVLIN Nina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SIBLEY Kelly,ELDAWLATLY Nadeen,3,1,"13,11,11,11|11,13,4,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SIBLEY Kelly (ENG),ELDAWLATLY Nadeen (EGY),SIBLEY Kelly
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DRINKHALL Joanna,MESHREF Dina,3,0,"11,12,11|6,10,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DRINKHALL Joanna (ENG),MESHREF Dina (EGY),DRINKHALL Joanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ELSHOBARY Reem,DAWSON Jessica,3,0,"11,11,11|4,9,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ELSHOBARY Reem (EGY),DAWSON Jessica (ENG),ELSHOBARY Reem
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MESHREF Dina,SIBLEY Kelly,3,0,"11,11,12|9,6,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MESHREF Dina (EGY),SIBLEY Kelly (ENG),MESHREF Dina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DRINKHALL Joanna,ELDAWLATLY Nadeen,3,0,"11,11,11|1,9,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DRINKHALL Joanna (ENG),ELDAWLATLY Nadeen (EGY),DRINKHALL Joanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GALIC Alex,RAMOS Fabiola,3,1,"11,12,1,11|3,10,11,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GALIC Alex (SLO),RAMOS Fabiola (VEN),GALIC Alex
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TOMAZINI Jana,ARVELO Gremlis,3,1,"11,7,11,12|6,11,9,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TOMAZINI Jana (SLO),ARVELO Gremlis (VEN),TOMAZINI Jana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLIN Nina,GONZALEZ Roxy,3,1,"11,10,12,11|5,12,10,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLIN Nina (SLO),GONZALEZ Roxy (VEN),PAVLIN Nina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLIN Nina,DAWSON Jessica,3,1,"11,11,3,11|6,9,11,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLIN Nina (SLO),DAWSON Jessica (ENG),PAVLIN Nina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DRINKHALL Joanna,GALIC Alex,3,1,"11,11,8,11|4,6,11,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DRINKHALL Joanna (ENG),GALIC Alex (SLO),DRINKHALL Joanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HICKS Hannah,FAJMUT Manca,3,0,"11,11,11|1,0,0",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HICKS Hannah (ENG),FAJMUT Manca (SLO),HICKS Hannah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GALIC Alex,DAWSON Jessica,3,0,"11,11,11|4,7,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GALIC Alex (SLO),DAWSON Jessica (ENG),GALIC Alex
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DRINKHALL Joanna,PAVLIN Nina,3,0,"11,11,11|5,7,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DRINKHALL Joanna (ENG),PAVLIN Nina (SLO),DRINKHALL Joanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ELSHOBARY Reem,RAMOS Fabiola,3,2,"11,11,1,6,12|8,7,11,11,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ELSHOBARY Reem (EGY),RAMOS Fabiola (VEN),ELSHOBARY Reem
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MESHREF Dina,ARVELO Gremlis,3,0,"11,12,11|3,10,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MESHREF Dina (EGY),ARVELO Gremlis (VEN),MESHREF Dina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MAGDY Raghd,GONZALEZ Roxy,3,2,"10,11,11,9,15|12,6,7,11,13",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MAGDY Raghd (EGY),GONZALEZ Roxy (VEN),MAGDY Raghd
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NG Sock Khim,KETSKO Olesja,3,0,"11,11,11|9,7,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NG Sock Khim (MAS),KETSKO Olesja (EST),NG Sock Khim
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TSISTJAKOVA Tatjana,CHIU Soo Jiin,3,2,"11,11,9,9,11|9,6,11,11,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TSISTJAKOVA Tatjana (EST),CHIU Soo Jiin (MAS),TSISTJAKOVA Tatjana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEE Rou You,PETROVA Valeria,3,1,"8,11,11,11|11,6,7,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LEE Rou You (MAS),PETROVA Valeria (EST),LEE Rou You
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NG Sock Khim,TSISTJAKOVA Tatjana,3,0,"11,11,15|8,7,13",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NG Sock Khim (MAS),TSISTJAKOVA Tatjana (EST),NG Sock Khim
World Team Table Tennis Championships Dortmund 2012,2012-03-25,EDEM Offiong,TOLIOU Aikaterini,3,2,"11,11,10,12,11|8,4,12,14,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,EDEM Offiong (NGR),TOLIOU Aikaterini (GRE),EDEM Offiong
