tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
East Asian Games Tianjin 2013,2013-11-07,YAN An,LAM Tong Hou,3,0,,R16,OTHER,MS,541,Main Draw,YAN An (CHN),LAM Tong Hou (MAC),YAN An
East Asian Games Tianjin 2013,2013-11-07,CHEN Chien-An,CHEUNG Yuk,3,0,,R16,OTHER,MS,541,Main Draw,CHEN Chien-An (TPE),CHEUNG Yuk (HKG),CHEN Chien-An
East Asian Games Tianjin 2013,2013-11-07,JEOUNG Youngsik,KIM Nam Chol,3,0,,R16,OTHER,MS,541,Main Draw,JEOUNG Youngsik (KOR),KIM Nam Chol (PRK),JEOUNG Youngsik
East Asian Games Tianjin 2013,2013-11-07,MATSUDAIRA Kenta,BATBAYAR Munkh-Orgil,3,0,,R16,OTHER,MS,541,Main Draw,MATSUDAIRA Kenta (JPN),BATBAYAR Munkh-Orgil (MGL),MATSUDAIRA Kenta
East Asian Games Tianjin 2013,2013-11-07,NIWA Koki,BATKHISHIG Bilegt,3,0,,R16,OTHER,MS,541,Main Draw,NIWA Koki (JPN),BATKHISHIG Bilegt (MGL),NIWA Koki
East Asian Games Tianjin 2013,2013-11-07,KIM Hyok Bong,CHIANG Hung-Chieh,3,0,,R16,OTHER,MS,541,Main Draw,KIM Hyok Bong (PRK),CHIANG Hung-Chieh (TPE),KIM Hyok Bong
East Asian Games Tianjin 2013,2013-11-07,LEE Sang Su,WONG Chun Ting,3,0,,R16,OTHER,MS,541,Main Draw,LEE Sang Su (KOR),WONG Chun Ting (HKG),LEE Sang Su
East Asian Games Tianjin 2013,2013-11-07,FAN Zhendong,CHEONG Cheng Wa,3,0,,R16,OTHER,MS,541,Main Draw,FAN Zhendong (CHN),CHEONG Cheng Wa (MAC),FAN Zhendong
East Asian Games Tianjin 2013,2013-11-07,YAN An,CHEN Chien-An,3,0,,QF,OTHER,MS,541,Main Draw,YAN An (CHN),CHEN Chien-An (TPE),YAN An
East Asian Games Tianjin 2013,2013-11-07,JEOUNG Youngsik,MATSUDAIRA Kenta,3,0,,QF,OTHER,MS,541,Main Draw,JEOUNG Youngsik (KOR),MATSUDAIRA Kenta (JPN),JEOUNG Youngsik
