tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Table Tennis Championships Finals Houston 2021,2021-11-23,PARANANG Orawan/SAWETTABUT Suthasini,MISCHEK-COLUCCI Karoline/HO Tin-Tin,THA,AUT,3,0,"11,11,11|7,9,7",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),MISCHEK-COLUCCI Karoline (AUT) / HO Tin-Tin (ENG),SAWETTABUT Suthasini (THA),HO Tin-Tin (ENG),0 - 3,7:11 9:11 7:11,PARANANG Orawan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HO Kwan Kit/WONG Chun Ting,SZUDI Adam/ECSEKI Nandor,HKG,HUN,3,1,"11,10,11,11|5,12,7,9",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,HO Kwan Kit (HKG) / WONG Chun Ting (HKG),SZUDI Adam (HUN) / ECSEKI Nandor (HUN),WONG Chun Ting (HKG),ECSEKI Nandor (HUN),1 - 3,5:11 12:10 7:11 9:11,HO Kwan Kit,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ABRAAMIAN Elizabet/MALININA Natalia,JEON Jihee/SHIN Yubin,RUS,KOR,3,0,"0,0,0|0,0,0",R32,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,ABRAAMIAN Elizabet (RUS) / MALININA Natalia (RUS),JEON Jihee (KOR) / SHIN Yubin (KOR),MALININA Natalia (RUS),SHIN Yubin (KOR),0 - 3,0:0 0:0 0:0,ABRAAMIAN Elizabet,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,AN Jaehyun/CHO Daeseong,ABIODUN Bode/OMOTAYO Olajide,KOR,NGR,3,1,"11,8,11,11|9,11,1,6",R32,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,AN Jaehyun (KOR) / CHO Daeseong (KOR),ABIODUN Bode (NGR) / OMOTAYO Olajide (NGR),CHO Daeseong (KOR),OMOTAYO Olajide (NGR),3 - 1,11:9 8:11 11:1 11:6,AN Jaehyun,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,JHA Kanak,ALLEGRO Martin,USA,BEL,4,2,"11,6,11,11,11,11|7,11,13,7,9,6",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,JHA Kanak (USA),ALLEGRO Martin (BEL),,,2 - 4,7:11 11:6 13:11 7:11 9:11 6:11,JHA Kanak,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HIRANO Miu,VARADY Barbora,JPN,SVK,4,3,"10,11,11,6,11,8,11|12,5,7,11,3,11,7",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,HIRANO Miu (JPN),VARADY Barbora (SVK),,,3 - 4,12:10 5:11 7:11 11:6 3:11 11:8 7:11,HIRANO Miu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ARUNA Quadri,GNANASEKARAN Sathiyan,NGR,IND,4,3,"11,4,13,11,4,11,11|9,11,15,3,11,9,7",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,ARUNA Quadri (NGR),GNANASEKARAN Sathiyan (IND),,,4 - 3,11:9 4:11 13:15 11:3 4:11 11:9 11:7,ARUNA Quadri,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DIAZ Adriana,CHEN Szu-Yu,PUR,TPE,4,2,"12,8,11,11,4,11|10,11,9,9,11,5",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,DIAZ Adriana (PUR),CHEN Szu-Yu (TPE),,,4 - 2,12:10 8:11 11:9 11:9 4:11 11:5,DIAZ Adriana,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHENG I-Ching,WANG Amy,TPE,USA,4,0,"11,11,11,11|5,7,7,4",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,CHENG I-Ching (TPE),WANG Amy (USA),,,4 - 0,11:5 11:7 11:7 11:4,CHENG I-Ching,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Chuqin,TOGAMI Shunsuke,CHN,JPN,4,0,"11,12,11,11|7,10,5,3",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,WANG Chuqin (CHN),TOGAMI Shunsuke (JPN),,,0 - 4,7:11 10:12 5:11 3:11,WANG Chuqin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,PITCHFORD Liam,GROTH Jonathan,ENG,DEN,4,2,"11,13,11,11,7,11|13,11,7,7,11,9",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,PITCHFORD Liam (ENG),GROTH Jonathan (DEN),,,2 - 4,13:11 11:13 7:11 7:11 11:7 9:11,PITCHFORD Liam,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIM Jonghoon,LIN Yun-Ju,KOR,TPE,4,3,"11,11,8,11,6,8,13|9,8,11,5,11,11,11",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,LIM Jonghoon (KOR),LIN Yun-Ju (TPE),,,3 - 4,9:11 8:11 11:8 5:11 11:6 11:8 11:13,LIM Jonghoon,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Gaoyuan,PUCAR Tomislav,CHN,CRO,4,0,"11,11,11,11|3,7,6,6",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,LIN Gaoyuan (CHN),PUCAR Tomislav (CRO),,,0 - 4,3:11 7:11 6:11 6:11,LIN Gaoyuan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ITO Mima,SHIBATA Saki,JPN,JPN,4,3,"11,9,6,11,11,2,11|6,11,11,6,8,11,6",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,ITO Mima (JPN),SHIBATA Saki (JPN),,,4 - 3,11:6 9:11 6:11 11:6 11:8 2:11 11:6,ITO Mima,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WONG Chun Ting,HABESOHN Daniel,HKG,AUT,4,1,"11,12,11,3,11|8,10,6,11,7",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,WONG Chun Ting (HKG),HABESOHN Daniel (AUT),,,1 - 4,8:11 10:12 6:11 11:3 7:11,WONG Chun Ting,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Xingtong,SHAN Xiaona,CHN,GER,4,0,"11,11,11,11|5,8,9,6",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,CHEN Xingtong (CHN),SHAN Xiaona (GER),,,0 - 4,5:11 8:11 9:11 6:11,CHEN Xingtong,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DOO Hoi Kem,ZHANG Lily,HKG,USA,4,3,"11,9,13,9,11,6,11|9,11,11,11,6,11,9",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,DOO Hoi Kem (HKG),ZHANG Lily (USA),,,3 - 4,9:11 11:9 11:13 11:9 6:11 11:6 9:11,DOO Hoi Kem,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SUN Yingsha,HAN Ying,CHN,GER,4,0,"11,12,11,11|6,10,4,8",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SUN Yingsha (CHN),HAN Ying (GER),,,0 - 4,6:11 10:12 4:11 8:11,SUN Yingsha,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SUH Hyo Won,FENG Tianwei,KOR,SGP,4,3,"11,3,11,4,6,11,11|9,11,9,11,11,8,8",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SUH Hyo Won (KOR),FENG Tianwei (SGP),,,3 - 4,9:11 11:3 9:11 11:4 11:6 8:11 8:11,SUH Hyo Won,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,JORGIC Darko,SKACHKOV Kirill,SLO,RUS,4,2,"14,11,7,11,4,11|12,7,11,6,11,5",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,JORGIC Darko (SLO),SKACHKOV Kirill (RUS),,,2 - 4,12:14 7:11 11:7 6:11 11:4 5:11,JORGIC Darko,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIANG Jingkun,DUDA Benedikt,CHN,GER,4,1,"11,11,3,11,11|8,9,11,9,6",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,LIANG Jingkun (CHN),DUDA Benedikt (GER),,,4 - 1,11:8 11:9 3:11 11:9 11:6,LIANG Jingkun,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HAYATA Hina,MESHREF Dina,JPN,EGY,4,1,"11,4,11,11,11|6,11,9,7,2",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,HAYATA Hina (JPN),MESHREF Dina (EGY),,,4 - 1,11:6 4:11 11:9 11:7 11:2,HAYATA Hina,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,MOREGARD Truls,FRANZISKA Patrick,SWE,GER,4,3,"3,11,11,11,9,10,13|11,7,8,6,11,12,11",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,MOREGARD Truls (SWE),FRANZISKA Patrick (GER),,,4 - 3,3:11 11:7 11:8 11:6 9:11 10:12 13:11,MOREGARD Truls,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SAWETTABUT Suthasini,DRAGOMAN Andreea,THA,ROU,4,2,"11,11,8,7,11,11|4,3,11,11,8,7",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SAWETTABUT Suthasini (THA),DRAGOMAN Andreea (ROU),,,4 - 2,11:4 11:3 8:11 7:11 11:8 11:7,SAWETTABUT Suthasini,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ISHIKAWA Kasumi,PESOTSKA Margaryta,JPN,UKR,4,0,"11,11,11,11|4,7,5,2",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,ISHIKAWA Kasumi (JPN),PESOTSKA Margaryta (UKR),,,0 - 4,4:11 7:11 5:11 2:11,ISHIKAWA Kasumi,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Manyu,BERGSTROM Linda,CHN,SWE,4,0,"12,11,11,11|10,6,8,2",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,WANG Manyu (CHN),BERGSTROM Linda (SWE),,,0 - 4,10:12 6:11 8:11 2:11,WANG Manyu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SZOCS Bernadette,JEON Jihee,ROU,KOR,4,2,"13,11,3,11,5,11|11,9,11,9,11,9",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SZOCS Bernadette (ROU),JEON Jihee (KOR),,,2 - 4,11:13 9:11 11:3 9:11 11:5 9:11,SZOCS Bernadette,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,KARLSSON Kristian,CASSIN Alexandre,SWE,FRA,4,2,"5,12,11,11,7,11|11,10,7,8,11,3",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,KARLSSON Kristian (SWE),CASSIN Alexandre (FRA),,,4 - 2,5:11 12:10 11:7 11:8 7:11 11:3,KARLSSON Kristian,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FAN Zhendong,LEBESSON Emmanuel,CHN,FRA,4,0,"11,11,11,11|6,8,9,9",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,FAN Zhendong (CHN),LEBESSON Emmanuel (FRA),,,4 - 0,11:6 11:8 11:9 11:9,FAN Zhendong,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Yidi,NI Xia Lian,CHN,LUX,4,0,"11,11,11,11|9,8,7,7",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,WANG Yidi (CHN),NI Xia Lian (LUX),,,0 - 4,9:11 8:11 7:11 7:11,WANG Yidi,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Yang,GAUZY Simon,SVK,FRA,4,2,"7,11,11,11,11,11|11,13,9,7,9,9",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,WANG Yang (SVK),GAUZY Simon (FRA),,,4 - 2,7:11 11:13 11:9 11:7 11:9 11:9,WANG Yang,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,YUAN Jia Nan,LIU Hsing-Yin,FRA,TPE,4,0,"11,11,13,11|7,8,11,4",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,YUAN Jia Nan (FRA),LIU Hsing-Yin (TPE),,,4 - 0,11:7 11:8 13:11 11:4,YUAN Jia Nan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Meng,DE NUTTE Sarah,CHN,LUX,4,0,"11,11,11,11|2,5,3,2",R32,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,CHEN Meng (CHN),DE NUTTE Sarah (LUX),,,4 - 0,11:2 11:5 11:3 11:2,CHEN Meng,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CALDERANO Hugo,NUYTINCK Cedric,BRA,BEL,4,3,"11,11,6,8,11,7,11|6,8,11,11,7,11,5",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,CALDERANO Hugo (BRA),NUYTINCK Cedric (BEL),,,3 - 4,6:11 8:11 11:6 11:8 7:11 11:7 5:11,CALDERANO Hugo,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,BOLL Timo,PANG Koen,GER,SGP,4,0,"11,11,11,11|4,7,5,5",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,BOLL Timo (GER),PANG Koen (SGP),,,4 - 0,11:4 11:7 11:5 11:5,BOLL Timo,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FILUS Ruwen,DYJAS Jakub,GER,POL,4,0,"11,11,11,11|3,7,4,9",R32,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,FILUS Ruwen (GER),DYJAS Jakub (POL),,,4 - 0,11:3 11:7 11:4 11:9,FILUS Ruwen,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIANG Jingkun/LIN Gaoyuan,LEBESSON Emmanuel/CASSIN Alexandre,CHN,FRA,3,0,"12,11,11|10,4,5",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,LIANG Jingkun (CHN) / LIN Gaoyuan (CHN),LEBESSON Emmanuel (FRA) / CASSIN Alexandre (FRA),LIN Gaoyuan (CHN),CASSIN Alexandre (FRA),3 - 0,12:10 11:4 11:5,LIANG Jingkun,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DUDA Benedikt/QIU Dang,ALLEGRO Martin/LAMBIET Florent,GER,BEL,3,1,"19,11,7,11|17,7,11,4",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,DUDA Benedikt (GER) / QIU Dang (GER),ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),QIU Dang (GER),LAMBIET Florent (BEL),1 - 3,17:19 7:11 11:7 4:11,DUDA Benedikt,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,BATRA Manika/KAMATH Archana,POTA Georgina/MADARASZ Dora,IND,HUN,3,1,"11,11,6,11|4,9,11,7",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,BATRA Manika (IND) / KAMATH Archana (IND),POTA Georgina (HUN) / MADARASZ Dora (HUN),KAMATH Archana (IND),MADARASZ Dora (HUN),3 - 1,11:4 11:9 6:11 11:7,BATRA Manika,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SAMARA Elizabeta/DRAGOMAN Andreea,NOSKOVA Yana/VOROBEVA Olga,ROU,RUS,3,2,"5,11,11,5,11|11,7,7,11,7",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,SAMARA Elizabeta (ROU) / DRAGOMAN Andreea (ROU),NOSKOVA Yana (RUS) / VOROBEVA Olga (RUS),DRAGOMAN Andreea (ROU),VOROBEVA Olga (RUS),2 - 3,11:5 7:11 7:11 11:5 7:11,SAMARA Elizabeta,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,FAN Zhendong/WANG Chuqin,ROBLES Alvaro/IONESCU Ovidiu,CHN,ESP,3,1,"11,8,11,11|9,11,7,4",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,FAN Zhendong (CHN) / WANG Chuqin (CHN),ROBLES Alvaro (ESP) / IONESCU Ovidiu (ROU),WANG Chuqin (CHN),IONESCU Ovidiu (ROU),3 - 1,11:9 8:11 11:7 11:4,FAN Zhendong,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ITO Mima/HAYATA Hina,MITTELHAM Nina/WINTER Sabine,JPN,GER,3,1,"11,9,11,11|7,11,6,8",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,ITO Mima (JPN) / HAYATA Hina (JPN),MITTELHAM Nina (GER) / WINTER Sabine (GER),HAYATA Hina (JPN),WINTER Sabine (GER),3 - 1,11:7 9:11 11:6 11:8,ITO Mima,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HO Kwan Kit/WONG Chun Ting,KALLBERG Anton/MOREGARD Truls,HKG,SWE,3,2,"11,8,14,9,12|5,11,12,11,10",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,HO Kwan Kit (HKG) / WONG Chun Ting (HKG),KALLBERG Anton (SWE) / MOREGARD Truls (SWE),WONG Chun Ting (HKG),MOREGARD Truls (SWE),3 - 2,11:5 8:11 14:12 9:11 12:10,HO Kwan Kit,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,NI Xia Lian/DE NUTTE Sarah,DOO Hoi Kem/LEE Ho Ching,LUX,HKG,3,2,"8,11,11,4,11|11,7,7,11,8",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,NI Xia Lian (LUX) / DE NUTTE Sarah (LUX),DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),DE NUTTE Sarah (LUX),LEE Ho Ching (HKG),2 - 3,11:8 7:11 7:11 11:4 8:11,NI Xia Lian,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SUN Yingsha/WANG Manyu,SOLJA Petrissa/SHAN Xiaona,CHN,GER,3,1,"16,11,11,11|18,7,6,9",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,SUN Yingsha (CHN) / WANG Manyu (CHN),SOLJA Petrissa (GER) / SHAN Xiaona (GER),WANG Manyu (CHN),SHAN Xiaona (GER),1 - 3,18:16 7:11 6:11 9:11,SUN Yingsha,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,UDA Yukiya/TOGAMI Shunsuke,HARIMOTO Tomokazu/MORIZONO Masataka,JPN,JPN,3,2,"11,14,4,11,11|13,12,11,4,4",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,UDA Yukiya (JPN) / TOGAMI Shunsuke (JPN),HARIMOTO Tomokazu (JPN) / MORIZONO Masataka (JPN),TOGAMI Shunsuke (JPN),MORIZONO Masataka (JPN),2 - 3,13:11 12:14 11:4 4:11 4:11,UDA Yukiya,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHOI Hyojoo/LEE Zion,ABRAAMIAN Elizabet/MALININA Natalia,KOR,RUS,3,0,"11,11,12|8,9,10",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,CHOI Hyojoo (KOR) / LEE Zion (KOR),ABRAAMIAN Elizabet (RUS) / MALININA Natalia (RUS),LEE Zion (KOR),MALININA Natalia (RUS),0 - 3,8:11 9:11 10:12,CHOI Hyojoo,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,JANG Woojin/LIM Jonghoon,CHEN Chien-An/CHUANG Chih-Yuan,KOR,TPE,3,0,"11,11,11|4,6,5",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),CHEN Chien-An (TPE) / CHUANG Chih-Yuan (TPE),LIM Jonghoon (KOR),CHUANG Chih-Yuan (TPE),3 - 0,11:4 11:6 11:5,JANG Woojin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,KARLSSON Mattias/KARLSSON Kristian,AN Jaehyun/CHO Daeseong,SWE,KOR,3,2,"11,9,9,11,11|7,11,11,6,6",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,KARLSSON Mattias (SWE) / KARLSSON Kristian (SWE),AN Jaehyun (KOR) / CHO Daeseong (KOR),KARLSSON Kristian (SWE),CHO Daeseong (KOR),2 - 3,7:11 11:9 11:9 6:11 6:11,KARLSSON Mattias,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ISHIKAWA Kasumi/HIRANO Miu,PARANANG Orawan/SAWETTABUT Suthasini,JPN,THA,3,0,"11,11,11|4,9,8",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,ISHIKAWA Kasumi (JPN) / HIRANO Miu (JPN),PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),HIRANO Miu (JPN),SAWETTABUT Suthasini (THA),0 - 3,4:11 9:11 8:11,ISHIKAWA Kasumi,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,CHEN Meng/QIAN Tianyi,MATELOVA Hana/VARADY Barbora,CHN,CZE,3,1,"10,12,11,11|12,10,8,5",R16,WORLD_CHAMPIONSHIPS,WD,2346,Main Draw,CHEN Meng (CHN) / QIAN Tianyi (CHN),MATELOVA Hana (CZE) / VARADY Barbora (SVK),QIAN Tianyi (CHN),VARADY Barbora (SVK),3 - 1,10:12 12:10 11:8 11:5,CHEN Meng,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,DRINKHALL Paul/PITCHFORD Liam,NUYTINCK Cedric/DYJAS Jakub,ENG,BEL,3,0,"11,14,11|9,12,6",R16,WORLD_CHAMPIONSHIPS,MD,2346,Main Draw,DRINKHALL Paul (ENG) / PITCHFORD Liam (ENG),NUYTINCK Cedric (BEL) / DYJAS Jakub (POL),PITCHFORD Liam (ENG),DYJAS Jakub (POL),0 - 3,9:11 12:14 6:11,DRINKHALL Paul,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Gaoyuan/ZHANG Lily,SKACHKOV Kirill/VOROBEVA Olga,CHN,RUS,3,1,"11,10,11,11|9,12,6,5",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LIN Gaoyuan (CHN) / ZHANG Lily (USA),SKACHKOV Kirill (RUS) / VOROBEVA Olga (RUS),ZHANG Lily (USA),VOROBEVA Olga (RUS),1 - 3,9:11 12:10 6:11 5:11,LIN Gaoyuan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HARIMOTO Tomokazu/HAYATA Hina,WONG Chun Ting/DOO Hoi Kem,JPN,HKG,3,1,"14,6,11,11|12,11,9,6",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),HAYATA Hina (JPN),DOO Hoi Kem (HKG),1 - 3,12:14 11:6 9:11 6:11,HARIMOTO Tomokazu,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ROBLES Alvaro/XIAO Maria,IONESCU Ovidiu/SZOCS Bernadette,ESP,ROU,3,1,"11,8,11,11|6,11,8,7",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,ROBLES Alvaro (ESP) / XIAO Maria (ESP),IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),XIAO Maria (ESP),SZOCS Bernadette (ROU),1 - 3,6:11 11:8 8:11 7:11,ROBLES Alvaro,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,HO Kwan Kit/LEE Ho Ching,FRANZISKA Patrick/SOLJA Petrissa,HKG,GER,3,2,"9,14,11,4,11|11,12,9,11,9",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,HO Kwan Kit (HKG) / LEE Ho Ching (HKG),FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),LEE Ho Ching (HKG),SOLJA Petrissa (GER),3 - 2,9:11 14:12 11:9 4:11 11:9,HO Kwan Kit,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,GNANASEKARAN Sathiyan/BATRA Manika,JHA Kanak/WANG Manyu,IND,USA,3,2,"15,10,12,11,11|17,12,10,6,7",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,GNANASEKARAN Sathiyan (IND) / BATRA Manika (IND),JHA Kanak (USA) / WANG Manyu (CHN),BATRA Manika (IND),WANG Manyu (CHN),3 - 2,15:17 10:12 12:10 11:6 11:7,GNANASEKARAN Sathiyan,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,WANG Chuqin/SUN Yingsha,CHEN Chien-An/CHEN Szu-Yu,CHN,TPE,3,1,"11,11,7,11|7,6,11,6",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,WANG Chuqin (CHN) / SUN Yingsha (CHN),CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE),SUN Yingsha (CHN),CHEN Szu-Yu (TPE),3 - 1,11:7 11:6 7:11 11:6,WANG Chuqin,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LIN Yun-Ju/CHENG I-Ching,PANG Koen/LIN Ye,TPE,SGP,3,0,"11,11,11|8,9,6",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LIN Yun-Ju (TPE) / CHENG I-Ching (TPE),PANG Koen (SGP) / LIN Ye (CAN),CHENG I-Ching (TPE),LIN Ye (CAN),3 - 0,11:8 11:9 11:6,LIN Yun-Ju,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,LEBESSON Emmanuel/YUAN Jia Nan,ACHANTA Sharath/KAMATH Archana,FRA,IND,3,0,"11,11,11|4,8,5",R16,WORLD_CHAMPIONSHIPS,XD,2346,Main Draw,LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),ACHANTA Sharath (IND) / KAMATH Archana (IND),YUAN Jia Nan (FRA),KAMATH Archana (IND),0 - 3,4:11 8:11 5:11,LEBESSON Emmanuel,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ISHIKAWA Kasumi,SZOCS Bernadette,JPN,ROU,4,0,"11,11,11,11|6,9,8,8",R16,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,ISHIKAWA Kasumi (JPN),SZOCS Bernadette (ROU),,,0 - 4,6:11 9:11 8:11 8:11,ISHIKAWA Kasumi,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,MOREGARD Truls,LIM Jonghoon,SWE,KOR,4,3,"6,13,9,11,11,11,11|11,15,11,8,2,5,6",R16,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,MOREGARD Truls (SWE),LIM Jonghoon (KOR),,,3 - 4,11:6 15:13 11:9 8:11 2:11 5:11 6:11,MOREGARD Truls,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,BOLL Timo,WANG Yang,GER,SVK,4,0,"0,0,0,0|0,0,0,0",R16,WORLD_CHAMPIONSHIPS,MS,2346,Main Draw,BOLL Timo (GER),WANG Yang (SVK),,,4 - 0,0:0 0:0 0:0 0:0,BOLL Timo,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,SUH Hyo Won,DOO Hoi Kem,KOR,HKG,4,1,"11,11,10,11,11|9,9,12,9,9",R16,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,SUH Hyo Won (KOR),DOO Hoi Kem (HKG),,,4 - 1,11:9 11:9 10:12 11:9 11:9,SUH Hyo Won,2021
World Table Tennis Championships Finals Houston 2021,2021-11-23,ITO Mima,SAWETTABUT Suthasini,JPN,THA,4,2,"11,9,11,8,12,12|9,11,8,11,10,10",R16,WORLD_CHAMPIONSHIPS,WS,2346,Main Draw,ITO Mima (JPN),SAWETTABUT Suthasini (THA),,,4 - 2,11:9 9:11 11:8 8:11 12:10 12:10,ITO Mima,2021
