tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,NUYTINCK Cedric,CHEW Clarence,BEL,SGP,3,1,"11,11,6,11|3,9,11,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,NUYTINCK Cedric (BEL),CHEW Clarence (SGP),,,1 - 3,3:11 9:11 11:6 6:11,NUYTINCK Cedric,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,RASSENFOSSE Adrien,QUEK Izaac,BEL,SGP,3,1,"11,6,11,11|3,11,7,3",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,RASSENFOSSE Adrien (BEL),QUEK Izaac (SGP),,,1 - 3,3:11 11:6 7:11 3:11,RASSENFOSSE Adrien,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,MA Long,LEVINSKI Mishel,CHN,USA,3,1,"7,11,11,11|11,6,4,2",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,MA Long (CHN),LEVINSKI Mishel (USA),,,3 - 1,7:11 11:6 11:4 11:2,MA Long,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIANG Jingkun,LIANG Jishan,CHN,USA,3,0,"11,11,11|8,3,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LIANG Jingkun (CHN),LIANG Jishan (USA),,,3 - 0,11:8 11:3 11:6,LIANG Jingkun,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIN Gaoyuan,ALTO Earl James,CHN,USA,3,0,"11,11,11|6,6,5",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LIN Gaoyuan (CHN),ALTO Earl James (USA),,,3 - 0,11:6 11:6 11:5,LIN Gaoyuan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ITO Mima,WEGRZYN Anna,JPN,POL,3,0,"11,11,11|7,7,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,ITO Mima (JPN),WEGRZYN Anna (POL),,,3 - 0,11:7 11:7 11:4,ITO Mima,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SATO Hitomi,WEGRZYN Katarzyna,JPN,POL,3,0,"11,11,11|9,6,9",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SATO Hitomi (JPN),WEGRZYN Katarzyna (POL),,,3 - 0,11:9 11:6 11:9,SATO Hitomi,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,NAGASAKI Miyu,KRZYSIEK Paulina,JPN,POL,3,0,"11,11,11|5,3,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,NAGASAKI Miyu (JPN),KRZYSIEK Paulina (POL),,,3 - 0,11:5 11:3 11:4,NAGASAKI Miyu,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,WANG Yang,RASMUSSEN Tobias,SVK,DEN,3,0,"11,11,11|1,7,2",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,WANG Yang (SVK),RASMUSSEN Tobias (DEN),,,3 - 0,11:1 11:7 11:2,WANG Yang,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIND Anders,KLAJBER Adam,DEN,SVK,3,0,"11,11,11|5,4,5",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LIND Anders (DEN),KLAJBER Adam (SVK),,,0 - 3,5:11 4:11 5:11,LIND Anders,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZELINKA Jakub,BUCH Martin,SVK,DEN,3,2,"6,7,11,11,11|11,11,6,8,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,ZELINKA Jakub (SVK),BUCH Martin (DEN),,,3 - 2,6:11 7:11 11:6 11:8 11:8,ZELINKA Jakub,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,WANG Yang,LIND Anders,SVK,DEN,3,1,"11,11,7,11|1,8,11,7",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,WANG Yang (SVK),LIND Anders (DEN),,,3 - 1,11:1 11:8 7:11 11:7,WANG Yang,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,JANG Woojin,VALENTA Jan,KOR,CZE,3,0,"11,12,11|6,10,2",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,JANG Woojin (KOR),VALENTA Jan (CZE),,,0 - 3,6:11 10:12 2:11,JANG Woojin,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,AN Jaehyun,KOLDAS Tomas,KOR,CZE,3,1,"11,8,11,11|9,11,6,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,AN Jaehyun (KOR),KOLDAS Tomas (CZE),,,1 - 3,9:11 11:8 6:11 8:11,AN Jaehyun,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHO Daeseong,POLANSKY Tomas,KOR,CZE,3,0,"11,11,11|0,0,0",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,CHO Daeseong (KOR),POLANSKY Tomas (CZE),,,0 - 3,0:11 0:11 0:11,CHO Daeseong,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ALKHADRAWI Ali,XU David,KSA,CAN,3,0,"11,11,11|5,4,3",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,ALKHADRAWI Ali (KSA),XU David (CAN),,,3 - 0,11:5 11:4 11:3,ALKHADRAWI Ali,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,BU SHULAYBI Abdulaziz,LY Edward,KSA,CAN,3,0,"11,11,11|5,5,4",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,BU SHULAYBI Abdulaziz (KSA),LY Edward (CAN),,,3 - 0,11:5 11:5 11:4,BU SHULAYBI Abdulaziz,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,WANG Zexuan,ALSHAREIF Khalid,CAN,KSA,3,2,"11,7,11,11,13|4,11,13,9,11",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,WANG Zexuan (CAN),ALSHAREIF Khalid (KSA),,,2 - 3,4:11 11:7 13:11 9:11 11:13,WANG Zexuan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ALKHADRAWI Ali,LY Edward,KSA,CAN,3,1,"12,9,13,11|10,11,11,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,ALKHADRAWI Ali (KSA),LY Edward (CAN),,,3 - 1,12:10 9:11 13:11 11:6,ALKHADRAWI Ali,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIU Crystal,LYNE Karen,CAN,MAS,3,2,"11,10,5,13,11|4,12,11,11,8",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,LIU Crystal (CAN),LYNE Karen (MAS),,,3 - 2,11:4 10:12 5:11 13:11 11:8,LIU Crystal,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHANG Li Sian,LIAO Ivy,MAS,CAN,3,1,"11,11,9,11|9,6,11,8",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,CHANG Li Sian (MAS),LIAO Ivy (CAN),,,1 - 3,9:11 6:11 11:9 8:11,CHANG Li Sian,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,TEE Ai Xin,NIE Jiayi,MAS,CAN,3,0,"11,11,11|5,8,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,TEE Ai Xin (MAS),NIE Jiayi (CAN),,,0 - 3,5:11 8:11 4:11,TEE Ai Xin,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHANG Li Sian,LIU Crystal,MAS,CAN,3,1,"11,9,11,11|4,11,9,7",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,CHANG Li Sian (MAS),LIU Crystal (CAN),,,1 - 3,4:11 11:9 9:11 7:11,CHANG Li Sian,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,HUANG Yan-Cheng,CHEW Clarence,TPE,SGP,3,0,"11,11,11|5,8,1",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,HUANG Yan-Cheng (TPE),CHEW Clarence (SGP),,,0 - 3,5:11 8:11 1:11,HUANG Yan-Cheng,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,QUEK Izaac,LIAO Cheng-Ting,SGP,TPE,3,1,"11,13,9,11|8,11,11,7",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,QUEK Izaac (SGP),LIAO Cheng-Ting (TPE),,,3 - 1,11:8 13:11 9:11 11:7,QUEK Izaac,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,BEH Kun Ting,PENG Wang-Wei,SGP,TPE,3,1,"3,11,11,11|11,7,8,9",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,BEH Kun Ting (SGP),PENG Wang-Wei (TPE),,,3 - 1,3:11 11:7 11:8 11:9,BEH Kun Ting,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHEW Clarence,LIAO Cheng-Ting,SGP,TPE,3,1,"11,5,11,11|6,11,6,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,CHEW Clarence (SGP),LIAO Cheng-Ting (TPE),,,3 - 1,11:6 5:11 11:6 11:8,CHEW Clarence,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,DOO Hoi Kem,TAKAHASHI Giulia,HKG,BRA,3,0,"11,11,12|7,4,10",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,DOO Hoi Kem (HKG),TAKAHASHI Giulia (BRA),,,3 - 0,11:7 11:4 12:10,DOO Hoi Kem,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZHU Chengzhu,TAKAHASHI Bruna,HKG,BRA,3,0,"11,11,18|7,7,16",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,ZHU Chengzhu (HKG),TAKAHASHI Bruna (BRA),,,3 - 0,11:7 11:7 18:16,ZHU Chengzhu,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SOO Wai Yam,WATANABE Laura,HKG,BRA,3,0,"11,11,11|6,5,8",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SOO Wai Yam (HKG),WATANABE Laura (BRA),,,3 - 0,11:6 11:5 11:8,SOO Wai Yam,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,NUYTINCK Cedric,GACINA Andrej,BEL,CRO,3,2,"11,11,9,10,11|8,8,11,12,9",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,NUYTINCK Cedric (BEL),GACINA Andrej (CRO),,,3 - 2,11:8 11:8 9:11 10:12 11:9,NUYTINCK Cedric,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZELJKO Filip,ALLEGRO Martin,CRO,BEL,3,2,"11,7,7,11,11|3,11,11,6,7",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,ZELJKO Filip (CRO),ALLEGRO Martin (BEL),,,2 - 3,3:11 11:7 11:7 6:11 7:11,ZELJKO Filip,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,PUCAR Tomislav,RASSENFOSSE Adrien,CRO,BEL,3,1,"8,11,11,11|11,7,6,4",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,PUCAR Tomislav (CRO),RASSENFOSSE Adrien (BEL),,,1 - 3,11:8 7:11 6:11 4:11,PUCAR Tomislav,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZELJKO Filip,NUYTINCK Cedric,CRO,BEL,3,1,"10,11,12,11|12,8,10,7",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,ZELJKO Filip (CRO),NUYTINCK Cedric (BEL),,,1 - 3,12:10 8:11 10:12 7:11,ZELJKO Filip,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZHOU Jingyi,LEE Zion,SGP,KOR,3,2,"5,11,8,11,12|11,9,11,8,10",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,ZHOU Jingyi (SGP),LEE Zion (KOR),,,2 - 3,11:5 9:11 11:8 8:11 10:12,ZHOU Jingyi,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZENG Jian,KIM Nayeong,SGP,KOR,3,1,"11,9,11,11|9,11,9,9",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,ZENG Jian (SGP),KIM Nayeong (KOR),,,1 - 3,9:11 11:9 9:11 9:11,ZENG Jian,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,YOON Hyobin,GOI Rui Xuan,KOR,SGP,3,0,"11,11,11|6,7,9",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,YOON Hyobin (KOR),GOI Rui Xuan (SGP),,,3 - 0,11:6 11:7 11:9,YOON Hyobin,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,ZENG Jian,LEE Zion,SGP,KOR,3,0,"11,11,12|5,3,10",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,ZENG Jian (SGP),LEE Zion (KOR),,,0 - 3,5:11 3:11 10:12,ZENG Jian,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIANG Jishan,AFANADOR Brian,USA,PUR,3,1,"11,11,10,11|6,7,12,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LIANG Jishan (USA),AFANADOR Brian (PUR),,,3 - 1,11:6 11:7 10:12 11:8,LIANG Jishan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LEVINSKI Mishel,GONZALEZ Daniel,USA,PUR,3,0,"11,11,11|6,5,9",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LEVINSKI Mishel (USA),GONZALEZ Daniel (PUR),,,3 - 0,11:6 11:5 11:9,LEVINSKI Mishel,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,NARANJO Angel,ALTO Earl James,PUR,USA,3,0,"11,13,11|4,11,7",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,NARANJO Angel (PUR),ALTO Earl James (USA),,,0 - 3,4:11 11:13 7:11,NARANJO Angel,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LIANG Jishan,GONZALEZ Daniel,USA,PUR,3,0,"11,11,11|5,4,2",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LIANG Jishan (USA),GONZALEZ Daniel (PUR),,,3 - 0,11:5 11:4 11:2,LIANG Jishan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,AKULA Sreeja,GODA Hana,IND,EGY,3,0,"11,11,11|6,4,1",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,AKULA Sreeja (IND),GODA Hana (EGY),,,3 - 0,11:6 11:4 11:1,AKULA Sreeja,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,BATRA Manika,MESHREF Dina,IND,EGY,3,2,"8,11,11,2,11|11,6,7,11,8",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,BATRA Manika (IND),MESHREF Dina (EGY),,,3 - 2,8:11 11:6 11:7 2:11 11:8,BATRA Manika,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,HELMY Yousra,CHITALE Diya,EGY,IND,3,2,"5,12,9,11,11|11,10,11,9,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,HELMY Yousra (EGY),CHITALE Diya (IND),,,2 - 3,11:5 10:12 11:9 9:11 4:11,HELMY Yousra,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,AKULA Sreeja,MESHREF Dina,IND,EGY,3,1,"11,11,9,11|8,8,11,6",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,AKULA Sreeja (IND),MESHREF Dina (EGY),,,3 - 1,11:8 11:8 9:11 11:6,AKULA Sreeja,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,QIU Dang,LEBRUN Felix,GER,FRA,3,1,"13,11,9,11|11,9,11,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,QIU Dang (GER),LEBRUN Felix (FRA),,,3 - 1,13:11 11:9 9:11 11:6,QIU Dang,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,LEBRUN Alexis,DUDA Benedikt,FRA,GER,3,0,"11,11,11|9,7,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,LEBRUN Alexis (FRA),DUDA Benedikt (GER),,,0 - 3,9:11 7:11 8:11,LEBRUN Alexis,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,STUMPER Kay,LEBESSON Emmanuel,GER,FRA,3,2,"11,7,13,8,11|9,11,11,11,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,STUMPER Kay (GER),LEBESSON Emmanuel (FRA),,,3 - 2,11:9 7:11 13:11 8:11 11:8,STUMPER Kay,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,QIU Dang,LEBRUN Alexis,GER,FRA,3,0,"11,11,11|7,6,3",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,QIU Dang (GER),LEBRUN Alexis (FRA),,,3 - 0,11:7 11:6 11:3,QIU Dang,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,DIAZ Adriana,LIU Crystal,PUR,CAN,3,0,"11,11,11|3,7,3",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,DIAZ Adriana (PUR),LIU Crystal (CAN),,,3 - 0,11:3 11:7 11:3,DIAZ Adriana,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,RIOS Daniely,LIAO Ivy,PUR,CAN,3,0,"11,11,11|3,6,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,RIOS Daniely (PUR),LIAO Ivy (CAN),,,3 - 0,11:3 11:6 11:4,RIOS Daniely,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,DIAZ Melanie,HUANG Hui,PUR,CAN,3,0,"11,11,11|5,4,5",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,DIAZ Melanie (PUR),HUANG Hui (CAN),,,3 - 0,11:5 11:4 11:5,DIAZ Melanie,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,HAN Ying,TOMANOVSKA Katerina,GER,CZE,3,0,"11,11,11|4,5,7",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,HAN Ying (GER),TOMANOVSKA Katerina (CZE),,,3 - 0,11:4 11:5 11:7,HAN Ying,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,MITTELHAM Nina,MATELOVA Hana,GER,CZE,3,1,"8,11,11,11|11,7,9,6",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,MITTELHAM Nina (GER),MATELOVA Hana (CZE),,,3 - 1,8:11 11:7 11:9 11:6,MITTELHAM Nina,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SHAN Xiaona,SEVCIKOVA Marketa,GER,CZE,3,0,"11,11,11|8,4,5",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SHAN Xiaona (GER),SEVCIKOVA Marketa (CZE),,,3 - 0,11:8 11:4 11:5,SHAN Xiaona,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,GNANASEKARAN Sathiyan,ZHOLUDEV Denis,IND,KAZ,3,0,"11,11,11|1,9,5",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,GNANASEKARAN Sathiyan (IND),ZHOLUDEV Denis (KAZ),,,3 - 0,11:1 11:9 11:5,GNANASEKARAN Sathiyan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,GERASSIMENKO Kirill,DESAI Harmeet,KAZ,IND,3,0,"11,11,11|6,8,9",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,GERASSIMENKO Kirill (KAZ),DESAI Harmeet (IND),,,0 - 3,6:11 8:11 9:11,GERASSIMENKO Kirill,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,THAKKAR Manav,KURMANGALIYEV Alan,IND,KAZ,3,0,"12,11,11|10,1,8",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,THAKKAR Manav (IND),KURMANGALIYEV Alan (KAZ),,,3 - 0,12:10 11:1 11:8,THAKKAR Manav,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,GERASSIMENKO Kirill,GNANASEKARAN Sathiyan,KAZ,IND,3,2,"6,11,12,11,11|11,5,14,9,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,GERASSIMENKO Kirill (KAZ),GNANASEKARAN Sathiyan (IND),,,2 - 3,11:6 5:11 14:12 9:11 6:11,GERASSIMENKO Kirill,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,DESAI Harmeet,ZHOLUDEV Denis,IND,KAZ,3,0,"12,11,11|10,9,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,DESAI Harmeet (IND),ZHOLUDEV Denis (KAZ),,,3 - 0,12:10 11:9 11:6,DESAI Harmeet,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,PAVADE Prithika,PICCOLIN Giorgia,FRA,ITA,3,1,"11,11,7,11|7,6,11,5",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,PAVADE Prithika (FRA),PICCOLIN Giorgia (ITA),,,1 - 3,7:11 6:11 11:7 5:11,PAVADE Prithika,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,YUAN Jia Nan,ARLIA Nicole,FRA,ITA,3,1,"11,11,7,11|7,7,11,9",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,YUAN Jia Nan (FRA),ARLIA Nicole (ITA),,,1 - 3,7:11 7:11 11:7 9:11,YUAN Jia Nan,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHASSELIN Pauline,VIVARELLI Debora,FRA,ITA,3,0,"12,13,13|10,11,11",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,CHASSELIN Pauline (FRA),VIVARELLI Debora (ITA),,,0 - 3,10:12 11:13 11:13,CHASSELIN Pauline,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SUN Yingsha,ZHANG Lily,CHN,USA,3,0,"14,11,11|12,3,8",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SUN Yingsha (CHN),ZHANG Lily (USA),,,0 - 3,12:14 3:11 8:11,SUN Yingsha,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHEN Xingtong,JALLI Sarah,CHN,USA,3,1,"9,11,11,11|11,2,5,4",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,CHEN Xingtong (CHN),JALLI Sarah (USA),,,1 - 3,11:9 2:11 5:11 4:11,CHEN Xingtong,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,CHEN Meng,LIN Yishiuan,CHN,USA,3,0,"11,11,11|6,2,5",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,CHEN Meng (CHN),LIN Yishiuan (USA),,,0 - 3,6:11 2:11 5:11,CHEN Meng,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,WONG Chun Ting,TOGAMI Shunsuke,HKG,JPN,3,0,"13,11,11|11,4,6",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,WONG Chun Ting (HKG),TOGAMI Shunsuke (JPN),,,3 - 0,13:11 11:4 11:6,WONG Chun Ting,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,HARIMOTO Tomokazu,LAM Siu Hang,JPN,HKG,3,0,"11,11,11|5,7,4",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,HARIMOTO Tomokazu (JPN),LAM Siu Hang (HKG),,,0 - 3,5:11 7:11 4:11,HARIMOTO Tomokazu,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,OIKAWA Mizuki,NG Pak Nam,JPN,HKG,3,2,"5,11,7,11,12|11,7,11,5,10",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,OIKAWA Mizuki (JPN),NG Pak Nam (HKG),,,2 - 3,11:5 7:11 11:7 5:11 10:12,OIKAWA Mizuki,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,HARIMOTO Tomokazu,WONG Chun Ting,JPN,HKG,3,0,"11,11,11|4,9,3",GROUP,WORLD_CHAMPIONSHIPS,MT,2535,Main Draw,HARIMOTO Tomokazu (JPN),WONG Chun Ting (HKG),,,0 - 3,4:11 9:11 3:11,HARIMOTO Tomokazu,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SHAO Jieni,SAMARA Elizabeta,POR,ROU,3,2,"11,11,11,9,13|13,6,4,11,11",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SHAO Jieni (POR),SAMARA Elizabeta (ROU),,,3 - 2,11:13 11:6 11:4 9:11 13:11,SHAO Jieni,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,YU Fu,SZOCS Bernadette,POR,ROU,3,1,"11,11,11,11|7,7,13,6",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,YU Fu (POR),SZOCS Bernadette (ROU),,,3 - 1,11:7 11:7 11:13 11:6,YU Fu,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,DIACONU Adina,MATOS Ines,ROU,POR,3,0,"11,11,11|6,9,7",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,DIACONU Adina (ROU),MATOS Ines (POR),,,0 - 3,6:11 9:11 7:11,DIACONU Adina,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,SZOCS Bernadette,SHAO Jieni,ROU,POR,3,2,"6,12,7,11,11|11,10,11,8,5",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,SZOCS Bernadette (ROU),SHAO Jieni (POR),,,2 - 3,11:6 10:12 11:7 8:11 5:11,SZOCS Bernadette,2022
ITTF World Team Championships Finals Presented by China Telecom 2022,2022-09-30,YU Fu,SAMARA Elizabeta,POR,ROU,3,1,"10,11,11,11|12,4,7,7",GROUP,WORLD_CHAMPIONSHIPS,WT,2535,Main Draw,YU Fu (POR),SAMARA Elizabeta (ROU),,,3 - 1,10:12 11:4 11:7 11:7,YU Fu,2022
