tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Olympic Games Sydney 2000,2000-09-16,PASKAUSKIENE Ruta,RODRIGUEZ Berta,LTU,CHI,3,1,"21,21,19,21|18,13,21,12",,OLYMPICS,WS,919,Qualification,PASKAUSKIENE Ruta (LTU),RODRIGUEZ Berta (CHI),,,3 - 1,21:18 21:13 19:21 21:12,PASKAUSKIENE Ruta,2000
Olympic Games Sydney 2000,2000-09-16,LI Chunli,RODRIGUEZ Berta,NZL,CHI,3,0,"21,21,21|7,4,13",,OLYMPICS,WS,919,Qualification,LI Chunli (NZL),RODRIGUEZ Berta (CHI),,,3 - 0,21:7 21:4 21:13,LI Chunli,2000
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia,SILVA Ligia,ROU,BRA,3,0,"21,21,21|8,16,16",,OLYMPICS,WS,919,Qualification,BADESCU Otilia (ROU),SILVA Ligia (BRA),,,3 - 0,21:8 21:16 21:16,BADESCU Otilia,2000
Olympic Games Sydney 2000,2000-09-16,BADESCU Otilia,FADEEVA Oxana,ROU,RUS,3,1,"21,18,21,21|16,21,18,14",,OLYMPICS,WS,919,Qualification,BADESCU Otilia (ROU),FADEEVA Oxana (RUS),,,3 - 1,21:16 18:21 21:18 21:14,BADESCU Otilia,2000
Olympic Games Sydney 2000,2000-09-16,FADEEVA Oxana,SILVA Ligia,RUS,BRA,3,1,"17,21,21,21|21,10,13,15",,OLYMPICS,WS,919,Qualification,FADEEVA Oxana (RUS),SILVA Ligia (BRA),,,3 - 1,17:21 21:10 21:13 21:15,FADEEVA Oxana,2000
Olympic Games Sydney 2000,2000-09-16,CHEN TONG Fei-Ming,KOVTUN Elena,TPE,UKR,3,0,"21,21,21|10,18,10",,OLYMPICS,WS,919,Qualification,CHEN TONG Fei-Ming (TPE),KOVTUN Elena (UKR),,,3 - 0,21:10 21:18 21:10,CHEN TONG Fei-Ming,2000
Olympic Games Sydney 2000,2000-09-16,KOVTUN Elena,RAMOS Fabiola,UKR,VEN,3,0,"21,21,21|8,9,15",,OLYMPICS,WS,919,Qualification,KOVTUN Elena (UKR),RAMOS Fabiola (VEN),,,3 - 0,21:8 21:9 21:15,KOVTUN Elena,2000
Olympic Games Sydney 2000,2000-09-16,CHEN TONG Fei-Ming,RAMOS Fabiola,TPE,VEN,3,0,"26,21,21|24,9,9",,OLYMPICS,WS,919,Qualification,CHEN TONG Fei-Ming (TPE),RAMOS Fabiola (VEN),,,3 - 0,26:24 21:9 21:9,CHEN TONG Fei-Ming,2000
Olympic Games Sydney 2000,2000-09-16,PAVLOVICH Veronika,GHATAK Poulomi,BLR,IND,3,0,"21,21,21|14,17,16",,OLYMPICS,WS,919,Qualification,PAVLOVICH Veronika (BLR),GHATAK Poulomi (IND),,,3 - 0,21:14 21:17 21:16,PAVLOVICH Veronika,2000
Olympic Games Sydney 2000,2000-09-16,BOILEAU Anne,GHATAK Poulomi,FRA,IND,3,0,"21,21,21|12,9,9",,OLYMPICS,WS,919,Qualification,BOILEAU Anne (FRA),GHATAK Poulomi (IND),,,3 - 0,21:12 21:9 21:9,BOILEAU Anne,2000
Olympic Games Sydney 2000,2000-09-16,BOILEAU Anne,PAVLOVICH Veronika,FRA,BLR,3,0,"21,21,22|15,15,20",,OLYMPICS,WS,919,Qualification,BOILEAU Anne (FRA),PAVLOVICH Veronika (BLR),,,3 - 0,21:15 21:15 22:20,BOILEAU Anne,2000
Olympic Games Sydney 2000,2000-09-16,MELNIK Galina,WONG Ching,RUS,HKG,3,2,"16,20,21,21,21|21,22,19,16,17",,OLYMPICS,WS,919,Qualification,MELNIK Galina (RUS),WONG Ching (HKG),,,3 - 2,16:21 20:22 21:19 21:16 21:17,MELNIK Galina,2000
Olympic Games Sydney 2000,2000-09-16,MELNIK Galina,ABDELAZIZ Shimaa,RUS,EGY,3,0,"21,21,21|6,11,15",,OLYMPICS,WS,919,Qualification,MELNIK Galina (RUS),ABDELAZIZ Shimaa (EGY),,,3 - 0,21:6 21:11 21:15,MELNIK Galina,2000
Olympic Games Sydney 2000,2000-09-16,WONG Ching,ABDELAZIZ Shimaa,HKG,EGY,3,0,"21,21,21|19,12,11",,OLYMPICS,WS,919,Qualification,WONG Ching (HKG),ABDELAZIZ Shimaa (EGY),,,3 - 0,21:19 21:12 21:11,WONG Ching,2000
Olympic Games Sydney 2000,2000-09-16,PALINA Irina,MUSOKE Mary,RUS,UGA,3,0,"21,21,21|9,9,18",,OLYMPICS,WS,919,Qualification,PALINA Irina (RUS),MUSOKE Mary (UGA),,,3 - 0,21:9 21:9 21:18,PALINA Irina,2000
Olympic Games Sydney 2000,2000-09-16,PALINA Irina,SONG Ah Sim,RUS,HKG,3,0,"22,21,24|20,12,22",,OLYMPICS,WS,919,Qualification,PALINA Irina (RUS),SONG Ah Sim (HKG),,,3 - 0,22:20 21:12 24:22,PALINA Irina,2000
Olympic Games Sydney 2000,2000-09-16,SONG Ah Sim,MUSOKE Mary,HKG,UGA,3,0,"21,21,21|16,9,11",,OLYMPICS,WS,919,Qualification,SONG Ah Sim (HKG),MUSOKE Mary (UGA),,,3 - 0,21:16 21:9 21:11,SONG Ah Sim,2000
Olympic Games Sydney 2000,2000-09-16,SVENSSON Asa,PAVLOVICH Viktoria,SWE,BLR,3,1,"21,21,16,21|16,17,21,16",,OLYMPICS,WS,919,Qualification,SVENSSON Asa (SWE),PAVLOVICH Viktoria (BLR),,,3 - 1,21:16 21:17 16:21 21:16,SVENSSON Asa,2000
Olympic Games Sydney 2000,2000-09-16,PAVLOVICH Viktoria,ELALFY Shahira,BLR,EGY,3,0,"21,21,21|7,12,13",,OLYMPICS,WS,919,Qualification,PAVLOVICH Viktoria (BLR),ELALFY Shahira (EGY),,,3 - 0,21:7 21:12 21:13,PAVLOVICH Viktoria,2000
Olympic Games Sydney 2000,2000-09-16,SVENSSON Asa,ELALFY Shahira,SWE,EGY,3,0,"21,21,21|12,6,11",,OLYMPICS,WS,919,Qualification,SVENSSON Asa (SWE),ELALFY Shahira (EGY),,,3 - 0,21:12 21:6 21:11,SVENSSON Asa,2000
Olympic Games Sydney 2000,2000-09-16,KOSTROMINA Tatyana (1973),TCHERESTOVA Tatiana,BLR,JOR,3,0,"21,21,21|10,14,12",,OLYMPICS,WS,919,Qualification,KOSTROMINA Tatyana (1973) (BLR),TCHERESTOVA Tatiana (JOR),,,3 - 0,21:10 21:14 21:12,KOSTROMINA Tatyana (1973),2000
Olympic Games Sydney 2000,2000-09-16,SVENSSON Marie,TCHERESTOVA Tatiana,SWE,JOR,3,0,"21,21,21|15,11,6",,OLYMPICS,WS,919,Qualification,SVENSSON Marie (SWE),TCHERESTOVA Tatiana (JOR),,,3 - 0,21:15 21:11 21:6,SVENSSON Marie,2000
Olympic Games Sydney 2000,2000-09-16,SVENSSON Marie,KOSTROMINA Tatyana (1973),SWE,BLR,3,2,"21,15,15,21,21|6,21,21,19,12",,OLYMPICS,WS,919,Qualification,SVENSSON Marie (SWE),KOSTROMINA Tatyana (1973) (BLR),,,3 - 2,21:6 15:21 15:21 21:19 21:12,SVENSSON Marie,2000
Olympic Games Sydney 2000,2000-09-16,WANG Nan,LI Chunli,CHN,NZL,3,0,"21,21,21|17,15,9",R32,OLYMPICS,WS,919,Main Draw,WANG Nan (CHN),LI Chunli (NZL),,,3 - 0,21:17 21:15 21:9,WANG Nan,2000
Olympic Games Sydney 2000,2000-09-16,LIU Jia,LI Jiawei,AUT,SGP,3,1,"21,21,18,21|13,17,21,17",R32,OLYMPICS,WS,919,Main Draw,LIU Jia (AUT),LI Jiawei (SGP),,,3 - 1,21:13 21:17 18:21 21:17,LIU Jia,2000
Olympic Games Sydney 2000,2000-09-16,CHEN TONG Fei-Ming,SCHOPP Jie,TPE,GER,3,2,"16,21,15,21,21|21,19,21,9,10",R32,OLYMPICS,WS,919,Main Draw,CHEN TONG Fei-Ming (TPE),SCHOPP Jie (GER),,,3 - 2,16:21 21:19 15:21 21:9 21:10,CHEN TONG Fei-Ming,2000
Olympic Games Sydney 2000,2000-09-16,KOYAMA Chire,LEE Eunsil,JPN,KOR,3,0,"21,24,21|10,22,14",R32,OLYMPICS,WS,919,Main Draw,KOYAMA Chire (JPN),LEE Eunsil (KOR),,,3 - 0,21:10 24:22 21:14,KOYAMA Chire,2000
Olympic Games Sydney 2000,2000-09-16,GOTSCH Qianhong,SAKATA Rinko,GER,JPN,3,0,"21,21,21|14,16,15",R32,OLYMPICS,WS,919,Main Draw,GOTSCH Qianhong (GER),SAKATA Rinko (JPN),,,3 - 0,21:14 21:16 21:15,GOTSCH Qianhong,2000
Olympic Games Sydney 2000,2000-09-16,SUK Eunmi,BADESCU Otilia,KOR,ROU,3,2,"19,21,15,21,23|21,18,21,10,21",R32,OLYMPICS,WS,919,Main Draw,SUK Eunmi (KOR),BADESCU Otilia (ROU),,,3 - 2,19:21 21:18 15:21 21:10 23:21,SUK Eunmi,2000
Olympic Games Sydney 2000,2000-09-16,TOTH Krisztina,PALINA Irina,HUN,RUS,3,0,"21,21,21|15,16,7",R32,OLYMPICS,WS,919,Main Draw,TOTH Krisztina (HUN),PALINA Irina (RUS),,,3 - 0,21:15 21:16 21:7,TOTH Krisztina,2000
Olympic Games Sydney 2000,2000-09-16,CHEN Jing,SVENSSON Marie,TPE,SWE,3,0,"25,21,22|23,6,20",R32,OLYMPICS,WS,919,Main Draw,CHEN Jing (TPE),SVENSSON Marie (SWE),,,3 - 0,25:23 21:6 22:20,CHEN Jing,2000
Olympic Games Sydney 2000,2000-09-16,JING Junhong,SUN Jin,SGP,HKG,3,0,"21,21,21|16,18,7",R32,OLYMPICS,WS,919,Main Draw,JING Junhong (SGP),SUN Jin (HKG),,,3 - 0,21:16 21:18 21:7,JING Junhong,2000
Olympic Games Sydney 2000,2000-09-16,GENG Lijuan,BOROS Tamara,CAN,CRO,3,2,"18,21,21,29,21|21,19,23,27,14",R32,OLYMPICS,WS,919,Main Draw,GENG Lijuan (CAN),BOROS Tamara (CRO),,,3 - 2,18:21 21:19 21:23 29:27 21:14,GENG Lijuan,2000
Olympic Games Sydney 2000,2000-09-16,STEFF Mihaela,BOILEAU Anne,ROU,FRA,3,0,"21,21,21|15,12,18",R32,OLYMPICS,WS,919,Main Draw,STEFF Mihaela (ROU),BOILEAU Anne (FRA),,,3 - 0,21:15 21:12 21:18,STEFF Mihaela,2000
Olympic Games Sydney 2000,2000-09-16,SVENSSON Asa,TIAN-ZORNER Jing,SWE,GER,3,2,"21,21,18,19,21|18,13,21,21,18",R32,OLYMPICS,WS,919,Main Draw,SVENSSON Asa (SWE),TIAN-ZORNER Jing (GER),,,3 - 2,21:18 21:13 18:21 19:21 21:18,SVENSSON Asa,2000
Olympic Games Sydney 2000,2000-09-16,RYU Jihae,GAO Jun,KOR,USA,3,1,"21,15,21,21|17,21,15,10",R32,OLYMPICS,WS,919,Main Draw,RYU Jihae (KOR),GAO Jun (USA),,,3 - 1,21:17 15:21 21:15 21:10,RYU Jihae,2000
Olympic Games Sydney 2000,2000-09-16,KONISHI An,XU Jing,JPN,TPE,3,0,"21,21,21|15,12,15",R32,OLYMPICS,WS,919,Main Draw,KONISHI An (JPN),XU Jing (TPE),,,3 - 0,21:15 21:12 21:15,KONISHI An,2000
Olympic Games Sydney 2000,2000-09-16,NI Xia Lian,BATORFI Csilla,LUX,HUN,3,2,"24,21,19,21,21|22,10,21,23,14",R32,OLYMPICS,WS,919,Main Draw,NI Xia Lian (LUX),BATORFI Csilla (HUN),,,3 - 2,24:22 21:10 19:21 21:23 21:14,NI Xia Lian,2000
Olympic Games Sydney 2000,2000-09-16,LI Ju,MELNIK Galina,CHN,RUS,3,2,"14,21,20,21,21|21,17,22,18,13",R32,OLYMPICS,WS,919,Main Draw,LI Ju (CHN),MELNIK Galina (RUS),,,3 - 2,14:21 21:17 20:22 21:18 21:13,LI Ju,2000
Olympic Games Sydney 2000,2000-09-16,WANG Nan,LIU Jia,CHN,AUT,3,2,"18,21,19,23,21|21,18,21,21,16",R16,OLYMPICS,WS,919,Main Draw,WANG Nan (CHN),LIU Jia (AUT),,,3 - 2,18:21 21:18 19:21 23:21 21:16,WANG Nan,2000
Olympic Games Sydney 2000,2000-09-16,KOYAMA Chire,CHEN TONG Fei-Ming,JPN,TPE,3,2,"24,20,21,21,21|26,22,6,19,15",R16,OLYMPICS,WS,919,Main Draw,KOYAMA Chire (JPN),CHEN TONG Fei-Ming (TPE),,,3 - 2,24:26 20:22 21:6 21:19 21:15,KOYAMA Chire,2000
Olympic Games Sydney 2000,2000-09-16,GOTSCH Qianhong,SUK Eunmi,GER,KOR,3,2,"17,21,19,21,21|21,17,21,17,19",R16,OLYMPICS,WS,919,Main Draw,GOTSCH Qianhong (GER),SUK Eunmi (KOR),,,3 - 2,17:21 21:17 19:21 21:17 21:19,GOTSCH Qianhong,2000
Olympic Games Sydney 2000,2000-09-16,CHEN Jing,TOTH Krisztina,TPE,HUN,3,0,"21,21,21|14,9,14",R16,OLYMPICS,WS,919,Main Draw,CHEN Jing (TPE),TOTH Krisztina (HUN),,,3 - 0,21:14 21:9 21:14,CHEN Jing,2000
Olympic Games Sydney 2000,2000-09-16,JING Junhong,GENG Lijuan,SGP,CAN,3,2,"16,25,13,22,23|21,23,21,20,21",R16,OLYMPICS,WS,919,Main Draw,JING Junhong (SGP),GENG Lijuan (CAN),,,3 - 2,16:21 25:23 13:21 22:20 23:21,JING Junhong,2000
Olympic Games Sydney 2000,2000-09-16,STEFF Mihaela,SVENSSON Asa,ROU,SWE,3,2,"13,21,18,21,21|21,16,21,10,13",R16,OLYMPICS,WS,919,Main Draw,STEFF Mihaela (ROU),SVENSSON Asa (SWE),,,3 - 2,13:21 21:16 18:21 21:10 21:13,STEFF Mihaela,2000
Olympic Games Sydney 2000,2000-09-16,RYU Jihae,KONISHI An,KOR,JPN,3,2,"21,22,15,17,22|17,20,21,21,20",R16,OLYMPICS,WS,919,Main Draw,RYU Jihae (KOR),KONISHI An (JPN),,,3 - 2,21:17 22:20 15:21 17:21 22:20,RYU Jihae,2000
Olympic Games Sydney 2000,2000-09-16,LI Ju,NI Xia Lian,CHN,LUX,3,0,"21,21,21|15,11,15",R16,OLYMPICS,WS,919,Main Draw,LI Ju (CHN),NI Xia Lian (LUX),,,3 - 0,21:15 21:11 21:15,LI Ju,2000
Olympic Games Sydney 2000,2000-09-16,WANG Nan,KOYAMA Chire,CHN,JPN,3,0,"21,21,22|19,8,20",QuarterFinal,OLYMPICS,WS,919,Main Draw,WANG Nan (CHN),KOYAMA Chire (JPN),,,3 - 0,21:19 21:8 22:20,WANG Nan,2000
Olympic Games Sydney 2000,2000-09-16,CHEN Jing,GOTSCH Qianhong,TPE,GER,3,2,"17,19,21,21,21|21,21,13,10,17",QuarterFinal,OLYMPICS,WS,919,Main Draw,CHEN Jing (TPE),GOTSCH Qianhong (GER),,,3 - 2,17:21 19:21 21:13 21:10 21:17,CHEN Jing,2000
Olympic Games Sydney 2000,2000-09-16,JING Junhong,STEFF Mihaela,SGP,ROU,3,1,"22,21,19,22|20,12,21,20",QuarterFinal,OLYMPICS,WS,919,Main Draw,JING Junhong (SGP),STEFF Mihaela (ROU),,,3 - 1,22:20 21:12 19:21 22:20,JING Junhong,2000
Olympic Games Sydney 2000,2000-09-16,LI Ju,RYU Jihae,CHN,KOR,3,1,"12,21,21,21|21,14,19,15",QuarterFinal,OLYMPICS,WS,919,Main Draw,LI Ju (CHN),RYU Jihae (KOR),,,3 - 1,12:21 21:14 21:19 21:15,LI Ju,2000
Olympic Games Sydney 2000,2000-09-16,WANG Nan,CHEN Jing,CHN,TPE,3,1,"12,22,21,21|21,20,17,15",SemiFinal,OLYMPICS,WS,919,Main Draw,WANG Nan (CHN),CHEN Jing (TPE),,,3 - 1,12:21 22:20 21:17 21:15,WANG Nan,2000
Olympic Games Sydney 2000,2000-09-16,LI Ju,JING Junhong,CHN,SGP,3,1,"15,21,21,21|21,13,12,19",SemiFinal,OLYMPICS,WS,919,Main Draw,LI Ju (CHN),JING Junhong (SGP),,,3 - 1,15:21 21:13 21:12 21:19,LI Ju,2000
Olympic Games Sydney 2000,2000-09-16,WANG Nan,LI Ju,CHN,CHN,3,2,"21,12,19,21,21|12,21,21,17,18",Final,OLYMPICS,WS,919,Main Draw,WANG Nan (CHN),LI Ju (CHN),,,3 - 2,21:12 12:21 19:21 21:17 21:18,WANG Nan,2000
Olympic Games Sydney 2000,2000-09-16,CHEN Jing,JING Junhong,TPE,SGP,3,1,"18,21,21,21|21,14,15,10",2,OLYMPICS,WS,919,Position Draw,CHEN Jing (TPE),JING Junhong (SGP),,,3 - 1,18:21 21:14 21:15 21:10,CHEN Jing,2000
Olympic Games Sydney 2000,2000-09-16,CLARKE Brett/PLUMB Jeff,ARADO Francisco/ARADO Ruben,AUS,CUB,2,0,"21,22|12,20",,OLYMPICS,MD,919,Qualification,CLARKE Brett (AUS) / PLUMB Jeff (AUS),ARADO Francisco (CUB) / ARADO Ruben (CUB),PLUMB Jeff (AUS),ARADO Ruben (CUB),2 - 0,21:12 22:20,CLARKE Brett,2000
Olympic Games Sydney 2000,2000-09-16,JINDRAK Karl/SCHLAGER Werner,HEISTER Danny/KEEN Trinko,AUT,NED,3,0,"22,21,21|20,14,17",R16,OLYMPICS,MD,919,Main Draw,JINDRAK Karl (AUT) / SCHLAGER Werner (AUT),HEISTER Danny (NED) / KEEN Trinko (NED),SCHLAGER Werner (AUT),KEEN Trinko (NED),3 - 0,22:20 21:14 21:17,JINDRAK Karl,2000
Olympic Games Sydney 2000,2000-09-16,SAIVE Jean-Michel/SAIVE Philippe,GAMBRA Jorge/MORALES Augusto,BEL,CHI,2,0,"21,21|16,14",QR2,OLYMPICS,MD,919,Qualification,SAIVE Jean-Michel (BEL) / SAIVE Philippe (BEL),GAMBRA Jorge (CHI) / MORALES Augusto (CHI),SAIVE Philippe (BEL),MORALES Augusto (CHI),2 - 0,21:16 21:14,SAIVE Jean-Michel,2000
Olympic Games Sydney 2000,2000-09-16,SAMSONOV Vladimir/CHTCHETININE Evgueni,SWEERIS Todd/ZHUANG David,BLR,USA,2,0,"21,21|14,18",3,OLYMPICS,MD,919,Qualification,SAMSONOV Vladimir (BLR) / CHTCHETININE Evgueni (BLR),SWEERIS Todd (USA) / ZHUANG David (USA),CHTCHETININE Evgueni (BLR),ZHUANG David (USA),2 - 0,21:14 21:18,SAMSONOV Vladimir,2000
Olympic Games Sydney 2000,2000-09-16,HOYAMA Hugo/KAWAI ISSAMU Carlos,KACI David/OULAMI Farid,BRA,ALG,2,0,"21,21|11,16",,OLYMPICS,MD,919,Qualification,HOYAMA Hugo (BRA) / KAWAI ISSAMU Carlos (BRA),KACI David (ALG) / OULAMI Farid (ALG),KAWAI ISSAMU Carlos (BRA),OULAMI Farid (ALG),2 - 0,21:11 21:16,HOYAMA Hugo,2000
Olympic Games Sydney 2000,2000-09-16,HOYAMA Hugo/KAWAI ISSAMU Carlos,KORBEL Petr/PLACHY Josef,BRA,CZE,2,0,"21,21|17,17",QR2,OLYMPICS,MD,919,Qualification,HOYAMA Hugo (BRA) / KAWAI ISSAMU Carlos (BRA),KORBEL Petr (CZE) / PLACHY Josef (CZE),KAWAI ISSAMU Carlos (BRA),PLACHY Josef (CZE),2 - 0,21:17 21:17,HOYAMA Hugo,2000
Olympic Games Sydney 2000,2000-09-16,HUANG Johnny/LIU Kurt,LIU Song/TABACHNIK Pablo,CAN,ARG,2,1,"21,18,21|12,21,15",QR2,OLYMPICS,MD,919,Qualification,HUANG Johnny (CAN) / LIU Kurt (CAN),LIU Song (ARG) / TABACHNIK Pablo (ARG),LIU Kurt (CAN),TABACHNIK Pablo (ARG),2 - 1,21:12 18:21 21:15,HUANG Johnny,2000
Olympic Games Sydney 2000,2000-09-16,GAMBRA Jorge/MORALES Augusto,HARINTO Ismu/SUSENO Anton,CHI,INA,2,1,"21,15,21|8,21,14",,OLYMPICS,MD,919,Qualification,GAMBRA Jorge (CHI) / MORALES Augusto (CHI),HARINTO Ismu (INA) / SUSENO Anton (INA),MORALES Augusto (CHI),SUSENO Anton (INA),2 - 1,21:8 15:21 21:14,GAMBRA Jorge,2000
Olympic Games Sydney 2000,2000-09-16,KONG Linghui/LIU Guoliang,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,CHN,POL,3,2,"21,12,19,21,21|16,21,21,18,18",R16,OLYMPICS,MD,919,Main Draw,KONG Linghui (CHN) / LIU Guoliang (CHN),BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),LIU Guoliang (CHN),KRZESZEWSKI Tomasz (POL),3 - 2,21:16 12:21 19:21 21:18 21:18,KONG Linghui,2000
Olympic Games Sydney 2000,2000-09-16,WANG Liqin/YAN Sen,ISEKI Seiko/TASAKI Toshio,CHN,JPN,3,0,"21,21,21|18,16,6",R16,OLYMPICS,MD,919,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),ISEKI Seiko (JPN) / TASAKI Toshio (JPN),YAN Sen (CHN),TASAKI Toshio (JPN),3 - 0,21:18 21:16 21:6,WANG Liqin,2000
Olympic Games Sydney 2000,2000-09-16,KONG Linghui/LIU Guoliang,KIM Taeksoo/OH Sangeun,CHN,KOR,3,1,"21,21,10,21|18,9,21,10",QuarterFinal,OLYMPICS,MD,919,Main Draw,KONG Linghui (CHN) / LIU Guoliang (CHN),KIM Taeksoo (KOR) / OH Sangeun (KOR),LIU Guoliang (CHN),OH Sangeun (KOR),3 - 1,21:18 21:9 10:21 21:10,KONG Linghui,2000
Olympic Games Sydney 2000,2000-09-16,WANG Liqin/YAN Sen,ELOI Damien/LEGOUT Christophe,CHN,FRA,3,0,"21,21,21|6,13,19",QuarterFinal,OLYMPICS,MD,919,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),ELOI Damien (FRA) / LEGOUT Christophe (FRA),YAN Sen (CHN),LEGOUT Christophe (FRA),3 - 0,21:6 21:13 21:19,WANG Liqin,2000
Olympic Games Sydney 2000,2000-09-16,KONG Linghui/LIU Guoliang,CHILA Patrick/GATIEN Jean-Philippe,CHN,FRA,3,1,"21,22,21,21|12,24,10,10",SemiFinal,OLYMPICS,MD,919,Main Draw,KONG Linghui (CHN) / LIU Guoliang (CHN),CHILA Patrick (FRA) / GATIEN Jean-Philippe (FRA),LIU Guoliang (CHN),GATIEN Jean-Philippe (FRA),3 - 1,21:12 22:24 21:10 21:10,KONG Linghui,2000
Olympic Games Sydney 2000,2000-09-16,WANG Liqin/YAN Sen,LEE Chulseung/RYU Seungmin,CHN,KOR,3,1,"21,21,17,21|12,19,21,18",SemiFinal,OLYMPICS,MD,919,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),LEE Chulseung (KOR) / RYU Seungmin (KOR),YAN Sen (CHN),RYU Seungmin (KOR),3 - 1,21:12 21:19 17:21 21:18,WANG Liqin,2000
Olympic Games Sydney 2000,2000-09-16,WANG Liqin/YAN Sen,KONG Linghui/LIU Guoliang,CHN,CHN,3,1,"22,17,21,21|20,21,19,18",Final,OLYMPICS,MD,919,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),KONG Linghui (CHN) / LIU Guoliang (CHN),YAN Sen (CHN),LIU Guoliang (CHN),3 - 1,22:20 17:21 21:19 21:18,WANG Liqin,2000
Olympic Games Sydney 2000,2000-09-16,MAZE Michael/TUGWELL Finn,CHENG Yinghua/NGUYEN Khoa,DEN,USA,2,0,"21,21|12,7",,OLYMPICS,MD,919,Qualification,MAZE Michael (DEN) / TUGWELL Finn (DEN),CHENG Yinghua (USA) / NGUYEN Khoa (USA),TUGWELL Finn (DEN),NGUYEN Khoa (USA),2 - 0,21:12 21:7,MAZE Michael,2000
Olympic Games Sydney 2000,2000-09-16,MAZE Michael/TUGWELL Finn,MATSUSHITA Koji/SHIBUTANI Hiroshi,DEN,JPN,2,0,"21,21|13,10",3,OLYMPICS,MD,919,Qualification,MAZE Michael (DEN) / TUGWELL Finn (DEN),MATSUSHITA Koji (JPN) / SHIBUTANI Hiroshi (JPN),TUGWELL Finn (DEN),SHIBUTANI Hiroshi (JPN),2 - 0,21:13 21:10,MAZE Michael,2000
Olympic Games Sydney 2000,2000-09-16,ELOI Damien/LEGOUT Christophe,HUANG Johnny/LIU Kurt,FRA,CAN,2,1,"11,22,21|21,20,14",,OLYMPICS,MD,919,Qualification,ELOI Damien (FRA) / LEGOUT Christophe (FRA),HUANG Johnny (CAN) / LIU Kurt (CAN),LEGOUT Christophe (FRA),LIU Kurt (CAN),2 - 1,11:21 22:20 21:14,ELOI Damien,2000
Olympic Games Sydney 2000,2000-09-16,ELOI Damien/LEGOUT Christophe,LIU Song/TABACHNIK Pablo,FRA,ARG,2,0,"21,21|15,10",3,OLYMPICS,MD,919,Qualification,ELOI Damien (FRA) / LEGOUT Christophe (FRA),LIU Song (ARG) / TABACHNIK Pablo (ARG),LEGOUT Christophe (FRA),TABACHNIK Pablo (ARG),2 - 0,21:15 21:10,ELOI Damien,2000
Olympic Games Sydney 2000,2000-09-16,CHILA Patrick/GATIEN Jean-Philippe,HAKANSSON Fredrik/KARLSSON Peter,FRA,SWE,3,1,"21,10,21,21|17,21,11,18",R16,OLYMPICS,MD,919,Main Draw,CHILA Patrick (FRA) / GATIEN Jean-Philippe (FRA),HAKANSSON Fredrik (SWE) / KARLSSON Peter (SWE),GATIEN Jean-Philippe (FRA),KARLSSON Peter (SWE),3 - 1,21:17 10:21 21:11 21:18,CHILA Patrick,2000
Olympic Games Sydney 2000,2000-09-16,ELOI Damien/LEGOUT Christophe,PERSSON Jorgen/WALDNER Jan-Ove,FRA,SWE,3,0,"21,23,21|18,21,18",R16,OLYMPICS,MD,919,Main Draw,ELOI Damien (FRA) / LEGOUT Christophe (FRA),PERSSON Jorgen (SWE) / WALDNER Jan-Ove (SWE),LEGOUT Christophe (FRA),WALDNER Jan-Ove (SWE),3 - 0,21:18 23:21 21:18,ELOI Damien,2000
Olympic Games Sydney 2000,2000-09-16,CHILA Patrick/GATIEN Jean-Philippe,JINDRAK Karl/SCHLAGER Werner,FRA,AUT,3,2,"15,19,21,21,22|21,21,19,17,20",QuarterFinal,OLYMPICS,MD,919,Main Draw,CHILA Patrick (FRA) / GATIEN Jean-Philippe (FRA),JINDRAK Karl (AUT) / SCHLAGER Werner (AUT),GATIEN Jean-Philippe (FRA),SCHLAGER Werner (AUT),3 - 2,15:21 19:21 21:19 21:17 22:20,CHILA Patrick,2000
Olympic Games Sydney 2000,2000-09-16,CHILA Patrick/GATIEN Jean-Philippe,LEE Chulseung/RYU Seungmin,FRA,KOR,3,1,"22,21,22,21|20,23,20,10",2,OLYMPICS,MD,919,Position Draw,CHILA Patrick (FRA) / GATIEN Jean-Philippe (FRA),LEE Chulseung (KOR) / RYU Seungmin (KOR),GATIEN Jean-Philippe (FRA),RYU Seungmin (KOR),3 - 1,22:20 21:23 22:20 21:10,CHILA Patrick,2000
Olympic Games Sydney 2000,2000-09-16,BOLL Timo/ROSSKOPF Jorg,CLARKE Brett/PLUMB Jeff,GER,AUS,2,0,"21,21|10,10",QR2,OLYMPICS,MD,919,Qualification,BOLL Timo (GER) / ROSSKOPF Jorg (GER),CLARKE Brett (AUS) / PLUMB Jeff (AUS),ROSSKOPF Jorg (GER),PLUMB Jeff (AUS),2 - 0,21:10 21:10,BOLL Timo,2000
