tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2020 ITTF Finals Zhengzhou 2020,2020-11-19,SUH Hyo Won,ISHIKAWA Kasumi,KOR,JPN,4,1,"11,3,11,11,11|8,11,9,5,5",R16,GRAND_SLAM,WS,2266,Main Draw,SUH Hyo Won (KOR),ISHIKAWA Kasumi (JPN),,,1 - 4,8:11 11:3 9:11 5:11 5:11,SUH Hyo Won,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,LAKATOS Tamas,YANG Heng-Wei,HUN,TPE,4,2,"8,11,11,9,11,11|11,5,7,11,7,2",R64,OLYMPICS,MS,2241,Main Draw,LAKATOS Tamas (HUN),YANG Heng-Wei (TPE),,,4 - 2,8:11 11:5 11:7 9:11 11:7 11:2,LAKATOS Tamas,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,JOUTI Eric,LILLO Alberto,BRA,ESP,4,0,"11,11,11,11|3,8,5,7",R64,OLYMPICS,MS,2241,Main Draw,LILLO Alberto (ESP),JOUTI Eric (BRA),,,0 - 4,3:11 8:11 5:11 7:11,JOUTI Eric,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,OUAICHE Stephane,ALLEGRO Martin,ALG,BEL,4,3,"11,2,4,13,11,11,14|7,11,11,15,9,5,12",R64,OLYMPICS,MS,2241,Main Draw,OUAICHE Stephane (ALG),ALLEGRO Martin (BEL),,,4 - 3,11:7 2:11 4:11 13:15 11:9 11:5 14:12,OUAICHE Stephane,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ZHAI Yujia,TRAVIN Danila,DEN,RUS,3,0,"11,11,11|9,4,3",R64,OLYMPICS,MS,2241,Main Draw,TRAVIN Danila (RUS),ZHAI Yujia (DEN),,,0 - 3,9:11 4:11 3:11,ZHAI Yujia,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,URSU Vladislav,PLATONOV Pavel,MDA,BLR,4,1,"11,12,11,2,11|7,10,8,11,4",R64,OLYMPICS,MS,2241,Main Draw,PLATONOV Pavel (BLR),URSU Vladislav (MDA),,,1 - 4,7:11 10:12 8:11 11:2 4:11,URSU Vladislav,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,KOZUL Deni,ABDELAZIZ Youssef,SLO,EGY,4,1,"11,11,11,11,11|13,8,8,8,8",R64,OLYMPICS,MS,2241,Main Draw,ABDELAZIZ Youssef (EGY),KOZUL Deni (SLO),,,1 - 4,13:11 8:11 8:11 8:11 8:11,KOZUL Deni,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ROLLAND Jules,STOYANOV Niagol,FRA,ITA,4,3,"11,2,8,7,11,11,11|9,11,11,11,7,9,8",R64,OLYMPICS,MS,2241,Main Draw,STOYANOV Niagol (ITA),ROLLAND Jules (FRA),,,3 - 4,9:11 11:2 11:8 11:7 7:11 9:11 8:11,ROLLAND Jules,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,LEVENKO Andreas,KATSMAN Lev,AUT,RUS,4,3,"7,8,7,11,11,11,11|11,11,11,9,9,8,8",R64,OLYMPICS,MS,2241,Main Draw,KATSMAN Lev (RUS),LEVENKO Andreas (AUT),,,3 - 4,11:7 11:8 11:7 9:11 9:11 8:11 8:11,LEVENKO Andreas,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,BOBOCICA Mihai,TEODORO Guilherme,ITA,BRA,4,0,"11,11,11,11|3,2,6,9",R64,OLYMPICS,MS,2241,Main Draw,BOBOCICA Mihai (ITA),TEODORO Guilherme (BRA),,,4 - 0,11:3 11:2 11:6 11:9,BOBOCICA Mihai,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GERASSIMENKO Kirill,VALUCH Alexander,KAZ,SVK,4,0,"11,11,11,11|2,3,4,6",R64,OLYMPICS,MS,2241,Main Draw,VALUCH Alexander (SVK),GERASSIMENKO Kirill (KAZ),,,0 - 4,2:11 3:11 4:11 6:11,GERASSIMENKO Kirill,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,KAZANTSEVA Kristina/TAILAKOVA Mariia,FERNANDEZ Alba/GARCIA Ana,RUS,ESP,3,1,"10,11,11,11|12,5,5,7",R16,OLYMPICS,WD,2241,Main Draw,KAZANTSEVA Kristina (RUS) / TAILAKOVA Mariia (RUS),FERNANDEZ Alba (ESP) / GARCIA Ana (ESP),TAILAKOVA Mariia (RUS),GARCIA Ana (ESP),3 - 1,10:12 11:5 11:5 11:7,KAZANTSEVA Kristina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MITTELHAM Nina/SHAN Xiaona,CHAKAVAYA Tatsiana/KISEL Darya,GER,BLR,3,0,"11,11,11|2,7,8",R16,OLYMPICS,WD,2241,Main Draw,MITTELHAM Nina (GER) / SHAN Xiaona (GER),CHAKAVAYA Tatsiana (BLR) / KISEL Darya (BLR),SHAN Xiaona (GER),KISEL Darya (BLR),3 - 0,11:2 11:7 11:8,MITTELHAM Nina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,PFEFER Laura/ZARIF Audrey,CAREY Charlotte/PAVLOVIC Andrea,FRA,WAL,3,1,"11,12,19,11|8,10,21,8",R16,OLYMPICS,WD,2241,Main Draw,PFEFER Laura (FRA) / ZARIF Audrey (FRA),CAREY Charlotte (WAL) / PAVLOVIC Andrea (CRO),ZARIF Audrey (FRA),PAVLOVIC Andrea (CRO),3 - 1,11:8 12:10 19:21 11:8,PFEFER Laura,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CIOBANU Irina/DODEAN Daniela,SHINOHARA Yura/YUMOTO Fuwa,ROU,JPN,3,1,"8,11,11,11|11,9,4,9",R16,OLYMPICS,WD,2241,Main Draw,CIOBANU Irina (ROU) / DODEAN Daniela (ROU),SHINOHARA Yura (JPN) / YUMOTO Fuwa (JPN),DODEAN Daniela (ROU),YUMOTO Fuwa (JPN),1 - 3,11:8 9:11 4:11 9:11,CIOBANU Irina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ODO Satsuki/SHIBATA Saki,TOFANT Ana/ZUPANCIC Nina,JPN,SLO,3,0,"11,11,11|6,7,7",R16,OLYMPICS,WD,2241,Main Draw,ODO Satsuki (JPN) / SHIBATA Saki (JPN),TOFANT Ana (SLO) / ZUPANCIC Nina (SLO),SHIBATA Saki (JPN),ZUPANCIC Nina (SLO),3 - 0,11:6 11:7 11:7,ODO Satsuki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GOI Rui Xuan/ZENG Jian,KOLISH Anastasia/SHCHERBATYKH Valeriia,SGP,RUS,3,1,"5,11,11,11|11,7,8,7",R16,OLYMPICS,WD,2241,Main Draw,GOI Rui Xuan (SGP) / ZENG Jian (SGP),KOLISH Anastasia (RUS) / SHCHERBATYKH Valeriia (RUS),ZENG Jian (SGP),SHCHERBATYKH Valeriia (RUS),1 - 3,11:5 7:11 8:11 7:11,GOI Rui Xuan,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CHASSELIN Pauline/GUISNEL Oceane,BLASKOVA Zdena/STEPANOVA Gabriela,FRA,CZE,3,2,"9,8,11,11,15|11,11,7,6,13",R16,OLYMPICS,WD,2241,Main Draw,CHASSELIN Pauline (FRA) / GUISNEL Oceane (FRA),BLASKOVA Zdena (CZE) / STEPANOVA Gabriela (CZE),GUISNEL Oceane (FRA),STEPANOVA Gabriela (CZE),3 - 2,9:11 8:11 11:7 11:6 15:13,CHASSELIN Pauline,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,HASHIMOTO Honoka/SHIOMI Maki,KUO Chia-Yun/LIN Po-Hsuan,JPN,TPE,3,0,"11,11,11|3,8,6",R16,OLYMPICS,WD,2241,Main Draw,HASHIMOTO Honoka (JPN) / SHIOMI Maki (JPN),KUO Chia-Yun (TPE) / LIN Po-Hsuan (TPE),SHIOMI Maki (JPN),LIN Po-Hsuan (TPE),0 - 3,3:11 8:11 6:11,HASHIMOTO Honoka,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CABALLERO Carlos/ROBLES Alvaro,MANHANI Humberto/TEODORO Guilherme,ESP,BRA,3,1,"11,11,7,11|8,6,11,3",R16,OLYMPICS,MD,2241,Main Draw,CABALLERO Carlos (ESP) / ROBLES Alvaro (ESP),MANHANI Humberto (BRA) / TEODORO Guilherme (BRA),ROBLES Alvaro (ESP),TEODORO Guilherme (BRA),1 - 3,8:11 6:11 11:7 3:11,CABALLERO Carlos,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,JOUTI Eric/MONTEIRO Thiago,MARTINKO Jiri/PUTUNTICA Andrei,BRA,CZE,3,0,"11,11,11|2,9,9",R16,OLYMPICS,MD,2241,Main Draw,JOUTI Eric (BRA) / MONTEIRO Thiago (BRA),MARTINKO Jiri (CZE) / PUTUNTICA Andrei (MDA),MONTEIRO Thiago (BRA),PUTUNTICA Andrei (MDA),0 - 3,2:11 9:11 9:11,JOUTI Eric,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SPANIK Tibor/ZELINKA Jakub,LAKATOS Tamas/OLAH Benedek,SVK,HUN,3,1,"11,12,11,11|7,14,7,4",R16,OLYMPICS,MD,2241,Main Draw,SPANIK Tibor (SVK) / ZELINKA Jakub (SVK),LAKATOS Tamas (HUN) / OLAH Benedek (FIN),ZELINKA Jakub (SVK),OLAH Benedek (FIN),1 - 3,7:11 14:12 7:11 4:11,SPANIK Tibor,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ALAMIAN Nima/ALAMIYAN Noshad,PLATONOV Pavel/YARASHENKA Vadim,IRI,BLR,3,1,"11,11,6,11|3,7,11,8",R16,OLYMPICS,MD,2241,Main Draw,ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),PLATONOV Pavel (BLR) / YARASHENKA Vadim (BLR),ALAMIYAN Noshad (IRI),YARASHENKA Vadim (BLR),3 - 1,11:3 11:7 6:11 11:8,ALAMIAN Nima,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GREBNEV Maksim/KATSMAN Lev,ABDELAZIZ Youssef/ASSAR Khalid,RUS,EGY,3,1,"7,11,11,11|11,6,5,3",R16,OLYMPICS,MD,2241,Main Draw,GREBNEV Maksim (RUS) / KATSMAN Lev (RUS),ABDELAZIZ Youssef (EGY) / ASSAR Khalid (EGY),KATSMAN Lev (RUS),ASSAR Khalid (EGY),1 - 3,11:7 6:11 5:11 3:11,GREBNEV Maksim,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,BAEK Kwangil/PARK Chan-Hyeok,SHINOZUKA Hiroto/SONE Kakeru,KOR,JPN,3,0,"11,11,11|3,9,2",R16,OLYMPICS,MD,2241,Main Draw,BAEK Kwangil (KOR) / PARK Chan-Hyeok (KOR),SHINOZUKA Hiroto (JPN) / SONE Kakeru (JPN),PARK Chan-Hyeok (KOR),SONE Kakeru (JPN),3 - 0,11:3 11:9 11:2,BAEK Kwangil,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MUTTI Leonardo/STOYANOV Niagol,GLOD Eric/MLADENOVIC Luka,ITA,LUX,3,1,"5,11,11,11|11,8,1,7",R16,OLYMPICS,MD,2241,Main Draw,MUTTI Leonardo (ITA) / STOYANOV Niagol (ITA),GLOD Eric (LUX) / MLADENOVIC Luka (LUX),STOYANOV Niagol (ITA),MLADENOVIC Luka (LUX),3 - 1,5:11 11:8 11:1 11:7,MUTTI Leonardo,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CHOI Deokhwa/KIM Taehyun,GONZALEZ Daniel/PEREZ Gabriel,KOR,PUR,3,1,"11,9,11,11|2,11,3,3",R16,OLYMPICS,MD,2241,Main Draw,CHOI Deokhwa (KOR) / KIM Taehyun (MLT),GONZALEZ Daniel (PUR) / PEREZ Gabriel (PUR),KIM Taehyun (MLT),PEREZ Gabriel (PUR),3 - 1,11:2 9:11 11:3 11:3,CHOI Deokhwa,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,HASHIMOTO Honoka,LIU Xin,JPN,ESP,4,0,"11,14,11,11|7,12,3,4",R32,OLYMPICS,WS,2241,Main Draw,LIU Xin (ESP),HASHIMOTO Honoka (JPN),,,0 - 4,7:11 12:14 3:11 4:11,HASHIMOTO Honoka,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,TOMANOVSKA Katerina,MITTELHAM Nina,CZE,GER,4,1,"11,5,11,12,12|9,11,1,10,10",R32,OLYMPICS,WS,2241,Main Draw,MITTELHAM Nina (GER),TOMANOVSKA Katerina (CZE),,,1 - 4,9:11 11:5 1:11 10:12 10:12,TOMANOVSKA Katerina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MANTZ Chantal,PICCOLIN Giorgia,GER,ITA,4,3,"9,4,11,11,6,11,13|11,11,9,2,11,2,11",R32,OLYMPICS,WS,2241,Main Draw,MANTZ Chantal (GER),PICCOLIN Giorgia (ITA),,,4 - 3,9:11 4:11 11:9 11:2 6:11 11:2 13:11,MANTZ Chantal,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ODO Satsuki,KUMAHARA Luca,JPN,BRA,4,2,"11,8,12,7,11,11|8,11,10,11,3,6",R32,OLYMPICS,WS,2241,Main Draw,ODO Satsuki (JPN),KUMAHARA Luca (BRA),,,4 - 2,11:8 8:11 12:10 7:11 11:3 11:6,ODO Satsuki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MORI Sakura,GUISNEL Oceane,JPN,FRA,4,1,"7,11,11,11,11|11,9,8,9,4",R32,OLYMPICS,WS,2241,Main Draw,GUISNEL Oceane (FRA),MORI Sakura (JPN),,,1 - 4,11:7 9:11 8:11 9:11 4:11,MORI Sakura,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ZENG Jian,DIACONU Adina,SGP,ROU,4,3,"9,8,9,19,11,11,11|11,11,11,17,4,3,4",R32,OLYMPICS,WS,2241,Main Draw,ZENG Jian (SGP),DIACONU Adina (ROU),,,4 - 3,9:11 8:11 9:11 19:17 11:4 11:3 11:4,ZENG Jian,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CIOBANU Irina,ABRAAMIAN Elizabet,ROU,RUS,4,3,"13,9,14,11,3,9,11|11,11,12,6,11,11,7",R32,OLYMPICS,WS,2241,Main Draw,ABRAAMIAN Elizabet (RUS),CIOBANU Irina (ROU),,,3 - 4,11:13 11:9 12:14 6:11 11:3 11:9 7:11,CIOBANU Irina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,VOROBEVA Olga,KUKULKOVA Tatiana,RUS,SVK,4,0,"11,11,11,11|8,4,7,3",R32,OLYMPICS,WS,2241,Main Draw,VOROBEVA Olga (RUS),KUKULKOVA Tatiana (SVK),,,4 - 0,11:8 11:4 11:7 11:3,VOROBEVA Olga,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SHIBATA Saki,DODEAN Daniela,JPN,ROU,4,3,"11,11,11,9,9,9,11|2,3,2,11,11,11,9",R32,OLYMPICS,WS,2241,Main Draw,DODEAN Daniela (ROU),SHIBATA Saki (JPN),,,3 - 4,2:11 3:11 2:11 11:9 11:9 11:9 9:11,SHIBATA Saki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GAUTHIER Lucie,HARTBRICH Leonie,FRA,HUN,4,2,"11,12,10,11,11,14|9,14,12,3,3,12",R32,OLYMPICS,WS,2241,Main Draw,GAUTHIER Lucie (FRA),HARTBRICH Leonie (HUN),,,4 - 2,11:9 12:14 10:12 11:3 11:3 14:12,GAUTHIER Lucie,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,WAN Yuan,PLAIAN Tania,GER,ROU,4,0,"11,13,11,11|6,11,9,6",R32,OLYMPICS,WS,2241,Main Draw,WAN Yuan (GER),PLAIAN Tania (ROU),,,4 - 0,11:6 13:11 11:9 11:6,WAN Yuan,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SHAN Xiaona,KAZANTSEVA Kristina,GER,RUS,4,0,"11,11,11,11|6,6,4,6",R32,OLYMPICS,WS,2241,Main Draw,SHAN Xiaona (GER),KAZANTSEVA Kristina (RUS),,,4 - 0,11:6 11:6 11:4 11:6,SHAN Xiaona,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,VISHNIAKOVA Olga,SHCHERBATYKH Valeriia,RUS,RUS,4,3,"6,16,9,11,11,6,11|11,14,11,8,8,11,3",R32,OLYMPICS,WS,2241,Main Draw,SHCHERBATYKH Valeriia (RUS),VISHNIAKOVA Olga (RUS),,,3 - 4,11:6 14:16 11:9 8:11 8:11 11:6 3:11,VISHNIAKOVA Olga,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,TAILAKOVA Mariia,CAREY Charlotte,RUS,WAL,4,0,"11,11,11,11|5,9,9,8",R32,OLYMPICS,WS,2241,Main Draw,TAILAKOVA Mariia (RUS),CAREY Charlotte (WAL),,,4 - 0,11:5 11:9 11:9 11:8,TAILAKOVA Mariia,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SHIOMI Maki,SHINOHARA Yura,JPN,JPN,4,0,"11,11,11,11|7,2,5,3",R32,OLYMPICS,WS,2241,Main Draw,SHINOHARA Yura (JPN),SHIOMI Maki (JPN),,,0 - 4,7:11 2:11 5:11 3:11,SHIOMI Maki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,YANG Xiaoxin,LIN Po-Hsuan,MON,TPE,4,0,"11,11,11,11|5,4,1,3",R32,OLYMPICS,WS,2241,Main Draw,YANG Xiaoxin (MON),LIN Po-Hsuan (TPE),,,4 - 0,11:5 11:4 11:1 11:3,YANG Xiaoxin,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,DUDA Benedikt,KENJAEV Zokhid,GER,UZB,4,0,"11,11,11,11|9,5,7,9",R32,OLYMPICS,MS,2241,Main Draw,DUDA Benedikt (GER),KENJAEV Zokhid (UZB),,,4 - 0,11:9 11:5 11:7 11:9,DUDA Benedikt,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MEISSNER Cedric,MACHADO Carlos,GER,ESP,4,2,"11,11,11,11,6,11|7,13,6,4,11,5",R32,OLYMPICS,MS,2241,Main Draw,MACHADO Carlos (ESP),MEISSNER Cedric (GER),,,2 - 4,7:11 13:11 6:11 4:11 11:6 5:11,MEISSNER Cedric,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SIPOS Rares,ALAMIYAN Noshad,ROU,IRI,4,3,"11,11,9,12,11,8,11|13,6,11,10,8,11,8",R32,OLYMPICS,MS,2241,Main Draw,SIPOS Rares (ROU),ALAMIYAN Noshad (IRI),,,4 - 3,11:13 11:6 9:11 12:10 11:8 8:11 11:8,SIPOS Rares,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,LEVINSKI Mishel,OMOTAYO Olajide,USA,NGR,4,3,"11,11,6,10,13,10,11|9,4,11,12,11,12,9",R32,OLYMPICS,MS,2241,Main Draw,OMOTAYO Olajide (NGR),LEVINSKI Mishel (USA),,,3 - 4,9:11 4:11 11:6 12:10 11:13 12:10 9:11,LEVINSKI Mishel,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,KALLBERG Anton,ROBINOT Alexandre,SWE,FRA,4,1,"11,12,8,12,11|9,10,11,10,1",R32,OLYMPICS,MS,2241,Main Draw,ROBINOT Alexandre (FRA),KALLBERG Anton (SWE),,,1 - 4,9:11 10:12 11:8 10:12 1:11,KALLBERG Anton,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,OIKAWA Mizuki,SHINOZUKA Hiroto,JPN,JPN,4,0,"11,11,11,11|6,6,6,4",R32,OLYMPICS,MS,2241,Main Draw,OIKAWA Mizuki (JPN),SHINOZUKA Hiroto (JPN),,,4 - 0,11:6 11:6 11:6 11:4,OIKAWA Mizuki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,LAMBIET Florent,LANDRIEU Andrea,BEL,FRA,4,1,"11,11,11,6,11|9,8,9,11,9",R32,OLYMPICS,MS,2241,Main Draw,LAMBIET Florent (BEL),LANDRIEU Andrea (FRA),,,4 - 1,11:9 11:8 11:9 6:11 11:9,LAMBIET Florent,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,OLAH Benedek,SONE Kakeru,FIN,JPN,4,1,"11,6,18,11,11|9,11,16,9,8",R32,OLYMPICS,MS,2241,Main Draw,SONE Kakeru (JPN),OLAH Benedek (FIN),,,1 - 4,9:11 11:6 16:18 9:11 8:11,OLAH Benedek,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ROBLES Alvaro,ZHAI Yujia,ESP,DEN,4,2,"11,11,11,12,11,11|9,6,13,14,4,9",R32,OLYMPICS,MS,2241,Main Draw,ROBLES Alvaro (ESP),ZHAI Yujia (DEN),,,4 - 2,11:9 11:6 11:13 12:14 11:4 11:9,ROBLES Alvaro,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MUTTI Leonardo,CABALLERO Carlos,ITA,ESP,4,0,"11,11,11,11|3,5,5,6",R32,OLYMPICS,MS,2241,Main Draw,CABALLERO Carlos (ESP),MUTTI Leonardo (ITA),,,0 - 4,3:11 5:11 5:11 6:11,MUTTI Leonardo,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,KOZUL Deni,LAKATOS Tamas,SLO,HUN,4,1,"12,11,4,18,13|10,5,11,16,11",R32,OLYMPICS,MS,2241,Main Draw,LAKATOS Tamas (HUN),KOZUL Deni (SLO),,,1 - 4,10:12 5:11 11:4 16:18 11:13,KOZUL Deni,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GERASSIMENKO Kirill,BOBOCICA Mihai,KAZ,ITA,4,0,"11,12,11,11|4,10,8,6",R32,OLYMPICS,MS,2241,Main Draw,BOBOCICA Mihai (ITA),GERASSIMENKO Kirill (KAZ),,,0 - 4,4:11 10:12 8:11 6:11,GERASSIMENKO Kirill,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,JOUTI Eric,URSU Vladislav,BRA,MDA,4,2,"11,7,12,11,11,11|7,11,10,13,9,9",R32,OLYMPICS,MS,2241,Main Draw,URSU Vladislav (MDA),JOUTI Eric (BRA),,,2 - 4,7:11 11:7 10:12 13:11 9:11 9:11,JOUTI Eric,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GERALDO Joao,OUAICHE Stephane,POR,ALG,4,2,"11,6,11,11,11,11|4,11,8,13,7,4",R32,OLYMPICS,MS,2241,Main Draw,GERALDO Joao (POR),OUAICHE Stephane (ALG),,,4 - 2,11:4 6:11 11:8 11:13 11:7 11:4,GERALDO Joao,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MENGEL Steffen,BAEK Kwangil,GER,KOR,4,2,"12,11,9,11,11,11|14,1,11,5,9,5",R32,OLYMPICS,MS,2241,Main Draw,MENGEL Steffen (GER),BAEK Kwangil (KOR),,,4 - 2,12:14 11:1 9:11 11:5 11:9 11:5,MENGEL Steffen,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,LEVENKO Andreas,ROLLAND Jules,AUT,FRA,4,1,"15,11,11,11,11|17,8,5,5,7",R32,OLYMPICS,MS,2241,Main Draw,ROLLAND Jules (FRA),LEVENKO Andreas (AUT),,,1 - 4,17:15 8:11 5:11 5:11 7:11,LEVENKO Andreas,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,DIACONU Adina,ABRAAMIAN Elizabet,ROU,RUS,3,1,"11,11,5,11|8,8,11,6",SemiFinal,OLYMPICS,U21WS,2241,Main Draw,DIACONU Adina (ROU),ABRAAMIAN Elizabet (RUS),,,3 - 1,11:8 11:8 5:11 11:6,DIACONU Adina,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SHIOMI Maki,TAILAKOVA Mariia,JPN,RUS,3,0,"11,11,11|7,4,6",SemiFinal,OLYMPICS,U21WS,2241,Main Draw,SHIOMI Maki (JPN),TAILAKOVA Mariia (RUS),,,3 - 0,11:7 11:4 11:6,SHIOMI Maki,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,MENG Fanbo,GREBNEV Maksim,GER,RUS,3,2,"11,6,9,11,11|2,11,11,7,7",SemiFinal,OLYMPICS,U21MS,2241,Main Draw,GREBNEV Maksim (RUS),MENG Fanbo (GER),,,2 - 3,2:11 11:6 11:9 7:11 7:11,MENG Fanbo,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,SIPOS Rares,TIO Nicholas,ROU,USA,3,1,"9,11,11,11|11,8,8,8",SemiFinal,OLYMPICS,U21MS,2241,Main Draw,TIO Nicholas (USA),SIPOS Rares (ROU),,,1 - 3,11:9 8:11 8:11 8:11,SIPOS Rares,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,HASHIMOTO Honoka/SHIOMI Maki,CHASSELIN Pauline/GUISNEL Oceane,JPN,FRA,3,1,"11,11,9,11|6,2,11,9",QuarterFinal,OLYMPICS,WD,2241,Main Draw,HASHIMOTO Honoka (JPN) / SHIOMI Maki (JPN),CHASSELIN Pauline (FRA) / GUISNEL Oceane (FRA),SHIOMI Maki (JPN),GUISNEL Oceane (FRA),1 - 3,6:11 2:11 11:9 9:11,HASHIMOTO Honoka,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,GOI Rui Xuan/ZENG Jian,PFEFER Laura/ZARIF Audrey,SGP,FRA,3,2,"9,12,11,5,14|11,10,9,11,12",QuarterFinal,OLYMPICS,WD,2241,Main Draw,GOI Rui Xuan (SGP) / ZENG Jian (SGP),PFEFER Laura (FRA) / ZARIF Audrey (FRA),ZENG Jian (SGP),ZARIF Audrey (FRA),2 - 3,11:9 10:12 9:11 11:5 12:14,GOI Rui Xuan,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,ALAMIAN Nima/ALAMIYAN Noshad,CHOI Deokhwa/KIM Taehyun,IRI,KOR,3,1,"10,11,11,11|12,3,9,6",QuarterFinal,OLYMPICS,MD,2241,Main Draw,ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),CHOI Deokhwa (KOR) / KIM Taehyun (MLT),ALAMIYAN Noshad (IRI),KIM Taehyun (MLT),3 - 1,10:12 11:3 11:9 11:6,ALAMIAN Nima,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,CABALLERO Carlos/ROBLES Alvaro,SPANIK Tibor/ZELINKA Jakub,ESP,SVK,3,0,"11,11,11|3,4,6",QuarterFinal,OLYMPICS,MD,2241,Main Draw,CABALLERO Carlos (ESP) / ROBLES Alvaro (ESP),SPANIK Tibor (SVK) / ZELINKA Jakub (SVK),ROBLES Alvaro (ESP),ZELINKA Jakub (SVK),0 - 3,3:11 4:11 6:11,CABALLERO Carlos,2020
ITTF Challenge Spanish Open Granada 2020,2020-02-04,BAEK Kwangil/PARK Chan-Hyeok,GREBNEV Maksim/KATSMAN Lev,KOR,RUS,3,2,"2,12,6,11,11|11,10,11,6,5",QuarterFinal,OLYMPICS,MD,2241,Main Draw,BAEK Kwangil (KOR) / PARK Chan-Hyeok (KOR),GREBNEV Maksim (RUS) / KATSMAN Lev (RUS),PARK Chan-Hyeok (KOR),KATSMAN Lev (RUS),2 - 3,11:2 10:12 11:6 6:11 5:11,BAEK Kwangil,2020
