tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Women's World Cup Guangzhou 2005,2005-12-13,ZHANG Yining,GUO Yue,CHN,CHN,4,2,"9,7,11,11,11,13|11,11,8,6,8,11",QuarterFinal,WORLD_CUP,WS,1761,Main Draw,ZHANG Yining (CHN),GUO Yue (CHN),,,4 - 2,9:11 7:11 11:8 11:6 11:8 13:11,ZHANG Yining,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,ZHANG Yining,MOON Hyunjung,CHN,KOR,4,0,"11,11,11,11|9,4,5,8",SemiFinal,GRAND_SLAM,WS,1760,Main Draw,ZHANG Yining (CHN),MOON Hyunjung (KOR),,,4 - 0,11:9 11:4 11:5 11:8,ZHANG Yining,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LI Jiawei,TIE Yana,SGP,HKG,4,3,"11,11,8,11,12,10,11|13,4,11,6,10,12,6",SemiFinal,GRAND_SLAM,WS,1760,Main Draw,LI Jiawei (SGP),TIE Yana (HKG),,,3 - 4,13:11 4:11 11:8 6:11 10:12 12:10 6:11,LI Jiawei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,ZHANG Yining,LI Jiawei,CHN,SGP,4,0,"11,12,11,11|9,10,8,9",Final,GRAND_SLAM,WS,1760,Main Draw,ZHANG Yining (CHN),LI Jiawei (SGP),,,4 - 0,11:9 12:10 11:8 11:9,ZHANG Yining,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,STEFANOVA Nikoleta,LEE Eunhee,ITA,KOR,4,3,"6,11,7,11,11,11,11|11,4,11,6,13,6,3",SemiFinal,GRAND_SLAM,U21WS,1760,Main Draw,STEFANOVA Nikoleta (ITA),LEE Eunhee (KOR),,,4 - 3,6:11 11:4 7:11 11:6 11:13 11:6 11:3,STEFANOVA Nikoleta,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,SUN Beibei,LI Qiangbing,SGP,AUT,4,1,"11,11,11,4,11|9,4,7,11,9",SemiFinal,GRAND_SLAM,U21WS,1760,Main Draw,SUN Beibei (SGP),LI Qiangbing (AUT),,,4 - 1,11:9 11:4 11:7 4:11 11:9,SUN Beibei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,SUN Beibei,STEFANOVA Nikoleta,SGP,ITA,4,2,"8,11,11,8,11,11|11,4,5,11,5,6",Final,GRAND_SLAM,U21WS,1760,Main Draw,SUN Beibei (SGP),STEFANOVA Nikoleta (ITA),,,2 - 4,11:8 4:11 5:11 11:8 5:11 6:11,SUN Beibei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,STEFANOVA Nikoleta,HUANG Yi-Hua,ITA,TPE,4,1,"11,11,11,6,11|8,7,9,11,8",,GRAND_SLAM,U21WS,1760,Qualification,STEFANOVA Nikoleta (ITA),HUANG Yi-Hua (TPE),,,4 - 1,11:8 11:7 11:9 6:11 11:8,STEFANOVA Nikoleta,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LI Qiangbing,KIM Junghyun,AUT,KOR,4,1,"7,11,11,11,11|11,9,7,8,7",QR2,GRAND_SLAM,U21WS,1760,Qualification,LI Qiangbing (AUT),KIM Junghyun (KOR),,,4 - 1,7:11 11:9 11:7 11:8 11:7,LI Qiangbing,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,STEFANOVA Nikoleta,LI Qiangbing,ITA,AUT,4,2,"11,10,11,8,11,12|9,12,8,11,9,10",3,GRAND_SLAM,U21WS,1760,Qualification,STEFANOVA Nikoleta (ITA),LI Qiangbing (AUT),,,4 - 2,11:9 10:12 11:8 8:11 11:9 12:10,STEFANOVA Nikoleta,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,HUANG Yi-Hua,KIM Junghyun,TPE,KOR,4,1,"11,11,11,9,11|6,9,3,11,5",QR4,GRAND_SLAM,U21WS,1760,Qualification,HUANG Yi-Hua (TPE),KIM Junghyun (KOR),,,4 - 1,11:6 11:9 11:3 9:11 11:5,HUANG Yi-Hua,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,KIM Junghyun,STEFANOVA Nikoleta,KOR,ITA,4,2,"6,11,9,11,13,11|11,9,11,9,11,9",5,GRAND_SLAM,U21WS,1760,Qualification,KIM Junghyun (KOR),STEFANOVA Nikoleta (ITA),,,2 - 4,11:6 9:11 11:9 9:11 11:13 9:11,KIM Junghyun,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LI Qiangbing,HUANG Yi-Hua,AUT,TPE,4,2,"4,11,11,11,9,11|11,2,4,4,11,9",6,GRAND_SLAM,U21WS,1760,Qualification,LI Qiangbing (AUT),HUANG Yi-Hua (TPE),,,4 - 2,4:11 11:2 11:4 11:4 9:11 11:9,LI Qiangbing,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,POTA Georgina,KIM Hyehyun,HUN,KOR,4,0,"11,11,11,11|1,5,6,4",,GRAND_SLAM,U21WS,1760,Qualification,POTA Georgina (HUN),KIM Hyehyun (KOR),,,4 - 0,11:1 11:5 11:6 11:4,POTA Georgina,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,SUN Beibei,LEE Eunhee,SGP,KOR,4,0,"11,11,12,11|7,8,10,8",QR2,GRAND_SLAM,U21WS,1760,Qualification,SUN Beibei (SGP),LEE Eunhee (KOR),,,4 - 0,11:7 11:8 12:10 11:8,SUN Beibei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,POTA Georgina,SUN Beibei,HUN,SGP,4,2,"15,9,8,11,12,11|13,11,11,9,10,7",3,GRAND_SLAM,U21WS,1760,Qualification,POTA Georgina (HUN),SUN Beibei (SGP),,,4 - 2,15:13 9:11 8:11 11:9 12:10 11:7,POTA Georgina,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LEE Eunhee,KIM Hyehyun,KOR,KOR,4,2,"7,11,5,11,11,11|11,9,11,7,9,6",QR4,GRAND_SLAM,U21WS,1760,Qualification,LEE Eunhee (KOR),KIM Hyehyun (KOR),,,2 - 4,11:7 9:11 11:5 7:11 9:11 6:11,LEE Eunhee,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LEE Eunhee,POTA Georgina,KOR,HUN,4,0,"11,11,11,11|3,2,4,3",5,GRAND_SLAM,U21WS,1760,Qualification,LEE Eunhee (KOR),POTA Georgina (HUN),,,0 - 4,3:11 2:11 4:11 3:11,LEE Eunhee,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,SUN Beibei,KIM Hyehyun,SGP,KOR,4,2,"11,11,10,8,11,16|5,8,12,11,8,14",6,GRAND_SLAM,U21WS,1760,Qualification,SUN Beibei (SGP),KIM Hyehyun (KOR),,,4 - 2,11:5 11:8 10:12 8:11 11:8 16:14,SUN Beibei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,KO Lai Chak/LI Ching,JINDRAK Karl/SCHLAGER Werner,HKG,AUT,4,0,"12,11,11,11|10,6,7,8",QuarterFinal,GRAND_SLAM,MD,1760,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),JINDRAK Karl (AUT) / SCHLAGER Werner (AUT),LI Ching (HKG),SCHLAGER Werner (AUT),0 - 4,10:12 6:11 7:11 8:11,KO Lai Chak,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,CHEN Qi/WANG Liqin,BERTIN Christophe/BOBILLIER Loic,CHN,FRA,4,1,"11,11,11,11,11|7,13,9,8,5",QuarterFinal,GRAND_SLAM,MD,1760,Main Draw,CHEN Qi (CHN) / WANG Liqin (CHN),BERTIN Christophe (FRA) / BOBILLIER Loic (FRA),WANG Liqin (CHN),BOBILLIER Loic (FRA),1 - 4,7:11 13:11 9:11 8:11 5:11,CHEN Qi,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,BOLL Timo/SUSS Christian,CHEUNG Yuk/LEUNG Chu Yan,GER,HKG,4,0,"11,13,13,11|6,11,11,9",QuarterFinal,GRAND_SLAM,MD,1760,Main Draw,BOLL Timo (GER) / SUSS Christian (GER),CHEUNG Yuk (HKG) / LEUNG Chu Yan (HKG),SUSS Christian (GER),LEUNG Chu Yan (HKG),4 - 0,11:6 13:11 13:11 11:9,BOLL Timo,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,BOLL Timo/SUSS Christian,KO Lai Chak/LI Ching,GER,HKG,4,3,"11,11,5,3,12,11,13|7,8,11,11,14,6,11",SemiFinal,GRAND_SLAM,MD,1760,Main Draw,BOLL Timo (GER) / SUSS Christian (GER),KO Lai Chak (HKG) / LI Ching (HKG),SUSS Christian (GER),LI Ching (HKG),4 - 3,11:7 11:8 5:11 3:11 12:14 11:6 13:11,BOLL Timo,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LEE Jungwoo/OH Sangeun,GERELL Par/LUNDQVIST Jens,KOR,SWE,4,3,"9,11,7,11,12,8,11|11,3,11,5,10,11,8",QuarterFinal,GRAND_SLAM,MD,1760,Main Draw,LEE Jungwoo (KOR) / OH Sangeun (KOR),GERELL Par (SWE) / LUNDQVIST Jens (SWE),OH Sangeun (KOR),LUNDQVIST Jens (SWE),4 - 3,9:11 11:3 7:11 11:5 12:10 8:11 11:8,LEE Jungwoo,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,LEE Jungwoo/OH Sangeun,CHEN Qi/WANG Liqin,KOR,CHN,4,3,"5,8,11,11,9,11,11|11,11,8,8,11,8,9",SemiFinal,GRAND_SLAM,MD,1760,Main Draw,LEE Jungwoo (KOR) / OH Sangeun (KOR),CHEN Qi (CHN) / WANG Liqin (CHN),OH Sangeun (KOR),WANG Liqin (CHN),4 - 3,5:11 8:11 11:8 11:8 9:11 11:8 11:9,LEE Jungwoo,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,BOLL Timo/SUSS Christian,LEE Jungwoo/OH Sangeun,GER,KOR,4,1,"11,11,3,11,11|7,6,11,9,8",Final,GRAND_SLAM,MD,1760,Main Draw,BOLL Timo (GER) / SUSS Christian (GER),LEE Jungwoo (KOR) / OH Sangeun (KOR),SUSS Christian (GER),OH Sangeun (KOR),1 - 4,7:11 6:11 11:3 9:11 8:11,BOLL Timo,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,GAO Jun/SHEN Yanfei,GUO Yan (1982)/GUO Yue,USA,CHN,4,2,"11,11,11,4,9,14|8,5,9,11,11,12",QuarterFinal,GRAND_SLAM,WD,1760,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),GUO Yan (1982) (CHN) / GUO Yue (CHN),SHEN Yanfei (ESP),GUO Yue (CHN),4 - 2,11:8 11:5 11:9 4:11 9:11 14:12,GAO Jun,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,GAO Jun/SHEN Yanfei,SUN Beibei/WANG Yuegu,USA,SGP,4,1,"11,9,11,11,11|8,11,5,9,9",SemiFinal,GRAND_SLAM,WD,1760,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),SUN Beibei (SGP) / WANG Yuegu (SGP),SHEN Yanfei (ESP),WANG Yuegu (SGP),4 - 1,11:8 9:11 11:5 11:9 11:9,GAO Jun,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,KIM Bokrae/KIM Kyungah,TIE Yana/ZHANG Rui,KOR,HKG,4,3,"7,11,9,11,11,7,11|11,9,11,7,9,11,8",QuarterFinal,GRAND_SLAM,WD,1760,Main Draw,KIM Bokrae (KOR) / KIM Kyungah (KOR),TIE Yana (HKG) / ZHANG Rui (HKG),KIM Kyungah (KOR),ZHANG Rui (HKG),3 - 4,11:7 9:11 11:9 7:11 9:11 11:7 8:11,KIM Bokrae,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,KRAMER Tanja/POTA Georgina,TAN Paey Fern/ZHANG Xueling,GER,SGP,4,3,"7,11,5,11,11,8,11|11,3,11,9,8,11,2",QuarterFinal,GRAND_SLAM,WD,1760,Main Draw,KRAMER Tanja (GER) / POTA Georgina (HUN),TAN Paey Fern (SGP) / ZHANG Xueling (SGP),POTA Georgina (HUN),ZHANG Xueling (SGP),4 - 3,7:11 11:3 5:11 11:9 11:8 8:11 11:2,KRAMER Tanja,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,SUN Beibei/WANG Yuegu,KIM Hyehyun/KIM Junghyun,SGP,KOR,4,1,"11,11,11,7,11|3,9,4,11,3",QuarterFinal,GRAND_SLAM,WD,1760,Main Draw,SUN Beibei (SGP) / WANG Yuegu (SGP),KIM Hyehyun (KOR) / KIM Junghyun (KOR),WANG Yuegu (SGP),KIM Junghyun (KOR),1 - 4,3:11 9:11 4:11 11:7 3:11,SUN Beibei,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,KIM Bokrae/KIM Kyungah,KRAMER Tanja/POTA Georgina,KOR,GER,4,1,"11,11,7,11,11|9,6,11,6,7",SemiFinal,GRAND_SLAM,WD,1760,Main Draw,KIM Bokrae (KOR) / KIM Kyungah (KOR),KRAMER Tanja (GER) / POTA Georgina (HUN),KIM Kyungah (KOR),POTA Georgina (HUN),4 - 1,11:9 11:6 7:11 11:6 11:7,KIM Bokrae,2005
Pro Tour Grand Finals Fuzhou 2005,2005-12-09,GAO Jun/SHEN Yanfei,KIM Bokrae/KIM Kyungah,USA,KOR,4,1,"11,11,9,11,11|7,9,11,8,3",Final,GRAND_SLAM,WD,1760,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),KIM Bokrae (KOR) / KIM Kyungah (KOR),SHEN Yanfei (ESP),KIM Kyungah (KOR),1 - 4,7:11 9:11 11:9 8:11 3:11,GAO Jun,2005
Swedish Open Gothenburg 2005,2005-11-17,HABESOHN Mathias,BOBOCICA Mihai,AUT,ITA,4,2,"13,6,10,13,11,12|11,11,12,11,3,10",,GRAND_SLAM,MS,1759,Qualification,HABESOHN Mathias (AUT),BOBOCICA Mihai (ITA),,,4 - 2,13:11 6:11 10:12 13:11 11:3 12:10,HABESOHN Mathias,2005
Swedish Open Gothenburg 2005,2005-11-17,SUCH Bartosz,BOBOCICA Mihai,POL,ITA,4,2,"14,12,10,14,11,11|12,10,12,16,6,7",QR2,GRAND_SLAM,MS,1759,Qualification,SUCH Bartosz (POL),BOBOCICA Mihai (ITA),,,4 - 2,14:12 12:10 10:12 14:16 11:6 11:7,SUCH Bartosz,2005
Swedish Open Gothenburg 2005,2005-11-17,SUCH Bartosz,HABESOHN Mathias,POL,AUT,4,0,"11,13,11,11|9,11,5,3",3,GRAND_SLAM,MS,1759,Qualification,SUCH Bartosz (POL),HABESOHN Mathias (AUT),,,4 - 0,11:9 13:11 11:5 11:3,SUCH Bartosz,2005
Swedish Open Gothenburg 2005,2005-11-17,CLARKE Brett,KOLAREK Tomislav,AUS,CRO,4,1,"11,11,8,11,11|2,7,11,5,5",,GRAND_SLAM,MS,1759,Qualification,CLARKE Brett (AUS),KOLAREK Tomislav (CRO),,,4 - 1,11:2 11:7 8:11 11:5 11:5,CLARKE Brett,2005
Swedish Open Gothenburg 2005,2005-11-17,TOKIC Bojan,KOLAREK Tomislav,SLO,CRO,4,0,"13,11,11,11|11,7,8,6",QR2,GRAND_SLAM,MS,1759,Qualification,TOKIC Bojan (SLO),KOLAREK Tomislav (CRO),,,4 - 0,13:11 11:7 11:8 11:6,TOKIC Bojan,2005
Swedish Open Gothenburg 2005,2005-11-17,TOKIC Bojan,CLARKE Brett,SLO,AUS,4,1,"6,11,11,11,11|11,3,5,5,6",3,GRAND_SLAM,MS,1759,Qualification,TOKIC Bojan (SLO),CLARKE Brett (AUS),,,4 - 1,6:11 11:3 11:5 11:5 11:6,TOKIC Bojan,2005
Swedish Open Gothenburg 2005,2005-11-17,KLEPRLIK Jakub,LEBESSON Emmanuel,CZE,FRA,4,0,"11,11,12,11|4,6,10,8",,GRAND_SLAM,MS,1759,Qualification,KLEPRLIK Jakub (CZE),LEBESSON Emmanuel (FRA),,,4 - 0,11:4 11:6 12:10 11:8,KLEPRLIK Jakub,2005
Swedish Open Gothenburg 2005,2005-11-17,KEINATH Thomas,LEBESSON Emmanuel,SVK,FRA,4,0,"13,11,11,11|11,7,7,8",QR2,GRAND_SLAM,MS,1759,Qualification,KEINATH Thomas (SVK),LEBESSON Emmanuel (FRA),,,4 - 0,13:11 11:7 11:7 11:8,KEINATH Thomas,2005
Swedish Open Gothenburg 2005,2005-11-17,KEINATH Thomas,KLEPRLIK Jakub,SVK,CZE,4,3,"9,11,7,11,11,11,11|11,8,11,13,9,3,5",3,GRAND_SLAM,MS,1759,Qualification,KEINATH Thomas (SVK),KLEPRLIK Jakub (CZE),,,4 - 3,9:11 11:8 7:11 11:13 11:9 11:3 11:5,KEINATH Thomas,2005
Swedish Open Gothenburg 2005,2005-11-17,FYNSK Daniel,GACINA Andrej,DEN,CRO,4,2,"11,12,9,12,7,11|6,10,11,10,11,5",,GRAND_SLAM,MS,1759,Qualification,FYNSK Daniel (DEN),GACINA Andrej (CRO),,,2 - 4,6:11 10:12 11:9 10:12 11:7 5:11,FYNSK Daniel,2005
Swedish Open Gothenburg 2005,2005-11-17,YOSHIDA Kaii,FYNSK Daniel,JPN,DEN,4,0,"11,11,12,11|8,6,10,9",QR2,GRAND_SLAM,MS,1759,Qualification,YOSHIDA Kaii (JPN),FYNSK Daniel (DEN),,,4 - 0,11:8 11:6 12:10 11:9,YOSHIDA Kaii,2005
Swedish Open Gothenburg 2005,2005-11-17,YOSHIDA Kaii,GACINA Andrej,JPN,CRO,4,1,"11,11,10,11,11|3,9,12,4,2",3,GRAND_SLAM,MS,1759,Qualification,YOSHIDA Kaii (JPN),GACINA Andrej (CRO),,,4 - 1,11:3 11:9 10:12 11:4 11:2,YOSHIDA Kaii,2005
Swedish Open Gothenburg 2005,2005-11-17,PERSSON Jon,SPINICCHIA Simone,SWE,ITA,4,2,"14,11,9,10,11,11|12,6,11,12,6,9",,GRAND_SLAM,MS,1759,Qualification,PERSSON Jon (SWE),SPINICCHIA Simone (ITA),,,2 - 4,12:14 6:11 11:9 12:10 6:11 9:11,PERSSON Jon,2005
Swedish Open Gothenburg 2005,2005-11-17,MAZUNOV Dmitry,PERSSON Jon,RUS,SWE,4,0,"11,11,11,11|7,6,2,4",QR2,GRAND_SLAM,MS,1759,Qualification,MAZUNOV Dmitry (RUS),PERSSON Jon (SWE),,,4 - 0,11:7 11:6 11:2 11:4,MAZUNOV Dmitry,2005
Swedish Open Gothenburg 2005,2005-11-17,MAZUNOV Dmitry,SPINICCHIA Simone,RUS,ITA,4,0,"11,11,12,11|3,8,10,4",3,GRAND_SLAM,MS,1759,Qualification,MAZUNOV Dmitry (RUS),SPINICCHIA Simone (ITA),,,4 - 0,11:3 11:8 12:10 11:4,MAZUNOV Dmitry,2005
Swedish Open Gothenburg 2005,2005-11-17,YOON Jaeyoung,SARGSYAN Davit,KOR,ARM,4,1,"11,11,8,11,11|9,4,11,6,9",3,GRAND_SLAM,MS,1759,Qualification,YOON Jaeyoung (KOR),SARGSYAN Davit (ARM),,,4 - 1,11:9 11:4 8:11 11:6 11:9,YOON Jaeyoung,2005
Swedish Open Gothenburg 2005,2005-11-17,OYA Hidetoshi,DEVAUX Jimmy,JPN,FRA,4,0,"11,12,12,11|1,10,10,4",,GRAND_SLAM,MS,1759,Qualification,OYA Hidetoshi (JPN),DEVAUX Jimmy (FRA),,,4 - 0,11:1 12:10 12:10 11:4,OYA Hidetoshi,2005
Swedish Open Gothenburg 2005,2005-11-17,WANG Zengyi,DEVAUX Jimmy,POL,FRA,4,1,"11,11,11,9,11|5,3,6,11,7",QR2,GRAND_SLAM,MS,1759,Qualification,WANG Zengyi (POL),DEVAUX Jimmy (FRA),,,4 - 1,11:5 11:3 11:6 9:11 11:7,WANG Zengyi,2005
Swedish Open Gothenburg 2005,2005-11-17,WANG Zengyi,OYA Hidetoshi,POL,JPN,4,2,"11,11,6,17,9,13|8,7,11,15,11,11",3,GRAND_SLAM,MS,1759,Qualification,WANG Zengyi (POL),OYA Hidetoshi (JPN),,,4 - 2,11:8 11:7 6:11 17:15 9:11 13:11,WANG Zengyi,2005
Swedish Open Gothenburg 2005,2005-11-17,PEREK Jakub,RYDEN Lukas,POL,SWE,4,2,"11,6,7,11,14,11|7,11,11,6,12,1",,GRAND_SLAM,MS,1759,Qualification,PEREK Jakub (POL),RYDEN Lukas (SWE),,,4 - 2,11:7 6:11 7:11 11:6 14:12 11:1,PEREK Jakub,2005
Swedish Open Gothenburg 2005,2005-11-17,ZHANG Chao,RYDEN Lukas,CHN,SWE,4,1,"11,2,11,11,11|3,11,6,8,5",QR2,GRAND_SLAM,MS,1759,Qualification,ZHANG Chao (CHN),RYDEN Lukas (SWE),,,4 - 1,11:3 2:11 11:6 11:8 11:5,ZHANG Chao,2005
Swedish Open Gothenburg 2005,2005-11-17,ZHANG Chao,PEREK Jakub,CHN,POL,4,0,"11,11,11,11|4,5,7,8",3,GRAND_SLAM,MS,1759,Qualification,ZHANG Chao (CHN),PEREK Jakub (POL),,,4 - 0,11:4 11:5 11:7 11:8,ZHANG Chao,2005
Swedish Open Gothenburg 2005,2005-11-17,PETERSEN Christoffer,GOLOVANOV Stanislav,DEN,BUL,4,2,"11,11,11,6,4,16|3,7,5,11,11,14",,GRAND_SLAM,MS,1759,Qualification,PETERSEN Christoffer (DEN),GOLOVANOV Stanislav (BUL),,,4 - 2,11:3 11:7 11:5 6:11 4:11 16:14,PETERSEN Christoffer,2005
Swedish Open Gothenburg 2005,2005-11-17,TOSIC Roko,GOLOVANOV Stanislav,CRO,BUL,4,0,"11,12,11,11|7,10,8,9",QR2,GRAND_SLAM,MS,1759,Qualification,TOSIC Roko (CRO),GOLOVANOV Stanislav (BUL),,,4 - 0,11:7 12:10 11:8 11:9,TOSIC Roko,2005
Swedish Open Gothenburg 2005,2005-11-17,TOSIC Roko,PETERSEN Christoffer,CRO,DEN,4,3,"11,10,7,11,6,11,11|9,12,11,6,11,4,9",3,GRAND_SLAM,MS,1759,Qualification,TOSIC Roko (CRO),PETERSEN Christoffer (DEN),,,4 - 3,11:9 10:12 7:11 11:6 6:11 11:4 11:9,TOSIC Roko,2005
Swedish Open Gothenburg 2005,2005-11-17,PAPADIMITRIOU Dimitrios,CHMIEL Pawel,GRE,POL,4,2,"8,7,16,13,11,11|11,11,14,11,7,7",,GRAND_SLAM,MS,1759,Qualification,PAPADIMITRIOU Dimitrios (GRE),CHMIEL Pawel (POL),,,2 - 4,11:8 11:7 14:16 11:13 7:11 7:11,PAPADIMITRIOU Dimitrios,2005
Swedish Open Gothenburg 2005,2005-11-17,LIM Jaehyun,PAPADIMITRIOU Dimitrios,KOR,GRE,4,1,"11,11,11,9,11|5,3,5,11,7",QR2,GRAND_SLAM,MS,1759,Qualification,LIM Jaehyun (KOR),PAPADIMITRIOU Dimitrios (GRE),,,4 - 1,11:5 11:3 11:5 9:11 11:7,LIM Jaehyun,2005
Swedish Open Gothenburg 2005,2005-11-17,LIM Jaehyun,CHMIEL Pawel,KOR,POL,4,1,"11,11,6,11,11|5,3,11,8,9",3,GRAND_SLAM,MS,1759,Qualification,LIM Jaehyun (KOR),CHMIEL Pawel (POL),,,4 - 1,11:5 11:3 6:11 11:8 11:9,LIM Jaehyun,2005
Swedish Open Gothenburg 2005,2005-11-17,VLASOV Grigory,SABATINO Daniele,RUS,ITA,4,0,"11,11,11,11|5,8,3,5",,GRAND_SLAM,MS,1759,Qualification,VLASOV Grigory (RUS),SABATINO Daniele (ITA),,,4 - 0,11:5 11:8 11:3 11:5,VLASOV Grigory,2005
Swedish Open Gothenburg 2005,2005-11-17,GIONIS Panagiotis,SABATINO Daniele,GRE,ITA,4,0,"11,11,11,11|6,5,6,5",QR2,GRAND_SLAM,MS,1759,Qualification,GIONIS Panagiotis (GRE),SABATINO Daniele (ITA),,,4 - 0,11:6 11:5 11:6 11:5,GIONIS Panagiotis,2005
Swedish Open Gothenburg 2005,2005-11-17,GIONIS Panagiotis,VLASOV Grigory,GRE,RUS,4,0,"11,11,11,11|1,4,9,8",3,GRAND_SLAM,MS,1759,Qualification,GIONIS Panagiotis (GRE),VLASOV Grigory (RUS),,,4 - 0,11:1 11:4 11:9 11:8,GIONIS Panagiotis,2005
Swedish Open Gothenburg 2005,2005-11-17,VOSTES Yannick,GRACHEV Andrei,BEL,RUS,4,2,"11,11,11,7,16,11|9,6,7,11,18,8",,GRAND_SLAM,MS,1759,Qualification,VOSTES Yannick (BEL),GRACHEV Andrei (RUS),,,4 - 2,11:9 11:6 11:7 7:11 16:18 11:8,VOSTES Yannick,2005
Swedish Open Gothenburg 2005,2005-11-17,GRACHEV Andrei,HAKANSSON Fredrik,RUS,SWE,4,0,"11,11,11,11|5,8,6,6",QR2,GRAND_SLAM,MS,1759,Qualification,GRACHEV Andrei (RUS),HAKANSSON Fredrik (SWE),,,0 - 4,5:11 8:11 6:11 6:11,GRACHEV Andrei,2005
Swedish Open Gothenburg 2005,2005-11-17,HABESOHN Daniel,ASMUSSEN Jakob,AUT,DEN,4,1,"12,12,11,11,11|14,10,9,2,7",,GRAND_SLAM,MS,1759,Qualification,HABESOHN Daniel (AUT),ASMUSSEN Jakob (DEN),,,4 - 1,12:14 12:10 11:9 11:2 11:7,HABESOHN Daniel,2005
Swedish Open Gothenburg 2005,2005-11-17,SHMYREV Maxim,ASMUSSEN Jakob,RUS,DEN,4,0,"11,11,12,11|4,4,10,4",QR2,GRAND_SLAM,MS,1759,Qualification,SHMYREV Maxim (RUS),ASMUSSEN Jakob (DEN),,,4 - 0,11:4 11:4 12:10 11:4,SHMYREV Maxim,2005
Swedish Open Gothenburg 2005,2005-11-17,HABESOHN Daniel,SHMYREV Maxim,AUT,RUS,4,3,"12,10,11,9,9,11,11|10,12,8,11,11,8,6",3,GRAND_SLAM,MS,1759,Qualification,HABESOHN Daniel (AUT),SHMYREV Maxim (RUS),,,3 - 4,10:12 12:10 8:11 11:9 11:9 8:11 6:11,HABESOHN Daniel,2005
Swedish Open Gothenburg 2005,2005-11-17,DAVID Petr,DEBRUYERES Clement,CZE,FRA,4,2,"11,11,9,8,11,11|9,8,11,11,4,8",,GRAND_SLAM,MS,1759,Qualification,DAVID Petr (CZE),DEBRUYERES Clement (FRA),,,4 - 2,11:9 11:8 9:11 8:11 11:4 11:8,DAVID Petr,2005
Swedish Open Gothenburg 2005,2005-11-17,ERLANDSEN Geir,DEBRUYERES Clement,NOR,FRA,4,0,"13,11,11,11|11,5,6,5",QR2,GRAND_SLAM,MS,1759,Qualification,ERLANDSEN Geir (NOR),DEBRUYERES Clement (FRA),,,4 - 0,13:11 11:5 11:6 11:5,ERLANDSEN Geir,2005
Swedish Open Gothenburg 2005,2005-11-17,ERLANDSEN Geir,DAVID Petr,NOR,CZE,4,3,"7,11,10,11,9,11,11|11,6,12,6,11,9,6",3,GRAND_SLAM,MS,1759,Qualification,ERLANDSEN Geir (NOR),DAVID Petr (CZE),,,4 - 3,7:11 11:6 10:12 11:6 9:11 11:9 11:6,ERLANDSEN Geir,2005
Swedish Open Gothenburg 2005,2005-11-17,CHOI Hyunjin,SALIFOU Abdel-Kader,KOR,BEN,4,0,"11,11,11,11|5,8,6,7",QR2,GRAND_SLAM,MS,1759,Qualification,CHOI Hyunjin (KOR),SALIFOU Abdel-Kader (BEN),,,4 - 0,11:5 11:8 11:6 11:7,CHOI Hyunjin,2005
