tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Volkswagen China vs. World Team Challenge Match Shanghai 2004,2004-12-14,JOO Saehyuk,MA Long,KOR,CHN,3,1,"11,12,11,11|8,14,6,8",,WTT_FEEDER,MT,1928,Main Draw,JOO Saehyuk (KOR),MA Long (CHN),,,1 - 3,8:11 14:12 6:11 8:11,JOO Saehyuk,2009
World Team Table Tennis Championships Doha 2004,2004-03-01,TASAKI Toshio,ELOI Damien,JPN,FRA,3,1,"11,4,11,11|5,11,4,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,TASAKI Toshio (JPN),ELOI Damien (FRA),,,1 - 3,5:11 11:4 4:11 9:11,TASAKI Toshio,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MONDELLO Massimiliano,RYU Seungmin,ITA,KOR,3,1,"10,11,11,11|12,8,6,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,MONDELLO Massimiliano (ITA),RYU Seungmin (KOR),,,1 - 3,12:10 8:11 6:11 7:11,MONDELLO Massimiliano,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,GIARDINA Umberto,JOO Saehyuk,ITA,KOR,3,1,"9,11,11,11|11,3,4,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,GIARDINA Umberto (ITA),JOO Saehyuk (KOR),,,1 - 3,11:9 3:11 4:11 8:11,GIARDINA Umberto,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,OH Sangeun,MONDELLO Massimiliano,KOR,ITA,3,1,"11,11,8,11|8,6,11,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,OH Sangeun (KOR),MONDELLO Massimiliano (ITA),,,3 - 1,11:8 11:6 8:11 11:7,OH Sangeun,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,PIACENTINI Valentino,RYU Seungmin,ITA,KOR,3,1,"12,11,14,11|10,6,16,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,PIACENTINI Valentino (ITA),RYU Seungmin (KOR),,,1 - 3,10:12 6:11 16:14 6:11,PIACENTINI Valentino,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Liqin,SCHLAGER Werner,CHN,AUT,3,2,"7,6,11,11,11|11,11,8,7,4",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Liqin (CHN),SCHLAGER Werner (AUT),,,3 - 2,7:11 6:11 11:8 11:7 11:4,WANG Liqin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KONG Linghui,GARDOS Robert,CHN,AUT,3,0,"11,13,11|7,11,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,KONG Linghui (CHN),GARDOS Robert (AUT),,,3 - 0,11:7 13:11 11:7,KONG Linghui,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHLAGER Werner,MA Lin,AUT,CHN,3,2,"6,13,13,9,11|11,11,11,11,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,SCHLAGER Werner (AUT),MA Lin (CHN),,,2 - 3,11:6 11:13 11:13 11:9 9:11,SCHLAGER Werner,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Liqin,CHEN Weixing,CHN,AUT,3,0,"11,11,11|6,9,4",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Liqin (CHN),CHEN Weixing (AUT),,,3 - 0,11:6 11:9 11:4,WANG Liqin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,JOO Saehyuk,CHILA Patrick,KOR,FRA,3,1,"8,11,17,11|11,7,15,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,JOO Saehyuk (KOR),CHILA Patrick (FRA),,,1 - 3,11:8 7:11 15:17 5:11,JOO Saehyuk,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,RYU Seungmin,LO Dany,KOR,FRA,3,1,"11,11,10,11|4,3,12,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,RYU Seungmin (KOR),LO Dany (FRA),,,1 - 3,4:11 3:11 12:10 6:11,RYU Seungmin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,OH Sangeun,ELOI Damien,KOR,FRA,3,2,"11,11,8,12,11|7,7,11,14,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,OH Sangeun (KOR),ELOI Damien (FRA),,,2 - 3,7:11 7:11 11:8 14:12 5:11,OH Sangeun,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MATSUSHITA Koji,SCHLAGER Werner,JPN,AUT,3,2,"9,11,9,11,11|11,4,11,4,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,MATSUSHITA Koji (JPN),SCHLAGER Werner (AUT),,,2 - 3,11:9 4:11 11:9 4:11 7:11,MATSUSHITA Koji,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,GARDOS Robert,TASAKI Toshio,AUT,JPN,3,2,"4,11,11,8,11|11,6,6,11,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,GARDOS Robert (AUT),TASAKI Toshio (JPN),,,3 - 2,4:11 11:6 11:6 8:11 11:9,GARDOS Robert,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MATSUSHITA Koji,CHEN Weixing,JPN,AUT,3,1,"11,11,9,11|4,8,11,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,MATSUSHITA Koji (JPN),CHEN Weixing (AUT),,,1 - 3,4:11 8:11 11:9 6:11,MATSUSHITA Koji,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHLAGER Werner,YUZAWA Ryo,AUT,JPN,3,0,"11,11,11|6,9,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,SCHLAGER Werner (AUT),YUZAWA Ryo (JPN),,,3 - 0,11:6 11:9 11:8,SCHLAGER Werner,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,YUZAWA Ryo,CHEN Weixing,JPN,AUT,3,0,"11,11,11|1,2,2",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,YUZAWA Ryo (JPN),CHEN Weixing (AUT),,,0 - 3,1:11 2:11 2:11,YUZAWA Ryo,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MA Lin,PIACENTINI Valentino,CHN,ITA,3,0,"11,11,11|7,6,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,MA Lin (CHN),PIACENTINI Valentino (ITA),,,3 - 0,11:7 11:6 11:9,MA Lin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LIU Guozheng,MONDELLO Massimiliano,CHN,ITA,3,2,"11,9,11,11,11|13,11,9,9,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,LIU Guozheng (CHN),MONDELLO Massimiliano (ITA),,,3 - 2,11:13 9:11 11:9 11:9 11:6,LIU Guozheng,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KONG Linghui,GIARDINA Umberto,CHN,ITA,3,1,"11,12,6,11|7,10,11,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,KONG Linghui (CHN),GIARDINA Umberto (ITA),,,3 - 1,11:7 12:10 6:11 11:5,KONG Linghui,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHEN Weixing,RYU Seungmin,AUT,KOR,3,2,"6,11,11,10,11|11,8,4,12,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHEN Weixing (AUT),RYU Seungmin (KOR),,,3 - 2,6:11 11:8 11:4 10:12 11:6,CHEN Weixing,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,OH Sangeun,SCHLAGER Werner,KOR,AUT,3,1,"7,11,12,11|11,6,10,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,OH Sangeun (KOR),SCHLAGER Werner (AUT),,,1 - 3,11:7 6:11 10:12 9:11,OH Sangeun,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LENGEROV Kostadin,KIM Taeksoo,AUT,KOR,3,0,"11,11,11|3,6,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,LENGEROV Kostadin (AUT),KIM Taeksoo (KOR),,,3 - 0,11:3 11:6 11:5,LENGEROV Kostadin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,OH Sangeun,CHEN Weixing,KOR,AUT,3,2,"8,13,11,11,11|11,11,13,8,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,OH Sangeun (KOR),CHEN Weixing (AUT),,,2 - 3,11:8 11:13 13:11 8:11 5:11,OH Sangeun,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHLAGER Werner,RYU Seungmin,AUT,KOR,3,0,"11,16,11|8,14,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,SCHLAGER Werner (AUT),RYU Seungmin (KOR),,,3 - 0,11:8 16:14 11:9,SCHLAGER Werner,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ELOI Damien,MONDELLO Massimiliano,FRA,ITA,3,1,"11,11,9,13|9,7,11,11",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,ELOI Damien (FRA),MONDELLO Massimiliano (ITA),,,1 - 3,9:11 7:11 11:9 11:13,ELOI Damien,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,YANG Min,CHILA Patrick,ITA,FRA,3,1,"11,4,12,11|9,11,10,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,YANG Min (ITA),CHILA Patrick (FRA),,,3 - 1,11:9 4:11 12:10 11:8,YANG Min,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,VARIN Eric,PIACENTINI Valentino,FRA,ITA,3,1,"23,11,7,13|21,5,11,11",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,VARIN Eric (FRA),PIACENTINI Valentino (ITA),,,1 - 3,21:23 5:11 11:7 11:13,VARIN Eric,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHILA Patrick,MONDELLO Massimiliano,FRA,ITA,3,1,"14,11,8,11|12,5,11,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHILA Patrick (FRA),MONDELLO Massimiliano (ITA),,,1 - 3,12:14 5:11 11:8 6:11,CHILA Patrick,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,YANG Min,ELOI Damien,ITA,FRA,3,0,"11,11,11|5,9,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,YANG Min (ITA),ELOI Damien (FRA),,,3 - 0,11:5 11:9 11:5,YANG Min,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Hao,ARAI Shu,CHN,JPN,3,0,"11,11,11|5,5,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Hao (CHN),ARAI Shu (JPN),,,3 - 0,11:5 11:5 11:5,WANG Hao,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KONG Linghui,TASAKI Toshio,CHN,JPN,3,0,"11,11,11|2,4,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,KONG Linghui (CHN),TASAKI Toshio (JPN),,,3 - 0,11:2 11:4 11:9,KONG Linghui,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Liqin,YUZAWA Ryo,CHN,JPN,3,2,"6,11,11,6,11|11,4,7,11,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Liqin (CHN),YUZAWA Ryo (JPN),,,3 - 2,6:11 11:4 11:7 6:11 11:7,WANG Liqin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,PIACENTINI Valentino,GARDOS Robert,ITA,AUT,3,1,"11,8,11,11|8,11,7,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,PIACENTINI Valentino (ITA),GARDOS Robert (AUT),,,3 - 1,11:8 8:11 11:7 11:9,PIACENTINI Valentino,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,YANG Min,CHEN Weixing,ITA,AUT,3,1,"11,10,11,11|9,12,6,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,YANG Min (ITA),CHEN Weixing (AUT),,,3 - 1,11:9 10:12 11:6 11:5,YANG Min,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,JOO Saehyuk,MATSUSHITA Koji,KOR,JPN,3,2,"8,12,4,11,11|11,10,11,6,4",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,JOO Saehyuk (KOR),MATSUSHITA Koji (JPN),,,3 - 2,8:11 12:10 4:11 11:6 11:4,JOO Saehyuk,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,OH Sangeun,YUZAWA Ryo,KOR,JPN,3,0,"12,11,11|10,9,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,OH Sangeun (KOR),YUZAWA Ryo (JPN),,,3 - 0,12:10 11:9 11:9,OH Sangeun,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Liqin,VARIN Eric,CHN,FRA,3,0,"11,11,11|5,8,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Liqin (CHN),VARIN Eric (FRA),,,3 - 0,11:5 11:8 11:9,WANG Liqin,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,WANG Hao,CHILA Patrick,CHN,FRA,3,2,"11,8,8,11,11|4,11,11,9,5",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,WANG Hao (CHN),CHILA Patrick (FRA),,,3 - 2,11:4 8:11 8:11 11:9 11:5,WANG Hao,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHIANG Peng-Lung,SAIVE Philippe,TPE,BEL,3,1,"8,14,11,10,12|11,12,8,12,10",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHIANG Peng-Lung (TPE),SAIVE Philippe (BEL),,,1 - 3,11:8 12:14 8:11 12:10 10:12,CHIANG Peng-Lung,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SAIVE Jean-Michel,CHUANG Chih-Yuan,BEL,TPE,3,1,"13,11,11,11|15,7,8,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,SAIVE Jean-Michel (BEL),CHUANG Chih-Yuan (TPE),,,3 - 1,13:15 11:7 11:8 11:8,SAIVE Jean-Michel,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHANG Yen-Shu,BRATANOV Martin,TPE,BEL,3,1,"11,5,12,11|9,11,10,7",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHANG Yen-Shu (TPE),BRATANOV Martin (BEL),,,1 - 3,9:11 11:5 10:12 7:11,CHANG Yen-Shu,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SAIVE Philippe,CHUANG Chih-Yuan,BEL,TPE,3,0,"11,11,11|5,9,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,SAIVE Philippe (BEL),CHUANG Chih-Yuan (TPE),,,3 - 0,11:5 11:9 11:6,SAIVE Philippe,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHIANG Peng-Lung,SAIVE Jean-Michel,TPE,BEL,3,2,"8,11,12,7,14|11,2,10,11,12",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHIANG Peng-Lung (TPE),SAIVE Jean-Michel (BEL),,,2 - 3,11:8 2:11 10:12 11:7 12:14,CHIANG Peng-Lung,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LUNDQVIST Jens,LEUNG Chu Yan,SWE,HKG,3,2,"11,10,11,6,11|6,12,8,11,9",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,LUNDQVIST Jens (SWE),LEUNG Chu Yan (HKG),,,3 - 2,11:6 10:12 11:8 6:11 11:9,LUNDQVIST Jens,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KO Lai Chak,PERSSON Jorgen,HKG,SWE,3,1,"4,11,11,11|11,5,8,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,KO Lai Chak (HKG),PERSSON Jorgen (SWE),,,1 - 3,11:4 5:11 8:11 8:11,KO Lai Chak,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,CHEUNG Yuk,KARLSSON Peter,HKG,SWE,3,1,"11,11,10,11|3,7,12,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,CHEUNG Yuk (HKG),KARLSSON Peter (SWE),,,1 - 3,3:11 7:11 12:10 6:11,CHEUNG Yuk,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LUNDQVIST Jens,KO Lai Chak,SWE,HKG,3,1,"8,11,13,11|11,7,11,8",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,LUNDQVIST Jens (SWE),KO Lai Chak (HKG),,,3 - 1,8:11 11:7 13:11 11:8,LUNDQVIST Jens,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LEUNG Chu Yan,PERSSON Jorgen,HKG,SWE,3,2,"11,8,11,9,11|6,11,9,11,6",,WORLD_CHAMPIONSHIPS,MT,949,Qualification,LEUNG Chu Yan (HKG),PERSSON Jorgen (SWE),,,2 - 3,6:11 11:8 9:11 11:9 6:11,LEUNG Chu Yan,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,STRUSE Nicole,LI Jiawei,GER,SGP,3,2,"14,3,9,11,11|12,11,11,6,5",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,STRUSE Nicole (GER),LI Jiawei (SGP),,,2 - 3,12:14 11:3 11:9 6:11 5:11,STRUSE Nicole,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ZHANG Xueling,SCHALL Elke,SGP,GER,3,2,"11,6,7,12,11|4,11,11,10,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,ZHANG Xueling (SGP),SCHALL Elke (GER),,,3 - 2,11:4 6:11 7:11 12:10 11:7,ZHANG Xueling,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,JING Junhong,STRUSE Nicole,SGP,GER,3,1,"11,11,2,11|6,9,11,4",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,JING Junhong (SGP),STRUSE Nicole (GER),,,3 - 1,11:6 11:9 2:11 11:4,JING Junhong,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHOPP Jie,LI Jiawei,GER,SGP,3,2,"8,10,11,11,11|11,12,6,9,4",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,SCHOPP Jie (GER),LI Jiawei (SGP),,,2 - 3,11:8 12:10 6:11 9:11 4:11,SCHOPP Jie,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SUK Eunmi,GANINA Svetlana,KOR,RUS,3,1,"4,11,14,11|11,4,12,5",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,SUK Eunmi (KOR),GANINA Svetlana (RUS),,,3 - 1,4:11 11:4 14:12 11:5,SUK Eunmi,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LEE Eunsil,PALINA Irina,KOR,RUS,3,0,"11,12,11|6,10,2",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LEE Eunsil (KOR),PALINA Irina (RUS),,,3 - 0,11:6 12:10 11:2,LEE Eunsil,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KIM Kyungah,MELNIK Galina,KOR,RUS,3,2,"11,7,11,10,11|6,11,3,12,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,KIM Kyungah (KOR),MELNIK Galina (RUS),,,3 - 2,11:6 7:11 11:3 10:12 11:7,KIM Kyungah,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LI Ju,PAN Chun-Chu,CHN,TPE,3,1,"11,11,5,11|6,7,11,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LI Ju (CHN),PAN Chun-Chu (TPE),,,3 - 1,11:6 11:7 5:11 11:9,LI Ju,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,NIU Jianfeng,LU Yun-Feng,CHN,TPE,3,1,"11,11,4,11|4,3,11,3",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,NIU Jianfeng (CHN),LU Yun-Feng (TPE),,,3 - 1,11:4 11:3 4:11 11:3,NIU Jianfeng,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ZHANG Yining,HUANG Yi-Hua,CHN,TPE,3,0,"12,11,13|10,7,11",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,ZHANG Yining (CHN),HUANG Yi-Hua (TPE),,,3 - 0,12:10 11:7 13:11,ZHANG Yining,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LI Jiawei,HUANG Yi-Hua,SGP,TPE,3,1,"9,11,11,12|11,7,3,10",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LI Jiawei (SGP),HUANG Yi-Hua (TPE),,,1 - 3,11:9 7:11 3:11 10:12,LI Jiawei,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ZHANG Xueling,LEE I-Chen,SGP,TPE,3,2,"9,11,8,11,11|11,6,11,8,5",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,ZHANG Xueling (SGP),LEE I-Chen (TPE),,,2 - 3,11:9 6:11 11:8 8:11 5:11,ZHANG Xueling,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LI Jiawei,LU Yun-Feng,SGP,TPE,3,0,"11,11,11|4,5,2",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LI Jiawei (SGP),LU Yun-Feng (TPE),,,0 - 3,4:11 5:11 2:11,LI Jiawei,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,HUANG Yi-Hua,JING Junhong,TPE,SGP,3,2,"10,11,8,11,11|12,7,11,9,6",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,HUANG Yi-Hua (TPE),JING Junhong (SGP),,,3 - 2,10:12 11:7 8:11 11:9 11:6,HUANG Yi-Hua,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ZHANG Yining,KIM Kyungah,CHN,KOR,3,0,"11,11,11|5,8,8",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,ZHANG Yining (CHN),KIM Kyungah (KOR),,,0 - 3,5:11 8:11 8:11,ZHANG Yining,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LI Ju,KIM Mookyo,CHN,KOR,3,0,"11,11,11|4,6,6",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LI Ju (CHN),KIM Mookyo (KOR),,,0 - 3,4:11 6:11 6:11,LI Ju,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,ZHANG Yining,LEE Eunsil,CHN,KOR,3,1,"11,8,11,11|8,11,9,0",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,ZHANG Yining (CHN),LEE Eunsil (KOR),,,1 - 3,8:11 11:8 9:11 0:11,ZHANG Yining,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KIM Kyungah,WANG Nan,KOR,CHN,3,2,"9,11,11,9,11|11,8,6,11,4",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,KIM Kyungah (KOR),WANG Nan (CHN),,,3 - 2,9:11 11:8 11:6 9:11 11:4,KIM Kyungah,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MELNIK Galina,YU Mei-Ju,RUS,TPE,3,0,"11,11,11|7,8,5",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,MELNIK Galina (RUS),YU Mei-Ju (TPE),,,0 - 3,7:11 8:11 5:11,MELNIK Galina,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,PALINA Irina,HUANG Yi-Hua,RUS,TPE,3,0,"11,11,11|9,6,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,PALINA Irina (RUS),HUANG Yi-Hua (TPE),,,0 - 3,9:11 6:11 7:11,PALINA Irina,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,GANINA Svetlana,LU Yun-Feng,RUS,TPE,3,1,"4,11,11,11|11,7,8,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,GANINA Svetlana (RUS),LU Yun-Feng (TPE),,,1 - 3,11:4 7:11 8:11 9:11,GANINA Svetlana,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,STRUSE Nicole,HUANG Yi-Hua,GER,TPE,3,0,"11,11,11|9,7,3",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,STRUSE Nicole (GER),HUANG Yi-Hua (TPE),,,0 - 3,9:11 7:11 3:11,STRUSE Nicole,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHALL Elke,LEE I-Chen,GER,TPE,3,0,"11,11,11|4,7,6",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,SCHALL Elke (GER),LEE I-Chen (TPE),,,0 - 3,4:11 7:11 6:11,SCHALL Elke,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LU Yun-Feng,STRUSE Nicole,TPE,GER,3,1,"11,9,11,11|5,11,3,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LU Yun-Feng (TPE),STRUSE Nicole (GER),,,3 - 1,11:5 9:11 11:3 11:7,LU Yun-Feng,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,SCHOPP Jie,HUANG Yi-Hua,GER,TPE,3,0,"11,11,11|5,5,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,SCHOPP Jie (GER),HUANG Yi-Hua (TPE),,,0 - 3,5:11 5:11 7:11,SCHOPP Jie,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KIM Mookyo,ZHANG Xueling,KOR,SGP,3,2,"9,11,8,11,11|11,9,11,9,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,KIM Mookyo (KOR),ZHANG Xueling (SGP),,,3 - 2,9:11 11:9 8:11 11:9 11:9,KIM Mookyo,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KIM Kyungah,JING Junhong,KOR,SGP,3,0,"11,11,16|7,6,14",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,KIM Kyungah (KOR),JING Junhong (SGP),,,3 - 0,11:7 11:6 16:14,KIM Kyungah,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,LEE Eunsil,LI Jiawei,KOR,SGP,3,2,"6,8,11,11,11|11,11,9,8,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,LEE Eunsil (KOR),LI Jiawei (SGP),,,3 - 2,6:11 8:11 11:9 11:8 11:9,LEE Eunsil,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,MELNIK Galina,ZHANG Xueling,RUS,SGP,3,2,"11,11,10,8,11|7,7,12,11,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,MELNIK Galina (RUS),ZHANG Xueling (SGP),,,3 - 2,11:7 11:7 10:12 8:11 11:9,MELNIK Galina,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,GANINA Svetlana,JING Junhong,RUS,SGP,3,2,"6,11,6,11,11|11,9,11,8,7",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,GANINA Svetlana (RUS),JING Junhong (SGP),,,3 - 2,6:11 11:9 6:11 11:8 11:7,GANINA Svetlana,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,PALINA Irina,LI Jiawei,RUS,SGP,3,1,"11,7,14,11|7,11,12,9",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,PALINA Irina (RUS),LI Jiawei (SGP),,,3 - 1,11:7 7:11 14:12 11:9,PALINA Irina,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,KIM Kyungah,HUANG Yi-Hua,KOR,TPE,3,0,"11,11,11|6,7,4",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,KIM Kyungah (KOR),HUANG Yi-Hua (TPE),,,3 - 0,11:6 11:7 11:4,KIM Kyungah,2004
World Team Table Tennis Championships Doha 2004,2004-03-01,YU Mei-Ju,YOON Jihye,TPE,KOR,3,0,"11,11,12|8,4,10",,WORLD_CHAMPIONSHIPS,WT,949,Qualification,YU Mei-Ju (TPE),YOON Jihye (KOR),,,0 - 3,8:11 4:11 10:12,YU Mei-Ju,2004
