tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
YOG North America Continental Qualification Las Vegas 2017,2017-12-17,JHA Kanak,XIE Tianming,USA,USA,4,0,"11,11,11,11|5,2,6,4",R16,OTHER,JBS,510,Main Draw,JHA Kanak (USA),XIE Tianming (USA),,,4 - 0,11:5 11:2 11:6 11:4,JHA Kanak,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,HASHIMOTO Honoka/SATO Hitomi,LAM Yee Lok/LIU Qi,JPN,HKG,3,0,"11,11,11|8,7,7",QuarterFinal,OLYMPICS,WD,465,Main Draw,HASHIMOTO Honoka (JPN) / SATO Hitomi (JPN),LAM Yee Lok (HKG) / LIU Qi (HKG),SATO Hitomi (JPN),LIU Qi (HKG),3 - 0,11:8 11:7 11:7,HASHIMOTO Honoka,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,HASHIMOTO Honoka/SATO Hitomi,LEE I-Chen/LIU Hsing-Yin,JPN,TPE,3,0,"11,11,14|8,7,12",SemiFinal,OLYMPICS,WD,465,Main Draw,HASHIMOTO Honoka (JPN) / SATO Hitomi (JPN),LEE I-Chen (TPE) / LIU Hsing-Yin (TPE),SATO Hitomi (JPN),LIU Hsing-Yin (TPE),3 - 0,11:8 11:7 14:12,HASHIMOTO Honoka,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,HASHIMOTO Honoka/SATO Hitomi,BOGDANOVA Nadezhda/TRIGOLOS Daria,JPN,BLR,3,0,"14,11,11|12,7,7",Final,OLYMPICS,WD,465,Main Draw,HASHIMOTO Honoka (JPN) / SATO Hitomi (JPN),BOGDANOVA Nadezhda (BLR) / TRIGOLOS Daria (BLR),SATO Hitomi (JPN),TRIGOLOS Daria (BLR),3 - 0,14:12 11:7 11:7,HASHIMOTO Honoka,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,CHOI Wonjin/LEE Jungwoo,GHOSH Arjun/GNANASEKARAN Sathiyan,KOR,IND,3,1,"10,11,11,11|12,5,8,9",R16,OLYMPICS,MD,465,Main Draw,CHOI Wonjin (KOR) / LEE Jungwoo (KOR),GHOSH Arjun (IND) / GNANASEKARAN Sathiyan (IND),LEE Jungwoo (KOR),GNANASEKARAN Sathiyan (IND),3 - 1,10:12 11:5 11:8 11:9,CHOI Wonjin,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,DURAK Mirela/JEGER Mateja,DIAZ Adriana/DIAZ Melanie,CRO,PUR,3,0,"12,11,11|10,6,9",R16,OLYMPICS,WD,465,Main Draw,DURAK Mirela (CRO) / JEGER Mateja (CRO),DIAZ Adriana (PUR) / DIAZ Melanie (PUR),JEGER Mateja (CRO),DIAZ Melanie (PUR),0 - 3,10:12 6:11 9:11,DURAK Mirela,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BOGDANOVA Nadezhda/TRIGOLOS Daria,DIACONU Adina/DRAGOMAN Andreea,BLR,ROU,3,1,"8,11,11,14|11,4,8,12",QuarterFinal,OLYMPICS,WD,465,Main Draw,BOGDANOVA Nadezhda (BLR) / TRIGOLOS Daria (BLR),DIACONU Adina (ROU) / DRAGOMAN Andreea (ROU),TRIGOLOS Daria (BLR),DRAGOMAN Andreea (ROU),1 - 3,11:8 4:11 8:11 12:14,BOGDANOVA Nadezhda,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BRODD Viktor/NORDBERG Hampus,SKACHKOV Kirill/VLASOV Grigory,SWE,RUS,3,0,"11,11,11|8,9,8",R16,OLYMPICS,MD,465,Main Draw,BRODD Viktor (SWE) / NORDBERG Hampus (SWE),SKACHKOV Kirill (RUS) / VLASOV Grigory (RUS),NORDBERG Hampus (SWE),VLASOV Grigory (RUS),0 - 3,8:11 9:11 8:11,BRODD Viktor,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,NOSKOVA Yana/TAILAKOVA Mariia,GASNIER Laura/LOEUILLETTE Stephanie,RUS,FRA,3,1,"11,5,11,11|6,11,5,4",R16,OLYMPICS,WD,465,Main Draw,NOSKOVA Yana (RUS) / TAILAKOVA Mariia (RUS),GASNIER Laura (FRA) / LOEUILLETTE Stephanie (FRA),TAILAKOVA Mariia (RUS),LOEUILLETTE Stephanie (FRA),3 - 1,11:6 5:11 11:5 11:4,NOSKOVA Yana,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,LEE I-Chen/LIU Hsing-Yin,NOSKOVA Yana/TAILAKOVA Mariia,TPE,RUS,3,1,"9,14,11,11|11,12,6,7",QuarterFinal,OLYMPICS,WD,465,Main Draw,LEE I-Chen (TPE) / LIU Hsing-Yin (TPE),NOSKOVA Yana (RUS) / TAILAKOVA Mariia (RUS),LIU Hsing-Yin (TPE),TAILAKOVA Mariia (RUS),1 - 3,11:9 12:14 6:11 7:11,LEE I-Chen,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,ALAMIAN Nima/ALAMIYAN Noshad,ANDERSSON Harald/ARVIDSSON Simon,IRI,SWE,3,0,"11,11,11|9,8,7",R16,OLYMPICS,MD,465,Main Draw,ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),ANDERSSON Harald (SWE) / ARVIDSSON Simon (SWE),ALAMIYAN Noshad (IRI),ARVIDSSON Simon (SWE),0 - 3,9:11 8:11 7:11,ALAMIAN Nima,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BRODD Viktor/NORDBERG Hampus,ARUNA Quadri/OLAH Benedek,SWE,NGR,3,2,"8,12,11,11,11|11,14,7,4,6",QuarterFinal,OLYMPICS,MD,465,Main Draw,BRODD Viktor (SWE) / NORDBERG Hampus (SWE),ARUNA Quadri (NGR) / OLAH Benedek (FIN),NORDBERG Hampus (SWE),OLAH Benedek (FIN),3 - 2,8:11 12:14 11:7 11:4 11:6,BRODD Viktor,2017
ITTF Challenge Croatia Open Zagreb 2017,2017-05-02,BRODD Viktor/NORDBERG Hampus,CHOI Wonjin/LEE Jungwoo,SWE,KOR,3,1,"15,11,11,11|17,8,8,9",SemiFinal,OLYMPICS,MD,465,Main Draw,BRODD Viktor (SWE) / NORDBERG Hampus (SWE),CHOI Wonjin (KOR) / LEE Jungwoo (KOR),NORDBERG Hampus (SWE),LEE Jungwoo (KOR),3 - 1,15:17 11:8 11:8 11:9,BRODD Viktor,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,STEGER Bastian,CHO Daeseong,GER,KOR,4,0,"11,11,11,11|5,9,7,4",R64,OLYMPICS,MS,464,Main Draw,STEGER Bastian (GER),CHO Daeseong (KOR),,,4 - 0,11:5 11:9 11:7 11:4,STEGER Bastian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,JORGIC Darko,JARVIS Tom,SLO,ENG,4,1,"11,7,11,11,11|6,11,9,3,6",R64,OLYMPICS,MS,464,Main Draw,JARVIS Tom (ENG),JORGIC Darko (SLO),,,1 - 4,6:11 11:7 9:11 3:11 6:11,JORGIC Darko,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,YOSHIMURA Kazuhiro,HACHARD Antoine,JPN,FRA,4,2,"11,10,7,11,11,11|7,12,11,8,8,5",R64,OLYMPICS,MS,464,Main Draw,HACHARD Antoine (FRA),YOSHIMURA Kazuhiro (JPN),,,2 - 4,7:11 12:10 11:7 8:11 8:11 5:11,YOSHIMURA Kazuhiro,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,NUYTINCK Cedric,WU Jiaji,BEL,DOM,4,1,"11,4,11,11,13|9,11,8,4,11",R64,OLYMPICS,MS,464,Main Draw,WU Jiaji (DOM),NUYTINCK Cedric (BEL),,,1 - 4,9:11 11:4 8:11 4:11 11:13,NUYTINCK Cedric,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ROBLES Alvaro,YANG Heng-Wei,ESP,TPE,4,0,"14,11,12,11|12,9,10,8",R64,OLYMPICS,MS,464,Main Draw,ROBLES Alvaro (ESP),YANG Heng-Wei (TPE),,,4 - 0,14:12 11:9 12:10 11:8,ROBLES Alvaro,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ALAMIAN Nima,REITSPIES David,IRI,CZE,4,2,"10,11,11,11,7,12|12,9,8,5,11,10",R64,OLYMPICS,MS,464,Main Draw,REITSPIES David (CZE),ALAMIAN Nima (IRI),,,2 - 4,12:10 9:11 8:11 5:11 11:7 10:12,ALAMIAN Nima,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,HABESOHN Daniel,RECH DALDOSSO Marco,AUT,ITA,4,0,"14,11,12,11|12,8,10,9",R64,OLYMPICS,MS,464,Main Draw,HABESOHN Daniel (AUT),RECH DALDOSSO Marco (ITA),,,4 - 0,14:12 11:8 12:10 11:9,HABESOHN Daniel,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ISMAILOV Sadi,PUCAR Tomislav,RUS,CRO,4,3,"9,11,7,12,9,11,11|11,7,11,10,11,9,2",R64,OLYMPICS,MS,464,Main Draw,ISMAILOV Sadi (RUS),PUCAR Tomislav (CRO),,,4 - 3,9:11 11:7 7:11 12:10 9:11 11:9 11:2,ISMAILOV Sadi,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,CANTERO Jesus,WANG Eugene,ESP,CAN,4,3,"9,4,5,13,11,11,11|11,11,11,11,6,7,6",R64,OLYMPICS,MS,464,Main Draw,WANG Eugene (CAN),CANTERO Jesus (ESP),,,3 - 4,11:9 11:4 11:5 11:13 6:11 7:11 6:11,CANTERO Jesus,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,PLATONOV Pavel,KOZUL Deni,BLR,SLO,4,2,"11,11,11,11,6,11|4,5,8,13,11,7",R64,OLYMPICS,MS,464,Main Draw,PLATONOV Pavel (BLR),KOZUL Deni (SLO),,,4 - 2,11:4 11:5 11:8 11:13 6:11 11:7,PLATONOV Pavel,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,GERASSIMENKO Kirill,LANDRIEU Andrea,KAZ,FRA,4,3,"11,12,11,5,8,6,11|8,10,5,11,11,11,6",R64,OLYMPICS,MS,464,Main Draw,GERASSIMENKO Kirill (KAZ),LANDRIEU Andrea (FRA),,,4 - 3,11:8 12:10 11:5 5:11 8:11 6:11 11:6,GERASSIMENKO Kirill,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,BAGGALEY Andrew,FLORE Tristan,ENG,FRA,4,2,"11,11,9,8,11,11|7,6,11,11,6,9",R64,OLYMPICS,MS,464,Main Draw,BAGGALEY Andrew (ENG),FLORE Tristan (FRA),,,4 - 2,11:7 11:6 9:11 8:11 11:6 11:9,BAGGALEY Andrew,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,KENJAEV Zokhid,BROSSIER Benjamin,UZB,FRA,4,3,"7,12,8,11,12,11,11|11,10,11,6,14,9,8",R64,OLYMPICS,MS,464,Main Draw,BROSSIER Benjamin (FRA),KENJAEV Zokhid (UZB),,,3 - 4,11:7 10:12 11:8 6:11 14:12 9:11 8:11,KENJAEV Zokhid,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,WALKER Samuel,BERTRAND Irvin,ENG,FRA,4,0,"11,11,11,11|7,6,6,9",R64,OLYMPICS,MS,464,Main Draw,BERTRAND Irvin (FRA),WALKER Samuel (ENG),,,0 - 4,7:11 6:11 6:11 9:11,WALKER Samuel,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,KOJIC Frane,ALEXANDROV Teodor,CRO,BUL,4,1,"11,9,13,11,11|6,11,11,6,7",R64,OLYMPICS,MS,464,Main Draw,ALEXANDROV Teodor (BUL),KOJIC Frane (CRO),,,1 - 4,6:11 11:9 11:13 6:11 7:11,KOJIC Frane,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ORT Kilian,GERALDO Joao,GER,POR,4,3,"9,10,9,11,11,11,11|11,12,11,7,7,7,7",R64,OLYMPICS,MS,464,Main Draw,ORT Kilian (GER),GERALDO Joao (POR),,,4 - 3,9:11 10:12 9:11 11:7 11:7 11:7 11:7,ORT Kilian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,LIVENTSOV Alexey,MENGEL Steffen,RUS,GER,4,0,"15,11,11,11|13,7,5,7",R64,OLYMPICS,MS,464,Main Draw,MENGEL Steffen (GER),LIVENTSOV Alexey (RUS),,,0 - 4,13:15 7:11 5:11 7:11,LIVENTSOV Alexey,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,SKACHKOV Kirill,LAKATOS Tamas,RUS,HUN,4,0,"11,11,11,11|6,7,9,9",R64,OLYMPICS,MS,464,Main Draw,LAKATOS Tamas (HUN),SKACHKOV Kirill (RUS),,,0 - 4,6:11 7:11 9:11 9:11,SKACHKOV Kirill,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,SAMBE Kohei,SHETTY Sanil,JPN,IND,4,2,"11,7,11,11,6,11|7,11,3,7,11,9",R64,OLYMPICS,MS,464,Main Draw,SAMBE Kohei (JPN),SHETTY Sanil (IND),,,4 - 2,11:7 7:11 11:3 11:7 6:11 11:9,SAMBE Kohei,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,VLASOV Grigory,DIDUKH Oleksandr,RUS,UKR,4,0,"11,11,17,11|5,7,15,6",R64,OLYMPICS,MS,464,Main Draw,DIDUKH Oleksandr (UKR),VLASOV Grigory (RUS),,,0 - 4,5:11 7:11 15:17 6:11,VLASOV Grigory,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,KARAKASEVIC Aleksandar,HUNG Tzu-Hsiang,SRB,TPE,4,3,"11,11,9,3,11,5,11|7,5,11,11,3,11,3",R64,OLYMPICS,MS,464,Main Draw,KARAKASEVIC Aleksandar (SRB),HUNG Tzu-Hsiang (TPE),,,4 - 3,11:7 11:5 9:11 3:11 11:3 5:11 11:3,KARAKASEVIC Aleksandar,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,LUNDQVIST Jens,ALLEGRO Martin,SWE,BEL,4,0,"13,11,11,11|11,9,5,8",R64,OLYMPICS,MS,464,Main Draw,ALLEGRO Martin (BEL),LUNDQVIST Jens (SWE),,,0 - 4,11:13 9:11 5:11 8:11,LUNDQVIST Jens,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,TREGLER Tomas,AKKUZU Can,CZE,FRA,4,1,"10,11,11,11,11|12,9,7,7,5",R64,OLYMPICS,MS,464,Main Draw,AKKUZU Can (FRA),TREGLER Tomas (CZE),,,1 - 4,12:10 9:11 7:11 7:11 5:11,TREGLER Tomas,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,LORENTZ Romain,ALAMIYAN Noshad,FRA,IRI,4,2,"11,7,11,8,12,11|8,11,6,11,10,9",R64,OLYMPICS,MS,464,Main Draw,LORENTZ Romain (FRA),ALAMIYAN Noshad (IRI),,,4 - 2,11:8 7:11 11:6 8:11 12:10 11:9,LORENTZ Romain,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,SEYFRIED Joe,IONESCU Ovidiu,FRA,ROU,4,1,"11,12,11,9,11|6,10,5,11,6",R64,OLYMPICS,MS,464,Main Draw,IONESCU Ovidiu (ROU),SEYFRIED Joe (FRA),,,1 - 4,6:11 10:12 5:11 11:9 6:11,SEYFRIED Joe,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ROBINOT Alexandre,DEVOS Robin,FRA,BEL,4,2,"8,3,11,11,13,11|11,11,1,8,11,7",R64,OLYMPICS,MS,464,Main Draw,ROBINOT Alexandre (FRA),DEVOS Robin (BEL),,,4 - 2,8:11 3:11 11:1 11:8 13:11 11:7,ROBINOT Alexandre,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,PERSSON Jon,LEVENKO Andreas,SWE,AUT,4,1,"11,8,11,11,11|8,11,9,7,9",R64,OLYMPICS,MS,464,Main Draw,PERSSON Jon (SWE),LEVENKO Andreas (AUT),,,4 - 1,11:8 8:11 11:9 11:7 11:9,PERSSON Jon,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,MATSUDAIRA Kenji,SLATINSEK Uros,JPN,SLO,4,0,"11,11,11,11|8,7,5,2",R64,OLYMPICS,MS,464,Main Draw,SLATINSEK Uros (SLO),MATSUDAIRA Kenji (JPN),,,0 - 4,8:11 7:11 5:11 2:11,MATSUDAIRA Kenji,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,MADRID Marcos,ROBINOT Quentin,MEX,FRA,4,2,"11,13,11,9,11,11|9,11,8,11,13,9",R64,OLYMPICS,MS,464,Main Draw,ROBINOT Quentin (FRA),MADRID Marcos (MEX),,,2 - 4,9:11 11:13 8:11 11:9 13:11 9:11,MADRID Marcos,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,SALIFOU Abdel-Kader,MCBEATH David,BEN,ENG,4,3,"6,7,6,11,11,11,11|11,11,11,3,8,6,4",R64,OLYMPICS,MS,464,Main Draw,MCBEATH David (ENG),SALIFOU Abdel-Kader (BEN),,,3 - 4,11:6 11:7 11:6 3:11 8:11 6:11 4:11,SALIFOU Abdel-Kader,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,GAVLAS Antonin,BAI He,CZE,SVK,4,3,"11,9,11,4,11,7,12|8,11,8,11,8,11,10",R64,OLYMPICS,MS,464,Main Draw,BAI He (SVK),GAVLAS Antonin (CZE),,,3 - 4,8:11 11:9 8:11 11:4 8:11 11:7 10:12,GAVLAS Antonin,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,MATSUYAMA Yuki,DYJAS Jakub,JPN,POL,4,2,"11,11,8,7,12,15|4,9,11,11,10,13",R64,OLYMPICS,MS,464,Main Draw,MATSUYAMA Yuki (JPN),DYJAS Jakub (POL),,,4 - 2,11:4 11:9 8:11 7:11 12:10 15:13,MATSUYAMA Yuki,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,STEGER Bastian,JORGIC Darko,GER,SLO,4,0,"12,11,11,11|10,7,9,6",R32,OLYMPICS,MS,464,Main Draw,STEGER Bastian (GER),JORGIC Darko (SLO),,,4 - 0,12:10 11:7 11:9 11:6,STEGER Bastian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,YOSHIMURA Kazuhiro,NUYTINCK Cedric,JPN,BEL,4,2,"11,7,11,11,8,11|8,11,8,7,11,8",R32,OLYMPICS,MS,464,Main Draw,YOSHIMURA Kazuhiro (JPN),NUYTINCK Cedric (BEL),,,4 - 2,11:8 7:11 11:8 11:7 8:11 11:8,YOSHIMURA Kazuhiro,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ALAMIAN Nima,ROBLES Alvaro,IRI,ESP,4,1,"11,11,13,9,12|8,9,11,11,10",R32,OLYMPICS,MS,464,Main Draw,ROBLES Alvaro (ESP),ALAMIAN Nima (IRI),,,1 - 4,8:11 9:11 11:13 11:9 10:12,ALAMIAN Nima,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ISMAILOV Sadi,HABESOHN Daniel,RUS,AUT,4,1,"12,11,12,9,11|10,9,10,11,8",R32,OLYMPICS,MS,464,Main Draw,HABESOHN Daniel (AUT),ISMAILOV Sadi (RUS),,,1 - 4,10:12 9:11 10:12 11:9 8:11,ISMAILOV Sadi,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,CANTERO Jesus,PLATONOV Pavel,ESP,BLR,4,1,"11,8,12,11,11|3,11,10,7,6",R32,OLYMPICS,MS,464,Main Draw,CANTERO Jesus (ESP),PLATONOV Pavel (BLR),,,4 - 1,11:3 8:11 12:10 11:7 11:6,CANTERO Jesus,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,BAGGALEY Andrew,GERASSIMENKO Kirill,ENG,KAZ,4,3,"9,11,11,7,7,11,12|11,8,4,11,11,9,10",R32,OLYMPICS,MS,464,Main Draw,GERASSIMENKO Kirill (KAZ),BAGGALEY Andrew (ENG),,,3 - 4,11:9 8:11 4:11 11:7 11:7 9:11 10:12,BAGGALEY Andrew,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,WALKER Samuel,KENJAEV Zokhid,ENG,UZB,4,2,"11,11,11,7,11,11|8,9,8,11,13,5",R32,OLYMPICS,MS,464,Main Draw,KENJAEV Zokhid (UZB),WALKER Samuel (ENG),,,2 - 4,8:11 9:11 8:11 11:7 13:11 5:11,WALKER Samuel,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ORT Kilian,KOJIC Frane,GER,CRO,4,2,"11,8,4,11,11,11|3,11,11,7,9,9",R32,OLYMPICS,MS,464,Main Draw,KOJIC Frane (CRO),ORT Kilian (GER),,,2 - 4,3:11 11:8 11:4 7:11 9:11 9:11,ORT Kilian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,LIVENTSOV Alexey,SKACHKOV Kirill,RUS,RUS,4,3,"11,11,10,7,11,5,11|3,6,12,11,8,11,9",R32,OLYMPICS,MS,464,Main Draw,LIVENTSOV Alexey (RUS),SKACHKOV Kirill (RUS),,,4 - 3,11:3 11:6 10:12 7:11 11:8 5:11 11:9,LIVENTSOV Alexey,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,VLASOV Grigory,SAMBE Kohei,RUS,JPN,4,3,"14,11,11,9,6,9,11|12,7,5,11,11,11,5",R32,OLYMPICS,MS,464,Main Draw,SAMBE Kohei (JPN),VLASOV Grigory (RUS),,,3 - 4,12:14 7:11 5:11 11:9 11:6 11:9 5:11,VLASOV Grigory,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,KARAKASEVIC Aleksandar,LUNDQVIST Jens,SRB,SWE,4,3,"12,8,9,11,11,6,11|10,11,11,9,9,11,5",R32,OLYMPICS,MS,464,Main Draw,KARAKASEVIC Aleksandar (SRB),LUNDQVIST Jens (SWE),,,4 - 3,12:10 8:11 9:11 11:9 11:9 6:11 11:5,KARAKASEVIC Aleksandar,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,TREGLER Tomas,LORENTZ Romain,CZE,FRA,4,1,"12,6,13,11,11|10,11,11,9,9",R32,OLYMPICS,MS,464,Main Draw,TREGLER Tomas (CZE),LORENTZ Romain (FRA),,,4 - 1,12:10 6:11 13:11 11:9 11:9,TREGLER Tomas,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ROBINOT Alexandre,SEYFRIED Joe,FRA,FRA,4,3,"7,11,5,14,5,11,11|11,6,11,12,11,8,5",R32,OLYMPICS,MS,464,Main Draw,SEYFRIED Joe (FRA),ROBINOT Alexandre (FRA),,,3 - 4,11:7 6:11 11:5 12:14 11:5 8:11 5:11,ROBINOT Alexandre,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,PERSSON Jon,MATSUDAIRA Kenji,SWE,JPN,4,3,"5,11,2,11,7,11,11|11,9,11,3,11,8,9",R32,OLYMPICS,MS,464,Main Draw,PERSSON Jon (SWE),MATSUDAIRA Kenji (JPN),,,4 - 3,5:11 11:9 2:11 11:3 7:11 11:8 11:9,PERSSON Jon,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,MADRID Marcos,SALIFOU Abdel-Kader,MEX,BEN,4,0,"11,12,11,11|9,10,7,2",R32,OLYMPICS,MS,464,Main Draw,MADRID Marcos (MEX),SALIFOU Abdel-Kader (BEN),,,4 - 0,11:9 12:10 11:7 11:2,MADRID Marcos,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,GAVLAS Antonin,MATSUYAMA Yuki,CZE,JPN,4,0,"11,11,11,11|5,6,6,7",R32,OLYMPICS,MS,464,Main Draw,GAVLAS Antonin (CZE),MATSUYAMA Yuki (JPN),,,4 - 0,11:5 11:6 11:6 11:7,GAVLAS Antonin,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,STEGER Bastian,YOSHIMURA Kazuhiro,GER,JPN,4,3,"12,11,14,6,3,7,11|10,5,12,11,11,11,9",R16,OLYMPICS,MS,464,Main Draw,STEGER Bastian (GER),YOSHIMURA Kazuhiro (JPN),,,4 - 3,12:10 11:5 14:12 6:11 3:11 7:11 11:9,STEGER Bastian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ALAMIAN Nima,ISMAILOV Sadi,IRI,RUS,4,2,"6,11,11,12,9,11|11,3,6,10,11,7",R16,OLYMPICS,MS,464,Main Draw,ALAMIAN Nima (IRI),ISMAILOV Sadi (RUS),,,4 - 2,6:11 11:3 11:6 12:10 9:11 11:7,ALAMIAN Nima,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,CANTERO Jesus,BAGGALEY Andrew,ESP,ENG,4,1,"11,11,9,11,12|8,9,11,3,10",R16,OLYMPICS,MS,464,Main Draw,CANTERO Jesus (ESP),BAGGALEY Andrew (ENG),,,4 - 1,11:8 11:9 9:11 11:3 12:10,CANTERO Jesus,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ORT Kilian,WALKER Samuel,GER,ENG,4,1,"11,14,6,11,11|4,12,11,5,9",R16,OLYMPICS,MS,464,Main Draw,WALKER Samuel (ENG),ORT Kilian (GER),,,1 - 4,4:11 12:14 11:6 5:11 9:11,ORT Kilian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,LIVENTSOV Alexey,VLASOV Grigory,RUS,RUS,4,2,"10,8,11,11,11,14|12,11,6,9,7,12",R16,OLYMPICS,MS,464,Main Draw,LIVENTSOV Alexey (RUS),VLASOV Grigory (RUS),,,4 - 2,10:12 8:11 11:6 11:9 11:7 14:12,LIVENTSOV Alexey,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,TREGLER Tomas,KARAKASEVIC Aleksandar,CZE,SRB,4,3,"9,12,11,9,10,12,11|11,10,1,11,12,10,8",R16,OLYMPICS,MS,464,Main Draw,KARAKASEVIC Aleksandar (SRB),TREGLER Tomas (CZE),,,3 - 4,11:9 10:12 1:11 11:9 12:10 10:12 8:11,TREGLER Tomas,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,PERSSON Jon,ROBINOT Alexandre,SWE,FRA,4,3,"11,3,9,11,11,6,11|8,11,11,6,4,11,9",R16,OLYMPICS,MS,464,Main Draw,ROBINOT Alexandre (FRA),PERSSON Jon (SWE),,,3 - 4,8:11 11:3 11:9 6:11 4:11 11:6 9:11,PERSSON Jon,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,GAVLAS Antonin,MADRID Marcos,CZE,MEX,4,2,"12,12,11,11,6,11|14,10,9,9,11,7",R16,OLYMPICS,MS,464,Main Draw,MADRID Marcos (MEX),GAVLAS Antonin (CZE),,,2 - 4,14:12 10:12 9:11 9:11 11:6 7:11,GAVLAS Antonin,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,STEGER Bastian,ALAMIAN Nima,GER,IRI,4,2,"11,11,8,12,14,11|9,3,11,14,12,4",QuarterFinal,OLYMPICS,MS,464,Main Draw,STEGER Bastian (GER),ALAMIAN Nima (IRI),,,4 - 2,11:9 11:3 8:11 12:14 14:12 11:4,STEGER Bastian,2017
ITTF Challenge Slovenian Open Otocec 2017,2017-04-26,ORT Kilian,CANTERO Jesus,GER,ESP,4,0,"12,13,12,11|10,11,10,7",QuarterFinal,OLYMPICS,MS,464,Main Draw,CANTERO Jesus (ESP),ORT Kilian (GER),,,0 - 4,10:12 11:13 10:12 7:11,ORT Kilian,2017
