tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Tour Grand Finals Bangkok 2014,2014-12-11,CHEN Szu-Yu,ITO Mima,TPE,JPN,4,2,"11,14,11,12,11,11|8,16,2,14,4,9",SemiFinal,GRAND_SLAM,U21WS,145,Main Draw,ITO Mima (JPN),CHEN Szu-Yu (TPE),,,2 - 4,8:11 16:14 2:11 14:12 4:11 9:11,CHEN Szu-Yu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHEN Szu-Yu,MAEDA Miyu,TPE,JPN,4,3,"11,10,11,10,8,11,14|4,12,8,12,11,6,12",Final,GRAND_SLAM,U21WS,145,Main Draw,MAEDA Miyu (JPN),CHEN Szu-Yu (TPE),,,3 - 4,4:11 12:10 8:11 12:10 11:8 6:11 12:14,CHEN Szu-Yu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SAKAI Asuka,CHEN Feng,JPN,SGP,4,1,"12,11,12,4,14|10,6,10,11,12",,GRAND_SLAM,U21MS,145,Qualification,SAKAI Asuka (JPN),CHEN Feng (SGP),,,4 - 1,12:10 11:6 12:10 4:11 14:12,SAKAI Asuka,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CALDERANO Hugo,TANVIRIYAVECHAKUL Padasak,BRA,THA,4,2,"11,7,8,11,11,12|8,11,11,3,7,10",,GRAND_SLAM,U21MS,145,Qualification,CALDERANO Hugo (BRA),TANVIRIYAVECHAKUL Padasak (THA),,,4 - 2,11:8 7:11 8:11 11:3 11:7 12:10,CALDERANO Hugo,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CALDERANO Hugo,SAKAI Asuka,BRA,JPN,4,3,"11,9,11,9,11,3,11|6,11,9,11,9,11,9",,GRAND_SLAM,U21MS,145,Qualification,SAKAI Asuka (JPN),CALDERANO Hugo (BRA),,,3 - 4,6:11 11:9 9:11 11:9 9:11 11:3 9:11,CALDERANO Hugo,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,TANVIRIYAVECHAKUL Padasak,CHEN Feng,THA,SGP,4,3,"10,11,9,11,11,7,11|12,5,11,8,5,11,5",,GRAND_SLAM,U21MS,145,Qualification,CHEN Feng (SGP),TANVIRIYAVECHAKUL Padasak (THA),,,3 - 4,12:10 5:11 11:9 8:11 5:11 11:7 5:11,TANVIRIYAVECHAKUL Padasak,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SAKAI Asuka,TANVIRIYAVECHAKUL Padasak,JPN,THA,4,0,"11,11,11,11|8,6,7,3",,GRAND_SLAM,U21MS,145,Qualification,SAKAI Asuka (JPN),TANVIRIYAVECHAKUL Padasak (THA),,,4 - 0,11:8 11:6 11:7 11:3,SAKAI Asuka,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CALDERANO Hugo,CHEN Feng,BRA,SGP,4,2,"5,11,9,12,11,11|11,7,11,10,8,9",,GRAND_SLAM,U21MS,145,Qualification,CALDERANO Hugo (BRA),CHEN Feng (SGP),,,4 - 2,5:11 11:7 9:11 12:10 11:8 11:9,CALDERANO Hugo,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SAMBE Kohei,LORENTZ Romain,JPN,FRA,4,3,"11,9,14,11,9,9,11|8,11,12,6,11,11,7",,GRAND_SLAM,U21MS,145,Qualification,LORENTZ Romain (FRA),SAMBE Kohei (JPN),,,3 - 4,8:11 11:9 12:14 6:11 11:9 11:9 7:11,SAMBE Kohei,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,JANG Woojin,LORENTZ Romain,KOR,FRA,4,1,"11,12,16,11,11|8,14,14,7,9",,GRAND_SLAM,U21MS,145,Qualification,JANG Woojin (KOR),LORENTZ Romain (FRA),,,4 - 1,11:8 12:14 16:14 11:7 11:9,JANG Woojin,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,MACHI Asuka,SAMBE Kohei,JPN,JPN,4,0,"15,11,11,11|13,4,2,5",,GRAND_SLAM,U21MS,145,Qualification,MACHI Asuka (JPN),SAMBE Kohei (JPN),,,4 - 0,15:13 11:4 11:2 11:5,MACHI Asuka,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,JANG Woojin,SAMBE Kohei,KOR,JPN,4,0,"11,11,11,11|7,9,7,8",,GRAND_SLAM,U21MS,145,Qualification,JANG Woojin (KOR),SAMBE Kohei (JPN),,,4 - 0,11:7 11:9 11:7 11:8,JANG Woojin,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,MACHI Asuka,LORENTZ Romain,JPN,FRA,4,1,"6,11,11,11,11|11,6,3,9,4",,GRAND_SLAM,U21MS,145,Qualification,LORENTZ Romain (FRA),MACHI Asuka (JPN),,,1 - 4,11:6 6:11 3:11 9:11 4:11,MACHI Asuka,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,ITO Mima,SATO Hitomi,JPN,JPN,4,1,"11,11,11,9,11|8,8,4,11,6",,GRAND_SLAM,U21WS,145,Qualification,SATO Hitomi (JPN),ITO Mima (JPN),,,1 - 4,8:11 8:11 4:11 11:9 6:11,ITO Mima,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,POLCANOVA Sofia,MAEDA Miyu,AUT,JPN,4,1,"11,12,11,9,11|8,10,9,11,7",,GRAND_SLAM,U21WS,145,Qualification,POLCANOVA Sofia (AUT),MAEDA Miyu (JPN),,,4 - 1,11:8 12:10 11:9 9:11 11:7,POLCANOVA Sofia,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SATO Hitomi,POLCANOVA Sofia,JPN,AUT,4,3,"11,12,11,9,5,11,11|13,10,6,11,11,6,3",,GRAND_SLAM,U21WS,145,Qualification,SATO Hitomi (JPN),POLCANOVA Sofia (AUT),,,4 - 3,11:13 12:10 11:6 9:11 5:11 11:6 11:3,SATO Hitomi,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,MAEDA Miyu,ITO Mima,JPN,JPN,4,3,"11,11,8,2,11,8,11|5,6,11,11,2,11,3",,GRAND_SLAM,U21WS,145,Qualification,ITO Mima (JPN),MAEDA Miyu (JPN),,,3 - 4,5:11 6:11 11:8 11:2 2:11 11:8 3:11,MAEDA Miyu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,MAEDA Miyu,SATO Hitomi,JPN,JPN,4,3,"12,11,9,6,12,11,11|14,8,11,11,10,9,9",,GRAND_SLAM,U21WS,145,Qualification,SATO Hitomi (JPN),MAEDA Miyu (JPN),,,3 - 4,14:12 8:11 11:9 11:6 10:12 9:11 9:11,MAEDA Miyu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,ITO Mima,POLCANOVA Sofia,JPN,AUT,4,0,"11,11,11,11|6,4,8,8",,GRAND_SLAM,U21WS,145,Qualification,POLCANOVA Sofia (AUT),ITO Mima (JPN),,,0 - 4,6:11 4:11 8:11 8:11,ITO Mima,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SOLJA Petrissa,MORI Sakura,GER,JPN,4,2,"13,11,10,11,11,11|15,7,12,9,7,8",,GRAND_SLAM,U21WS,145,Qualification,SOLJA Petrissa (GER),MORI Sakura (JPN),,,4 - 2,13:15 11:7 10:12 11:9 11:7 11:8,SOLJA Petrissa,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHEN Szu-Yu,SAWETTABUT Suthasini,TPE,THA,4,1,"11,11,11,7,11|5,7,4,11,5",,GRAND_SLAM,U21WS,145,Qualification,CHEN Szu-Yu (TPE),SAWETTABUT Suthasini (THA),,,4 - 1,11:5 11:7 11:4 7:11 11:5,CHEN Szu-Yu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SOLJA Petrissa,CHEN Szu-Yu,GER,TPE,4,2,"11,11,11,8,9,11|1,5,6,11,11,8",,GRAND_SLAM,U21WS,145,Qualification,SOLJA Petrissa (GER),CHEN Szu-Yu (TPE),,,4 - 2,11:1 11:5 11:6 8:11 9:11 11:8,SOLJA Petrissa,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SAWETTABUT Suthasini,MORI Sakura,THA,JPN,4,2,"11,12,11,11,10,11|9,10,7,13,12,7",,GRAND_SLAM,U21WS,145,Qualification,MORI Sakura (JPN),SAWETTABUT Suthasini (THA),,,2 - 4,9:11 10:12 7:11 13:11 12:10 7:11,SAWETTABUT Suthasini,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,SAWETTABUT Suthasini,SOLJA Petrissa,THA,GER,4,2,"11,11,2,14,9,11|8,6,11,12,11,9",,GRAND_SLAM,U21WS,145,Qualification,SOLJA Petrissa (GER),SAWETTABUT Suthasini (THA),,,2 - 4,8:11 6:11 11:2 12:14 11:9 9:11,SAWETTABUT Suthasini,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHEN Szu-Yu,MORI Sakura,TPE,JPN,4,2,"5,11,11,11,6,11|11,4,6,5,11,6",,GRAND_SLAM,U21WS,145,Qualification,CHEN Szu-Yu (TPE),MORI Sakura (JPN),,,4 - 2,5:11 11:4 11:6 11:5 6:11 11:6,CHEN Szu-Yu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,TANG Peng/WONG Chun Ting,KUZMIN Fedor/VLASOV Grigory,HKG,RUS,4,1,"11,9,11,11,11|7,11,3,8,4",QuarterFinal,GRAND_SLAM,MD,145,Main Draw,TANG Peng (HKG) / WONG Chun Ting (HKG),KUZMIN Fedor (RUS) / VLASOV Grigory (RUS),WONG Chun Ting (HKG),VLASOV Grigory (RUS),4 - 1,11:7 9:11 11:3 11:8 11:4,TANG Peng,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,MATSUDAIRA Kenta/NIWA Koki,TANG Peng/WONG Chun Ting,JPN,HKG,4,1,"10,11,17,11,11|12,9,15,6,7",SemiFinal,GRAND_SLAM,MD,145,Main Draw,MATSUDAIRA Kenta (JPN) / NIWA Koki (JPN),TANG Peng (HKG) / WONG Chun Ting (HKG),NIWA Koki (JPN),WONG Chun Ting (HKG),1 - 4,12:10 9:11 15:17 6:11 7:11,MATSUDAIRA Kenta,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,LEE Ho Ching/NG Wing Nam,KOMWONG Nanthana/SAWETTABUT Suthasini,HKG,THA,4,1,"10,11,11,11,11|12,6,8,2,4",QuarterFinal,GRAND_SLAM,WD,145,Main Draw,LEE Ho Ching (HKG) / NG Wing Nam (HKG),KOMWONG Nanthana (THA) / SAWETTABUT Suthasini (THA),NG Wing Nam (HKG),SAWETTABUT Suthasini (THA),4 - 1,10:12 11:6 11:8 11:2 11:4,LEE Ho Ching,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,LEE Ho Ching/NG Wing Nam,POL,HKG,4,2,"5,11,8,11,11,12|11,5,11,9,9,10",SemiFinal,GRAND_SLAM,WD,145,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL),LEE Ho Ching (HKG) / NG Wing Nam (HKG),PARTYKA Natalia (POL),NG Wing Nam (HKG),2 - 4,11:5 5:11 11:8 9:11 9:11 10:12,GRZYBOWSKA-FRANC Katarzyna,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHO Eonrae/SEO Hyundeok,MATSUDAIRA Kenta/NIWA Koki,KOR,JPN,4,3,"8,12,11,10,11,6,11|11,10,5,12,6,11,9",Final,GRAND_SLAM,MD,145,Main Draw,CHO Eonrae (KOR) / SEO Hyundeok (KOR),MATSUDAIRA Kenta (JPN) / NIWA Koki (JPN),SEO Hyundeok (KOR),NIWA Koki (JPN),3 - 4,11:8 10:12 5:11 12:10 6:11 11:6 9:11,CHO Eonrae,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,HIRANO Miu/ITO Mima,SHAN Xiaona/SOLJA Petrissa,JPN,GER,4,3,"6,7,11,11,8,11,11|11,11,5,9,11,6,7",QuarterFinal,GRAND_SLAM,WD,145,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),SHAN Xiaona (GER) / SOLJA Petrissa (GER),ITO Mima (JPN),SOLJA Petrissa (GER),4 - 3,6:11 7:11 11:5 11:9 8:11 11:6 11:7,HIRANO Miu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,HIRANO Miu/ITO Mima,FENG Tianwei/YU Mengyu,JPN,SGP,4,2,"5,11,11,11,9,11|11,8,6,4,11,8",SemiFinal,GRAND_SLAM,WD,145,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),FENG Tianwei (SGP) / YU Mengyu (SGP),ITO Mima (JPN),YU Mengyu (SGP),4 - 2,5:11 11:8 11:6 11:4 9:11 11:8,HIRANO Miu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,HIRANO Miu/ITO Mima,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,JPN,POL,4,0,"11,11,11,11|7,6,4,5",Final,GRAND_SLAM,WD,145,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL),ITO Mima (JPN),PARTYKA Natalia (POL),4 - 0,11:7 11:6 11:4 11:5,HIRANO Miu,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHO Eonrae/SEO Hyundeok,MORIZONO Masataka/SAMBE Kohei,KOR,JPN,4,1,"11,9,11,11,13|6,11,9,4,11",QuarterFinal,GRAND_SLAM,MD,145,Main Draw,CHO Eonrae (KOR) / SEO Hyundeok (KOR),MORIZONO Masataka (JPN) / SAMBE Kohei (JPN),SEO Hyundeok (KOR),SAMBE Kohei (JPN),4 - 1,11:6 9:11 11:9 11:4 13:11,CHO Eonrae,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,CHO Eonrae/SEO Hyundeok,LIVENTSOV Alexey/PAIKOV Mikhail,KOR,RUS,4,1,"11,7,11,11,14|8,11,9,2,12",SemiFinal,GRAND_SLAM,MD,145,Main Draw,CHO Eonrae (KOR) / SEO Hyundeok (KOR),LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),SEO Hyundeok (KOR),PAIKOV Mikhail (RUS),4 - 1,11:8 7:11 11:9 11:2 14:12,CHO Eonrae,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,FUKUHARA Ai/WAKAMIYA Misako,POL,JPN,4,2,"12,3,10,11,13,11|10,11,12,7,11,6",QuarterFinal,GRAND_SLAM,WD,145,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL),FUKUHARA Ai (JPN) / WAKAMIYA Misako (JPN),PARTYKA Natalia (POL),WAKAMIYA Misako (JPN),4 - 2,12:10 3:11 10:12 11:7 13:11 11:6,GRZYBOWSKA-FRANC Katarzyna,2014
World Tour Grand Finals Bangkok 2014,2014-12-11,LIVENTSOV Alexey/PAIKOV Mikhail,CHIANG Hung-Chieh/HUANG Sheng-Sheng,RUS,TPE,4,2,"14,11,5,11,11,11|12,13,11,8,5,9",QuarterFinal,GRAND_SLAM,MD,145,Main Draw,LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),CHIANG Hung-Chieh (TPE) / HUANG Sheng-Sheng (TPE),PAIKOV Mikhail (RUS),HUANG Sheng-Sheng (TPE),4 - 2,14:12 11:13 5:11 11:8 11:5 11:9,LIVENTSOV Alexey,2014
