tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,BOUJARIAN Mohammad,HASHIMLI Khayal,IRI,AZE,3,0,,,OTHER,MS,526,Qualification,BOUJARIAN Mohammad (IRI),HASHIMLI Khayal (AZE),,,3 - 0,,BOUJARIAN Mohammad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,BOUJARIAN Mohammad,ROUINTANESFAHANI Mohammadali,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,BOUJARIAN Mohammad (IRI),ROUINTANESFAHANI Mohammadali (IRI),,,3 - 0,,BOUJARIAN Mohammad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SAIDOV Inom,SHAFEEQ Abdulrahman,TJK,IRQ,3,0,,,OTHER,MS,526,Qualification,SAIDOV Inom (TJK),SHAFEEQ Abdulrahman (IRQ),,,3 - 0,,SAIDOV Inom,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RIZBAND Mahmood,SHAFEEQ Abdulrahman,IRI,IRQ,3,0,,,OTHER,MS,526,Qualification,RIZBAND Mahmood (IRI),SHAFEEQ Abdulrahman (IRQ),,,3 - 0,,RIZBAND Mahmood,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RIZBAND Mahmood,SAIDOV Inom,IRI,TJK,3,0,,,OTHER,MS,526,Qualification,RIZBAND Mahmood (IRI),SAIDOV Inom (TJK),,,3 - 0,,RIZBAND Mahmood,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,EBRAHIMI KASGAMIJANI Saman,ISMAYILOV Farhad,IRI,AZE,3,0,,,OTHER,MS,526,Qualification,EBRAHIMI KASGAMIJANI Saman (IRI),ISMAYILOV Farhad (AZE),,,3 - 0,,EBRAHIMI KASGAMIJANI Saman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,EBRAHIMI KASGAMIJANI Saman,RAHGOZAR Amir Hossein,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,EBRAHIMI KASGAMIJANI Saman (IRI),RAHGOZAR Amir Hossein (IRI),,,3 - 0,,EBRAHIMI KASGAMIJANI Saman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RAHGOZAR Amir Hossein,ISMAYILOV Farhad,IRI,AZE,3,0,,,OTHER,MS,526,Qualification,RAHGOZAR Amir Hossein (IRI),ISMAYILOV Farhad (AZE),,,3 - 0,,RAHGOZAR Amir Hossein,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MALMIRI Vahed,AMRA Alireza,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,MALMIRI Vahed (IRI),AMRA Alireza (IRI),,,3 - 0,,MALMIRI Vahed,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AMRA Alireza,BIGDELI Alireza,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,AMRA Alireza (IRI),BIGDELI Alireza (IRI),,,3 - 0,,AMRA Alireza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MALMIRI Vahed,BIGDELI Alireza,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,MALMIRI Vahed (IRI),BIGDELI Alireza (IRI),,,3 - 0,,MALMIRI Vahed,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,CHEAIB Dauud,HEIDARI Matin,LBN,IRI,3,0,,,OTHER,MS,526,Qualification,CHEAIB Dauud (LBN),HEIDARI Matin (IRI),,,3 - 0,,CHEAIB Dauud,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,GOLSHAHI Iman,HEIDARI Matin,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,GOLSHAHI Iman (IRI),HEIDARI Matin (IRI),,,3 - 0,,GOLSHAHI Iman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,CHEAIB Dauud,GOLSHAHI Iman,LBN,IRI,3,0,,,OTHER,MS,526,Qualification,CHEAIB Dauud (LBN),GOLSHAHI Iman (IRI),,,3 - 0,,CHEAIB Dauud,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SHAMRUK Gleb,NAZARI Mohammad,BLR,IRI,3,0,,,OTHER,MS,526,Qualification,SHAMRUK Gleb (BLR),NAZARI Mohammad (IRI),,,3 - 0,,SHAMRUK Gleb,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MALEKI Shayan,NAZARI Mohammad,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,MALEKI Shayan (IRI),NAZARI Mohammad (IRI),,,3 - 0,,MALEKI Shayan,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MALEKI Shayan,SHAMRUK Gleb,IRI,BLR,3,0,,,OTHER,MS,526,Qualification,MALEKI Shayan (IRI),SHAMRUK Gleb (BLR),,,3 - 0,,MALEKI Shayan,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AMIRI NIA Soroosh,HUSSAIN Behrooz,IRI,AFG,3,0,,,OTHER,MS,526,Qualification,AMIRI NIA Soroosh (IRI),HUSSAIN Behrooz (AFG),,,3 - 0,,AMIRI NIA Soroosh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,NEMATI Mohammed Reza,HUSSAIN Behrooz,IRI,AFG,3,0,,,OTHER,MS,526,Qualification,NEMATI Mohammed Reza (IRI),HUSSAIN Behrooz (AFG),,,3 - 0,,NEMATI Mohammed Reza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,NEMATI Mohammed Reza,AMIRI NIA Soroosh,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,NEMATI Mohammed Reza (IRI),AMIRI NIA Soroosh (IRI),,,3 - 0,,NEMATI Mohammed Reza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HAJIEI Arman,HUSEN Somon,IRI,TJK,3,0,,,OTHER,MS,526,Qualification,HAJIEI Arman (IRI),HUSEN Somon (TJK),,,3 - 0,,HAJIEI Arman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SOBHI Hadi,HUSEN Somon,IRI,TJK,3,0,,,OTHER,MS,526,Qualification,SOBHI Hadi (IRI),HUSEN Somon (TJK),,,3 - 0,,SOBHI Hadi,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HAJIEI Arman,SOBHI Hadi,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,HAJIEI Arman (IRI),SOBHI Hadi (IRI),,,3 - 0,,HAJIEI Arman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHMADIFAR Aref,JANNATI Parsa,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,AHMADIFAR Aref (IRI),JANNATI Parsa (IRI),,,3 - 0,,AHMADIFAR Aref,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,DEHESTANI Mehrdad,JANNATI Parsa,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,DEHESTANI Mehrdad (IRI),JANNATI Parsa (IRI),,,3 - 0,,DEHESTANI Mehrdad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHMADIFAR Aref,DEHESTANI Mehrdad,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,AHMADIFAR Aref (IRI),DEHESTANI Mehrdad (IRI),,,3 - 0,,AHMADIFAR Aref,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHADI Mehran,EBADI POUR Ahmad Reza,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,AHADI Mehran (IRI),EBADI POUR Ahmad Reza (IRI),,,3 - 0,,AHADI Mehran,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,EBADI POUR Ahmad Reza,GHORANI Erfan,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,EBADI POUR Ahmad Reza (IRI),GHORANI Erfan (IRI),,,3 - 0,,EBADI POUR Ahmad Reza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHADI Mehran,GHORANI Erfan,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,AHADI Mehran (IRI),GHORANI Erfan (IRI),,,3 - 0,,AHADI Mehran,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,KHATIYON Mohsen,BAHJA Mohammad,IRI,LBN,3,0,,,OTHER,MS,526,Qualification,KHATIYON Mohsen (IRI),BAHJA Mohammad (LBN),,,3 - 0,,KHATIYON Mohsen,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,EHTESHAMZADEH Majid,BAHJA Mohammad,IRI,LBN,3,0,,,OTHER,MS,526,Qualification,EHTESHAMZADEH Majid (IRI),BAHJA Mohammad (LBN),,,3 - 0,,EHTESHAMZADEH Majid,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,KHATIYON Mohsen,EHTESHAMZADEH Majid,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,KHATIYON Mohsen (IRI),EHTESHAMZADEH Majid (IRI),,,3 - 0,,KHATIYON Mohsen,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,FARGHADANI Mohammad,TOHMAZ Hussein,IRI,LBN,3,0,,,OTHER,MS,526,Qualification,FARGHADANI Mohammad (IRI),TOHMAZ Hussein (LBN),,,3 - 0,,FARGHADANI Mohammad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,NOBAKHT Naeim,TOHMAZ Hussein,IRI,LBN,3,0,,,OTHER,MS,526,Qualification,NOBAKHT Naeim (IRI),TOHMAZ Hussein (LBN),,,3 - 0,,NOBAKHT Naeim,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,FARGHADANI Mohammad,NOBAKHT Naeim,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,FARGHADANI Mohammad (IRI),NOBAKHT Naeim (IRI),,,3 - 0,,FARGHADANI Mohammad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MOLARAJABI Alireza,ALIYEV Sanan,IRI,AZE,3,0,,,OTHER,MS,526,Qualification,MOLARAJABI Alireza (IRI),ALIYEV Sanan (AZE),,,3 - 0,,MOLARAJABI Alireza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,BASHT BAVI Hamed,ALIYEV Sanan,IRI,AZE,3,0,,,OTHER,MS,526,Qualification,BASHT BAVI Hamed (IRI),ALIYEV Sanan (AZE),,,3 - 0,,BASHT BAVI Hamed,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MOLARAJABI Alireza,BASHT BAVI Hamed,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,MOLARAJABI Alireza (IRI),BASHT BAVI Hamed (IRI),,,3 - 0,,MOLARAJABI Alireza,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SHETTY Sanil,SOHRABI Emad,IND,IRI,3,0,,,OTHER,MS,526,Qualification,SHETTY Sanil (IND),SOHRABI Emad (IRI),,,3 - 0,,SHETTY Sanil,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SOHRABI Emad,DAMIRI Shodi,IRI,TJK,3,0,,,OTHER,MS,526,Qualification,SOHRABI Emad (IRI),DAMIRI Shodi (TJK),,,3 - 0,,SOHRABI Emad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SHETTY Sanil,DAMIRI Shodi,IND,TJK,3,0,,,OTHER,MS,526,Qualification,SHETTY Sanil (IND),DAMIRI Shodi (TJK),,,3 - 0,,SHETTY Sanil,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MIRALMASI Amin,JAMI Abdul,IRI,AFG,3,0,,,OTHER,MS,526,Qualification,MIRALMASI Amin (IRI),JAMI Abdul (AFG),,,3 - 0,,MIRALMASI Amin,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SEDDIGH Amirhossein,JAMI Abdul,IRI,AFG,3,0,,,OTHER,MS,526,Qualification,SEDDIGH Amirhossein (IRI),JAMI Abdul (AFG),,,3 - 0,,SEDDIGH Amirhossein,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MIRALMASI Amin,SEDDIGH Amirhossein,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,MIRALMASI Amin (IRI),SEDDIGH Amirhossein (IRI),,,3 - 0,,MIRALMASI Amin,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SARBAKHSHIAN Shahram,AFANASENKA Siarhei,IRI,BLR,3,0,,,OTHER,MS,526,Qualification,SARBAKHSHIAN Shahram (IRI),AFANASENKA Siarhei (BLR),,,3 - 0,,SARBAKHSHIAN Shahram,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SARBAKHSHIAN Shahram,BASHIRI Mohammad,IRI,IRI,3,0,,,OTHER,MS,526,Qualification,SARBAKHSHIAN Shahram (IRI),BASHIRI Mohammad (IRI),,,3 - 0,,SARBAKHSHIAN Shahram,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,BASHIRI Mohammad,AFANASENKA Siarhei,IRI,BLR,3,0,,,OTHER,MS,526,Qualification,BASHIRI Mohammad (IRI),AFANASENKA Siarhei (BLR),,,3 - 0,,BASHIRI Mohammad,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,JOUMAA Hanim,FAREI Maryam,LBN,IRI,3,0,,,OTHER,WS,526,Qualification,JOUMAA Hanim (LBN),FAREI Maryam (IRI),,,3 - 0,,JOUMAA Hanim,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SARAFRAZ Azadeh,FAREI Maryam,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SARAFRAZ Azadeh (IRI),FAREI Maryam (IRI),,,3 - 0,,SARAFRAZ Azadeh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SARAFRAZ Azadeh,JOUMAA Hanim,IRI,LBN,3,0,,,OTHER,WS,526,Qualification,SARAFRAZ Azadeh (IRI),JOUMAA Hanim (LBN),,,3 - 0,,SARAFRAZ Azadeh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,JAMALIFAR Fatemeh,MEHRABI  Maedeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,JAMALIFAR Fatemeh (IRI),MEHRABI  Maedeh (IRI),,,3 - 0,,JAMALIFAR Fatemeh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,IRAN MANASH Hamideh,MEHRABI  Maedeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,IRAN MANASH Hamideh (IRI),MEHRABI  Maedeh (IRI),,,3 - 0,,IRAN MANASH Hamideh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,IRAN MANASH Hamideh,JAMALIFAR Fatemeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,IRAN MANASH Hamideh (IRI),JAMALIFAR Fatemeh (IRI),,,3 - 0,,IRAN MANASH Hamideh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,KARIMI Atefeh,JALILI  Marziyeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,KARIMI Atefeh (IRI),JALILI  Marziyeh (IRI),,,3 - 0,,KARIMI Atefeh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HOSEYN ZADEH KHAZAEI Fatemah,JALILI  Marziyeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,HOSEYN ZADEH KHAZAEI Fatemah (IRI),JALILI  Marziyeh (IRI),,,3 - 0,,HOSEYN ZADEH KHAZAEI Fatemah,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,KARIMI Atefeh,HOSEYN ZADEH KHAZAEI Fatemah,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,KARIMI Atefeh (IRI),HOSEYN ZADEH KHAZAEI Fatemah (IRI),,,3 - 0,,KARIMI Atefeh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,JALALIGORGAN Maryam,MOKHTARRAZIAEI Fatemehzahra,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,JALALIGORGAN Maryam (IRI),MOKHTARRAZIAEI Fatemehzahra (IRI),,,3 - 0,,JALALIGORGAN Maryam,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,YARAGHCHI Yasaman,MOKHTARRAZIAEI Fatemehzahra,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,YARAGHCHI Yasaman (IRI),MOKHTARRAZIAEI Fatemehzahra (IRI),,,3 - 0,,YARAGHCHI Yasaman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,YARAGHCHI Yasaman,JALALIGORGAN Maryam,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,YARAGHCHI Yasaman (IRI),JALALIGORGAN Maryam (IRI),,,3 - 0,,YARAGHCHI Yasaman,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,VIZVARI  Paniz,SIAHPOUSH  Masoumeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,VIZVARI  Paniz (IRI),SIAHPOUSH  Masoumeh (IRI),,,3 - 0,,VIZVARI  Paniz,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HEMATI  Farahnaz,VIZVARI  Paniz,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,HEMATI  Farahnaz (IRI),VIZVARI  Paniz (IRI),,,3 - 0,,HEMATI  Farahnaz,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HEMATI  Farahnaz,SIAHPOUSH  Masoumeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,HEMATI  Farahnaz (IRI),SIAHPOUSH  Masoumeh (IRI),,,3 - 0,,HEMATI  Farahnaz,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,ASHTARI Mahshid,BABADIVAND Bahareh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,ASHTARI Mahshid (IRI),BABADIVAND Bahareh (IRI),,,3 - 0,,ASHTARI Mahshid,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MIRMAHDI  Niloufar,BABADIVAND Bahareh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,MIRMAHDI  Niloufar (IRI),BABADIVAND Bahareh (IRI),,,3 - 0,,MIRMAHDI  Niloufar,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MIRMAHDI  Niloufar,ASHTARI Mahshid,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,MIRMAHDI  Niloufar (IRI),ASHTARI Mahshid (IRI),,,3 - 0,,MIRMAHDI  Niloufar,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RAHNEMAIHGHIGHI Sahar,KABOUSI  Mohaddeseh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,RAHNEMAIHGHIGHI Sahar (IRI),KABOUSI  Mohaddeseh (IRI),,,3 - 0,,RAHNEMAIHGHIGHI Sahar,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AKHONDI Melika,KABOUSI  Mohaddeseh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,AKHONDI Melika (IRI),KABOUSI  Mohaddeseh (IRI),,,3 - 0,,AKHONDI Melika,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RAHNEMAIHGHIGHI Sahar,AKHONDI Melika,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,RAHNEMAIHGHIGHI Sahar (IRI),AKHONDI Melika (IRI),,,3 - 0,,RAHNEMAIHGHIGHI Sahar,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,FAYAZIAN Anna,KESHAVARZI Rezvan,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,FAYAZIAN Anna (IRI),KESHAVARZI Rezvan (IRI),,,3 - 0,,FAYAZIAN Anna,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MORADIDASHT Shamin,KESHAVARZI Rezvan,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,MORADIDASHT Shamin (IRI),KESHAVARZI Rezvan (IRI),,,3 - 0,,MORADIDASHT Shamin,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,FAYAZIAN Anna,MORADIDASHT Shamin,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,FAYAZIAN Anna (IRI),MORADIDASHT Shamin (IRI),,,3 - 0,,FAYAZIAN Anna,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHMADOVA Sabina,HOSSEIN ZADEH  Shaqayeq,AZE,IRI,3,0,,,OTHER,WS,526,Qualification,AHMADOVA Sabina (AZE),HOSSEIN ZADEH  Shaqayeq (IRI),,,3 - 0,,AHMADOVA Sabina,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,HOSSEIN ZADEH  Shaqayeq,NIAGHIHA Zahra,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,HOSSEIN ZADEH  Shaqayeq (IRI),NIAGHIHA Zahra (IRI),,,3 - 0,,HOSSEIN ZADEH  Shaqayeq,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,AHMADOVA Sabina,NIAGHIHA Zahra,AZE,IRI,3,0,,,OTHER,WS,526,Qualification,AHMADOVA Sabina (AZE),NIAGHIHA Zahra (IRI),,,3 - 0,,AHMADOVA Sabina,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,REZAEI  Mansoureh,NADEM  Fatemeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,REZAEI  Mansoureh (IRI),NADEM  Fatemeh (IRI),,,3 - 0,,REZAEI  Mansoureh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,MOLATALAB Ghazaleh,NADEM  Fatemeh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,MOLATALAB Ghazaleh (IRI),NADEM  Fatemeh (IRI),,,3 - 0,,MOLATALAB Ghazaleh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,REZAEI  Mansoureh,MOLATALAB Ghazaleh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,REZAEI  Mansoureh (IRI),MOLATALAB Ghazaleh (IRI),,,3 - 0,,REZAEI  Mansoureh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SAMET Mahshid,JAMSHIDI  Neda,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SAMET Mahshid (IRI),JAMSHIDI  Neda (IRI),,,3 - 0,,SAMET Mahshid,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SOLEYMANI  Mohaddeseh,ABEDI  Mina,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SOLEYMANI  Mohaddeseh (IRI),ABEDI  Mina (IRI),,,3 - 0,,SOLEYMANI  Mohaddeseh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SAMET Mahshid,SOLEYMANI  Mohaddeseh,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SAMET Mahshid (IRI),SOLEYMANI  Mohaddeseh (IRI),,,3 - 0,,SAMET Mahshid,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,JAMSHIDI  Neda,ABEDI  Mina,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,JAMSHIDI  Neda (IRI),ABEDI  Mina (IRI),,,3 - 0,,JAMSHIDI  Neda,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SAMET Mahshid,ABEDI  Mina,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SAMET Mahshid (IRI),ABEDI  Mina (IRI),,,3 - 0,,SAMET Mahshid,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SOLEYMANI  Mohaddeseh,JAMSHIDI  Neda,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,SOLEYMANI  Mohaddeseh (IRI),JAMSHIDI  Neda (IRI),,,3 - 0,,SOLEYMANI  Mohaddeseh,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,SZVITACS Alexa,MOHAMMAD POUR  Fatemeh Zahra,HUN,IRI,3,0,,,OTHER,WS,526,Qualification,SZVITACS Alexa (HUN),MOHAMMAD POUR  Fatemeh Zahra (IRI),,,3 - 0,,SZVITACS Alexa,2012
2nd Fajr Cup International Tournament Tehran 2012,2012-12-13,RANJBAR  Nasim,SALEHI  Sara,IRI,IRI,3,0,,,OTHER,WS,526,Qualification,RANJBAR  Nasim (IRI),SALEHI  Sara (IRI),,,3 - 0,,RANJBAR  Nasim,2012
