tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Tournament of Champions Changsha 2008,2009-01-09,MA Lin,KREANGA Kalinikos,CHN,GRE,4,0,"11,11,11,11|7,5,8,4",QuarterFinal,OTHER,MS,807,Main Draw,MA Lin (CHN),KREANGA Kalinikos (GRE),,,4 - 0,11:7 11:5 11:8 11:4,MA Lin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATTENET Adrien,TIAPKIN Sergei,FRA,RUS,4,3,"11,10,4,3,13,11,11|9,12,11,11,11,9,5",,GRAND_SLAM,MS,769,Qualification,MATTENET Adrien (FRA),TIAPKIN Sergei (RUS),,,4 - 3,11:9 10:12 4:11 3:11 13:11 11:9 11:5,MATTENET Adrien,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATTENET Adrien,OLIVARES Felipe,FRA,CHI,4,1,"11,11,11,9,11|1,4,4,11,6",,GRAND_SLAM,MS,769,Qualification,MATTENET Adrien (FRA),OLIVARES Felipe (CHI),,,4 - 1,11:1 11:4 11:4 9:11 11:6,MATTENET Adrien,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,TIAPKIN Sergei,OLIVARES Felipe,RUS,CHI,4,0,"11,11,11,11|9,7,2,7",,GRAND_SLAM,MS,769,Qualification,TIAPKIN Sergei (RUS),OLIVARES Felipe (CHI),,,0 - 4,9:11 7:11 2:11 7:11,TIAPKIN Sergei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,VOSTES Yannick,CONCHA Fernando,BEL,CHI,4,0,"11,11,13,11|5,4,11,8",,GRAND_SLAM,MS,769,Qualification,VOSTES Yannick (BEL),CONCHA Fernando (CHI),,,4 - 0,11:5 11:4 13:11 11:8,VOSTES Yannick,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,VOSTES Yannick,KIM Bumseob,BEL,KOR,4,0,"11,11,11,11|4,5,7,9",,GRAND_SLAM,MS,769,Qualification,VOSTES Yannick (BEL),KIM Bumseob (KOR),,,4 - 0,11:4 11:5 11:7 11:9,VOSTES Yannick,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Bumseob,CONCHA Fernando,KOR,CHI,4,0,"11,11,11,11|7,4,8,8",,GRAND_SLAM,MS,769,Qualification,KIM Bumseob (KOR),CONCHA Fernando (CHI),,,4 - 0,11:7 11:4 11:8 11:8,KIM Bumseob,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JANCARIK Lubomir,FLORES Cristian,CZE,CHI,4,0,"11,11,12,11|5,4,10,3",,GRAND_SLAM,MS,769,Qualification,JANCARIK Lubomir (CZE),FLORES Cristian (CHI),,,4 - 0,11:5 11:4 12:10 11:3,JANCARIK Lubomir,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JANCARIK Lubomir,KIM Kyungmin,CZE,KOR,4,2,"11,11,11,11,8,11|9,8,13,9,11,9",,GRAND_SLAM,MS,769,Qualification,JANCARIK Lubomir (CZE),KIM Kyungmin (KOR),,,4 - 2,11:9 11:8 11:13 11:9 8:11 11:9,JANCARIK Lubomir,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Kyungmin,FLORES Cristian,KOR,CHI,4,0,"11,11,11,11|4,6,6,6",,GRAND_SLAM,MS,769,Qualification,KIM Kyungmin (KOR),FLORES Cristian (CHI),,,4 - 0,11:4 11:6 11:6 11:6,KIM Kyungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUDAIRA Kenji,FUENZALIDA Cristian,JPN,CHI,4,0,"11,11,11,11|3,7,7,7",,GRAND_SLAM,MS,769,Qualification,MATSUDAIRA Kenji (JPN),FUENZALIDA Cristian (CHI),,,4 - 0,11:3 11:7 11:7 11:7,MATSUDAIRA Kenji,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUDAIRA Kenji,BUBA Ondrej,JPN,CZE,4,0,"11,12,11,11|5,10,5,6",,GRAND_SLAM,MS,769,Qualification,MATSUDAIRA Kenji (JPN),BUBA Ondrej (CZE),,,4 - 0,11:5 12:10 11:5 11:6,MATSUDAIRA Kenji,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FUENZALIDA Cristian,BUBA Ondrej,CHI,CZE,4,3,"9,11,11,5,8,11,11|11,9,7,11,11,9,9",,GRAND_SLAM,MS,769,Qualification,FUENZALIDA Cristian (CHI),BUBA Ondrej (CZE),,,3 - 4,11:9 9:11 7:11 11:5 11:8 9:11 9:11,FUENZALIDA Cristian,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SALIFOU Abdel-Kader,GOMEZ Gustavo,BEN,CHI,4,0,"11,11,11,11|6,6,8,3",,GRAND_SLAM,MS,769,Qualification,SALIFOU Abdel-Kader (BEN),GOMEZ Gustavo (CHI),,,4 - 0,11:6 11:6 11:8 11:3,SALIFOU Abdel-Kader,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MEHTA Pathik,SALIFOU Abdel-Kader,IND,BEN,4,1,"13,6,11,11,11|11,11,8,4,9",,GRAND_SLAM,MS,769,Qualification,MEHTA Pathik (IND),SALIFOU Abdel-Kader (BEN),,,1 - 4,11:13 11:6 8:11 4:11 9:11,MEHTA Pathik,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MEHTA Pathik,GOMEZ Gustavo,IND,CHI,4,1,"11,8,11,11,11|3,11,3,2,7",,GRAND_SLAM,MS,769,Qualification,MEHTA Pathik (IND),GOMEZ Gustavo (CHI),,,4 - 1,11:3 8:11 11:3 11:2 11:7,MEHTA Pathik,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SAHA Subhajit,GONZALEZ Felipe,IND,CHI,4,0,"11,11,11,11|1,9,3,9",,GRAND_SLAM,MS,769,Qualification,SAHA Subhajit (IND),GONZALEZ Felipe (CHI),,,4 - 0,11:1 11:9 11:3 11:9,SAHA Subhajit,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,UEDA Jin,SAHA Subhajit,JPN,IND,4,3,"10,9,5,11,11,11,11|12,11,11,3,8,7,9",,GRAND_SLAM,MS,769,Qualification,UEDA Jin (JPN),SAHA Subhajit (IND),,,3 - 4,12:10 11:9 11:5 3:11 8:11 7:11 9:11,UEDA Jin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,UEDA Jin,GONZALEZ Felipe,JPN,CHI,4,0,"11,11,11,11|3,3,5,3",,GRAND_SLAM,MS,769,Qualification,UEDA Jin (JPN),GONZALEZ Felipe (CHI),,,4 - 0,11:3 11:3 11:5 11:3,UEDA Jin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,MOYA Manuel,KOR,CHI,4,0,"11,11,11,11|6,1,4,2",,GRAND_SLAM,MS,769,Qualification,HAN Jimin (KOR),MOYA Manuel (CHI),,,4 - 0,11:6 11:1 11:4 11:2,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,MUJICA Henry,KOR,VEN,4,0,"11,11,11,11|7,4,5,9",,GRAND_SLAM,MS,769,Qualification,HAN Jimin (KOR),MUJICA Henry (VEN),,,4 - 0,11:7 11:4 11:5 11:9,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MUJICA Henry,MOYA Manuel,VEN,CHI,4,0,"11,11,11,11|5,5,9,6",,GRAND_SLAM,MS,769,Qualification,MUJICA Henry (VEN),MOYA Manuel (CHI),,,4 - 0,11:5 11:5 11:9 11:6,MUJICA Henry,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ANTHONY Amalraj,VEGA Emilio,IND,CHI,4,0,"11,11,11,11|6,4,4,5",,GRAND_SLAM,MS,769,Qualification,ANTHONY Amalraj (IND),VEGA Emilio (CHI),,,4 - 0,11:6 11:4 11:4 11:5,ANTHONY Amalraj,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ANTHONY Amalraj,MADRID Marcos,IND,MEX,4,2,"11,11,8,3,11,11|8,9,11,11,2,9",,GRAND_SLAM,MS,769,Qualification,ANTHONY Amalraj (IND),MADRID Marcos (MEX),,,4 - 2,11:8 11:9 8:11 3:11 11:2 11:9,ANTHONY Amalraj,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MADRID Marcos,VEGA Emilio,MEX,CHI,4,0,"11,11,11,11|6,4,7,7",,GRAND_SLAM,MS,769,Qualification,MADRID Marcos (MEX),VEGA Emilio (CHI),,,4 - 0,11:6 11:4 11:7 11:7,MADRID Marcos,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,CARTAGENA Christopher,KOR,CHI,4,0,"11,11,11,11|4,5,6,7",,GRAND_SLAM,MS,769,Qualification,LEE Sang Su (KOR),CARTAGENA Christopher (CHI),,,4 - 0,11:4 11:5 11:6 11:7,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,ROGIERS Benjamin,KOR,BEL,4,3,"14,11,11,8,9,4,11|12,7,8,11,11,11,1",,GRAND_SLAM,MS,769,Qualification,LEE Sang Su (KOR),ROGIERS Benjamin (BEL),,,4 - 3,14:12 11:7 11:8 8:11 9:11 4:11 11:1,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ROGIERS Benjamin,CARTAGENA Christopher,BEL,CHI,4,0,"11,11,11,11|8,8,8,7",,GRAND_SLAM,MS,769,Qualification,ROGIERS Benjamin (BEL),CARTAGENA Christopher (CHI),,,4 - 0,11:8 11:8 11:8 11:7,ROGIERS Benjamin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GONZALEZ Felipe,FERNANDEZ Marcelo,CHI,CHI,3,1,"6,13,12,11|11,11,10,6",,GRAND_SLAM,U21MS,769,Qualification,GONZALEZ Felipe (CHI),FERNANDEZ Marcelo (CHI),,,1 - 3,11:6 11:13 10:12 6:11,GONZALEZ Felipe,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SALIFOU Abdel-Kader,GONZALEZ Felipe,BEN,CHI,3,0,"13,13,11|11,11,9",,GRAND_SLAM,U21MS,769,Qualification,SALIFOU Abdel-Kader (BEN),GONZALEZ Felipe (CHI),,,3 - 0,13:11 13:11 11:9,SALIFOU Abdel-Kader,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SALIFOU Abdel-Kader,FERNANDEZ Marcelo,BEN,CHI,3,1,"7,11,11,11|11,5,4,4",,GRAND_SLAM,U21MS,769,Qualification,SALIFOU Abdel-Kader (BEN),FERNANDEZ Marcelo (CHI),,,3 - 1,7:11 11:5 11:4 11:4,SALIFOU Abdel-Kader,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SOTO Ricardo,BENAVIDES Daniel,CHI,CHI,3,0,"11,11,11|9,9,9",,GRAND_SLAM,U21MS,769,Qualification,SOTO Ricardo (CHI),BENAVIDES Daniel (CHI),,,3 - 0,11:9 11:9 11:9,SOTO Ricardo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,BENAVIDES Daniel,KOR,CHI,3,0,"11,11,11|5,1,5",,GRAND_SLAM,U21MS,769,Qualification,HAN Jimin (KOR),BENAVIDES Daniel (CHI),,,3 - 0,11:5 11:1 11:5,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,SOTO Ricardo,KOR,CHI,3,0,"11,11,11|6,2,4",,GRAND_SLAM,U21MS,769,Qualification,HAN Jimin (KOR),SOTO Ricardo (CHI),,,3 - 0,11:6 11:2 11:4,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CONTRERAS Matias,CABRERA Javier,CHI,CHI,3,1,"11,11,4,11|5,8,11,8",,GRAND_SLAM,U21MS,769,Qualification,CONTRERAS Matias (CHI),CABRERA Javier (CHI),,,3 - 1,11:5 11:8 4:11 11:8,CONTRERAS Matias,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,CABRERA Javier,KOR,CHI,3,0,"11,11,11|5,1,3",,GRAND_SLAM,U21MS,769,Qualification,LEE Sang Su (KOR),CABRERA Javier (CHI),,,3 - 0,11:5 11:1 11:3,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,CONTRERAS Matias,KOR,CHI,3,0,"11,11,11|9,5,3",,GRAND_SLAM,U21MS,769,Qualification,LEE Sang Su (KOR),CONTRERAS Matias (CHI),,,3 - 0,11:9 11:5 11:3,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SALAZAR Sergio,CARTAGENA Christopher,CHI,CHI,3,0,"11,12,19|7,10,17",,GRAND_SLAM,U21MS,769,Qualification,SALAZAR Sergio (CHI),CARTAGENA Christopher (CHI),,,3 - 0,11:7 12:10 19:17,SALAZAR Sergio,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ROGIERS Benjamin,SALAZAR Sergio,BEL,CHI,3,0,"11,11,11|8,7,9",,GRAND_SLAM,U21MS,769,Qualification,ROGIERS Benjamin (BEL),SALAZAR Sergio (CHI),,,3 - 0,11:8 11:7 11:9,ROGIERS Benjamin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Bumseob,GOMEZ Gustavo,KOR,CHI,3,0,"11,11,11|6,8,3",,GRAND_SLAM,U21MS,769,Qualification,KIM Bumseob (KOR),GOMEZ Gustavo (CHI),,,3 - 0,11:6 11:8 11:3,KIM Bumseob,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,UEDA Jin,GOMEZ Gustavo,JPN,CHI,3,0,"11,11,11|5,9,6",,GRAND_SLAM,U21MS,769,Qualification,UEDA Jin (JPN),GOMEZ Gustavo (CHI),,,3 - 0,11:5 11:9 11:6,UEDA Jin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,UEDA Jin,KIM Bumseob,JPN,KOR,3,2,"5,11,11,11,11|11,3,7,13,6",,GRAND_SLAM,U21MS,769,Qualification,UEDA Jin (JPN),KIM Bumseob (KOR),,,3 - 2,5:11 11:3 11:7 11:13 11:6,UEDA Jin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Kyungmin,BAVARESCO Yuri,KOR,BRA,3,0,"11,11,11|8,5,8",,GRAND_SLAM,U21MS,769,Qualification,KIM Kyungmin (KOR),BAVARESCO Yuri (BRA),,,3 - 0,11:8 11:5 11:8,KIM Kyungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEVIS Bruno,BAVARESCO Yuri,CHI,BRA,3,1,"12,11,8,11|10,7,11,5",,GRAND_SLAM,U21MS,769,Qualification,LEVIS Bruno (CHI),BAVARESCO Yuri (BRA),,,3 - 1,12:10 11:7 8:11 11:5,LEVIS Bruno,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEVIS Bruno,KIM Kyungmin,CHI,KOR,3,1,"11,7,11,14|9,11,8,12",,GRAND_SLAM,U21MS,769,Qualification,LEVIS Bruno (CHI),KIM Kyungmin (KOR),,,3 - 1,11:9 7:11 11:8 14:12,LEVIS Bruno,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,OLIVARES Felipe,MOYA Manuel,CHI,CHI,3,0,"11,11,11|4,7,6",,GRAND_SLAM,U21MS,769,Qualification,OLIVARES Felipe (CHI),MOYA Manuel (CHI),,,3 - 0,11:4 11:7 11:6,OLIVARES Felipe,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,BUBA Ondrej,MOYA Manuel,CZE,CHI,3,0,"11,11,11|2,9,1",,GRAND_SLAM,U21MS,769,Qualification,BUBA Ondrej (CZE),MOYA Manuel (CHI),,,3 - 0,11:2 11:9 11:1,BUBA Ondrej,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,BUBA Ondrej,OLIVARES Felipe,CZE,CHI,3,1,"10,11,11,11|12,8,8,3",,GRAND_SLAM,U21MS,769,Qualification,BUBA Ondrej (CZE),OLIVARES Felipe (CHI),,,3 - 1,10:12 11:8 11:8 11:3,BUBA Ondrej,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FREITAS Marcos,SOTO Ricardo,POR,CHI,4,1,"11,11,11,11,11|13,6,5,5,3",R16,GRAND_SLAM,U21MS,769,Main Draw,FREITAS Marcos (POR),SOTO Ricardo (CHI),,,4 - 1,11:13 11:6 11:5 11:5 11:3,FREITAS Marcos,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JANCARIK Lubomir,UEDA Jin,CZE,JPN,4,0,"11,11,11,11|4,7,9,8",R16,GRAND_SLAM,U21MS,769,Main Draw,JANCARIK Lubomir (CZE),UEDA Jin (JPN),,,0 - 4,4:11 7:11 9:11 8:11,JANCARIK Lubomir,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUDAIRA Kenji,LEVIS Bruno,JPN,CHI,4,1,"11,11,11,9,11|4,8,5,11,5",R16,GRAND_SLAM,U21MS,769,Main Draw,MATSUDAIRA Kenji (JPN),LEVIS Bruno (CHI),,,4 - 1,11:4 11:8 11:5 9:11 11:5,MATSUDAIRA Kenji,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JEONG Sangeun,SALIFOU Abdel-Kader,KOR,BEN,4,0,"11,11,15,13|9,3,13,11",R16,GRAND_SLAM,U21MS,769,Main Draw,JEONG Sangeun (KOR),SALIFOU Abdel-Kader (BEN),,,0 - 4,9:11 3:11 13:15 11:13,JEONG Sangeun,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,OYA Hidetoshi,KOR,JPN,4,2,"11,7,11,8,11,12|3,11,9,11,5,10",R16,GRAND_SLAM,U21MS,769,Main Draw,HAN Jimin (KOR),OYA Hidetoshi (JPN),,,2 - 4,3:11 11:7 9:11 11:8 5:11 10:12,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HUANG Sheng-Sheng,BUBA Ondrej,TPE,CZE,4,0,"11,11,11,11|7,1,2,9",R16,GRAND_SLAM,U21MS,769,Main Draw,HUANG Sheng-Sheng (TPE),BUBA Ondrej (CZE),,,0 - 4,7:11 1:11 2:11 9:11,HUANG Sheng-Sheng,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,MATTENET Adrien,KOR,FRA,4,3,"5,11,8,11,7,11,13|11,8,11,3,11,5,11",R16,GRAND_SLAM,U21MS,769,Main Draw,LEE Sang Su (KOR),MATTENET Adrien (FRA),,,3 - 4,11:5 8:11 11:8 3:11 11:7 5:11 11:13,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEBESSON Emmanuel,ROGIERS Benjamin,FRA,BEL,4,2,"11,11,8,6,11,11|7,7,11,11,6,8",R16,GRAND_SLAM,U21MS,769,Main Draw,LEBESSON Emmanuel (FRA),ROGIERS Benjamin (BEL),,,2 - 4,7:11 7:11 11:8 11:6 6:11 8:11,LEBESSON Emmanuel,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FREITAS Marcos,JANCARIK Lubomir,POR,CZE,4,2,"8,11,11,11,6,11|11,7,3,8,11,4",QuarterFinal,GRAND_SLAM,U21MS,769,Main Draw,FREITAS Marcos (POR),JANCARIK Lubomir (CZE),,,4 - 2,8:11 11:7 11:3 11:8 6:11 11:4,FREITAS Marcos,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JEONG Sangeun,MATSUDAIRA Kenji,KOR,JPN,4,2,"11,10,11,6,11,11|9,12,3,11,4,5",QuarterFinal,GRAND_SLAM,U21MS,769,Main Draw,JEONG Sangeun (KOR),MATSUDAIRA Kenji (JPN),,,2 - 4,9:11 12:10 3:11 11:6 4:11 5:11,JEONG Sangeun,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,HUANG Sheng-Sheng,KOR,TPE,4,2,"12,11,11,11,10,11|14,9,8,9,12,3",QuarterFinal,GRAND_SLAM,U21MS,769,Main Draw,HAN Jimin (KOR),HUANG Sheng-Sheng (TPE),,,4 - 2,12:14 11:9 11:8 11:9 10:12 11:3,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,LEBESSON Emmanuel,KOR,FRA,4,2,"10,11,8,11,11,11|12,8,11,3,7,4",QuarterFinal,GRAND_SLAM,U21MS,769,Main Draw,LEE Sang Su (KOR),LEBESSON Emmanuel (FRA),,,4 - 2,10:12 11:8 8:11 11:3 11:7 11:4,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FREITAS Marcos,JEONG Sangeun,POR,KOR,4,2,"11,11,7,8,11,14|8,8,11,11,6,12",SemiFinal,GRAND_SLAM,U21MS,769,Main Draw,FREITAS Marcos (POR),JEONG Sangeun (KOR),,,4 - 2,11:8 11:8 7:11 8:11 11:6 14:12,FREITAS Marcos,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,HAN Jimin,KOR,KOR,4,2,"11,12,8,11,9,11|9,10,11,5,11,8",SemiFinal,GRAND_SLAM,U21MS,769,Main Draw,LEE Sang Su (KOR),HAN Jimin (KOR),,,2 - 4,9:11 10:12 11:8 5:11 11:9 8:11,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FREITAS Marcos,LEE Sang Su,POR,KOR,4,0,"11,11,11,11|5,7,6,8",Final,GRAND_SLAM,U21MS,769,Main Draw,FREITAS Marcos (POR),LEE Sang Su (KOR),,,4 - 0,11:5 11:7 11:6 11:8,FREITAS Marcos,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Jiawei,SAKO Karin,SGP,BRA,4,1,"7,11,11,11,11|11,6,5,7,6",R32,GRAND_SLAM,WS,769,Main Draw,LI Jiawei (SGP),SAKO Karin (BRA),,,4 - 1,7:11 11:6 11:5 11:7 11:6,LI Jiawei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JEON Hyekyung,MURASHIGE Carina,KOR,BRA,4,0,"11,11,11,11|2,5,6,5",R32,GRAND_SLAM,WS,769,Main Draw,JEON Hyekyung (KOR),MURASHIGE Carina (BRA),,,0 - 4,2:11 5:11 6:11 5:11,JEON Hyekyung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ETSUZAKI Ayumi,KUMARESAN Shamini,JPN,IND,4,0,"11,11,11,11|3,1,7,5",R32,GRAND_SLAM,WS,769,Main Draw,ETSUZAKI Ayumi (JPN),KUMARESAN Shamini (IND),,,4 - 0,11:3 11:1 11:7 11:5,ETSUZAKI Ayumi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SUN Beibei,BADOSA Anna,SGP,ESP,4,0,"11,11,11,11|3,6,2,3",R32,GRAND_SLAM,WS,769,Main Draw,SUN Beibei (SGP),BADOSA Anna (ESP),,,0 - 4,3:11 6:11 2:11 3:11,SUN Beibei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FENG Tianwei,IKEIZUMI Claudia,SGP,BRA,4,1,"11,11,11,10,11|5,8,4,12,7",R32,GRAND_SLAM,WS,769,Main Draw,FENG Tianwei (SGP),IKEIZUMI Claudia (BRA),,,4 - 1,11:5 11:8 11:4 10:12 11:7,FENG Tianwei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KONISHI An,LEE I-Chen,JPN,TPE,4,3,"3,9,12,12,11,10,11|11,11,10,10,5,12,3",R32,GRAND_SLAM,WS,769,Main Draw,KONISHI An (JPN),LEE I-Chen (TPE),,,3 - 4,11:3 11:9 10:12 10:12 5:11 12:10 3:11,KONISHI An,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ISHIGAKI Yuka,RODRIGUEZ Berta,JPN,CHI,4,0,"11,11,11,11|5,6,4,2",R32,GRAND_SLAM,WS,769,Main Draw,ISHIGAKI Yuka (JPN),RODRIGUEZ Berta (CHI),,,0 - 4,5:11 6:11 4:11 2:11,ISHIGAKI Yuka,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,TIE Yana,NONAKA Mariany,HKG,BRA,4,0,"11,11,11,11|7,6,9,5",R32,GRAND_SLAM,WS,769,Main Draw,TIE Yana (HKG),NONAKA Mariany (BRA),,,0 - 4,7:11 6:11 9:11 5:11,TIE Yana,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Jiao,MORALES Judith,NED,CHI,4,0,"11,11,11,11|6,3,6,1",R32,GRAND_SLAM,WS,769,Main Draw,LI Jiao (NED),MORALES Judith (CHI),,,4 - 0,11:6 11:3 11:6 11:1,LI Jiao,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,WANG Chen,WAKAMIYA Misako,USA,JPN,4,0,"11,14,11,11|9,12,5,6",R32,GRAND_SLAM,WS,769,Main Draw,WANG Chen (USA),WAKAMIYA Misako (JPN),,,0 - 4,9:11 12:14 5:11 6:11,WANG Chen,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YU Mengyu,EZZEDDINE Ruaida,SGP,VEN,4,0,"11,11,11,11|6,7,2,5",R32,GRAND_SLAM,WS,769,Main Draw,YU Mengyu (SGP),EZZEDDINE Ruaida (VEN),,,4 - 0,11:6 11:7 11:2 11:5,YU Mengyu,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Kyungah,AVALOS Paula,KOR,CHI,4,0,"11,11,11,11|3,1,3,3",R32,GRAND_SLAM,WS,769,Main Draw,KIM Kyungah (KOR),AVALOS Paula (CHI),,,0 - 4,3:11 1:11 3:11 3:11,KIM Kyungah,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,PARK Miyoung,CHAKRABORTY Kasturi,KOR,IND,4,0,"12,11,11,11|10,7,5,5",R32,GRAND_SLAM,WS,769,Main Draw,PARK Miyoung (KOR),CHAKRABORTY Kasturi (IND),,,4 - 0,12:10 11:7 11:5 11:5,PARK Miyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HIURA Reiko,YU Mei-Ju,JPN,TPE,4,2,"11,3,8,11,11,11|8,11,11,4,9,6",R32,GRAND_SLAM,WS,769,Main Draw,HIURA Reiko (JPN),YU Mei-Ju (TPE),,,2 - 4,8:11 11:3 11:8 4:11 9:11 6:11,HIURA Reiko,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Jie,HSU Hui-Tsun,NED,TPE,4,0,"11,11,11,11|6,2,6,3",R32,GRAND_SLAM,WS,769,Main Draw,LI Jie (NED),HSU Hui-Tsun (TPE),,,4 - 0,11:6 11:2 11:6 11:3,LI Jie,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JIANG Huajun,VEGA Paulina,HKG,CHI,4,0,"11,11,11,11|3,8,3,8",R32,GRAND_SLAM,WS,769,Main Draw,JIANG Huajun (HKG),VEGA Paulina (CHI),,,0 - 4,3:11 8:11 3:11 8:11,JIANG Huajun,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Jiawei,JEON Hyekyung,SGP,KOR,4,2,"11,6,11,11,14,11|5,11,13,7,12,5",R16,GRAND_SLAM,WS,769,Main Draw,LI Jiawei (SGP),JEON Hyekyung (KOR),,,4 - 2,11:5 6:11 11:13 11:7 14:12 11:5,LI Jiawei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SUN Beibei,ETSUZAKI Ayumi,SGP,JPN,4,0,"11,11,11,12|5,2,5,10",R16,GRAND_SLAM,WS,769,Main Draw,SUN Beibei (SGP),ETSUZAKI Ayumi (JPN),,,0 - 4,5:11 2:11 5:11 10:12,SUN Beibei,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FENG Tianwei,KONISHI An,SGP,JPN,4,0,"11,11,11,11|3,3,7,8",R16,GRAND_SLAM,WS,769,Main Draw,FENG Tianwei (SGP),KONISHI An (JPN),,,4 - 0,11:3 11:3 11:7 11:8,FENG Tianwei,2008
