tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,于海洋/李和宸,孙正/周冠宏,2,0,,GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-08-01,牛冠凯/唐乙仁,薛飞/闫安,2,1,,GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-08-01,徐瑛彬,向鹏,2,1,,GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-08-01,黄友政,温瑞博,3,0,,GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-08-01,温瑞博/向鹏,徐瑛彬/黄友政,2,1,,GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,唐乙仁/牛冠凯,宁贤坤/龙宇,2,1,"5,4,11|11,11,7",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,黄友政,王吉轩,2,1,"6,11,8|11,8,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,薛飞/闫安,严升/蔡顺航,2,1,"11,2,7|7,11,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,向鹏,于溢洋,2,1,"3,11,1|11,13,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,陈垣宇/夏易正,林高远/李艺杰,2,1,"11,11,4|9,5,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,黄旭男,徐海东,2,1,"11,6,6|8,11,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 女团常规赛,2026-07-29,王添艺/韩菲儿,向俊霖/何小雨,2,1,"11,6,5|6,11,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 女团常规赛,2026-07-29,范姝涵,高雨欣,2,1,"11,8,5|6,11,11",GROUP,CN_NATIONAL_LEAGUE
2026 中国乒乓球俱乐部超级联赛 男团常规赛,2026-07-29,林诗栋,袁励岑,3,0,,GROUP,CN_NATIONAL_LEAGUE
