tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Tour German Open Berlin 2016,2016-01-27,SAMSONOV Vladimir,CHUANG Chih-Yuan,BLR,TPE,4,1,"11,11,7,11,11|6,9,11,8,3",SemiFinal,GRAND_SLAM,MS,25,Main Draw,SAMSONOV Vladimir (BLR),CHUANG Chih-Yuan (TPE),,,4 - 1,11:6 11:9 7:11 11:8 11:3,SAMSONOV Vladimir,2016
World Tour German Open Berlin 2016,2016-01-27,MA Long,SAMSONOV Vladimir,CHN,BLR,4,1,"11,11,11,10,11|7,6,4,12,5",Final,GRAND_SLAM,MS,25,Main Draw,MA Long (CHN),SAMSONOV Vladimir (BLR),,,4 - 1,11:7 11:6 11:4 10:12 11:5,MA Long,2016
World Tour German Open Berlin 2016,2016-01-27,FUKUHARA Ai,CHEN Xingtong,JPN,CHN,4,1,"2,11,11,11,12|11,3,6,5,10",R32,GRAND_SLAM,WS,25,Main Draw,FUKUHARA Ai (JPN),CHEN Xingtong (CHN),,,4 - 1,2:11 11:3 11:6 11:5 12:10,FUKUHARA Ai,2016
World Tour German Open Berlin 2016,2016-01-27,SHAN Xiaona,VARADY Barbora,GER,SVK,4,2,"11,11,11,4,10,11|9,2,3,11,12,5",R32,GRAND_SLAM,WS,25,Main Draw,VARADY Barbora (SVK),SHAN Xiaona (GER),,,2 - 4,9:11 2:11 3:11 11:4 12:10 5:11,SHAN Xiaona,2016
World Tour German Open Berlin 2016,2016-01-27,LI Jie,DODEAN Daniela,NED,ROU,4,3,"11,11,9,13,8,3,11|2,9,11,11,11,11,8",R32,GRAND_SLAM,WS,25,Main Draw,LI Jie (NED),DODEAN Daniela (ROU),,,4 - 3,11:2 11:9 9:11 13:11 8:11 3:11 11:8,LI Jie,2016
World Tour German Open Berlin 2016,2016-01-27,WU Yang,PARTYKA Natalia,CHN,POL,4,1,"11,8,11,11,11|5,11,7,6,8",R32,GRAND_SLAM,WS,25,Main Draw,PARTYKA Natalia (POL),WU Yang (CHN),,,1 - 4,5:11 11:8 7:11 6:11 8:11,WU Yang,2016
World Tour German Open Berlin 2016,2016-01-27,HU Limei,JEON Jihee,CHN,KOR,4,0,"12,11,12,12|10,2,10,10",R32,GRAND_SLAM,WS,25,Main Draw,JEON Jihee (KOR),HU Limei (CHN),,,0 - 4,10:12 2:11 10:12 10:12,HU Limei,2016
World Tour German Open Berlin 2016,2016-01-27,HIRANO Miu,CHOI Hyojoo,JPN,KOR,4,3,"12,11,5,11,10,6,11|10,6,11,5,12,11,5",R32,GRAND_SLAM,WS,25,Main Draw,CHOI Hyojoo (KOR),HIRANO Miu (JPN),,,3 - 4,10:12 6:11 11:5 5:11 12:10 11:6 5:11,HIRANO Miu,2016
World Tour German Open Berlin 2016,2016-01-27,YANG Ha Eun,LI Qian,KOR,POL,4,3,"16,11,6,6,11,6,11|14,3,11,11,8,11,6",R32,GRAND_SLAM,WS,25,Main Draw,YANG Ha Eun (KOR),LI Qian (POL),,,4 - 3,16:14 11:3 6:11 6:11 11:8 6:11 11:6,YANG Ha Eun,2016
World Tour German Open Berlin 2016,2016-01-27,HAN Ying,CHENG I-Ching,GER,TPE,4,1,"11,4,12,11,11|9,11,10,7,6",R32,GRAND_SLAM,WS,25,Main Draw,CHENG I-Ching (TPE),HAN Ying (GER),,,1 - 4,9:11 11:4 10:12 7:11 6:11,HAN Ying,2016
World Tour German Open Berlin 2016,2016-01-27,FENG Tianwei,SATO Hitomi,SGP,JPN,4,1,"11,8,11,11,11|6,11,7,5,8",R32,GRAND_SLAM,WS,25,Main Draw,FENG Tianwei (SGP),SATO Hitomi (JPN),,,4 - 1,11:6 8:11 11:7 11:5 11:8,FENG Tianwei,2016
World Tour German Open Berlin 2016,2016-01-27,LEE Ho Ching,LI Jiao,HKG,NED,4,3,"4,11,11,7,11,11,11|11,13,9,11,8,9,5",R32,GRAND_SLAM,WS,25,Main Draw,LEE Ho Ching (HKG),LI Jiao (NED),,,4 - 3,4:11 11:13 11:9 7:11 11:8 11:9 11:5,LEE Ho Ching,2016
World Tour German Open Berlin 2016,2016-01-27,MU Zi,ISHIGAKI Yuka,CHN,JPN,4,0,"11,11,11,11|5,6,4,5",R32,GRAND_SLAM,WS,25,Main Draw,MU Zi (CHN),ISHIGAKI Yuka (JPN),,,4 - 0,11:5 11:6 11:4 11:5,MU Zi,2016
World Tour German Open Berlin 2016,2016-01-27,SUH Hyo Won,LIU Gaoyang,KOR,CHN,4,3,"11,11,10,13,5,15,11|7,13,12,11,11,13,5",R32,GRAND_SLAM,WS,25,Main Draw,LIU Gaoyang (CHN),SUH Hyo Won (KOR),,,3 - 4,7:11 13:11 12:10 11:13 11:5 13:15 5:11,SUH Hyo Won,2016
World Tour German Open Berlin 2016,2016-01-27,ITO Mima,SONG Maeum,JPN,KOR,4,2,"11,8,7,13,11,11|8,11,11,11,7,8",R32,GRAND_SLAM,WS,25,Main Draw,ITO Mima (JPN),SONG Maeum (KOR),,,4 - 2,11:8 8:11 7:11 13:11 11:7 11:8,ITO Mima,2016
World Tour German Open Berlin 2016,2016-01-27,SOLJA Petrissa,LI Xue,GER,FRA,4,1,"7,11,11,11,14|11,9,5,6,12",R32,GRAND_SLAM,WS,25,Main Draw,LI Xue (FRA),SOLJA Petrissa (GER),,,1 - 4,11:7 9:11 5:11 6:11 12:14,SOLJA Petrissa,2016
World Tour German Open Berlin 2016,2016-01-27,SAMARA Elizabeta,DOLGIKH Maria,ROU,RUS,4,0,"11,11,11,11|3,4,3,8",R32,GRAND_SLAM,WS,25,Main Draw,SAMARA Elizabeta (ROU),DOLGIKH Maria (RUS),,,4 - 0,11:3 11:4 11:3 11:8,SAMARA Elizabeta,2016
World Tour German Open Berlin 2016,2016-01-27,ISHIKAWA Kasumi,CHEN Szu-Yu,JPN,TPE,4,2,"11,12,11,3,13,11|7,10,13,11,11,8",R32,GRAND_SLAM,WS,25,Main Draw,CHEN Szu-Yu (TPE),ISHIKAWA Kasumi (JPN),,,2 - 4,7:11 10:12 13:11 11:3 11:13 8:11,ISHIKAWA Kasumi,2016
World Tour German Open Berlin 2016,2016-01-27,FUKUHARA Ai,SHAN Xiaona,JPN,GER,4,1,"11,8,12,11,11|7,11,10,4,8",R16,GRAND_SLAM,WS,25,Main Draw,FUKUHARA Ai (JPN),SHAN Xiaona (GER),,,4 - 1,11:7 8:11 12:10 11:4 11:8,FUKUHARA Ai,2016
World Tour German Open Berlin 2016,2016-01-27,WU Yang,LI Jie,CHN,NED,4,0,"11,11,11,11|4,0,0,0",R16,GRAND_SLAM,WS,25,Main Draw,LI Jie (NED),WU Yang (CHN),,,0 - 4,4:11 0:11 0:11 0:11,WU Yang,2016
World Tour German Open Berlin 2016,2016-01-27,HU Limei,HIRANO Miu,CHN,JPN,4,0,"11,13,11,11|4,11,8,6",R16,GRAND_SLAM,WS,25,Main Draw,HU Limei (CHN),HIRANO Miu (JPN),,,4 - 0,11:4 13:11 11:8 11:6,HU Limei,2016
World Tour German Open Berlin 2016,2016-01-27,YANG Ha Eun,HAN Ying,KOR,GER,4,3,"12,4,11,3,8,12,11|10,11,8,11,11,10,7",R16,GRAND_SLAM,WS,25,Main Draw,YANG Ha Eun (KOR),HAN Ying (GER),,,4 - 3,12:10 4:11 11:8 3:11 8:11 12:10 11:7,YANG Ha Eun,2016
World Tour German Open Berlin 2016,2016-01-27,LEE Ho Ching,FENG Tianwei,HKG,SGP,4,3,"17,7,11,8,5,11,11|15,11,6,11,11,5,9",R16,GRAND_SLAM,WS,25,Main Draw,FENG Tianwei (SGP),LEE Ho Ching (HKG),,,3 - 4,15:17 11:7 6:11 11:8 11:5 5:11 9:11,LEE Ho Ching,2016
World Tour German Open Berlin 2016,2016-01-27,SUH Hyo Won,MU Zi,KOR,CHN,4,2,"11,11,11,9,7,11|7,8,7,11,11,3",R16,GRAND_SLAM,WS,25,Main Draw,MU Zi (CHN),SUH Hyo Won (KOR),,,2 - 4,7:11 8:11 7:11 11:9 11:7 3:11,SUH Hyo Won,2016
World Tour German Open Berlin 2016,2016-01-27,ITO Mima,SOLJA Petrissa,JPN,GER,4,3,"5,7,11,11,7,12,11|11,11,7,5,11,10,1",R16,GRAND_SLAM,WS,25,Main Draw,ITO Mima (JPN),SOLJA Petrissa (GER),,,4 - 3,5:11 7:11 11:7 11:5 7:11 12:10 11:1,ITO Mima,2016
World Tour German Open Berlin 2016,2016-01-27,ISHIKAWA Kasumi,SAMARA Elizabeta,JPN,ROU,4,0,"11,11,11,11|2,4,8,8",R16,GRAND_SLAM,WS,25,Main Draw,SAMARA Elizabeta (ROU),ISHIKAWA Kasumi (JPN),,,0 - 4,2:11 4:11 8:11 8:11,ISHIKAWA Kasumi,2016
World Tour German Open Berlin 2016,2016-01-27,WU Yang,FUKUHARA Ai,CHN,JPN,4,0,"11,11,11,14|4,8,4,12",QuarterFinal,GRAND_SLAM,WS,25,Main Draw,FUKUHARA Ai (JPN),WU Yang (CHN),,,0 - 4,4:11 8:11 4:11 12:14,WU Yang,2016
World Tour German Open Berlin 2016,2016-01-27,HU Limei,YANG Ha Eun,CHN,KOR,4,1,"15,11,11,7,11|13,9,7,11,4",QuarterFinal,GRAND_SLAM,WS,25,Main Draw,HU Limei (CHN),YANG Ha Eun (KOR),,,4 - 1,15:13 11:9 11:7 7:11 11:4,HU Limei,2016
World Tour German Open Berlin 2016,2016-01-27,LEE Ho Ching,SUH Hyo Won,HKG,KOR,4,3,"11,11,9,11,4,4,11|6,8,11,5,11,11,7",QuarterFinal,GRAND_SLAM,WS,25,Main Draw,LEE Ho Ching (HKG),SUH Hyo Won (KOR),,,4 - 3,11:6 11:8 9:11 11:5 4:11 4:11 11:7,LEE Ho Ching,2016
World Tour German Open Berlin 2016,2016-01-27,ISHIKAWA Kasumi,ITO Mima,JPN,JPN,4,1,"11,4,11,11,11|5,11,3,8,7",QuarterFinal,GRAND_SLAM,WS,25,Main Draw,ITO Mima (JPN),ISHIKAWA Kasumi (JPN),,,1 - 4,5:11 11:4 3:11 8:11 7:11,ISHIKAWA Kasumi,2016
World Tour German Open Berlin 2016,2016-01-27,WU Yang,HU Limei,CHN,CHN,4,0,"11,11,11,11|8,9,9,7",SemiFinal,GRAND_SLAM,WS,25,Main Draw,WU Yang (CHN),HU Limei (CHN),,,4 - 0,11:8 11:9 11:9 11:7,WU Yang,2016
World Tour German Open Berlin 2016,2016-01-27,ISHIKAWA Kasumi,LEE Ho Ching,JPN,HKG,4,1,"11,11,11,9,11|7,7,7,11,9",SemiFinal,GRAND_SLAM,WS,25,Main Draw,LEE Ho Ching (HKG),ISHIKAWA Kasumi (JPN),,,1 - 4,7:11 7:11 7:11 11:9 9:11,ISHIKAWA Kasumi,2016
World Tour German Open Berlin 2016,2016-01-27,WU Yang,ISHIKAWA Kasumi,CHN,JPN,4,1,"11,11,9,11,11|5,7,11,8,7",Final,GRAND_SLAM,WS,25,Main Draw,WU Yang (CHN),ISHIKAWA Kasumi (JPN),,,4 - 1,11:5 11:7 9:11 11:8 11:7,WU Yang,2016
World Tour German Open Berlin 2016,2016-01-27,MURAMATSU Yuto,KLEIN Dennis,JPN,GER,3,0,"11,11,11|5,5,4",R32,GRAND_SLAM,U21MS,25,Main Draw,MURAMATSU Yuto (JPN),KLEIN Dennis (GER),,,3 - 0,11:5 11:5 11:4,MURAMATSU Yuto,2016
World Tour German Open Berlin 2016,2016-01-27,ROBINOT Alexandre,ISMAILOV Sadi,FRA,RUS,3,1,"11,6,11,11|9,11,8,8",R32,GRAND_SLAM,U21MS,25,Main Draw,ISMAILOV Sadi (RUS),ROBINOT Alexandre (FRA),,,1 - 3,9:11 11:6 8:11 8:11,ROBINOT Alexandre,2016
World Tour German Open Berlin 2016,2016-01-27,CHEW Clarence,PUCAR Tomislav,SGP,CRO,3,1,"7,11,11,11|11,9,9,6",R32,GRAND_SLAM,U21MS,25,Main Draw,PUCAR Tomislav (CRO),CHEW Clarence (SGP),,,1 - 3,11:7 9:11 9:11 6:11,CHEW Clarence,2016
World Tour German Open Berlin 2016,2016-01-27,FLORE Tristan,SUN Chia-Hung,FRA,TPE,3,2,"11,11,9,6,11|6,5,11,11,4",R32,GRAND_SLAM,U21MS,25,Main Draw,SUN Chia-Hung (TPE),FLORE Tristan (FRA),,,2 - 3,6:11 5:11 11:9 11:6 4:11,FLORE Tristan,2016
World Tour German Open Berlin 2016,2016-01-27,SAMBE Kohei,MUTTI Leonardo,JPN,ITA,3,1,"6,11,11,11|11,9,6,4",R32,GRAND_SLAM,U21MS,25,Main Draw,SAMBE Kohei (JPN),MUTTI Leonardo (ITA),,,3 - 1,6:11 11:9 11:6 11:4,SAMBE Kohei,2016
World Tour German Open Berlin 2016,2016-01-27,OIKAWA Mizuki,LAMBIET Florent,JPN,BEL,3,1,"11,11,11,11|3,3,13,6",R32,GRAND_SLAM,U21MS,25,Main Draw,LAMBIET Florent (BEL),OIKAWA Mizuki (JPN),,,1 - 3,3:11 3:11 13:11 6:11,OIKAWA Mizuki,2016
World Tour German Open Berlin 2016,2016-01-27,YOSHIMURA Kazuhiro,CASSIN Alexandre,JPN,FRA,3,0,"11,11,13|9,7,11",R32,GRAND_SLAM,U21MS,25,Main Draw,YOSHIMURA Kazuhiro (JPN),CASSIN Alexandre (FRA),,,3 - 0,11:9 11:7 13:11,YOSHIMURA Kazuhiro,2016
World Tour German Open Berlin 2016,2016-01-27,DYJAS Jakub,CHERNOV Konstantin,POL,RUS,3,1,"11,11,9,11|6,5,11,8",R32,GRAND_SLAM,U21MS,25,Main Draw,CHERNOV Konstantin (RUS),DYJAS Jakub (POL),,,1 - 3,6:11 5:11 11:9 8:11,DYJAS Jakub,2016
World Tour German Open Berlin 2016,2016-01-27,GERALDO Joao,ALLEGRO Martin,POR,BEL,3,2,"11,10,11,11,11|13,12,9,0,5",R32,GRAND_SLAM,U21MS,25,Main Draw,GERALDO Joao (POR),ALLEGRO Martin (BEL),,,3 - 2,11:13 10:12 11:9 11:0 11:5,GERALDO Joao,2016
World Tour German Open Berlin 2016,2016-01-27,LEE Chia-Sheng,QIU Dang,TPE,GER,3,1,"11,7,12,11|3,11,10,4",R32,GRAND_SLAM,U21MS,25,Main Draw,QIU Dang (GER),LEE Chia-Sheng (TPE),,,1 - 3,3:11 11:7 10:12 4:11,LEE Chia-Sheng,2016
World Tour German Open Berlin 2016,2016-01-27,LAKATOS Tamas,WALKER Samuel,HUN,ENG,3,1,"11,11,7,11|9,6,11,8",R32,GRAND_SLAM,U21MS,25,Main Draw,WALKER Samuel (ENG),LAKATOS Tamas (HUN),,,1 - 3,9:11 6:11 11:7 8:11,LAKATOS Tamas,2016
World Tour German Open Berlin 2016,2016-01-27,KIM Minhyeok,NG Pak Nam,KOR,HKG,3,2,"7,11,11,4,11|11,8,7,11,7",R32,GRAND_SLAM,U21MS,25,Main Draw,NG Pak Nam (HKG),KIM Minhyeok (KOR),,,2 - 3,11:7 8:11 7:11 11:4 7:11,KIM Minhyeok,2016
World Tour German Open Berlin 2016,2016-01-27,ZHAI Yujia,LIM Jonghoon,DEN,KOR,3,2,"4,7,11,11,11|11,11,6,7,8",R32,GRAND_SLAM,U21MS,25,Main Draw,ZHAI Yujia (DEN),LIM Jonghoon (KOR),,,3 - 2,4:11 7:11 11:6 11:7 11:8,ZHAI Yujia,2016
World Tour German Open Berlin 2016,2016-01-27,SZUDI Adam,OGATA Ryotaro,HUN,JPN,3,0,"11,11,12|1,8,10",R32,GRAND_SLAM,U21MS,25,Main Draw,SZUDI Adam (HUN),OGATA Ryotaro (JPN),,,3 - 0,11:1 11:8 12:10,SZUDI Adam,2016
World Tour German Open Berlin 2016,2016-01-27,LIAO Cheng-Ting,ZELJKO Filip,TPE,CRO,3,1,"7,12,11,11|11,10,3,3",R32,GRAND_SLAM,U21MS,25,Main Draw,LIAO Cheng-Ting (TPE),ZELJKO Filip (CRO),,,3 - 1,7:11 12:10 11:3 11:3,LIAO Cheng-Ting,2016
World Tour German Open Berlin 2016,2016-01-27,AKKUZU Can,HO Kwan Kit,FRA,HKG,3,2,"7,4,11,11,11|11,11,7,5,9",R32,GRAND_SLAM,U21MS,25,Main Draw,AKKUZU Can (FRA),HO Kwan Kit (HKG),,,3 - 2,7:11 4:11 11:7 11:5 11:9,AKKUZU Can,2016
World Tour German Open Berlin 2016,2016-01-27,MURAMATSU Yuto,ROBINOT Alexandre,JPN,FRA,3,1,"11,5,11,11|7,11,5,4",R16,GRAND_SLAM,U21MS,25,Main Draw,MURAMATSU Yuto (JPN),ROBINOT Alexandre (FRA),,,3 - 1,11:7 5:11 11:5 11:4,MURAMATSU Yuto,2016
World Tour German Open Berlin 2016,2016-01-27,CHEW Clarence,FLORE Tristan,SGP,FRA,3,2,"11,7,6,11,11|7,11,11,5,8",R16,GRAND_SLAM,U21MS,25,Main Draw,CHEW Clarence (SGP),FLORE Tristan (FRA),,,3 - 2,11:7 7:11 6:11 11:5 11:8,CHEW Clarence,2016
World Tour German Open Berlin 2016,2016-01-27,SAMBE Kohei,OIKAWA Mizuki,JPN,JPN,3,0,"11,11,11|6,7,7",R16,GRAND_SLAM,U21MS,25,Main Draw,SAMBE Kohei (JPN),OIKAWA Mizuki (JPN),,,3 - 0,11:6 11:7 11:7,SAMBE Kohei,2016
World Tour German Open Berlin 2016,2016-01-27,DYJAS Jakub,YOSHIMURA Kazuhiro,POL,JPN,3,2,"12,8,6,12,11|10,11,11,10,7",R16,GRAND_SLAM,U21MS,25,Main Draw,YOSHIMURA Kazuhiro (JPN),DYJAS Jakub (POL),,,2 - 3,10:12 11:8 11:6 10:12 7:11,DYJAS Jakub,2016
World Tour German Open Berlin 2016,2016-01-27,GERALDO Joao,LEE Chia-Sheng,POR,TPE,3,2,"7,11,9,11,11|11,3,11,3,9",R16,GRAND_SLAM,U21MS,25,Main Draw,GERALDO Joao (POR),LEE Chia-Sheng (TPE),,,3 - 2,7:11 11:3 9:11 11:3 11:9,GERALDO Joao,2016
World Tour German Open Berlin 2016,2016-01-27,LAKATOS Tamas,KIM Minhyeok,HUN,KOR,3,2,"10,11,14,9,11|12,5,12,11,7",R16,GRAND_SLAM,U21MS,25,Main Draw,LAKATOS Tamas (HUN),KIM Minhyeok (KOR),,,3 - 2,10:12 11:5 14:12 9:11 11:7,LAKATOS Tamas,2016
World Tour German Open Berlin 2016,2016-01-27,ZHAI Yujia,SZUDI Adam,DEN,HUN,3,0,"11,13,11|2,11,4",R16,GRAND_SLAM,U21MS,25,Main Draw,ZHAI Yujia (DEN),SZUDI Adam (HUN),,,3 - 0,11:2 13:11 11:4,ZHAI Yujia,2016
World Tour German Open Berlin 2016,2016-01-27,LIAO Cheng-Ting,AKKUZU Can,TPE,FRA,3,0,"11,11,11|7,8,8",R16,GRAND_SLAM,U21MS,25,Main Draw,LIAO Cheng-Ting (TPE),AKKUZU Can (FRA),,,3 - 0,11:7 11:8 11:8,LIAO Cheng-Ting,2016
World Tour German Open Berlin 2016,2016-01-27,MURAMATSU Yuto,CHEW Clarence,JPN,SGP,3,0,"11,11,11|5,8,7",QuarterFinal,GRAND_SLAM,U21MS,25,Main Draw,MURAMATSU Yuto (JPN),CHEW Clarence (SGP),,,3 - 0,11:5 11:8 11:7,MURAMATSU Yuto,2016
World Tour German Open Berlin 2016,2016-01-27,SAMBE Kohei,DYJAS Jakub,JPN,POL,3,0,"11,11,11|7,9,8",QuarterFinal,GRAND_SLAM,U21MS,25,Main Draw,SAMBE Kohei (JPN),DYJAS Jakub (POL),,,3 - 0,11:7 11:9 11:8,SAMBE Kohei,2016
World Tour German Open Berlin 2016,2016-01-27,GERALDO Joao,LAKATOS Tamas,POR,HUN,3,1,"11,11,9,11|8,7,11,5",QuarterFinal,GRAND_SLAM,U21MS,25,Main Draw,GERALDO Joao (POR),LAKATOS Tamas (HUN),,,3 - 1,11:8 11:7 9:11 11:5,GERALDO Joao,2016
World Tour German Open Berlin 2016,2016-01-27,ZHAI Yujia,LIAO Cheng-Ting,DEN,TPE,3,1,"11,7,11,11|6,11,8,6",QuarterFinal,GRAND_SLAM,U21MS,25,Main Draw,ZHAI Yujia (DEN),LIAO Cheng-Ting (TPE),,,3 - 1,11:6 7:11 11:8 11:6,ZHAI Yujia,2016
World Tour German Open Berlin 2016,2016-01-27,MURAMATSU Yuto,SAMBE Kohei,JPN,JPN,3,1,"11,13,11,11|5,15,6,8",SemiFinal,GRAND_SLAM,U21MS,25,Main Draw,MURAMATSU Yuto (JPN),SAMBE Kohei (JPN),,,3 - 1,11:5 13:15 11:6 11:8,MURAMATSU Yuto,2016
World Tour German Open Berlin 2016,2016-01-27,GERALDO Joao,ZHAI Yujia,POR,DEN,3,1,"11,11,7,11|8,7,11,5",SemiFinal,GRAND_SLAM,U21MS,25,Main Draw,GERALDO Joao (POR),ZHAI Yujia (DEN),,,3 - 1,11:8 11:7 7:11 11:5,GERALDO Joao,2016
World Tour German Open Berlin 2016,2016-01-27,MURAMATSU Yuto,GERALDO Joao,JPN,POR,3,0,"11,11,11|7,4,6",Final,GRAND_SLAM,U21MS,25,Main Draw,MURAMATSU Yuto (JPN),GERALDO Joao (POR),,,3 - 0,11:7 11:4 11:6,MURAMATSU Yuto,2016
World Tour German Open Berlin 2016,2016-01-27,HIRANO Miu,SAEGER Luisa,JPN,GER,3,1,"8,13,11,11|11,11,6,3",R32,GRAND_SLAM,U21WS,25,Main Draw,HIRANO Miu (JPN),SAEGER Luisa (GER),,,3 - 1,8:11 13:11 11:6 11:3,HIRANO Miu,2016
World Tour German Open Berlin 2016,2016-01-27,ZHU Chengzhu,KESSACI Katia,HKG,ALG,3,1,"11,10,11,11|8,12,1,9",R32,GRAND_SLAM,U21WS,25,Main Draw,KESSACI Katia (ALG),ZHU Chengzhu (HKG),,,1 - 3,8:11 12:10 1:11 9:11,ZHU Chengzhu,2016
World Tour German Open Berlin 2016,2016-01-27,JUNG Yumi,LOGHRAIBI Lynda,KOR,ALG,3,0,"11,11,11|1,3,4",R32,GRAND_SLAM,U21WS,25,Main Draw,JUNG Yumi (KOR),LOGHRAIBI Lynda (ALG),,,3 - 0,11:1 11:3 11:4,JUNG Yumi,2016
World Tour German Open Berlin 2016,2016-01-27,ZENG Jian,YOON Hyobin,SGP,KOR,3,0,"11,11,11|9,8,9",R32,GRAND_SLAM,U21WS,25,Main Draw,YOON Hyobin (KOR),ZENG Jian (SGP),,,0 - 3,9:11 8:11 9:11,ZENG Jian,2016
World Tour German Open Berlin 2016,2016-01-27,HAMAMOTO Yui,MANTZ Chantal,AUT,GER,3,1,"11,9,11,11|7,11,2,9",R32,GRAND_SLAM,U21WS,25,Main Draw,HAMAMOTO Yui (AUT),MANTZ Chantal (GER),,,3 - 1,11:7 9:11 11:2 11:9,HAMAMOTO Yui,2016
World Tour German Open Berlin 2016,2016-01-27,SZOCS Bernadette,HELMY Yousra,ROU,EGY,3,0,"11,11,11|5,9,3",R32,GRAND_SLAM,U21WS,25,Main Draw,HELMY Yousra (EGY),SZOCS Bernadette (ROU),,,0 - 3,5:11 9:11 3:11,SZOCS Bernadette,2016
World Tour German Open Berlin 2016,2016-01-27,MAEDA Miyu,LEMMER Alena,JPN,GER,3,0,"11,11,11|8,8,7",R32,GRAND_SLAM,U21WS,25,Main Draw,MAEDA Miyu (JPN),LEMMER Alena (GER),,,3 - 0,11:8 11:8 11:7,MAEDA Miyu,2016
World Tour German Open Berlin 2016,2016-01-27,CHOI Hyojoo,JURKOVA Eva,KOR,SVK,3,0,"11,11,11|2,8,5",R32,GRAND_SLAM,U21WS,25,Main Draw,JURKOVA Eva (SVK),CHOI Hyojoo (KOR),,,0 - 3,2:11 8:11 5:11,CHOI Hyojoo,2016
World Tour German Open Berlin 2016,2016-01-27,KATO Miyu,TAILAKOVA Mariia,JPN,RUS,3,0,"11,11,11|7,5,5",R32,GRAND_SLAM,U21WS,25,Main Draw,KATO Miyu (JPN),TAILAKOVA Mariia (RUS),,,3 - 0,11:7 11:5 11:5,KATO Miyu,2016
World Tour German Open Berlin 2016,2016-01-27,KIM Jiho,LAID Islem,KOR,ALG,3,0,"12,11,11|10,5,7",R32,GRAND_SLAM,U21WS,25,Main Draw,LAID Islem (ALG),KIM Jiho (KOR),,,0 - 3,10:12 5:11 7:11,KIM Jiho,2016
World Tour German Open Berlin 2016,2016-01-27,MITTELHAM Nina,FEREDJ Hiba,GER,ALG,3,0,"11,11,11|5,4,7",R32,GRAND_SLAM,U21WS,25,Main Draw,MITTELHAM Nina (GER),FEREDJ Hiba (ALG),,,3 - 0,11:5 11:4 11:7,MITTELHAM Nina,2016
World Tour German Open Berlin 2016,2016-01-27,HAYATA Hina,RAHMO Aida,JPN,EGY,3,0,"11,11,11|5,5,4",R32,GRAND_SLAM,U21WS,25,Main Draw,RAHMO Aida (EGY),HAYATA Hina (JPN),,,0 - 3,5:11 5:11 4:11,HAYATA Hina,2016
World Tour German Open Berlin 2016,2016-01-27,LIN Ye,CHASSELIN Pauline,CAN,FRA,3,0,"12,11,11|10,7,7",R32,GRAND_SLAM,U21WS,25,Main Draw,LIN Ye (CAN),CHASSELIN Pauline (FRA),,,3 - 0,12:10 11:7 11:7,LIN Ye,2016
World Tour German Open Berlin 2016,2016-01-27,LEE Zion,MIGOT Marie,KOR,FRA,3,0,"11,11,11|6,7,7",R32,GRAND_SLAM,U21WS,25,Main Draw,MIGOT Marie (FRA),LEE Zion (KOR),,,0 - 3,6:11 7:11 7:11,LEE Zion,2016
World Tour German Open Berlin 2016,2016-01-27,MORI Sakura,WAN Yuan,JPN,GER,3,2,"8,7,11,11,11|11,11,5,8,6",R32,GRAND_SLAM,U21WS,25,Main Draw,MORI Sakura (JPN),WAN Yuan (GER),,,3 - 2,8:11 7:11 11:5 11:8 11:6,MORI Sakura,2016
World Tour German Open Berlin 2016,2016-01-27,SATO Hitomi,KIM Byeolnim,JPN,KOR,3,1,"7,11,11,11|11,9,9,9",R32,GRAND_SLAM,U21WS,25,Main Draw,KIM Byeolnim (KOR),SATO Hitomi (JPN),,,1 - 3,11:7 9:11 9:11 9:11,SATO Hitomi,2016
World Tour German Open Berlin 2016,2016-01-27,HIRANO Miu,ZHU Chengzhu,JPN,HKG,3,0,"11,11,11|6,5,6",R16,GRAND_SLAM,U21WS,25,Main Draw,HIRANO Miu (JPN),ZHU Chengzhu (HKG),,,3 - 0,11:6 11:5 11:6,HIRANO Miu,2016
World Tour German Open Berlin 2016,2016-01-27,ZENG Jian,JUNG Yumi,SGP,KOR,3,1,"6,11,11,12|11,5,9,10",R16,GRAND_SLAM,U21WS,25,Main Draw,JUNG Yumi (KOR),ZENG Jian (SGP),,,1 - 3,11:6 5:11 9:11 10:12,ZENG Jian,2016
World Tour German Open Berlin 2016,2016-01-27,HAMAMOTO Yui,SZOCS Bernadette,AUT,ROU,3,2,"8,5,12,11,11|11,11,10,7,8",R16,GRAND_SLAM,U21WS,25,Main Draw,HAMAMOTO Yui (AUT),SZOCS Bernadette (ROU),,,3 - 2,8:11 5:11 12:10 11:7 11:8,HAMAMOTO Yui,2016
World Tour German Open Berlin 2016,2016-01-27,MAEDA Miyu,CHOI Hyojoo,JPN,KOR,3,2,"11,8,12,9,11|5,11,10,11,7",R16,GRAND_SLAM,U21WS,25,Main Draw,MAEDA Miyu (JPN),CHOI Hyojoo (KOR),,,3 - 2,11:5 8:11 12:10 9:11 11:7,MAEDA Miyu,2016
