tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,SIRISENA Rohan,KATSOURIS Demetrios,SRI,CYP,3,0,"11,11,13|6,7,11",1,OTHER,MS,146,Qualification,SIRISENA Rohan (SRI),KATSOURIS Demetrios (CYP),,,3 - 0,11:6 11:7 13:11,SIRISENA Rohan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,UNG Buntha,MARSDEN Michael,AUS,WAL,3,1,"11,3,11,11|9,11,7,5",1,OTHER,MS,146,Qualification,UNG Buntha (AUS),MARSDEN Michael (WAL),,,3 - 1,11:9 3:11 11:7 11:5,UNG Buntha,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WEERASINGHE Helshan,LIN Yi-Sien,ENG,NZL,3,0,"11,11,11|5,3,2",1,OTHER,MS,146,Qualification,WEERASINGHE Helshan (ENG),LIN Yi-Sien (NZL),,,3 - 0,11:5 11:3 11:2,WEERASINGHE Helshan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,GREGORIOU Stephanos,JAYASINGHA Nirmala,CYP,SRI,3,1,"4,14,11,11|11,12,5,7",1,OTHER,MS,146,Qualification,GREGORIOU Stephanos (CYP),JAYASINGHA Nirmala (SRI),,,3 - 1,4:11 14:12 11:5 11:7,GREGORIOU Stephanos,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ROBINSON Ashley,BALL Matthew,IRL,NZL,3,0,"11,11,11|6,4,8",1,OTHER,MS,146,Qualification,ROBINSON Ashley (IRL),BALL Matthew (NZL),,,3 - 0,11:6 11:4 11:8,ROBINSON Ashley,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,DE SILVA Jayasanka,DOOKRAM Yuvraaj,SRI,TTO,3,1,"12,5,11,11|10,11,7,7",1,OTHER,MS,146,Qualification,DE SILVA Jayasanka (SRI),DOOKRAM Yuvraaj (TTO),,,3 - 1,12:10 5:11 11:7 11:7,DE SILVA Jayasanka,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WYKES Jordan,ROOPNARINE Arun,JEY,TTO,3,0,"11,11,11|8,9,8",QR2,OTHER,MS,146,Qualification,ROOPNARINE Arun (TTO),WYKES Jordan (JEY),,,0 - 3,8:11 9:11 8:11,WYKES Jordan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,CATHCART Owen,LINGEVELDT Keegan,IRL,RSA,3,1,"9,11,14,11|11,6,12,8",QR2,OTHER,MS,146,Qualification,CATHCART Owen (IRL),LINGEVELDT Keegan (RSA),,,3 - 1,9:11 11:6 14:12 11:8,CATHCART Owen,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WILSON Zak,MAIN Calum,IRL,SCO,3,2,"13,8,11,6,11|11,11,9,11,7",QR2,OTHER,MS,146,Qualification,WILSON Zak (IRL),MAIN Calum (SCO),,,3 - 2,13:11 8:11 11:9 6:11 11:7,WILSON Zak,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,EVANS Callum,COLLINS Ben,WAL,NZL,3,0,"11,11,11|7,7,7",QR2,OTHER,MS,146,Qualification,EVANS Callum (WAL),COLLINS Ben (NZL),,,3 - 0,11:7 11:7 11:7,EVANS Callum,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,HRISTONOV Hristo,TUPPER Hugo,CYP,JEY,3,2,"10,11,11,12,11|12,3,8,14,7",QR2,OTHER,MS,146,Qualification,HRISTONOV Hristo (CYP),TUPPER Hugo (JEY),,,3 - 2,10:12 11:3 11:8 12:14 11:7,HRISTONOV Hristo,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WHEELER Christopher,BAND Joshua,SCO,JEY,3,0,"11,11,11|2,2,6",QR2,OTHER,MS,146,Qualification,WHEELER Christopher (SCO),BAND Joshua (JEY),,,3 - 0,11:2 11:2 11:6,WHEELER Christopher,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,HOWIESON Craig,GINIGE Chameera,SCO,SRI,3,2,"10,9,11,11,11|12,11,4,9,9",QR2,OTHER,MS,146,Qualification,HOWIESON Craig (SCO),GINIGE Chameera (SRI),,,3 - 2,10:12 9:11 11:4 11:9 11:9,HOWIESON Craig,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MATHOLE Terrence,GRIFFITHS Chris,RSA,WAL,3,0,"11,11,11|9,7,9",QR2,OTHER,MS,146,Qualification,GRIFFITHS Chris (WAL),MATHOLE Terrence (RSA),,,0 - 3,9:11 7:11 9:11,MATHOLE Terrence,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KARIA Devesh,JENKINS Ryan,IND,WAL,3,2,"11,4,10,11,11|5,11,12,8,9",QR2,OTHER,MS,146,Qualification,KARIA Devesh (IND),JENKINS Ryan (WAL),,,3 - 2,11:5 4:11 10:12 11:8 11:9,KARIA Devesh,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WILSON Aaron,ALEXANDRE Josh,TTO,NZL,3,0,"11,11,11|9,3,6",QR2,OTHER,MS,146,Qualification,WILSON Aaron (TTO),ALEXANDRE Josh (NZL),,,3 - 0,11:9 11:3 11:6,WILSON Aaron,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,YADAV Abhishek,HUMPHREYS Curtis,IND,TTO,3,1,"13,11,7,11|11,2,11,2",QR2,OTHER,MS,146,Qualification,YADAV Abhishek (IND),HUMPHREYS Curtis (TTO),,,3 - 1,13:11 11:2 7:11 11:2,YADAV Abhishek,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,JARVIS Tom,LINGEVELDT Kurt,ENG,RSA,3,2,"11,10,8,11,11|4,12,11,7,4",QR2,OTHER,MS,146,Qualification,JARVIS Tom (ENG),LINGEVELDT Kurt (RSA),,,3 - 2,11:4 10:12 8:11 11:7 11:4,JARVIS Tom,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,SIRISENA Rohan,MARSDEN Michael,SRI,WAL,3,0,"12,11,11|10,8,8",QR2,OTHER,MS,146,Qualification,SIRISENA Rohan (SRI),MARSDEN Michael (WAL),,,3 - 0,12:10 11:8 11:8,SIRISENA Rohan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,UNG Buntha,KATSOURIS Demetrios,AUS,CYP,3,0,"11,11,12|9,6,10",QR2,OTHER,MS,146,Qualification,UNG Buntha (AUS),KATSOURIS Demetrios (CYP),,,3 - 0,11:9 11:6 12:10,UNG Buntha,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WEERASINGHE Helshan,JAYASINGHA Nirmala,ENG,SRI,3,0,"11,11,11|5,2,9",QR2,OTHER,MS,146,Qualification,WEERASINGHE Helshan (ENG),JAYASINGHA Nirmala (SRI),,,3 - 0,11:5 11:2 11:9,WEERASINGHE Helshan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,LIN Yi-Sien,GREGORIOU Stephanos,NZL,CYP,3,2,"11,9,3,11,11|7,11,11,4,6",QR2,OTHER,MS,146,Qualification,GREGORIOU Stephanos (CYP),LIN Yi-Sien (NZL),,,2 - 3,7:11 11:9 11:3 4:11 6:11,LIN Yi-Sien,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ROBINSON Ashley,DOOKRAM Yuvraaj,IRL,TTO,3,0,"11,11,11|7,6,3",QR2,OTHER,MS,146,Qualification,ROBINSON Ashley (IRL),DOOKRAM Yuvraaj (TTO),,,3 - 0,11:7 11:6 11:3,ROBINSON Ashley,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,BALL Matthew,DE SILVA Jayasanka,NZL,SRI,3,0,"11,11,11|5,4,8",QR2,OTHER,MS,146,Qualification,DE SILVA Jayasanka (SRI),BALL Matthew (NZL),,,0 - 3,5:11 4:11 8:11,BALL Matthew,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,SHETTY Sanil,ROOPNARINE Arun,IND,TTO,3,0,"11,11,11|6,3,4",3,OTHER,MS,146,Qualification,SHETTY Sanil (IND),ROOPNARINE Arun (TTO),,,3 - 0,11:6 11:3 11:4,SHETTY Sanil,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,YIANGOU Marios,CATHCART Owen,CYP,IRL,3,2,"10,11,11,10,11|12,4,3,12,7",3,OTHER,MS,146,Qualification,YIANGOU Marios (CYP),CATHCART Owen (IRL),,,3 - 2,10:12 11:4 11:3 10:12 11:7,YIANGOU Marios,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MCBEATH David,WILSON Zak,ENG,IRL,3,0,"11,11,11|2,7,8",3,OTHER,MS,146,Qualification,MCBEATH David (ENG),WILSON Zak (IRL),,,3 - 0,11:2 11:7 11:8,MCBEATH David,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,PANG Xue Jie,EVANS Callum,SGP,WAL,3,0,"12,11,11|10,7,8",3,OTHER,MS,146,Qualification,PANG Xue Jie (SGP),EVANS Callum (WAL),,,3 - 0,12:10 11:7 11:8,PANG Xue Jie,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,GROVER Sudhanshu,HRISTONOV Hristo,IND,CYP,3,1,"11,11,10,11|6,9,12,4",3,OTHER,MS,146,Qualification,GROVER Sudhanshu (IND),HRISTONOV Hristo (CYP),,,3 - 1,11:6 11:9 10:12 11:4,GROVER Sudhanshu,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MCCREERY Paul,WHEELER Christopher,IRL,SCO,3,1,"13,5,11,11|11,11,9,5",3,OTHER,MS,146,Qualification,MCCREERY Paul (IRL),WHEELER Christopher (SCO),,,3 - 1,13:11 5:11 11:9 11:5,MCCREERY Paul,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,HOWIESON Craig,GRIFFITHS Chris,SCO,WAL,3,0,"11,11,11|8,6,4",3,OTHER,MS,146,Qualification,HOWIESON Craig (SCO),GRIFFITHS Chris (WAL),,,3 - 0,11:8 11:6 11:4,HOWIESON Craig,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,GINIGE Chameera,MATHOLE Terrence,SRI,RSA,3,1,"17,6,11,11|15,11,8,6",3,OTHER,MS,146,Qualification,MATHOLE Terrence (RSA),GINIGE Chameera (SRI),,,1 - 3,15:17 11:6 8:11 6:11,GINIGE Chameera,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KARIA Devesh,WILSON Aaron,IND,TTO,3,0,"11,12,11|6,10,8",3,OTHER,MS,146,Qualification,KARIA Devesh (IND),WILSON Aaron (TTO),,,3 - 0,11:6 12:10 11:8,KARIA Devesh,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,JENKINS Ryan,ALEXANDRE Josh,WAL,NZL,3,0,"11,11,11|0,8,8",3,OTHER,MS,146,Qualification,ALEXANDRE Josh (NZL),JENKINS Ryan (WAL),,,0 - 3,0:11 8:11 8:11,JENKINS Ryan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,YADAV Abhishek,JARVIS Tom,IND,ENG,3,1,"4,11,11,11|11,4,9,7",3,OTHER,MS,146,Qualification,YADAV Abhishek (IND),JARVIS Tom (ENG),,,3 - 1,4:11 11:4 11:9 11:7,YADAV Abhishek,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,LINGEVELDT Kurt,HUMPHREYS Curtis,RSA,TTO,3,1,"11,8,11,11|6,11,6,7",3,OTHER,MS,146,Qualification,LINGEVELDT Kurt (RSA),HUMPHREYS Curtis (TTO),,,3 - 1,11:6 8:11 11:6 11:7,LINGEVELDT Kurt,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,UNG Buntha,SIRISENA Rohan,AUS,SRI,3,1,"11,11,11,11|13,6,7,3",3,OTHER,MS,146,Qualification,SIRISENA Rohan (SRI),UNG Buntha (AUS),,,1 - 3,13:11 6:11 7:11 3:11,UNG Buntha,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MARSDEN Michael,KATSOURIS Demetrios,WAL,CYP,3,1,"11,11,8,11|9,7,11,0",3,OTHER,MS,146,Qualification,KATSOURIS Demetrios (CYP),MARSDEN Michael (WAL),,,1 - 3,9:11 7:11 11:8 0:11,MARSDEN Michael,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WEERASINGHE Helshan,GREGORIOU Stephanos,ENG,CYP,3,0,"11,11,11|4,2,8",3,OTHER,MS,146,Qualification,WEERASINGHE Helshan (ENG),GREGORIOU Stephanos (CYP),,,3 - 0,11:4 11:2 11:8,WEERASINGHE Helshan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,JAYASINGHA Nirmala,LIN Yi-Sien,SRI,NZL,3,1,"8,14,11,11|11,12,9,8",3,OTHER,MS,146,Qualification,LIN Yi-Sien (NZL),JAYASINGHA Nirmala (SRI),,,1 - 3,11:8 12:14 9:11 8:11,JAYASINGHA Nirmala,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ROBINSON Ashley,DE SILVA Jayasanka,IRL,SRI,3,1,"11,11,10,11|5,8,12,9",3,OTHER,MS,146,Qualification,ROBINSON Ashley (IRL),DE SILVA Jayasanka (SRI),,,3 - 1,11:5 11:8 10:12 11:9,ROBINSON Ashley,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,BALL Matthew,DOOKRAM Yuvraaj,NZL,TTO,3,1,"11,6,11,12|6,11,9,10",3,OTHER,MS,146,Qualification,BALL Matthew (NZL),DOOKRAM Yuvraaj (TTO),,,3 - 1,11:6 6:11 11:9 12:10,BALL Matthew,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,SAHASRABUDHE Pooja,PARTAP Linda,IND,TTO,3,0,"11,11,11|2,4,3",1,OTHER,WS,146,Qualification,SAHASRABUDHE Pooja (IND),PARTAP Linda (TTO),,,3 - 0,11:2 11:4 11:3,SAHASRABUDHE Pooja,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,LE FEVRE Karina,PATEL Danisha,ENG,RSA,3,0,"11,11,11|2,4,8",1,OTHER,WS,146,Qualification,LE FEVRE Karina (ENG),PATEL Danisha (RSA),,,3 - 0,11:2 11:4 11:8,LE FEVRE Karina,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,DESHPANDE Divya,YEE Herng Hwee,IND,SGP,3,0,"11,11,11|8,5,7",1,OTHER,WS,146,Qualification,YEE Herng Hwee (SGP),DESHPANDE Divya (IND),,,0 - 3,8:11 5:11 7:11,DESHPANDE Divya,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KANNANGARA Ruvini,MAPHANGA Zodwa,SRI,RSA,3,1,"11,9,11,11|9,11,2,6",1,OTHER,WS,146,Qualification,MAPHANGA Zodwa (RSA),KANNANGARA Ruvini (SRI),,,1 - 3,9:11 11:9 2:11 6:11,KANNANGARA Ruvini,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,TSAPTSINOS Maria,MCSORLEY Emma,ENG,IRL,3,0,"11,11,11|2,5,8",1,OTHER,WS,146,Qualification,TSAPTSINOS Maria (ENG),MCSORLEY Emma (IRL),,,3 - 0,11:2 11:5 11:8,TSAPTSINOS Maria,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KONI Sophia,JOSEPH Brittany,CYP,TTO,3,1,"7,12,12,11|11,10,10,4",1,OTHER,WS,146,Qualification,JOSEPH Brittany (TTO),KONI Sophia (CYP),,,1 - 3,11:7 10:12 10:12 4:11,KONI Sophia,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,PATKAR Madhurika,MADURANGI Ishara,IND,SRI,3,0,"11,11,11|7,7,7",1,OTHER,WS,146,Qualification,MADURANGI Ishara (SRI),PATKAR Madhurika (IND),,,0 - 3,7:11 7:11 7:11,PATKAR Madhurika,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KOH Kai Xin Pearlyn,EDWARDS Aleena,SGP,TTO,3,1,"11,13,9,11|6,11,11,3",1,OTHER,WS,146,Qualification,KOH Kai Xin Pearlyn (SGP),EDWARDS Aleena (TTO),,,3 - 1,11:6 13:11 9:11 11:3,KOH Kai Xin Pearlyn,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,PHILLIPS Megan,THOMPSON Erin,WAL,IRL,3,1,"8,11,11,11|11,4,7,5",1,OTHER,WS,146,Qualification,PHILLIPS Megan (WAL),THOMPSON Erin (IRL),,,3 - 1,8:11 11:4 11:7 11:5,PHILLIPS Megan,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KOUREA Louiza,ZHANG Wanling,CYP,SGP,3,1,"8,11,11,11|11,8,9,4",1,OTHER,WS,146,Qualification,ZHANG Wanling (SGP),KOUREA Louiza (CYP),,,1 - 3,11:8 8:11 9:11 4:11,KOUREA Louiza,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WARUSAWITHANA Erandi,SPICER Catherine,SRI,TTO,3,1,"11,11,8,11|6,7,11,8",1,OTHER,WS,146,Qualification,WARUSAWITHANA Erandi (SRI),SPICER Catherine (TTO),,,3 - 1,11:6 11:7 8:11 11:8,WARUSAWITHANA Erandi,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ROY Krittwika,GIVAN Ashley,IND,IRL,3,2,"11,11,4,9,12|6,6,11,11,10",1,OTHER,WS,146,Qualification,GIVAN Ashley (IRL),ROY Krittwika (IND),,,2 - 3,6:11 6:11 11:4 11:9 10:12,ROY Krittwika,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MADLALA Khanyisile,CHRISTODOULOU Alexia,RSA,CYP,3,2,"9,6,11,11,11|11,11,7,7,8",1,OTHER,WS,146,Qualification,MADLALA Khanyisile (RSA),CHRISTODOULOU Alexia (CYP),,,3 - 2,9:11 6:11 11:7 11:7 11:8,MADLALA Khanyisile,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,PARTAP Linda,LINGEVELDT Caitlin,TTO,RSA,3,1,"8,12,11,12|11,10,5,10",QR2,OTHER,WS,146,Qualification,LINGEVELDT Caitlin (RSA),PARTAP Linda (TTO),,,1 - 3,11:8 10:12 5:11 10:12,PARTAP Linda,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KAPUGEEKIYANA Hansani,PATEL Danisha,SRI,RSA,3,2,"11,11,12,8,14|9,6,14,11,12",QR2,OTHER,WS,146,Qualification,KAPUGEEKIYANA Hansani (SRI),PATEL Danisha (RSA),,,3 - 2,11:9 11:6 12:14 8:11 14:12,KAPUGEEKIYANA Hansani,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,YEE Herng Hwee,KANNANGARA Ruvini,SGP,SRI,3,0,"11,12,11|1,10,9",QR2,OTHER,WS,146,Qualification,YEE Herng Hwee (SGP),KANNANGARA Ruvini (SRI),,,3 - 0,11:1 12:10 11:9,YEE Herng Hwee,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,DESHPANDE Divya,MAPHANGA Zodwa,IND,RSA,3,0,"11,11,11|6,9,9",QR2,OTHER,WS,146,Qualification,MAPHANGA Zodwa (RSA),DESHPANDE Divya (IND),,,0 - 3,6:11 9:11 9:11,DESHPANDE Divya,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,TSAPTSINOS Maria,KONI Sophia,ENG,CYP,3,0,"11,11,11|6,5,3",QR2,OTHER,WS,146,Qualification,TSAPTSINOS Maria (ENG),KONI Sophia (CYP),,,3 - 0,11:6 11:5 11:3,TSAPTSINOS Maria,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,JOSEPH Brittany,MCSORLEY Emma,TTO,IRL,3,0,"11,11,11|2,5,6",QR2,OTHER,WS,146,Qualification,JOSEPH Brittany (TTO),MCSORLEY Emma (IRL),,,3 - 0,11:2 11:5 11:6,JOSEPH Brittany,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,MADURANGI Ishara,EDWARDS Aleena,SRI,TTO,3,0,"11,11,11|6,4,2",QR2,OTHER,WS,146,Qualification,MADURANGI Ishara (SRI),EDWARDS Aleena (TTO),,,3 - 0,11:6 11:4 11:2,MADURANGI Ishara,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,PATKAR Madhurika,KOH Kai Xin Pearlyn,IND,SGP,3,0,"11,11,11|5,9,3",QR2,OTHER,WS,146,Qualification,KOH Kai Xin Pearlyn (SGP),PATKAR Madhurika (IND),,,0 - 3,5:11 9:11 3:11,PATKAR Madhurika,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,KOUREA Louiza,PHILLIPS Megan,CYP,WAL,3,2,"5,10,11,12,11|11,12,6,10,4",QR2,OTHER,WS,146,Qualification,PHILLIPS Megan (WAL),KOUREA Louiza (CYP),,,2 - 3,11:5 12:10 6:11 10:12 4:11,KOUREA Louiza,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ZHANG Wanling,THOMPSON Erin,SGP,IRL,3,0,"11,11,11|9,7,5",QR2,OTHER,WS,146,Qualification,ZHANG Wanling (SGP),THOMPSON Erin (IRL),,,3 - 0,11:9 11:7 11:5,ZHANG Wanling,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,WARUSAWITHANA Erandi,LUDLOW Emma,SRI,IRL,3,1,"11,11,11,13|2,13,8,11",QR2,OTHER,WS,146,Qualification,WARUSAWITHANA Erandi (SRI),LUDLOW Emma (IRL),,,3 - 1,11:2 11:13 11:8 13:11,WARUSAWITHANA Erandi,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,GIVAN Ashley,CHRISTODOULOU Alexia,IRL,CYP,3,2,"9,11,8,11,11|11,5,11,5,4",QR2,OTHER,WS,146,Qualification,GIVAN Ashley (IRL),CHRISTODOULOU Alexia (CYP),,,3 - 2,9:11 11:5 8:11 11:5 11:4,GIVAN Ashley,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,ROY Krittwika,MADLALA Khanyisile,IND,RSA,3,0,"11,11,11|9,3,4",QR2,OTHER,WS,146,Qualification,MADLALA Khanyisile (RSA),ROY Krittwika (IND),,,0 - 3,9:11 3:11 4:11,ROY Krittwika,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,SAHASRABUDHE Pooja,LINGEVELDT Caitlin,IND,RSA,3,0,"11,11,11|7,7,1",3,OTHER,WS,146,Qualification,SAHASRABUDHE Pooja (IND),LINGEVELDT Caitlin (RSA),,,3 - 0,11:7 11:7 11:1,SAHASRABUDHE Pooja,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,LE FEVRE Karina,KAPUGEEKIYANA Hansani,ENG,SRI,3,1,"11,3,11,11|5,11,2,5",3,OTHER,WS,146,Qualification,LE FEVRE Karina (ENG),KAPUGEEKIYANA Hansani (SRI),,,3 - 1,11:5 3:11 11:2 11:5,LE FEVRE Karina,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,YEE Herng Hwee,MAPHANGA Zodwa,SGP,RSA,3,0,"13,11,11|11,9,2",3,OTHER,WS,146,Qualification,YEE Herng Hwee (SGP),MAPHANGA Zodwa (RSA),,,3 - 0,13:11 11:9 11:2,YEE Herng Hwee,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,DESHPANDE Divya,KANNANGARA Ruvini,IND,SRI,3,2,"9,13,11,11,11|11,15,4,6,3",3,OTHER,WS,146,Qualification,DESHPANDE Divya (IND),KANNANGARA Ruvini (SRI),,,3 - 2,9:11 13:15 11:4 11:6 11:3,DESHPANDE Divya,2015
Commonwealth Table Tennis Championships Surat 2015,2015-12-16,TSAPTSINOS Maria,JOSEPH Brittany,ENG,TTO,3,0,"11,11,11|5,4,9",3,OTHER,WS,146,Qualification,TSAPTSINOS Maria (ENG),JOSEPH Brittany (TTO),,,3 - 0,11:5 11:4 11:9,TSAPTSINOS Maria,2015
