tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ZARE Sina,ALIYEV Rustam,IRI,AZE,3,0,,R64,OTHER,MS,725,Main Draw,ZARE Sina (IRI),ALIYEV Rustam (AZE),,,3 - 0,,ZARE Sina,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLNAR Csaba,SHAJIRATI Shaker,HUN,IRI,3,0,,R64,OTHER,MS,725,Main Draw,MOLNAR Csaba (HUN),SHAJIRATI Shaker (IRI),,,3 - 0,,MOLNAR Csaba,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BAKHSHANDH Pezhman,FARGHADANI Mohammad,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,BAKHSHANDH Pezhman (IRI),FARGHADANI Mohammad (IRI),,,3 - 0,,BAKHSHANDH Pezhman,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ROUINTANESFAHANI Mohammadali,BAHMANI Akbar,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,ROUINTANESFAHANI Mohammadali (IRI),BAHMANI Akbar (IRI),,,3 - 0,,ROUINTANESFAHANI Mohammadali,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,YAGHOUBI Seyedmasoud,SHARIATI Ramin,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,YAGHOUBI Seyedmasoud (IRI),SHARIATI Ramin (IRI),,,3 - 0,,YAGHOUBI Seyedmasoud,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BEISENOV Samat,JAFAROV Ramil,KAZ,AZE,3,0,,R64,OTHER,MS,725,Main Draw,BEISENOV Samat (KAZ),JAFAROV Ramil (AZE),,,3 - 0,,BEISENOV Samat,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,RAHMAT PANAH Behnam,MOHAMMAD Garousi Zadeh,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,RAHMAT PANAH Behnam (IRI),MOHAMMAD Garousi Zadeh (IRI),,,3 - 0,,RAHMAT PANAH Behnam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BOUJARIAN Mohammad,SOBHI Hadi,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,BOUJARIAN Mohammad (IRI),SOBHI Hadi (IRI),,,3 - 0,,BOUJARIAN Mohammad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AMIRI NIA Soroosh,LOTFIJANABADI Miad,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,AMIRI NIA Soroosh (IRI),LOTFIJANABADI Miad (IRI),,,3 - 0,,AMIRI NIA Soroosh,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AHADI Mehran,MIRALMASI Amin,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,AHADI Mehran (IRI),MIRALMASI Amin (IRI),,,3 - 0,,AHADI Mehran,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,EBADI POUR Ahmad Reza,NAJAFI Mahdi,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,EBADI POUR Ahmad Reza (IRI),NAJAFI Mahdi (IRI),,,3 - 0,,EBADI POUR Ahmad Reza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AHMADIFAR Aref,HOSSEINI Sajad,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,AHMADIFAR Aref (IRI),HOSSEINI Sajad (IRI),,,3 - 0,,AHMADIFAR Aref,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KEYHAN Sina,BAYRAMOV Ali,IRI,AZE,3,0,,R64,OTHER,MS,725,Main Draw,KEYHAN Sina (IRI),BAYRAMOV Ali (AZE),,,3 - 0,,KEYHAN Sina,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,SHISHEGARHA Roohollah,KHATIYON Mohsen,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,SHISHEGARHA Roohollah (IRI),KHATIYON Mohsen (IRI),,,3 - 0,,SHISHEGARHA Roohollah,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,ZARE Sina,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,ALAMIYAN Noshad (IRI),ZARE Sina (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,TAHERKHANI Hamidreza,MOLNAR Csaba,IRI,HUN,3,0,,R32,OTHER,MS,725,Main Draw,TAHERKHANI Hamidreza (IRI),MOLNAR Csaba (HUN),,,3 - 0,,TAHERKHANI Hamidreza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BEKNAZAROV Yermek,BAKHSHANDH Pezhman,KAZ,IRI,3,0,,R32,OTHER,MS,725,Main Draw,BEKNAZAROV Yermek (KAZ),BAKHSHANDH Pezhman (IRI),,,3 - 0,,BEKNAZAROV Yermek,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KUCHUK Aleksandr,ROUINTANESFAHANI Mohammadali,BLR,IRI,3,0,,R32,OTHER,MS,725,Main Draw,KUCHUK Aleksandr (BLR),ROUINTANESFAHANI Mohammadali (IRI),,,3 - 0,,KUCHUK Aleksandr,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,LOTFOLLAH NASABI Midya,YAGHOUBI Seyedmasoud,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,LOTFOLLAH NASABI Midya (IRI),YAGHOUBI Seyedmasoud (IRI),,,3 - 0,,LOTFOLLAH NASABI Midya,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BARABANOV Kiryl,BEISENOV Samat,BLR,KAZ,3,0,,R32,OTHER,MS,725,Main Draw,BARABANOV Kiryl (BLR),BEISENOV Samat (KAZ),,,3 - 0,,BARABANOV Kiryl,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,RAHMAT PANAH Behnam,HENTE Mohammad Amin,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,RAHMAT PANAH Behnam (IRI),HENTE Mohammad Amin (IRI),,,3 - 0,,RAHMAT PANAH Behnam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,BOUJARIAN Mohammad,HUN,IRI,3,0,,R32,OTHER,MS,725,Main Draw,PATTANTYUS Adam (HUN),BOUJARIAN Mohammad (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,AMIRI NIA Soroosh,HUN,IRI,3,0,,R32,OTHER,MS,725,Main Draw,KOSIBA Daniel (HUN),AMIRI NIA Soroosh (IRI),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AHADI Mehran,ISMAYILOV Farhad,IRI,AZE,3,0,,R32,OTHER,MS,725,Main Draw,AHADI Mehran (IRI),ISMAYILOV Farhad (AZE),,,3 - 0,,AHADI Mehran,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,EBADI POUR Ahmad Reza,KELBUGANOV Timur,IRI,KAZ,3,0,,R32,OTHER,MS,725,Main Draw,EBADI POUR Ahmad Reza (IRI),KELBUGANOV Timur (KAZ),,,3 - 0,,EBADI POUR Ahmad Reza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MALMIRI Vahed,EBRAHIMI KASGAMIJANI Saman,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,MALMIRI Vahed (IRI),EBRAHIMI KASGAMIJANI Saman (IRI),,,3 - 0,,MALMIRI Vahed,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,OMRANI Seyed Pourya,AHMADIFAR Aref,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,OMRANI Seyed Pourya (IRI),AHMADIFAR Aref (IRI),,,3 - 0,,OMRANI Seyed Pourya,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KEYHAN Sina,MOLARAJABI Alireza,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,KEYHAN Sina (IRI),MOLARAJABI Alireza (IRI),,,3 - 0,,KEYHAN Sina,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PLATONOV Pavel,SHISHEGARHA Roohollah,BLR,IRI,3,0,,R32,OTHER,MS,725,Main Draw,PLATONOV Pavel (BLR),SHISHEGARHA Roohollah (IRI),,,3 - 0,,PLATONOV Pavel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,TAHERKHANI Hamidreza,IRI,IRI,3,0,,R16,OTHER,MS,725,Main Draw,ALAMIYAN Noshad (IRI),TAHERKHANI Hamidreza (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KUCHUK Aleksandr,BEKNAZAROV Yermek,BLR,KAZ,3,0,,R16,OTHER,MS,725,Main Draw,KUCHUK Aleksandr (BLR),BEKNAZAROV Yermek (KAZ),,,3 - 0,,KUCHUK Aleksandr,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,LOTFOLLAH NASABI Midya,BARABANOV Kiryl,IRI,BLR,3,0,,R16,OTHER,MS,725,Main Draw,LOTFOLLAH NASABI Midya (IRI),BARABANOV Kiryl (BLR),,,3 - 0,,LOTFOLLAH NASABI Midya,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,RAHMAT PANAH Behnam,HUN,IRI,3,0,,R16,OTHER,MS,725,Main Draw,PATTANTYUS Adam (HUN),RAHMAT PANAH Behnam (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,AHADI Mehran,HUN,IRI,3,0,,R16,OTHER,MS,725,Main Draw,KOSIBA Daniel (HUN),AHADI Mehran (IRI),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MALMIRI Vahed,EBADI POUR Ahmad Reza,IRI,IRI,3,0,,R16,OTHER,MS,725,Main Draw,MALMIRI Vahed (IRI),EBADI POUR Ahmad Reza (IRI),,,3 - 0,,MALMIRI Vahed,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,OMRANI Seyed Pourya,IRI,IRI,3,0,,R16,OTHER,MS,725,Main Draw,NOROOZI Afshin (IRI),OMRANI Seyed Pourya (IRI),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PLATONOV Pavel,KEYHAN Sina,BLR,IRI,3,0,,R16,OTHER,MS,725,Main Draw,PLATONOV Pavel (BLR),KEYHAN Sina (IRI),,,3 - 0,,PLATONOV Pavel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,KUCHUK Aleksandr,IRI,BLR,3,0,,QuarterFinal,OTHER,MS,725,Main Draw,ALAMIYAN Noshad (IRI),KUCHUK Aleksandr (BLR),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,LOTFOLLAH NASABI Midya,HUN,IRI,3,0,,QuarterFinal,OTHER,MS,725,Main Draw,PATTANTYUS Adam (HUN),LOTFOLLAH NASABI Midya (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,MALMIRI Vahed,HUN,IRI,3,0,,QuarterFinal,OTHER,MS,725,Main Draw,KOSIBA Daniel (HUN),MALMIRI Vahed (IRI),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,PLATONOV Pavel,IRI,BLR,3,0,,QuarterFinal,OTHER,MS,725,Main Draw,NOROOZI Afshin (IRI),PLATONOV Pavel (BLR),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,PATTANTYUS Adam,IRI,HUN,3,0,,SemiFinal,OTHER,MS,725,Main Draw,ALAMIYAN Noshad (IRI),PATTANTYUS Adam (HUN),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,NOROOZI Afshin,HUN,IRI,3,0,,SemiFinal,OTHER,MS,725,Main Draw,KOSIBA Daniel (HUN),NOROOZI Afshin (IRI),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,KOSIBA Daniel,IRI,HUN,3,0,,Final,OTHER,MS,725,Main Draw,ALAMIYAN Noshad (IRI),KOSIBA Daniel (HUN),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,HADADIAN NEJAD YOUSEFI Mohsen,SARSEMBAYEV Dias,IRI,KAZ,3,0,,R64,OTHER,MS,725,Main Draw,HADADIAN NEJAD YOUSEFI Mohsen (IRI),SARSEMBAYEV Dias (KAZ),,,3 - 0,,HADADIAN NEJAD YOUSEFI Mohsen,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,HADADIAN NEJAD YOUSEFI Mohsen,IRI,IRI,3,0,,R32,OTHER,MS,725,Main Draw,NOROOZI Afshin (IRI),HADADIAN NEJAD YOUSEFI Mohsen (IRI),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,EBRAHIMI KASGAMIJANI Saman,JANNATI Parsa,IRI,IRI,3,0,,R64,OTHER,MS,725,Main Draw,EBRAHIMI KASGAMIJANI Saman (IRI),JANNATI Parsa (IRI),,,3 - 0,,EBRAHIMI KASGAMIJANI Saman,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,LOTFIJANABADI Miad,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,ALAMIYAN Noshad (IRI),LOTFIJANABADI Miad (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
