tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLARAJABI Alireza,OMRANI Seyed Pourya,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,MOLARAJABI Alireza (IRI),OMRANI Seyed Pourya (IRI),,,3 - 0,,MOLARAJABI Alireza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AKHLAGHPASAND Mohammadreza,HOSSEINI Sajad,USA,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,AKHLAGHPASAND Mohammadreza (USA),HOSSEINI Sajad (IRI),,,3 - 0,,AKHLAGHPASAND Mohammadreza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,MOLARAJABI Alireza,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,ALAMIYAN Noshad (IRI),MOLARAJABI Alireza (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KUCHUK Aleksandr,JAFAROV Ramil,BLR,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,KUCHUK Aleksandr (BLR),JAFAROV Ramil (AZE),,,3 - 0,,KUCHUK Aleksandr,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PLATONOV Pavel,ALIYEV Rustam,BLR,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,PLATONOV Pavel (BLR),ALIYEV Rustam (AZE),,,3 - 0,,PLATONOV Pavel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BARABANOV Kiryl,BAYRAMOV Ali,BLR,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,BARABANOV Kiryl (BLR),BAYRAMOV Ali (AZE),,,3 - 0,,BARABANOV Kiryl,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,BEKNAZAROV Yermek,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,NOROOZI Afshin (IRI),BEKNAZAROV Yermek (KAZ),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MALMIRI Vahed,BEISENOV Samat,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,MALMIRI Vahed (IRI),BEISENOV Samat (KAZ),,,3 - 0,,MALMIRI Vahed,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,LOTFOLLAH NASABI Midya,KELBUGANOV Timur,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,LOTFOLLAH NASABI Midya (IRI),KELBUGANOV Timur (KAZ),,,3 - 0,,LOTFOLLAH NASABI Midya,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,TAHERKHANI Hamidreza,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,PATTANTYUS Adam (HUN),TAHERKHANI Hamidreza (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,MIRALMASI Amin,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,KOSIBA Daniel (HUN),MIRALMASI Amin (IRI),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLNAR Csaba,SHISHEGARHA Roohollah,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,MOLNAR Csaba (HUN),SHISHEGARHA Roohollah (IRI),,,3 - 0,,MOLNAR Csaba,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AKHLAGHPASAND Mohammadreza,PLATONOV Pavel,USA,BLR,3,0,,GROUP,OTHER,MT,725,Main Draw,AKHLAGHPASAND Mohammadreza (USA),PLATONOV Pavel (BLR),,,3 - 0,,AKHLAGHPASAND Mohammadreza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AHADI Mehran,BARABANOV Kiryl,IRI,BLR,3,0,,GROUP,OTHER,MT,725,Main Draw,AHADI Mehran (IRI),BARABANOV Kiryl (BLR),,,3 - 0,,AHADI Mehran,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLARAJABI Alireza,ALIYEV Rustam,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,MOLARAJABI Alireza (IRI),ALIYEV Rustam (AZE),,,3 - 0,,MOLARAJABI Alireza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ROUINTANESFAHANI Mohammadali,JAFAROV Ramil,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,ROUINTANESFAHANI Mohammadali (IRI),JAFAROV Ramil (AZE),,,3 - 0,,ROUINTANESFAHANI Mohammadali,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,HENTE Mohammad Amin,BAYRAMOV Ali,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,HENTE Mohammad Amin (IRI),BAYRAMOV Ali (AZE),,,3 - 0,,HENTE Mohammad Amin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,KOSIBA Daniel,IRI,HUN,3,0,,GROUP,OTHER,MT,725,Main Draw,NOROOZI Afshin (IRI),KOSIBA Daniel (HUN),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,MALMIRI Vahed,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,PATTANTYUS Adam (HUN),MALMIRI Vahed (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLNAR Csaba,FARGHADANI Mohammad,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,MOLNAR Csaba (HUN),FARGHADANI Mohammad (IRI),,,3 - 0,,MOLNAR Csaba,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MALMIRI Vahed,KOSIBA Daniel,IRI,HUN,3,0,,GROUP,OTHER,MT,725,Main Draw,MALMIRI Vahed (IRI),KOSIBA Daniel (HUN),,,3 - 0,,MALMIRI Vahed,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,NOROOZI Afshin,HUN,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,PATTANTYUS Adam (HUN),NOROOZI Afshin (IRI),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MIRALMASI Amin,BEKNAZAROV Yermek,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,MIRALMASI Amin (IRI),BEKNAZAROV Yermek (KAZ),,,3 - 0,,MIRALMASI Amin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,TAHERKHANI Hamidreza,KELBUGANOV Timur,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,TAHERKHANI Hamidreza (IRI),KELBUGANOV Timur (KAZ),,,3 - 0,,TAHERKHANI Hamidreza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,YAGHOUBI Seyedmasoud,BEISENOV Samat,IRI,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,YAGHOUBI Seyedmasoud (IRI),BEISENOV Samat (KAZ),,,3 - 0,,YAGHOUBI Seyedmasoud,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,OMRANI Seyed Pourya,ALIYEV Rustam,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,OMRANI Seyed Pourya (IRI),ALIYEV Rustam (AZE),,,3 - 0,,OMRANI Seyed Pourya,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AHADI Mehran,BAYRAMOV Ali,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,AHADI Mehran (IRI),BAYRAMOV Ali (AZE),,,3 - 0,,AHADI Mehran,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,JAFAROV Ramil,IRI,AZE,3,0,,GROUP,OTHER,MT,725,Main Draw,ALAMIYAN Noshad (IRI),JAFAROV Ramil (AZE),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PLATONOV Pavel,ROUINTANESFAHANI Mohammadali,BLR,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,PLATONOV Pavel (BLR),ROUINTANESFAHANI Mohammadali (IRI),,,3 - 0,,PLATONOV Pavel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KUCHUK Aleksandr,MOLARAJABI Alireza,BLR,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,KUCHUK Aleksandr (BLR),MOLARAJABI Alireza (IRI),,,3 - 0,,KUCHUK Aleksandr,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,BARABANOV Kiryl,HENTE Mohammad Amin,BLR,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,BARABANOV Kiryl (BLR),HENTE Mohammad Amin (IRI),,,3 - 0,,BARABANOV Kiryl,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MALMIRI Vahed,TAHERKHANI Hamidreza,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,MALMIRI Vahed (IRI),TAHERKHANI Hamidreza (IRI),,,3 - 0,,MALMIRI Vahed,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,MIRALMASI Amin,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,NOROOZI Afshin (IRI),MIRALMASI Amin (IRI),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,YAGHOUBI Seyedmasoud,LOTFOLLAH NASABI Midya,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,YAGHOUBI Seyedmasoud (IRI),LOTFOLLAH NASABI Midya (IRI),,,3 - 0,,YAGHOUBI Seyedmasoud,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MIRALMASI Amin,MALMIRI Vahed,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,MIRALMASI Amin (IRI),MALMIRI Vahed (IRI),,,3 - 0,,MIRALMASI Amin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,NOROOZI Afshin,TAHERKHANI Hamidreza,IRI,IRI,3,0,,GROUP,OTHER,MT,725,Main Draw,NOROOZI Afshin (IRI),TAHERKHANI Hamidreza (IRI),,,3 - 0,,NOROOZI Afshin,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,BEKNAZAROV Yermek,HUN,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,PATTANTYUS Adam (HUN),BEKNAZAROV Yermek (KAZ),,,3 - 0,,PATTANTYUS Adam,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,KELBUGANOV Timur,HUN,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,KOSIBA Daniel (HUN),KELBUGANOV Timur (KAZ),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,MOLNAR Csaba,SARSEMBAYEV Dias,HUN,KAZ,3,0,,GROUP,OTHER,MT,725,Main Draw,MOLNAR Csaba (HUN),SARSEMBAYEV Dias (KAZ),,,3 - 0,,MOLNAR Csaba,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,AKHLAGHPASAND Mohammadreza,NOROOZI Afshin,USA,IRI,3,0,,,OTHER,MT,725,Main Draw,AKHLAGHPASAND Mohammadreza (USA),NOROOZI Afshin (IRI),,,3 - 0,,AKHLAGHPASAND Mohammadreza,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,MALMIRI Vahed,IRI,IRI,3,0,,,OTHER,MT,725,Main Draw,ALAMIYAN Noshad (IRI),MALMIRI Vahed (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,FARGHADANI Mohammad,OMRANI Seyed Pourya,IRI,IRI,3,0,,,OTHER,MT,725,Main Draw,FARGHADANI Mohammad (IRI),OMRANI Seyed Pourya (IRI),,,3 - 0,,FARGHADANI Mohammad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,ALAMIYAN Noshad,NOROOZI Afshin,IRI,IRI,3,0,,,OTHER,MT,725,Main Draw,ALAMIYAN Noshad (IRI),NOROOZI Afshin (IRI),,,3 - 0,,ALAMIYAN Noshad,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,KOSIBA Daniel,KUCHUK Aleksandr,HUN,BLR,3,0,,,OTHER,MT,725,Main Draw,KOSIBA Daniel (HUN),KUCHUK Aleksandr (BLR),,,3 - 0,,KOSIBA Daniel,2011
Fajr Cup International Men's Tournament Tehran 2011,2011-12-18,PATTANTYUS Adam,PLATONOV Pavel,HUN,BLR,3,0,,,OTHER,MT,725,Main Draw,PATTANTYUS Adam (HUN),PLATONOV Pavel (BLR),,,3 - 0,,PATTANTYUS Adam,2011
