tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
European Games Krakow-Malopolska 2023,2023-06-23,VARADY Barbora,KALLBERG Christina,SVK,SWE,3,2,"9,11,5,11,11|11,9,11,7,8",R16,OTHER,WT,2785,Main Draw,VARADY Barbora (SVK),KALLBERG Christina (SWE),,,3 - 2,9:11 11:9 5:11 11:7 11:8,VARADY Barbora,2023
European Games Krakow-Malopolska 2023,2023-06-23,BERGAND Filippa,KUKULKOVA Tatiana,SWE,SVK,3,2,"11,7,11,7,11|4,11,6,11,7",R16,OTHER,WT,2785,Main Draw,KUKULKOVA Tatiana (SVK),BERGAND Filippa (SWE),,,2 - 3,4:11 11:7 6:11 11:7 7:11,BERGAND Filippa,2023
European Games Krakow-Malopolska 2023,2023-06-23,BERGSTROM Linda,LABOSOVA Ema,SWE,SVK,3,0,"11,11,11|7,6,6",R16,OTHER,WT,2785,Main Draw,LABOSOVA Ema (SVK),BERGSTROM Linda (SWE),,,0 - 3,7:11 6:11 6:11,BERGSTROM Linda,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAPONOVA Hanna,GONDERINGER Tessy,UKR,LUX,3,0,"12,11,11|10,4,8",R16,OTHER,WT,2785,Main Draw,GONDERINGER Tessy (LUX),HAPONOVA Hanna (UKR),DE NUTTE Sarah (LUX),YAREMCHUK Solomiya (UKR),0 - 3,10:12 4:11 8:11,HAPONOVA Hanna,2023
European Games Krakow-Malopolska 2023,2023-06-23,NI Xia Lian,PESOTSKA Margaryta,LUX,UKR,3,1,"13,11,5,11|11,6,11,8",R16,OTHER,WT,2785,Main Draw,NI Xia Lian (LUX),PESOTSKA Margaryta (UKR),,,3 - 1,13:11 11:6 5:11 11:8,NI Xia Lian,2023
European Games Krakow-Malopolska 2023,2023-06-23,YAREMCHUK Solomiya,DE NUTTE Sarah,UKR,LUX,3,1,"12,11,12,12|14,9,10,10",R16,OTHER,WT,2785,Main Draw,DE NUTTE Sarah (LUX),YAREMCHUK Solomiya (UKR),,,1 - 3,14:12 9:11 10:12 10:12,YAREMCHUK Solomiya,2023
European Games Krakow-Malopolska 2023,2023-06-23,NI Xia Lian,HAPONOVA Hanna,LUX,UKR,3,0,"11,11,11|8,4,5",R16,OTHER,WT,2785,Main Draw,NI Xia Lian (LUX),HAPONOVA Hanna (UKR),,,3 - 0,11:8 11:4 11:5,NI Xia Lian,2023
European Games Krakow-Malopolska 2023,2023-06-23,PESOTSKA Margaryta,GONDERINGER Tessy,UKR,LUX,3,1,"11,8,11,11|4,11,5,8",R16,OTHER,WT,2785,Main Draw,GONDERINGER Tessy (LUX),PESOTSKA Margaryta (UKR),,,1 - 3,4:11 11:8 5:11 8:11,PESOTSKA Margaryta,2023
European Games Krakow-Malopolska 2023,2023-06-23,RASMUSSEN Tobias,ZELJKO Filip,DEN,CRO,3,2,"9,11,11,12,11|11,5,6,14,9",R16,OTHER,MT,2785,Main Draw,RASMUSSEN Tobias (DEN),ZELJKO Filip (CRO),LIND Anders (DEN),KOJIC Frane (CRO),3 - 2,9:11 11:5 11:6 12:14 11:9,RASMUSSEN Tobias,2023
European Games Krakow-Malopolska 2023,2023-06-23,PUCAR Tomislav,GROTH Jonathan,CRO,DEN,3,1,"12,5,11,13|10,11,8,11",R16,OTHER,MT,2785,Main Draw,GROTH Jonathan (DEN),PUCAR Tomislav (CRO),,,1 - 3,10:12 11:5 8:11 11:13,PUCAR Tomislav,2023
European Games Krakow-Malopolska 2023,2023-06-23,LIND Anders,KOJIC Frane,DEN,CRO,3,1,"11,4,11,11|8,11,9,7",R16,OTHER,MT,2785,Main Draw,LIND Anders (DEN),KOJIC Frane (CRO),,,3 - 1,11:8 4:11 11:9 11:7,LIND Anders,2023
European Games Krakow-Malopolska 2023,2023-06-23,GROTH Jonathan,ZELJKO Filip,DEN,CRO,3,2,"9,11,11,5,11|11,4,7,11,4",R16,OTHER,MT,2785,Main Draw,GROTH Jonathan (DEN),ZELJKO Filip (CRO),,,3 - 2,9:11 11:4 11:7 5:11 11:4,GROTH Jonathan,2023
European Games Krakow-Malopolska 2023,2023-06-23,ZELINKA Jakub,HRIBAR Peter,SVK,SLO,3,2,"8,8,11,11,11|11,11,7,9,9",R16,OTHER,MT,2785,Main Draw,ZELINKA Jakub (SVK),HRIBAR Peter (SLO),PISTEJ Lubomir (SVK),KOZUL Deni (SLO),3 - 2,8:11 8:11 11:7 11:9 11:9,ZELINKA Jakub,2023
European Games Krakow-Malopolska 2023,2023-06-23,WANG Yang,JORGIC Darko,SVK,SLO,3,0,"11,11,12|9,8,10",R16,OTHER,MT,2785,Main Draw,WANG Yang (SVK),JORGIC Darko (SLO),,,3 - 0,11:9 11:8 12:10,WANG Yang,2023
European Games Krakow-Malopolska 2023,2023-06-23,PISTEJ Lubomir,KOZUL Deni,SVK,SLO,3,0,"11,11,11|2,1,6",R16,OTHER,MT,2785,Main Draw,PISTEJ Lubomir (SVK),KOZUL Deni (SLO),,,3 - 0,11:2 11:1 11:6,PISTEJ Lubomir,2023
European Games Krakow-Malopolska 2023,2023-06-23,WEGRZYN Katarzyna,STERNER Anastasia,POL,AUT,3,1,"8,11,12,11|11,7,10,7",R16,OTHER,WT,2785,Main Draw,STERNER Anastasia (AUT),WEGRZYN Katarzyna (POL),LIU Jia (AUT),WEGRZYN Anna (POL),1 - 3,11:8 7:11 10:12 7:11,WEGRZYN Katarzyna,2023
European Games Krakow-Malopolska 2023,2023-06-23,LIU Jia,WEGRZYN Katarzyna,AUT,POL,3,1,"11,10,11,11|4,12,9,5",R16,OTHER,WT,2785,Main Draw,LIU Jia (AUT),WEGRZYN Katarzyna (POL),,,3 - 1,11:4 10:12 11:9 11:5,LIU Jia,2023
European Games Krakow-Malopolska 2023,2023-06-23,WEGRZYN Anna,POLCANOVA Sofia,POL,AUT,3,0,,R16,OTHER,WT,2785,Main Draw,POLCANOVA Sofia (AUT),WEGRZYN Anna (POL),,,0 - 3,,WEGRZYN Anna,2023
European Games Krakow-Malopolska 2023,2023-06-23,TOMANOVSKA Katerina,BALINT Bernadett,CZE,HUN,3,0,"11,11,11|9,5,8",R16,OTHER,WT,2785,Main Draw,BALINT Bernadett (HUN),TOMANOVSKA Katerina (CZE),NAGYVARADI Mercedes (HUN),BLASKOVA Zdena (CZE),0 - 3,9:11 5:11 8:11,TOMANOVSKA Katerina,2023
European Games Krakow-Malopolska 2023,2023-06-23,MADARASZ Dora,MATELOVA Hana,HUN,CZE,3,1,"4,11,11,11|11,4,5,9",R16,OTHER,WT,2785,Main Draw,MADARASZ Dora (HUN),MATELOVA Hana (CZE),,,3 - 1,4:11 11:4 11:5 11:9,MADARASZ Dora,2023
European Games Krakow-Malopolska 2023,2023-06-23,NAGYVARADI Mercedes,BLASKOVA Zdena,HUN,CZE,3,0,"11,11,12|5,7,10",R16,OTHER,WT,2785,Main Draw,NAGYVARADI Mercedes (HUN),BLASKOVA Zdena (CZE),,,3 - 0,11:5 11:7 12:10,NAGYVARADI Mercedes,2023
European Games Krakow-Malopolska 2023,2023-06-23,MADARASZ Dora,TOMANOVSKA Katerina,HUN,CZE,3,0,"11,11,11|3,9,9",R16,OTHER,WT,2785,Main Draw,MADARASZ Dora (HUN),TOMANOVSKA Katerina (CZE),,,3 - 0,11:3 11:9 11:9,MADARASZ Dora,2023
European Games Krakow-Malopolska 2023,2023-06-23,KULCZYCKI Samuel,ALLEGRO Martin,POL,BEL,3,0,"16,11,11|14,8,3",R16,OTHER,MT,2785,Main Draw,ALLEGRO Martin (BEL),KULCZYCKI Samuel (POL),RASSENFOSSE Adrien (BEL),KUBIK Maciej (POL),0 - 3,14:16 8:11 3:11,KULCZYCKI Samuel,2023
European Games Krakow-Malopolska 2023,2023-06-23,NUYTINCK Cedric,DYJAS Jakub,BEL,POL,3,2,"8,11,2,11,11|11,3,11,7,6",R16,OTHER,MT,2785,Main Draw,NUYTINCK Cedric (BEL),DYJAS Jakub (POL),,,3 - 2,8:11 11:3 2:11 11:7 11:6,NUYTINCK Cedric,2023
European Games Krakow-Malopolska 2023,2023-06-23,RASSENFOSSE Adrien,KUBIK Maciej,BEL,POL,3,1,"11,11,7,12|9,6,11,10",R16,OTHER,MT,2785,Main Draw,RASSENFOSSE Adrien (BEL),KUBIK Maciej (POL),,,3 - 1,11:9 11:6 7:11 12:10,RASSENFOSSE Adrien,2023
European Games Krakow-Malopolska 2023,2023-06-23,NUYTINCK Cedric,KULCZYCKI Samuel,BEL,POL,3,2,"11,9,8,11,11|9,11,11,8,9",R16,OTHER,MT,2785,Main Draw,NUYTINCK Cedric (BEL),KULCZYCKI Samuel (POL),,,3 - 2,11:9 9:11 8:11 11:8 11:9,NUYTINCK Cedric,2023
European Games Krakow-Malopolska 2023,2023-06-23,GAUZY Simon,GROTH Jonathan,FRA,DEN,3,0,"11,11,12|8,2,10",QuarterFinal,OTHER,MT,2785,Main Draw,GAUZY Simon (FRA),GROTH Jonathan (DEN),LEBRUN Alexis (FRA),CHRISTENSEN Thor (DEN),3 - 0,11:8 11:2 12:10,GAUZY Simon,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Alexis,CHRISTENSEN Thor,FRA,DEN,3,0,"11,11,11|8,4,9",QuarterFinal,OTHER,MT,2785,Main Draw,LEBRUN Alexis (FRA),CHRISTENSEN Thor (DEN),,,3 - 0,11:8 11:4 11:9,LEBRUN Alexis,2023
European Games Krakow-Malopolska 2023,2023-06-23,MATOS Ines,DYMYTRENKO Anastasiya,POR,UKR,3,2,"2,11,11,5,11|11,4,9,11,4",QuarterFinal,OTHER,WT,2785,Main Draw,MATOS Ines (POR),DYMYTRENKO Anastasiya (UKR),YU Fu (POR),YAREMCHUK Solomiya (UKR),3 - 2,2:11 11:4 11:9 5:11 11:4,MATOS Ines,2023
European Games Krakow-Malopolska 2023,2023-06-23,PESOTSKA Margaryta,SHAO Jieni,UKR,POR,3,1,"11,9,11,11|3,11,7,7",QuarterFinal,OTHER,WT,2785,Main Draw,SHAO Jieni (POR),PESOTSKA Margaryta (UKR),,,1 - 3,3:11 11:9 7:11 7:11,PESOTSKA Margaryta,2023
European Games Krakow-Malopolska 2023,2023-06-23,YU Fu,YAREMCHUK Solomiya,POR,UKR,3,1,"12,2,11,11|10,11,1,5",QuarterFinal,OTHER,WT,2785,Main Draw,YU Fu (POR),YAREMCHUK Solomiya (UKR),,,3 - 1,12:10 2:11 11:1 11:5,YU Fu,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAO Jieni,DYMYTRENKO Anastasiya,POR,UKR,3,0,"11,11,11|7,9,5",QuarterFinal,OTHER,WT,2785,Main Draw,SHAO Jieni (POR),DYMYTRENKO Anastasiya (UKR),,,3 - 0,11:7 11:9 11:5,SHAO Jieni,2023
European Games Krakow-Malopolska 2023,2023-06-23,KARLSSON Kristian,ZELINKA Jakub,SWE,SVK,3,0,"11,11,11|6,2,2",QuarterFinal,OTHER,MT,2785,Main Draw,KARLSSON Kristian (SWE),ZELINKA Jakub (SVK),MOREGARD Truls (SWE),PISTEJ Lubomir (SVK),3 - 0,11:6 11:2 11:2,KARLSSON Kristian,2023
European Games Krakow-Malopolska 2023,2023-06-23,KALLBERG Anton,WANG Yang,SWE,SVK,3,0,"11,13,11|5,11,6",QuarterFinal,OTHER,MT,2785,Main Draw,KALLBERG Anton (SWE),WANG Yang (SVK),,,3 - 0,11:5 13:11 11:6,KALLBERG Anton,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAN Xiaona,BERGSTROM Linda,GER,SWE,3,0,"11,11,11|8,9,4",QuarterFinal,OTHER,WT,2785,Main Draw,SHAN Xiaona (GER),BERGSTROM Linda (SWE),MITTELHAM Nina (GER),KALLBERG Christina (SWE),3 - 0,11:8 11:9 11:4,SHAN Xiaona,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAN Ying,BERGAND Filippa,GER,SWE,3,0,"11,11,11|1,3,1",QuarterFinal,OTHER,WT,2785,Main Draw,HAN Ying (GER),BERGAND Filippa (SWE),,,3 - 0,11:1 11:3 11:1,HAN Ying,2023
European Games Krakow-Malopolska 2023,2023-06-23,KALLBERG Christina,MITTELHAM Nina,SWE,GER,3,1,"11,6,11,11|6,11,4,9",QuarterFinal,OTHER,WT,2785,Main Draw,MITTELHAM Nina (GER),KALLBERG Christina (SWE),,,1 - 3,6:11 11:6 4:11 9:11,KALLBERG Christina,2023
European Games Krakow-Malopolska 2023,2023-06-23,APOLONIA Tiago,MOVILEANU Darius,POR,ROU,3,2,"11,11,9,12,12|9,9,11,14,10",QuarterFinal,OTHER,MT,2785,Main Draw,APOLONIA Tiago (POR),MOVILEANU Darius (ROU),GERALDO Joao (POR),IONESCU Eduard (ROU),3 - 2,11:9 11:9 9:11 12:14 12:10,APOLONIA Tiago,2023
European Games Krakow-Malopolska 2023,2023-06-23,FREITAS Marcos,SZOCS Hunor,POR,ROU,3,1,"11,11,11,11|7,6,13,6",QuarterFinal,OTHER,MT,2785,Main Draw,FREITAS Marcos (POR),SZOCS Hunor (ROU),,,3 - 1,11:7 11:6 11:13 11:6,FREITAS Marcos,2023
European Games Krakow-Malopolska 2023,2023-06-23,GERALDO Joao,IONESCU Eduard,POR,ROU,3,2,"10,11,10,11,12|12,7,12,8,10",QuarterFinal,OTHER,MT,2785,Main Draw,GERALDO Joao (POR),IONESCU Eduard (ROU),,,3 - 2,10:12 11:7 10:12 11:8 12:10,GERALDO Joao,2023
European Games Krakow-Malopolska 2023,2023-06-23,LUTZ Camille,WEGRZYN Katarzyna,FRA,POL,3,0,"11,11,11|2,5,5",QuarterFinal,OTHER,WT,2785,Main Draw,LUTZ Camille (FRA),WEGRZYN Katarzyna (POL),PAVADE Prithika (FRA),WEGRZYN Anna (POL),3 - 0,11:2 11:5 11:5,LUTZ Camille,2023
European Games Krakow-Malopolska 2023,2023-06-23,YUAN Jia Nan,BAJOR Natalia,FRA,POL,3,0,"13,11,11|11,5,5",QuarterFinal,OTHER,WT,2785,Main Draw,YUAN Jia Nan (FRA),BAJOR Natalia (POL),,,3 - 0,13:11 11:5 11:5,YUAN Jia Nan,2023
European Games Krakow-Malopolska 2023,2023-06-23,PAVADE Prithika,WEGRZYN Katarzyna,FRA,POL,3,1,"11,11,4,11|8,8,11,3",QuarterFinal,OTHER,WT,2785,Main Draw,PAVADE Prithika (FRA),WEGRZYN Katarzyna (POL),,,3 - 1,11:8 11:8 4:11 11:3,PAVADE Prithika,2023
European Games Krakow-Malopolska 2023,2023-06-23,DIACONU Adina,BALINT Bernadett,ROU,HUN,3,0,"11,11,11|6,8,4",QuarterFinal,OTHER,WT,2785,Main Draw,DIACONU Adina (ROU),BALINT Bernadett (HUN),SAMARA Elizabeta (ROU),NAGYVARADI Mercedes (HUN),3 - 0,11:6 11:8 11:4,DIACONU Adina,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,MADARASZ Dora,ROU,HUN,3,0,"13,11,11|11,8,4",QuarterFinal,OTHER,WT,2785,Main Draw,SZOCS Bernadette (ROU),MADARASZ Dora (HUN),,,3 - 0,13:11 11:8 11:4,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,NAGYVARADI Mercedes,ROU,HUN,3,0,"11,11,11|8,7,5",QuarterFinal,OTHER,WT,2785,Main Draw,SAMARA Elizabeta (ROU),NAGYVARADI Mercedes (HUN),,,3 - 0,11:8 11:7 11:5,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,OVTCHAROV Dimitrij,ALLEGRO Martin,GER,BEL,3,2,"11,11,9,9,11|7,8,11,11,5",QuarterFinal,OTHER,MT,2785,Main Draw,ALLEGRO Martin (BEL),OVTCHAROV Dimitrij (GER),RASSENFOSSE Adrien (BEL),FRANZISKA Patrick (GER),2 - 3,7:11 8:11 11:9 11:9 5:11,OVTCHAROV Dimitrij,2023
European Games Krakow-Malopolska 2023,2023-06-23,QIU Dang,NUYTINCK Cedric,GER,BEL,3,0,"11,11,11|7,7,5",QuarterFinal,OTHER,MT,2785,Main Draw,NUYTINCK Cedric (BEL),QIU Dang (GER),,,0 - 3,7:11 7:11 5:11,QIU Dang,2023
European Games Krakow-Malopolska 2023,2023-06-23,OVTCHAROV Dimitrij,RASSENFOSSE Adrien,GER,BEL,3,0,"11,11,11|5,7,6",QuarterFinal,OTHER,MT,2785,Main Draw,RASSENFOSSE Adrien (BEL),OVTCHAROV Dimitrij (GER),,,0 - 3,5:11 7:11 6:11,OVTCHAROV Dimitrij,2023
European Games Krakow-Malopolska 2023,2023-06-23,MITTELHAM Nina,MATOS Ines,GER,POR,3,0,"11,11,11|5,6,7",SemiFinal,OTHER,WT,2785,Main Draw,MATOS Ines (POR),MITTELHAM Nina (GER),SHAO Jieni (POR),SHAN Xiaona (GER),0 - 3,5:11 6:11 7:11,MITTELHAM Nina,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAN Ying,YU Fu,GER,POR,3,1,"11,11,6,11|6,4,11,7",SemiFinal,OTHER,WT,2785,Main Draw,YU Fu (POR),HAN Ying (GER),,,1 - 3,6:11 4:11 11:6 7:11,HAN Ying,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAN Xiaona,SHAO Jieni,GER,POR,3,1,"11,10,15,14|7,12,13,12",SemiFinal,OTHER,WT,2785,Main Draw,SHAO Jieni (POR),SHAN Xiaona (GER),,,1 - 3,7:11 12:10 13:15 12:14,SHAN Xiaona,2023
European Games Krakow-Malopolska 2023,2023-06-23,PAVADE Prithika,DIACONU Adina,FRA,ROU,3,2,"11,8,9,11,11|9,11,11,4,9",SemiFinal,OTHER,WT,2785,Main Draw,DIACONU Adina (ROU),PAVADE Prithika (FRA),SAMARA Elizabeta (ROU),LUTZ Camille (FRA),2 - 3,9:11 11:8 11:9 4:11 9:11,PAVADE Prithika,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,YUAN Jia Nan,ROU,FRA,3,0,"12,11,11|10,6,9",SemiFinal,OTHER,WT,2785,Main Draw,SZOCS Bernadette (ROU),YUAN Jia Nan (FRA),,,3 - 0,12:10 11:6 11:9,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,SAMARA Elizabeta,LUTZ Camille,ROU,FRA,3,0,"11,11,11|6,8,5",SemiFinal,OTHER,WT,2785,Main Draw,SAMARA Elizabeta (ROU),LUTZ Camille (FRA),,,3 - 0,11:6 11:8 11:5,SAMARA Elizabeta,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,PAVADE Prithika,ROU,FRA,3,1,"11,6,11,11|9,11,7,7",SemiFinal,OTHER,WT,2785,Main Draw,SZOCS Bernadette (ROU),PAVADE Prithika (FRA),,,3 - 1,11:9 6:11 11:7 11:7,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,KARLSSON Kristian,GAUZY Simon,SWE,FRA,3,2,"11,11,8,11,11|13,6,11,6,7",SemiFinal,OTHER,MT,2785,Main Draw,GAUZY Simon (FRA),KARLSSON Kristian (SWE),LEBRUN Alexis (FRA),MOREGARD Truls (SWE),2 - 3,13:11 6:11 11:8 6:11 7:11,KARLSSON Kristian,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,KALLBERG Anton,FRA,SWE,3,2,"11,2,5,11,11|8,11,11,8,7",SemiFinal,OTHER,MT,2785,Main Draw,LEBRUN Felix (FRA),KALLBERG Anton (SWE),,,3 - 2,11:8 2:11 5:11 11:8 11:7,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,MOREGARD Truls,LEBRUN Alexis,SWE,FRA,3,0,"11,11,16|7,5,14",SemiFinal,OTHER,MT,2785,Main Draw,LEBRUN Alexis (FRA),MOREGARD Truls (SWE),,,0 - 3,7:11 5:11 14:16,MOREGARD Truls,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,KARLSSON Kristian,FRA,SWE,3,1,"6,11,11,11|11,8,6,9",SemiFinal,OTHER,MT,2785,Main Draw,LEBRUN Felix (FRA),KARLSSON Kristian (SWE),,,3 - 1,6:11 11:8 11:6 11:9,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,KALLBERG Anton,GAUZY Simon,SWE,FRA,3,1,"11,5,11,11|6,11,8,7",SemiFinal,OTHER,MT,2785,Main Draw,GAUZY Simon (FRA),KALLBERG Anton (SWE),,,1 - 3,6:11 11:5 8:11 7:11,KALLBERG Anton,2023
European Games Krakow-Malopolska 2023,2023-06-23,GERALDO Joao,FRANZISKA Patrick,POR,GER,3,0,"11,11,11|7,6,9",SemiFinal,OTHER,MT,2785,Main Draw,GERALDO Joao (POR),FRANZISKA Patrick (GER),APOLONIA Tiago (POR),OVTCHAROV Dimitrij (GER),3 - 0,11:7 11:6 11:9,GERALDO Joao,2023
European Games Krakow-Malopolska 2023,2023-06-23,QIU Dang,FREITAS Marcos,GER,POR,3,0,"11,11,11|4,6,2",SemiFinal,OTHER,MT,2785,Main Draw,FREITAS Marcos (POR),QIU Dang (GER),,,0 - 3,4:11 6:11 2:11,QIU Dang,2023
European Games Krakow-Malopolska 2023,2023-06-23,OVTCHAROV Dimitrij,APOLONIA Tiago,GER,POR,3,0,"11,11,11|8,5,4",SemiFinal,OTHER,MT,2785,Main Draw,APOLONIA Tiago (POR),OVTCHAROV Dimitrij (GER),,,0 - 3,8:11 5:11 4:11,OVTCHAROV Dimitrij,2023
European Games Krakow-Malopolska 2023,2023-06-23,FRANZISKA Patrick,FREITAS Marcos,GER,POR,3,0,"11,11,11|5,5,5",SemiFinal,OTHER,MT,2785,Main Draw,FREITAS Marcos (POR),FRANZISKA Patrick (GER),,,0 - 3,5:11 5:11 5:11,FRANZISKA Patrick,2023
European Games Krakow-Malopolska 2023,2023-06-23,PINTO Matilde,LUTZ Camille,POR,FRA,3,1,"11,9,11,11|4,11,7,4",2,OTHER,WT,2785,Position Draw,PINTO Matilde (POR),LUTZ Camille (FRA),YU Fu (POR),PAVADE Prithika (FRA),3 - 1,11:4 9:11 11:7 11:4,PINTO Matilde,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAO Jieni,YUAN Jia Nan,POR,FRA,3,2,"6,8,11,11,11|11,11,7,7,7",2,OTHER,WT,2785,Position Draw,SHAO Jieni (POR),YUAN Jia Nan (FRA),,,3 - 2,6:11 8:11 11:7 11:7 11:7,SHAO Jieni,2023
European Games Krakow-Malopolska 2023,2023-06-23,FREITAS Marcos,GAUZY Simon,POR,FRA,3,0,"12,12,11|10,10,3",2,OTHER,MT,2785,Position Draw,GAUZY Simon (FRA),FREITAS Marcos (POR),LEBRUN Alexis (FRA),APOLONIA Tiago (POR),0 - 3,10:12 10:12 3:11,FREITAS Marcos,2023
European Games Krakow-Malopolska 2023,2023-06-23,LEBRUN Felix,GERALDO Joao,FRA,POR,3,0,"11,11,13|6,6,11",2,OTHER,MT,2785,Position Draw,LEBRUN Felix (FRA),GERALDO Joao (POR),,,3 - 0,11:6 11:6 13:11,LEBRUN Felix,2023
European Games Krakow-Malopolska 2023,2023-06-23,APOLONIA Tiago,LEBRUN Alexis,POR,FRA,3,1,"11,4,11,13|8,11,9,11",2,OTHER,MT,2785,Position Draw,LEBRUN Alexis (FRA),APOLONIA Tiago (POR),,,1 - 3,8:11 11:4 9:11 11:13,APOLONIA Tiago,2023
European Games Krakow-Malopolska 2023,2023-06-23,GAUZY Simon,GERALDO Joao,FRA,POR,3,0,"11,11,11|8,9,6",2,OTHER,MT,2785,Position Draw,GAUZY Simon (FRA),GERALDO Joao (POR),,,3 - 0,11:8 11:9 11:6,GAUZY Simon,2023
European Games Krakow-Malopolska 2023,2023-06-23,DIACONU Adina,MITTELHAM Nina,ROU,GER,3,2,"8,19,11,8,11|11,17,7,11,5",Final,OTHER,WT,2785,Main Draw,MITTELHAM Nina (GER),DIACONU Adina (ROU),SHAN Xiaona (GER),DRAGOMAN Andreea (ROU),2 - 3,11:8 17:19 7:11 11:8 5:11,DIACONU Adina,2023
European Games Krakow-Malopolska 2023,2023-06-23,SZOCS Bernadette,HAN Ying,ROU,GER,3,2,"4,10,11,11,11|11,12,8,9,8",Final,OTHER,WT,2785,Main Draw,HAN Ying (GER),SZOCS Bernadette (ROU),,,2 - 3,11:4 12:10 8:11 9:11 8:11,SZOCS Bernadette,2023
European Games Krakow-Malopolska 2023,2023-06-23,SHAN Xiaona,DRAGOMAN Andreea,GER,ROU,3,2,"9,11,11,8,15|11,6,6,11,13",Final,OTHER,WT,2785,Main Draw,SHAN Xiaona (GER),DRAGOMAN Andreea (ROU),,,3 - 2,9:11 11:6 11:6 8:11 15:13,SHAN Xiaona,2023
European Games Krakow-Malopolska 2023,2023-06-23,HAN Ying,DIACONU Adina,GER,ROU,3,0,"11,11,11|6,5,9",Final,OTHER,WT,2785,Main Draw,HAN Ying (GER),DIACONU Adina (ROU),,,3 - 0,11:6 11:5 11:9,HAN Ying,2023
European Games Krakow-Malopolska 2023,2023-06-23,MOREGARD Truls,OVTCHAROV Dimitrij,SWE,GER,3,1,"3,11,15,11|11,9,13,8",SemiFinal,OTHER,MT,2785,Main Draw,MOREGARD Truls (SWE),OVTCHAROV Dimitrij (GER),KARLSSON Kristian (SWE),FRANZISKA Patrick (GER),3 - 1,3:11 11:9 15:13 11:8,MOREGARD Truls,2023
European Games Krakow-Malopolska 2023,2023-06-23,QIU Dang,KALLBERG Anton,GER,SWE,3,0,"11,11,11|5,9,9",SemiFinal,OTHER,MT,2785,Main Draw,KALLBERG Anton (SWE),QIU Dang (GER),,,0 - 3,5:11 9:11 9:11,QIU Dang,2023
European Games Krakow-Malopolska 2023,2023-06-23,FRANZISKA Patrick,KARLSSON Kristian,GER,SWE,3,2,"6,11,11,11,11|11,5,13,8,9",SemiFinal,OTHER,MT,2785,Main Draw,KARLSSON Kristian (SWE),FRANZISKA Patrick (GER),,,2 - 3,11:6 5:11 13:11 8:11 9:11,FRANZISKA Patrick,2023
European Games Krakow-Malopolska 2023,2023-06-23,OVTCHAROV Dimitrij,KALLBERG Anton,GER,SWE,3,0,"11,11,11|7,8,8",SemiFinal,OTHER,MT,2785,Main Draw,KALLBERG Anton (SWE),OVTCHAROV Dimitrij (GER),,,0 - 3,7:11 8:11 8:11,OVTCHAROV Dimitrij,2023
Central American & Caribbean Games 2023,2023-06-21,AFANADOR Brian,SANCHEZ Edgardo,PUR,ESA,3,0,"11,11,11|9,7,4",GROUP,OTHER,MT,2770,Main Draw,SANCHEZ Edgardo (ESA),AFANADOR Brian (PUR),GALEANO Jaime (ESA),GONZALEZ Daniel (PUR),0 - 3,9:11 7:11 4:11,AFANADOR Brian,2023
Central American & Caribbean Games 2023,2023-06-21,NARANJO Angel,ORANTES Diego,PUR,ESA,3,1,"3,11,11,11|11,9,5,7",GROUP,OTHER,MT,2770,Main Draw,ORANTES Diego (ESA),NARANJO Angel (PUR),,,1 - 3,11:3 9:11 5:11 7:11,NARANJO Angel,2023
Central American & Caribbean Games 2023,2023-06-21,GONZALEZ Daniel,GALEANO Jaime,PUR,ESA,3,0,"11,11,11|7,7,8",GROUP,OTHER,MT,2770,Main Draw,GALEANO Jaime (ESA),GONZALEZ Daniel (PUR),,,0 - 3,7:11 7:11 8:11,GONZALEZ Daniel,2023
