slug,name,name_en,name_zh,tier,country,city,start_date,end_date,aliases
2026-wtt-contender-zagreb,WTT Contender Zagreb 2026,WTT Contender Zagreb 2026,2026 WTT 常规挑战赛 萨格勒布,WTT_CONTENDER,,,2026-06-09,2026-06-14,
2026-wtt-feeder-asuncion,WTT Feeder Asunción 2026,WTT Feeder Asunción 2026,2026 WTT 支线赛 亚松森,WTT_FEEDER,,,2026-07-08,2026-07-12,
2026-wtt-feeder-cappadocia,WTT Feeder Cappadocia 2026,WTT Feeder Cappadocia 2026,2026 WTT 支线赛 卡帕多西亚,WTT_FEEDER,,,2026-02-02,2026-02-06,
2026-wtt-feeder-cappadocia-ii,WTT Feeder Cappadocia II 2026,WTT Feeder Cappadocia II 2026,2026 WTT 支线赛 卡帕多西亚 第II站,WTT_FEEDER,,,2026-04-08,2026-04-11,
2026-wtt-feeder-doha,WTT Feeder Doha 2026,WTT Feeder Doha 2026,2026 WTT 支线赛 多哈,WTT_FEEDER,,,2026-01-27,2026-01-31,
2026-wtt-feeder-dusseldorf,WTT Feeder Düsseldorf 2026,WTT Feeder Düsseldorf 2026,2026 WTT 支线赛 杜塞尔多夫,WTT_FEEDER,,,2026-03-02,2026-03-06,
2026-wtt-feeder-havirov,WTT Feeder Havirov 2026,WTT Feeder Havirov 2026,2026 WTT 支线赛 哈维若夫,WTT_FEEDER,,,2026-04-13,2026-04-17,
2026-wtt-feeder-hennebont,WTT Feeder Hennebont 2026,WTT Feeder Hennebont 2026,2026 WTT 支线赛 埃讷邦,WTT_FEEDER,,,2026-05-20,2026-05-24,
2026-wtt-feeder-istanbul,WTT Feeder Istanbul 2026,WTT Feeder Istanbul 2026,2026 WTT 支线赛 伊斯坦布尔,WTT_FEEDER,,,2026-05-10,2026-05-14,
2026-wtt-feeder-istanbul-ii,WTT Feeder Istanbul II 2026,WTT Feeder Istanbul II 2026,2026 WTT 支线赛 伊斯坦布尔 第II站,WTT_FEEDER,,,2026-07-01,2026-07-05,
2026-wtt-feeder-lagos,WTT Feeder Lagos 2026,WTT Feeder Lagos 2026,2026 WTT 支线赛 拉各斯,WTT_FEEDER,,,2026-05-15,2026-05-19,
2026-wtt-feeder-lille,WTT Feeder Lille 2026,WTT Feeder Lille 2026,2026 WTT 支线赛 里尔,WTT_FEEDER,,,2026-01-27,2026-01-31,
2026-wtt-feeder-otocec,WTT Feeder Otocec 2026 Presented by I Feel Slovenia,WTT Feeder Otocec 2026,2026 WTT 支线赛 奥托切茨,WTT_FEEDER,,,2026-03-07,2026-03-11,
2026-wtt-feeder-prishtina,WTT Feeder Prishtina 2026,WTT Feeder Prishtina 2026,2026 WTT 支线赛 普里什蒂纳,WTT_FEEDER,,,2026-05-27,2026-05-31,
2026-wtt-feeder-senec,WTT Feeder Senec 2026,WTT Feeder Senec 2026,2026 WTT 支线赛 塞内茨,WTT_FEEDER,,,2026-04-18,2026-04-22,
2026-wtt-feeder-tashkent,WTT Feeder Tashkent 2026,WTT Feeder Tashkent 2026,2026 WTT 支线赛 塔什干,WTT_FEEDER,,,2026-07-24,2026-07-28,
2026-wtt-feeder-ulaanbaatar,WTT Feeder Ulaanbaatar 2026,WTT Feeder Ulaanbaatar 2026,2026 WTT 支线赛 乌兰巴托,WTT_FEEDER,,,2026-07-19,2026-07-23,
2026-wtt-feeder-vadodara,WTT Feeder Vadodara 2026 Presented by Sports Authority of Gujarat,WTT Feeder Vadodara 2026,2026 WTT 支线赛 瓦多达拉,WTT_FEEDER,,,2026-01-07,2026-01-11,
2026-wtt-feeder-varazdin,WTT Feeder Varazdin 2026,WTT Feeder Varazdin 2026,2026 WTT 支线赛 瓦拉日丁,WTT_FEEDER,,,2026-03-12,2026-03-16,
2026-wtt-feeder-vientiane,WTT Feeder Vientiane 2026 Presented by ICBC Bank,WTT Feeder Vientiane 2026,2026 WTT 支线赛 万象,WTT_FEEDER,,,2026-08-04,2026-08-06,
2026-wtt-star-contender-chennai,WTT Star Contender Chennai 2026,WTT Star Contender Chennai 2026,2026 WTT 球星挑战赛 金奈,WTT_STAR_CONTENDER,,,2026-02-10,2026-02-15,
2026-wtt-star-contender-doha,WTT Star Contender Doha 2026,WTT Star Contender Doha 2026,2026 WTT 球星挑战赛 多哈,WTT_STAR_CONTENDER,,,2026-01-13,2026-01-18,
2026-wtt-star-contender-ljubljana,WTT Star Contender Ljubljana 2026 Presented by I Feel Slovenia,WTT Star Contender Ljubljana 2026,2026 WTT 球星挑战赛 卢布尔雅那,WTT_STAR_CONTENDER,,,2026-06-16,2026-06-21,
2026-wtt-star-contender-sao-jose-dos-campos,WTT Star Contender São José dos Campos 2026,WTT Star Contender São José dos Campos 2026,2026 WTT 球星挑战赛 圣若泽杜斯坎普斯,WTT_STAR_CONTENDER,,,2026-07-21,2026-07-26,
2022-ittf-world-team-championships-finals-2,2022 ITTF World Team Championships Finals Presented by China Telecom,2022 ITTF World Team Championships Finals,2022 ITTF 世界团体锦标赛总决赛,WORLD_CHAMPIONSHIPS,,,2022-09-30,2022-10-09,
2025-asian-table-tennis-championships,2025 Asian Table Tennis Championships,2025 Asian Table Tennis Championships,2025 亚洲乒乓球锦标赛,WORLD_CUP,,,2025-01-01,2025-01-01,
2025-european-table-tennis-championships-men-s-team,2025 European Table Tennis Championships (Men's Team),2025 European Table Tennis Championships (Men's Team),2025 欧洲乒乓球锦标赛（男子团体）,WORLD_CUP,,,2025-01-01,2025-01-01,
2025-european-table-tennis-championships-women-s-team,2025 European Table Tennis Championships (Women's Team),2025 European Table Tennis Championships (Women's Team),2025 欧洲乒乓球锦标赛（女子团体）,WORLD_CUP,,,2025-01-01,2025-01-01,
2012-2nd-fajr-cup-international-tournament-tehran,2nd Fajr Cup International Tournament Tehran 2012,,,OTHER,,,,,
2012-australian-open-brisbane,Australian Open Brisbane 2012,,,WTT_CONTENDER,,,,,
2012-china-vs-world-team-challenge-shanghai,China vs. World Team Challenge Shanghai 2012,,,WTT_FEEDER,,,,,
2012-euro-africa-belgium-open-antwerpen,Euro-Africa Belgium Open Antwerpen 2012,,,WTT_CONTENDER,,,,,
2012-euro-africa-egypt-open-cairo,Euro-Africa Egypt Open Cairo 2012,,,WTT_CONTENDER,,,,,
2012-euro-africa-morocco-open-rabat,Euro-Africa Morocco Open Rabat 2012,,,WTT_CONTENDER,,,,,
2012-euro-africa-swedish-open-helsingborg,Euro-Africa Swedish Open Helsingborg 2012,,,WTT_CONTENDER,,,,,
2012-european-championships-herning,European Championships Herning 2012,,,OTHER,,,,,
2012-finlandia-open-helsinki,Finlandia Open Helsinki 2012,,,WTT_CONTENDER,,,,,
2012-ittf-african-championships-cairo,ITTF African Championships Cairo 2012,,,OTHER,,,,,
2012-ittf-north-american-championships-cary,ITTF North American Championships Cary 2012,,,OTHER,,,,,
2012-ittf-oceania-championships-and-ittf-oceania-cup-suva,ITTF Oceania Championships and ITTF Oceania Cup Suva 2012,,,OTHER,,,,,
2012-ittf-oceania-cup-suva,ITTF Oceania Cup Suva 2012,,,OTHER,,,,,
2012-men-s-world-cup-liverpool,Men's World Cup Liverpool 2012,,,WORLD_CUP,,,,,
2012-new-caledonia-open-noumea,New Caledonia Open Noumea 2012,,,WTT_CONTENDER,,,,,
2012-olympic-games-london,Olympic Games London 2012,,,OLYMPICS,,,,,
2012-us-open-grand-rapids-michigan,US Open Grand Rapids Michigan 2012,,,WTT_CONTENDER,,,,,
2012-women-s-world-cup-huangshi,Women's World Cup Huangshi 2012,,,WORLD_CUP,,,,,
2012-world-tour-brazil-open-santos,World Tour Brazil Open Santos 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-czech-open-olomouc,World Tour Czech Open Olomouc 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-german-open-bremen,World Tour German Open Bremen 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-grand-finals-hangzhou,World Tour Grand Finals Hangzhou 2012,,,GRAND_SLAM,,,,,
2012-world-tour-harmony-china-open-suzhou,World Tour Harmony China Open Suzhou 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-japan-open-kobe,World Tour Japan Open Kobe 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-polish-open-poznan,World Tour Polish Open Poznan 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-russian-open-ekaterinburg,World Tour Russian Open Ekaterinburg 2012,,,WTT_CONTENDER,,,,,
2013-10th-central-american-games-san-jose,10th Central American Games San Jose 2013,,,OTHER,,,,,
2013-15th-games-of-the-small-states-of-europe-luxembourg,15th Games of the Small States of Europe Luxembourg 2013,,,OTHER,,,,,
2013-19th-commonwealth-table-tennis-championships-new-delhi,19th Commonwealth Table Tennis Championships New Delhi 2013,,,OTHER,,,,,
2013-1st-lagos-international-classic-lagos,1st Lagos International Classic Lagos 2013,,,OTHER,,,,,
2013-27th-south-east-asian-games-myanmar,27th South East Asian Games Myanmar 2013,,,OTHER,,,,,
2013-americas-barzil-open-santos,Americas Barzil Open Santos 2013,,,WTT_CONTENDER,,,,,
2013-americas-us-open-las-vegas,Americas US Open Las Vegas 2013,,,WTT_CONTENDER,,,,,
2013-asian-championships-busan,Asian Championships Busan 2013,,,OTHER,,,,,
2013-butterfly-baltic-cup-tallinn,Butterfly Baltic Cup Tallinn 2013,,,OTHER,,,,,
2013-caribbean-senior-championships-castries,Caribbean Senior Championships Castries 2013,,,OTHER,,,,,
2013-central-american-championships-mexico-city,Central American Championships Mexico City 2013,,,OTHER,,,,,
2013-east-asian-games-tianjin,East Asian Games Tianjin 2013,,,OTHER,,,,,
2013-euro-africa-belarus-open-minsk,Euro-Africa Belarus Open Minsk 2013,,,WTT_CONTENDER,,,,,
2013-euro-africa-croatia-open-zagreb,Euro-Africa Croatia Open Zagreb 2013,,,WTT_CONTENDER,,,,,
2013-euro-africa-egypt-open-cairo,Euro-Africa Egypt Open Cairo 2013,,,WTT_CONTENDER,,,,,
2013-euro-africa-morocco-open-rabat,Euro-Africa Morocco Open Rabat 2013,,,WTT_CONTENDER,,,,,
2013-euro-africa-spanish-open-almeria,Euro-Africa Spanish Open Almeria 2013,,,WTT_CONTENDER,,,,,
2013-european-championships-schwechat,European Championships Schwechat 2013,,,OTHER,,,,,
2013-fisu-universiade-kazan,FISU Universiade Kazan 2013,,,OTHER,,,,,
2013-finlandia-open-helsinki,Finlandia Open Helsinki 2013,,,WTT_CONTENDER,,,,,
2013-gac-group-26th-table-tennis-asian-cup-hong-kong,GAC Group 26th Table Tennis Asian Cup Hong Kong 2013,,,OTHER,,,,,
2013-ittf-africa-senior-cup-and-ittf-africa-club-championships-oyo,ITTF-Africa Senior Cup and ITTF-Africa Club Championships Oyo 2013,,,OTHER,,,,,
2013-ittf-latin-america-cup-santo-domingo,ITTF Latin America Cup Santo Domingo 2013,,,OTHER,,,,,
2013-ittf-latin-american-championships-san-salvador,ITTF Latin American Championships San Salvador 2013,,,OTHER,,,,,
2013-ittf-north-american-championships-vancouver,ITTF North American Championships Vancouver 2013,,,OTHER,,,,,
2013-ittf-north-american-cup-westchester,ITTF North American Cup Westchester 2013,,,OTHER,,,,,
2013-ittf-oceania-cup-bendigo,ITTF Oceania Cup Bendigo 2013,,,OTHER,,,,,
2013-jeux-de-la-francophonie-nice,Jeux de la Francophonie Nice 2013,,,OTHER,,,,,
2013-mediterranean-games-mersin,Mediterranean Games Mersin 2013,,,OTHER,,,,,
2013-men-s-world-cup-verviers,Men's World Cup Verviers 2013,,,WORLD_CUP,,,,,
2013-new-caledonia-open-noumea,New Caledonia Open Noumea 2013,,,WTT_CONTENDER,,,,,
2013-swiss-open-lausanne,Swiss Open Lausanne 2013,,,WTT_CONTENDER,,,,,
2013-team-world-cup-guangzhou,Team World Cup Guangzhou 2013,,,WORLD_CUP,,,,,
2013-women-s-world-cup-kobe,Women's World Cup Kobe 2013,,,WORLD_CUP,,,,,
2013-world-table-tennis-championships-paris,World Table Tennis Championships Paris 2013,,,WORLD_CHAMPIONSHIPS,,,,,
2013-world-tour-austrian-open-wels,World Tour Austrian Open Wels 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-china-open-changchun,World Tour China Open Changchun 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-czeck-open-olomouc,World Tour Czeck Open Olomouc 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-german-open-bremen,World Tour German Open Bremen 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-grand-finals-dubai,World Tour Grand Finals Dubai 2013,,,GRAND_SLAM,,,,,
2013-world-tour-harmony-china-open-suzhou,World Tour Harmony China Open Suzhou 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-japan-open-yokohama,World Tour Japan Open Yokohama 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-korea-open-incheon,World Tour Korea Open Incheon 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-kuwait-open-kuwait-city,World Tour Kuwait Open Kuwait City 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-polish-open-spala,World Tour Polish Open Spala 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-qatar-open-doha,World Tour Qatar Open Doha 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-russian-open-ekaterinburg,World Tour Russian Open Ekaterinburg 2013,,,WTT_CONTENDER,,,,,
2013-world-tour-swedish-open-stockholm,World Tour Swedish Open Stockholm 2013,,,WTT_CONTENDER,,,,,
2014-17th-asian-games-incheon,17th Asian Games Incheon 2014,,,OTHER,,,,,
2014-3rd-fajr-cup-international-tournament-tehran,3rd Fajr Cup International Tournament Tehran 2014,,,OTHER,,,,,
2014-3rd-lusofonia-games-goa,3rd Lusofonia Games Goa 2014,,,OTHER,,,,,
2014-asian-cup-wuhan,Asian Cup Wuhan 2014,,,OTHER,,,,,
2014-canada-open-vancouver,Canada Open Vancouver 2014,,,WTT_CONTENDER,,,,,
2014-commonwealth-games-glasgow,Commonwealth Games Glasgow 2014,,,OTHER,,,,,
2014-europe-cup-lausanne,Europe Cup Lausanne 2014,,,OTHER,,,,,
2014-european-team-table-tennis-championships-lisbon,European Team Table Tennis Championships Lisbon 2014,,,OTHER,,,,,
2014-finlandia-open-helsinki,Finlandia Open Helsinki 2014,,,WTT_CONTENDER,,,,,
2014-ittf-africa-cup-lagos,ITTF Africa Cup Lagos 2014,,,OTHER,,,,,
2014-ittf-latin-american-championships-santo-domingo,ITTF Latin American Championships Santo Domingo 2014,,,OTHER,,,,,
2014-ittf-latin-american-cup-asuncion,ITTF Latin American Cup Asuncion 2014,,,OTHER,,,,,
2014-ittf-north-america-cup-vancouver,ITTF North America Cup Vancouver 2014,,,OTHER,,,,,
2014-ittf-north-american-championships-mississauga,ITTF North American Championships Mississauga 2014,,,OTHER,,,,,
2014-ittf-oceania-cup-championships-bendigo,ITTF Oceania Cup & Championships Bendigo 2014,,,OTHER,,,,,
2014-ibero-american-championships-buenos-aires,Ibero-American Championships Buenos Aires 2014,,,OTHER,,,,,
2014-luxembourg-open-luxembourg,Luxembourg Open Luxembourg 2014,,,WTT_CONTENDER,,,,,
2014-men-s-world-cup-dusseldorf,Men's World Cup Dusseldorf 2014,,,WORLD_CUP,,,,,
2014-road-to-nanjing-africa-series-cairo,Road to Nanjing 2014 Africa Series Cairo 2014,,,OTHER,,,,,
2014-road-to-nanjing-america-series-mississauga,Road to Nanjing 2014 America Series Mississauga 2014,,,OTHER,,,,,
2014-road-to-nanjing-asia-series-goa,Road to Nanjing 2014 Asia Series Goa 2014,,,OTHER,,,,,
2014-road-to-nanjing-europe-series-metz,Road to Nanjing 2014 Europe Series Metz 2014,,,OTHER,,,,,
2014-road-to-nanjing-latin-america-series-buenos-aires,Road to Nanjing 2014 Latin America Series Buenos Aires 2014,,,OTHER,,,,,
2014-road-to-nanjing-oceania-series-avarua,Road to Nanjing 2014 Oceania Series Avarua 2014,,,OTHER,,,,,
2014-south-american-championships-buenos-aires,South American Championships Buenos Aires 2014,,,OTHER,,,,,
2014-south-american-games-santiago,South American Games Santiago 2014,,,OTHER,,,,,
2014-us-open-grand-rapids-michigan,US Open Grand Rapids Michigan 2014,,,WTT_CONTENDER,,,,,
2014-women-s-world-cup-linz,Women's World Cup Linz 2014,,,WORLD_CUP,,,,,
2014-world-team-table-tennis-championships-tokyo,World Team Table Tennis Championships Tokyo 2014,,,WORLD_CHAMPIONSHIPS,,,,,
2014-world-tour-argentina-open-buenos-aires,World Tour Argentina Open Buenos Aires 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-australia-open-sydney,World Tour Australia Open Sydney 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-belarus-open-minsk,World Tour Belarus Open Minsk 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-belgium-open-de-haan,World Tour Belgium Open De Haan 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-brazil-open-santos,World Tour Brazil Open Santos 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-chile-open-santiago,World Tour Chile Open Santiago 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-china-open-chengdu,World Tour China Open Chengdu 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-croatia-open-zagreb,World Tour Croatia Open Zagreb 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-czech-open-olomouc,World Tour Czech Open Olomouc 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-german-open-magdeburg,World Tour German Open Magdeburg 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-grand-finals-bangkok,World Tour Grand Finals Bangkok 2014,,,GRAND_SLAM,,,,,
2014-world-tour-hungarian-open-szombathely,World Tour Hungarian Open Szombathely 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-japan-open-yokohama,World Tour Japan Open Yokohama 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-korea-open-incheon,World Tour Korea Open Incheon 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-kuwait-open-kuwait-city,World Tour Kuwait Open Kuwait City 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-nigeria-open-lagos,World Tour Nigeria Open Lagos 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-philippines-open-subic-bay,World Tour Philippines Open Subic Bay 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-qatar-open-doha,World Tour Qatar Open Doha 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-russian-open-ekaterinburg,World Tour Russian Open Ekaterinburg 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-spanish-open-almeria,World Tour Spanish Open Almeria 2014,,,WTT_CONTENDER,,,,,
2014-world-tour-swedish-open-stockholm,World Tour Swedish Open Stockholm 2014,,,WTT_CONTENDER,,,,,
2014-xxii-central-american-and-caribbean-sports-games-xalapa-veracruz,XXII Central American and Caribbean Sports Games Xalapa Veracruz 2014,,,OTHER,,,,,
2014-yog-africa-continental-qualification-cairo,YOG Africa Continental Qualification Cairo 2014,,,OTHER,,,,,
2014-yog-asia-continental-qualification-bangkok,YOG Asia Continental Qualification Bangkok 2014,,,OTHER,,,,,
2014-yog-europe-continental-qualification-hodonin,YOG Europe Continental Qualification Hodonin 2014,,,OTHER,,,,,
2014-yog-latin-america-continental-qualification-santo-domingo,YOG Latin America Continental Qualification Santo Domingo 2014,,,OTHER,,,,,
2014-yog-north-america-continental-qualification-mississauga,YOG North America Continental Qualification Mississauga 2014,,,OTHER,,,,,
2014-yog-oceania-continental-qualification-avarua,YOG Oceania Continental Qualification Avarua 2014,,,OTHER,,,,,
2014-yog-world-qualification-vila-nova-de-gaia,YOG World Qualification Vila Nova de Gaia 2014,,,OTHER,,,,,
2015-11th-african-games-brazzaville,11th African Games Brazzaville 2015,,,OTHER,,,,,
2015-15th-pacific-games-moresby,15th Pacific Games Moresby 2015,,,OTHER,,,,,
2015-1st-european-games-baku,1st European Games Baku 2015,,,OTHER,,,,,
2015-asian-cup-jaipur,Asian Cup Jaipur 2015,,,OTHER,,,,,
2015-central-american-championships-guatemala-city,Central American Championships Guatemala City 2015,,,OTHER,,,,,
2015-commonwealth-table-tennis-championships-surat,Commonwealth Table Tennis Championships Surat 2015,,,OTHER,,,,,
2015-fisu-universiade-gwangju,FISU Universiade Gwangju 2015,,,OTHER,,,,,
2015-finlandia-open-helsinki,Finlandia Open Helsinki 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-argentina-open-mendoza,GAC Group World Tour Argentina Open Mendoza 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-australia-open-gold-coast,GAC Group World Tour Australia Open Gold Coast 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-austrian-open-wels,GAC Group World Tour Austrian Open Wels 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-belarus-open-minsk,GAC Group World Tour Belarus Open Minsk 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-belgium-open-de-haan,GAC Group World Tour Belgium Open De Haan 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-bulgaria-open-panagyurishte,GAC Group World Tour Bulgaria Open Panagyurishte 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-chile-open-santiago,GAC Group World Tour Chile Open Santiago 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-china-open-chengdu,GAC Group World Tour China Open Chengdu 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-croatia-open-zagreb,GAC Group World Tour Croatia Open Zagreb 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-czech-open-olomouc,GAC Group World Tour Czech Open Olomouc 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-german-open-bremen,GAC Group World Tour German Open Bremen 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-grand-finals-lisbon,GAC Group World Tour Grand Finals Lisbon 2015,,,GRAND_SLAM,,,,,
2015-gac-group-world-tour-hungarian-open-budapest,GAC Group World Tour Hungarian Open Budapest 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-japan-open-kobe,GAC Group World Tour Japan Open Kobe 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-korea-open-incheon,GAC Group World Tour Korea Open Incheon 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-kuwait-open-kuwait-city,GAC Group World Tour Kuwait Open Kuwait City 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-nigeria-open-lagos,GAC Group World Tour Nigeria Open Lagos 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-philippines-open-subic-bay,GAC Group World Tour Philippines Open Subic Bay 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-polish-open-warsaw,GAC Group World Tour Polish Open Warsaw 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-pyongyang-open-pyongyang,GAC Group World Tour Pyongyang Open Pyongyang 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-qatar-open-doha,GAC Group World Tour Qatar Open Doha 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-spanish-open-almeria,GAC Group World Tour Spanish Open Almeria 2015,,,WTT_CONTENDER,,,,,
2015-gac-group-world-tour-swedish-open-stockholm,GAC Group World Tour Swedish Open Stockholm 2015,,,WTT_CONTENDER,,,,,
2015-games-of-the-small-states-of-europe-reikjavik,Games of the Small States of Europe Reikjavik 2015,,,OTHER,,,,,
2015-ittf-africa-senior-championships-cairo,ITTF Africa Senior Championships Cairo 2015,,,OTHER,,,,,
2015-ittf-africa-senior-cup-yaounde,ITTF Africa Senior Cup Yaounde 2015,,,OTHER,,,,,
2015-ittf-asian-championships-pattaya,ITTF Asian Championships Pattaya 2015,,,OTHER,,,,,
2015-ittf-europe-top-16-cup-baku,ITTF Europe Top 16 Cup Baku 2015,,,OTHER,,,,,
2015-ittf-european-table-tennis-championships-ekaterinburg,ITTF European Table Tennis Championships Ekaterinburg 2015,,,OTHER,,,,,
2015-ittf-latin-america-cup-havana,ITTF Latin America Cup Havana 2015,,,OTHER,,,,,
2015-ittf-latin-american-championships-buenos-aires,ITTF Latin American Championships Buenos Aires 2015,,,OTHER,,,,,
2015-ittf-north-america-cup-markham,ITTF North America Cup Markham 2015,,,OTHER,,,,,
2015-ittf-north-american-championships-new-york,ITTF North American Championships New York 2015,,,OTHER,,,,,
2015-ittf-oceania-cup-bendigo,ITTF Oceania Cup Bendigo 2015,,,OTHER,,,,,
2015-indian-ocean-island-games-reunion,Indian Ocean Island Games Reunion 2015,,,OTHER,,,,,
2015-luxembourg-open-luxembourg,Luxembourg Open Luxembourg 2015,,,WTT_CONTENDER,,,,,
2015-men-s-world-cup-halmstad,Men's World Cup Halmstad 2015,,,WORLD_CUP,,,,,
2015-pan-america-final-qualification-buenos-aires,Pan America Final Qualification Buenos Aires 2015,,,OTHER,,,,,
2015-south-american-championships-mendoza,South American Championships Mendoza 2015,,,OTHER,,,,,
2015-south-east-asian-games-singapore,South East Asian Games Singapore 2015,,,OTHER,,,,,
2015-team-world-cup-dubai,Team World Cup Dubai 2015,,,WORLD_CUP,,,,,
2015-us-open-las-vegas,US Open Las Vegas 2015,,,WTT_CONTENDER,,,,,
2015-women-s-world-cup-sendai,Women's World Cup Sendai 2015,,,WORLD_CUP,,,,,
2015-world-table-tennis-championships-suzhou,World Table Tennis Championships Suzhou 2015,,,WORLD_CHAMPIONSHIPS,,,,,
2015-xvii-pan-american-games-toronto,XVII Pan American Games Toronto 2015,,,OTHER,,,,,
2016-arab-team-table-tennis-championships-hammamet,Arab Team Table Tennis Championships Hammamet 2016,,,OTHER,,,,,
2016-caribbean-senior-championships-santo-domingo,Caribbean Senior Championships Santo Domingo 2016,,,OTHER,,,,,
2016-finlandia-open-helsinki,Finlandia Open Helsinki 2016,,,WTT_CONTENDER,,,,,
2016-ittf-africa-olympic-qualification-tournament-khartum,ITTF Africa Olympic Qualification Tournament Khartum 2016,,,OTHER,,,,,
2016-ittf-africa-senior-championships-agadir,ITTF Africa Senior Championships Agadir 2016,,,OTHER,,,,,
2016-ittf-africa-top-16-cup-khartum,ITTF Africa Top 16 Cup Khartum 2016,,,OTHER,,,,,
2016-ittf-asian-olympic-qualification-tournament-hong-kong,ITTF Asian Olympic Qualification Tournament Hong Kong 2016,,,OTHER,,,,,
2016-ittf-europe-top-16-cup-gondomar,ITTF Europe Top 16 Cup Gondomar 2016,,,OTHER,,,,,
2016-ittf-european-championships-budapest,ITTF European Championships Budapest 2016,,,OTHER,,,,,
2016-ittf-european-olympic-qualification-tournament-halmstad,ITTF European Olympic Qualification Tournament Halmstad 2016,,,OTHER,,,,,
2016-ittf-latin-america-olympic-qualification-tournament-santiago,ITTF Latin America Olympic Qualification Tournament Santiago 2016,,,OTHER,,,,,
2016-ittf-latin-american-championships-san-juan,ITTF Latin American Championships San Juan 2016,,,OTHER,,,,,
2016-ittf-latin-american-cup-guatemala-city,ITTF Latin American Cup Guatemala City 2016,,,OTHER,,,,,
2016-ittf-nakheel-asian-cup-dubai,ITTF Nakheel Asian Cup Dubai 2016,,,OTHER,,,,,
2016-ittf-north-america-olympic-qualification-tournament-markham,ITTF North America Olympic Qualification Tournament Markham 2016,,,OTHER,,,,,
2016-ittf-north-american-cup-burnaby,ITTF North American Cup Burnaby 2016,,,OTHER,,,,,
2016-ittf-north-american-team-championships-milipitas,ITTF North American Team Championships Milipitas 2016,,,OTHER,,,,,
2016-ittf-oceania-championships-bendigo,ITTF Oceania Championships Bendigo 2016,,,OTHER,,,,,
2016-ittf-oceania-cup-melbourne,ITTF Oceania Cup Melbourne 2016,,,OTHER,,,,,
2016-ittf-oceania-olympic-qualification-tournament-bendigo,ITTF Oceania Olympic Qualification Tournament Bendigo 2016,,,OTHER,,,,,
