tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2015/16 ETTU Champions League,2015-08-20,Eslövs Ai Bt,Energa KTS Torun,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,Borussia Düsseldorf,Bogoria Grodzisk Mazowiecki,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,Chartres Astt,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,SPG Felbermayr Wels,Gazprom Fakel Orenburg,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,UMMC Ekaterinburg,GV Hennebont Tt,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,Vs Angers Tt,FC Saarbrucken,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-21,Werder Bremen,AS Pontoise-Cergy Tt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-08-22,Weinviertel Niederösterreich,Olimpia Unia Grudziadz,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,AS Pontoise-Cergy Tt,Energa KTS Torun,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,Chartres Astt,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,Eslövs Ai Bt,Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,Gazprom Fakel Orenburg,FC Saarbrucken,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,Olimpia Unia Grudziadz,GV Hennebont Tt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-09,SPG Felbermayr Wels,Vs Angers Tt,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-10,Weinviertel Niederösterreich,UMMC Ekaterinburg,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-11,HB Ostrov,Bogoria Grodzisk Mazowiecki,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,Borussia Düsseldorf,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,Chartres Astt,Bogoria Grodzisk Mazowiecki,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,FC Saarbrucken,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
