tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2015/16 ETTU Champions League,2015-10-30,GV Hennebont Tt,Weinviertel Niederösterreich,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,Gazprom Fakel Orenburg,Vs Angers Tt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,UMMC Ekaterinburg,Olimpia Unia Grudziadz,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-30,Werder Bremen,Energa KTS Torun,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-10-31,Eslövs Ai Bt,AS Pontoise-Cergy Tt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-26,AS Pontoise-Cergy Tt,Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,Borussia Düsseldorf,Bogoria Grodzisk Mazowiecki,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,Chartres Astt,HB Ostrov,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,Eslövs Ai Bt,Energa KTS Torun,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,FC Saarbrucken,Vs Angers Tt,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,Olimpia Unia Grudziadz,Weinviertel Niederösterreich,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-27,UMMC Ekaterinburg,GV Hennebont Tt,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-11-28,Gazprom Fakel Orenburg,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-04,Chartres Astt,Borussia Düsseldorf,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-04,Gazprom Fakel Orenburg,FC Saarbrucken,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-04,Olimpia Unia Grudziadz,GV Hennebont Tt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-04,UMMC Ekaterinburg,Weinviertel Niederösterreich,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-04,Werder Bremen,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-05,AS Pontoise-Cergy Tt,Energa KTS Torun,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-05,Vs Angers Tt,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-06,HB Ostrov,Bogoria Grodzisk Mazowiecki,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,AS Pontoise-Cergy Tt,Eslövs Ai Bt,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Borussia Düsseldorf,HB Ostrov,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Chartres Astt,Bogoria Grodzisk Mazowiecki,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,FC Saarbrucken,SPG Felbermayr Wels,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Olimpia Unia Grudziadz,UMMC Ekaterinburg,3,2,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Vs Angers Tt,Gazprom Fakel Orenburg,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Weinviertel Niederösterreich,GV Hennebont Tt,3,0,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2015-12-18,Werder Bremen,Energa KTS Torun,3,1,,GROUP,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-15,AS Pontoise-Cergy Tt,Borussia Düsseldorf,3,2,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-15,Eslövs Ai Bt,Chartres Astt,3,1,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-15,Gazprom Fakel Orenburg,UMMC Ekaterinburg,3,1,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-15,Olimpia Unia Grudziadz,FC Saarbrucken,3,1,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-22,AS Pontoise-Cergy Tt,Borussia Düsseldorf,3,1,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-22,Chartres Astt,Eslövs Ai Bt,3,2,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-01-22,UMMC Ekaterinburg,Gazprom Fakel Orenburg,2,1,,QF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-03-11,Olimpia Unia Grudziadz,Eslövs Ai Bt,3,2,,SF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-03-13,AS Pontoise-Cergy Tt,Gazprom Fakel Orenburg,3,1,,SF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-04-01,AS Pontoise-Cergy Tt,Gazprom Fakel Orenburg,2,1,,SF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-04-01,Eslövs Ai Bt,Olimpia Unia Grudziadz,3,1,,SF,EURO_LEAGUE
2015/16 ETTU Champions League,2016-05-07,Eslövs Ai Bt,AS Pontoise-Cergy Tt,3,1,,F,EURO_LEAGUE
2015/16 ETTU Champions League,2016-05-29,AS Pontoise-Cergy Tt,Eslövs Ai Bt,3,1,,F,EURO_LEAGUE
