tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2023/24 ETTU Champions League (Women),2023-09-21,Alcl Tt Grand-Quevilly,Reus Ganxets Miro,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-21,Girbau-Vic Tt,Panathinaikos AC,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-21,HB Ostrov,Ttc Moravsky Krumlov,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,Alcl Tt Grand-Quevilly,Girbau-Vic Tt,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,Girbau-Vic Tt,Reus Ganxets Miro,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,SH-ITB Budaorsi Sport Club,HB Ostrov,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,SKST Hodonin,Reus Ganxets Miro,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,SKST Hodonin,Panathinaikos AC,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,Tt Joue Les Tours,Tecnigen Linares,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-22,Tt Joue Les Tours,Ttc Moravsky Krumlov,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,Alcl Tt Grand-Quevilly,Panathinaikos AC,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,Panathinaikos AC,Reus Ganxets Miro,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,SH-ITB Budaorsi Sport Club,Tecnigen Linares,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,SH-ITB Budaorsi Sport Club,Ttc Moravsky Krumlov,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,SKST Hodonin,Alcl Tt Grand-Quevilly,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,SKST Hodonin,Girbau-Vic Tt,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-23,Tt Joue Les Tours,HB Ostrov,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-24,Tecnigen Linares,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-24,Tecnigen Linares,Ttc Moravsky Krumlov,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-09-24,Tt Joue Les Tours,SH-ITB Budaorsi Sport Club,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-11,KTS Tarnobrzeg,Tt Joue Les Tours,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-14,KTS Tarnobrzeg,TTC Novi Sad,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-23,Alcl Tt Grand-Quevilly,Linz Ag Froschberg,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-24,SKST Hodonin,Ucam Cartagena,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-26,Metz Tt,SH-ITB Budaorsi Sport Club,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-26,Tt Saint Quentin,Ucam Cartagena,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-10-27,Metz Tt,Asd Quattro Mori Cagliari,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-05,Etival Clairefontaine Asrtt,Linz Ag Froschberg,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-19,Asd Quattro Mori Cagliari,SH-ITB Budaorsi Sport Club,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-21,Linz Ag Froschberg,Alcl Tt Grand-Quevilly,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-21,SKST Hodonin,Ucam Cartagena,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-21,TTC Novi Sad,Tt Joue Les Tours,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-23,KTS Tarnobrzeg,Tt Joue Les Tours,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-23,Metz Tt,SH-ITB Budaorsi Sport Club,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-23,Tt Saint Quentin,SKST Hodonin,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-25,KTS Tarnobrzeg,TTC Novi Sad,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-26,Etival Clairefontaine Asrtt,Alcl Tt Grand-Quevilly,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-28,Ucam Cartagena,Tt Saint Quentin,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-11-29,Metz Tt,Asd Quattro Mori Cagliari,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-12-04,TTC Novi Sad,Tt Joue Les Tours,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-12-05,Asd Quattro Mori Cagliari,SH-ITB Budaorsi Sport Club,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-12-07,Linz Ag Froschberg,Etival Clairefontaine Asrtt,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-12-14,Alcl Tt Grand-Quevilly,Etival Clairefontaine Asrtt,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2023-12-21,Tt Saint Quentin,SKST Hodonin,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-01-31,Asd Quattro Mori Cagliari,KTS Tarnobrzeg,3,2,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-01-31,Etival Clairefontaine Asrtt,TTC Novi Sad,3,2,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-01-31,Linz Ag Froschberg,Tt Saint Quentin,3,1,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-01-31,Metz Tt,SKST Hodonin,3,1,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-02-02,Etival Clairefontaine Asrtt,TTC Novi Sad,3,1,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-02-02,KTS Tarnobrzeg,Asd Quattro Mori Cagliari,3,2,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-02-03,SKST Hodonin,Metz Tt,3,1,,QF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-02-29,KTS Tarnobrzeg,Linz Ag Froschberg,3,0,,SF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-03-02,KTS Tarnobrzeg,Linz Ag Froschberg,3,2,,SF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-03-27,Etival Clairefontaine Asrtt,SKST Hodonin,3,1,,SF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-03-29,SKST Hodonin,Etival Clairefontaine Asrtt,3,2,,SF,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-04-23,KTS Tarnobrzeg,Etival Clairefontaine Asrtt,3,2,,F,EURO_LEAGUE
2023/24 ETTU Champions League (Women),2024-04-26,KTS Tarnobrzeg,Etival Clairefontaine Asrtt,3,1,,F,EURO_LEAGUE
