tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2018/19 ETTU Champions League,2018-09-26,Bogoria Grodzisk Mazowiecki,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-26,Ttf Dekorglass Dzialdowo,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-27,AS Pontoise-Cergy Tt,Ttc Ostrava 2016,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-27,Borussia Düsseldorf,Sporting CP,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-28,Eslövs Ai Bt,GV Hennebont Tt,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-28,FC Saarbrucken,Vs Angers Tt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-28,Gazprom Fakel Orenburg,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-09-28,UMMC Ekaterinburg,La Romagne,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-10,Borussia Düsseldorf,AS Pontoise-Cergy Tt,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-11,Sporting CP,Ttc Ostrava 2016,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-11,Vs Angers Tt,Roskilde Bordtennis Btk61,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-12,Bogoria Grodzisk Mazowiecki,FC Saarbrucken,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-12,Gazprom Fakel Orenburg,GV Hennebont Tt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-12,La Romagne,SPG Felbermayr Wels,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-12,UMMC Ekaterinburg,Ttf Dekorglass Dzialdowo,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-19,Post SV Mühlhausen,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-25,FC Saarbrucken,Roskilde Bordtennis Btk61,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-25,La Romagne,Ttf Dekorglass Dzialdowo,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,AS Pontoise-Cergy Tt,Sporting CP,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,Borussia Düsseldorf,Ttc Ostrava 2016,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,Gazprom Fakel Orenburg,Eslövs Ai Bt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,Post SV Mühlhausen,GV Hennebont Tt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,UMMC Ekaterinburg,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-10-26,Vs Angers Tt,Bogoria Grodzisk Mazowiecki,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-14,Borussia Düsseldorf,Ttc Ostrava 2016,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-15,Bogoria Grodzisk Mazowiecki,Vs Angers Tt,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-15,Ttf Dekorglass Dzialdowo,La Romagne,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-16,AS Pontoise-Cergy Tt,Sporting CP,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-16,FC Saarbrucken,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-16,GV Hennebont Tt,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-16,Gazprom Fakel Orenburg,Eslövs Ai Bt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-16,SPG Felbermayr Wels,UMMC Ekaterinburg,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-29,AS Pontoise-Cergy Tt,Ttc Ostrava 2016,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-29,GV Hennebont Tt,Eslövs Ai Bt,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-29,SPG Felbermayr Wels,Ttf Dekorglass Dzialdowo,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-30,Gazprom Fakel Orenburg,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-30,Roskilde Bordtennis Btk61,Bogoria Grodzisk Mazowiecki,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-30,Sporting CP,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-30,UMMC Ekaterinburg,La Romagne,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-11-30,Vs Angers Tt,FC Saarbrucken,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-06,Gazprom Fakel Orenburg,GV Hennebont Tt,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-06,Post SV Mühlhausen,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-06,SPG Felbermayr Wels,La Romagne,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-06,UMMC Ekaterinburg,Ttf Dekorglass Dzialdowo,3,0,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-07,Bogoria Grodzisk Mazowiecki,FC Saarbrucken,3,2,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-07,Borussia Düsseldorf,AS Pontoise-Cergy Tt,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-07,Sporting CP,Ttc Ostrava 2016,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2018-12-07,Vs Angers Tt,Roskilde Bordtennis Btk61,3,1,,GROUP,EURO_LEAGUE
2018/19 ETTU Champions League,2019-01-23,Gazprom Fakel Orenburg,AS Pontoise-Cergy Tt,3,0,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-01-24,Borussia Düsseldorf,Bogoria Grodzisk Mazowiecki,3,1,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-01-25,UMMC Ekaterinburg,Post SV Mühlhausen,3,2,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-01-25,Vs Angers Tt,SPG Felbermayr Wels,3,0,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-02-07,Borussia Düsseldorf,Bogoria Grodzisk Mazowiecki,3,1,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-02-08,Gazprom Fakel Orenburg,AS Pontoise-Cergy Tt,3,2,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-02-08,Post SV Mühlhausen,UMMC Ekaterinburg,3,2,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-02-08,Vs Angers Tt,SPG Felbermayr Wels,3,0,,QF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-03-07,UMMC Ekaterinburg,Borussia Düsseldorf,3,1,,SF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-03-08,Gazprom Fakel Orenburg,Vs Angers Tt,3,2,,SF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-03-21,Borussia Düsseldorf,UMMC Ekaterinburg,3,2,,SF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-03-22,Gazprom Fakel Orenburg,Vs Angers Tt,3,1,,SF,EURO_LEAGUE
2018/19 ETTU Champions League,2019-05-04,Gazprom Fakel Orenburg,UMMC Ekaterinburg,3,2,,F,EURO_LEAGUE
2018/19 ETTU Champions League,2019-05-08,Gazprom Fakel Orenburg,UMMC Ekaterinburg,3,2,,F,EURO_LEAGUE
