tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2017/18 ETTU Champions League (Women),2017-09-29,KTS Tarnobrzeg,TUS Bad Driburg,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-01,Bursa Buyuksehir,Linz Ag Froschberg,3,2,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-01,STK DR. Casl Zagreb,Alcl Tt Grand-Quevilly,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-01,Ttc Berlin Eastside,SKST Hodonin,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-13,Bursa Buyuksehir,Ucam Cartagena,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-13,KTS Tarnobrzeg,Cp Lyssois Lille Metropole,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-13,STK DR. Casl Zagreb,Szekszard AC,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-13,Ttc Berlin Eastside,Tt Saint Quentin,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-20,Cp Lyssois Lille Metropole,TUS Bad Driburg,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-20,Szekszard AC,Alcl Tt Grand-Quevilly,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-20,Tt Saint Quentin,SKST Hodonin,3,2,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-10-21,Linz Ag Froschberg,Ucam Cartagena,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-11-24,KTS Tarnobrzeg,TUS Bad Driburg,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-11-24,SKST Hodonin,Ttc Berlin Eastside,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-11-24,STK DR. Casl Zagreb,Alcl Tt Grand-Quevilly,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-11-26,Bursa Buyuksehir,Linz Ag Froschberg,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-01,KTS Tarnobrzeg,Cp Lyssois Lille Metropole,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-01,Ttc Berlin Eastside,Tt Saint Quentin,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-02,Bursa Buyuksehir,Ucam Cartagena,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-03,STK DR. Casl Zagreb,Szekszard AC,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-19,Alcl Tt Grand-Quevilly,Szekszard AC,3,2,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-19,Cp Lyssois Lille Metropole,TUS Bad Driburg,3,0,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-19,Tt Saint Quentin,SKST Hodonin,3,2,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2017-12-20,Ucam Cartagena,Linz Ag Froschberg,3,1,,GROUP,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-01-26,Bursa Buyuksehir,Tt Saint Quentin,3,1,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-01-26,STK DR. Casl Zagreb,Cp Lyssois Lille Metropole,3,0,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-01-26,Ttc Berlin Eastside,Szekszard AC,3,0,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-01-28,KTS Tarnobrzeg,Linz Ag Froschberg,3,1,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-02-09,KTS Tarnobrzeg,Linz Ag Froschberg,3,1,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-02-09,STK DR. Casl Zagreb,Cp Lyssois Lille Metropole,3,1,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-02-09,Szekszard AC,Ttc Berlin Eastside,3,2,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-02-10,Bursa Buyuksehir,Tt Saint Quentin,3,0,,QF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-03-16,KTS Tarnobrzeg,STK DR. Casl Zagreb,3,2,,SF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-03-18,Bursa Buyuksehir,Ttc Berlin Eastside,3,0,,SF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-04-06,Ttc Berlin Eastside,Bursa Buyuksehir,3,1,,SF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-04-07,STK DR. Casl Zagreb,KTS Tarnobrzeg,3,1,,SF,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-05-13,STK DR. Casl Zagreb,Bursa Buyuksehir,3,2,,F,EURO_LEAGUE
2017/18 ETTU Champions League (Women),2018-05-18,STK DR. Casl Zagreb,Bursa Buyuksehir,3,0,,F,EURO_LEAGUE
