tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2022/23 German League,2023-01-22,TTC Neu-Ulm,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-22,TTC Zugbrücke Grenzau,ASV Grünwettersbach,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-22,TTF Liebherr Ochsenhausen,TSV Bad Königshofen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-27,TSV Bad Königshofen,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-29,ASV Grünwettersbach,TTC Neu-Ulm,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-29,TTC RhönSprudel Fulda-Maberzell,Post SV Mühlhausen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-29,TTC Zugbrücke Grenzau,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-01-30,1. FC Saarbrücken-TT,1. FSV Mainz 05,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-01,TTC Schwalbe Bergneustadt,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-03,1. FC Saarbrücken-TT,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-03,Borussia Düsseldorf,TTF Liebherr Ochsenhausen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-05,1. FSV Mainz 05,TTC Neu-Ulm,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-05,SV Werder Bremen,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-05,TTC Schwalbe Bergneustadt,ASV Grünwettersbach,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-06,TTC Zugbrücke Grenzau,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-07,Borussia Düsseldorf,1. FSV Mainz 05,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-10,1. FC Saarbrücken-TT,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-12,ASV Grünwettersbach,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-12,Post SV Mühlhausen,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-12,TTC Neu-Ulm,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-13,TTF Liebherr Ochsenhausen,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-19,TTC RhönSprudel Fulda-Maberzell,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-19,TTC Zugbrücke Grenzau,SV Werder Bremen,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-19,TTF Liebherr Ochsenhausen,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-21,Borussia Düsseldorf,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-21,TSV Bad Königshofen,TTC Neu-Ulm,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-23,TTC Schwalbe Bergneustadt,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-24,TTC Zugbrücke Grenzau,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-25,Post SV Mühlhausen,Borussia Düsseldorf,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-02-26,1. FSV Mainz 05,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-04,TTF Liebherr Ochsenhausen,TTC Neu-Ulm,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-05,1. FSV Mainz 05,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-05,ASV Grünwettersbach,1. FC Saarbrücken-TT,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-17,TTC Neu-Ulm,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,1. FC Saarbrücken-TT,TSV Bad Königshofen,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,ASV Grünwettersbach,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,Borussia Düsseldorf,TTC Neu-Ulm,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,Post SV Mühlhausen,TTC Schwalbe Bergneustadt,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,SV Werder Bremen,TTF Liebherr Ochsenhausen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-19,TTC Zugbrücke Grenzau,1. FSV Mainz 05,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-21,1. FC Saarbrücken-TT,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-03-21,TTC Schwalbe Bergneustadt,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-01,1. FSV Mainz 05,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-04,Post SV Mühlhausen,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-06,ASV Grünwettersbach,Borussia Düsseldorf,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,Borussia Düsseldorf,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,SV Werder Bremen,ASV Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,TSV Bad Königshofen,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,TTC Neu-Ulm,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,TTC Schwalbe Bergneustadt,1. FSV Mainz 05,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-04-30,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2022/23 German League,2023-05-11,Borussia Düsseldorf,Post SV Mühlhausen,3,0,,SF,EURO_LEAGUE
2022/23 German League,2023-05-12,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,2,,SF,EURO_LEAGUE
2022/23 German League,2023-05-14,1. FC Saarbrücken-TT,TTF Liebherr Ochsenhausen,3,1,,SF,EURO_LEAGUE
2022/23 German League,2023-07-09,Borussia Düsseldorf,1. FC Saarbrücken-TT,3,1,,F,EURO_LEAGUE
