tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2023/24 ETTU Champions League,2023-09-20,KS Orlicz 1924 Suchedniow,CTT Borges,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-20,SPG Felbermayr Wels,Ttc Ostrava 2016,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-20,SPG Felbermayr Wels,KS Orlicz 1924 Suchedniow,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,KS Orlicz 1924 Suchedniow,Ttc Ostrava 2016,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,SF Skk El Nino Praha,Roskilde Bordtennis Btk61,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,SKST Havirov,SF Skk El Nino Praha,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,SPG Felbermayr Wels,CTT Borges,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,Ttc Ostrava 2016,CTT Borges,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,Ttc Sokah Hoboken,Roskilde Bordtennis Btk61,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-21,Ttc Sokah Hoboken,SKST Havirov,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-22,SF Skk El Nino Praha,Ttc Sokah Hoboken,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-22,SKST Havirov,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-22,UTTC Stockerau,Top Spin Messina,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,Gwiazda Bydgoszcz,Stk Libertas Marinkolor,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,Gwiazda Bydgoszcz,Pte Peac Kalo-Meh,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,HB Ostrov,UTTC Stockerau,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,Solex-Consult Wiener Neustadt,Pte Peac Kalo-Meh,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,Solex-Consult Wiener Neustadt,Stk Libertas Marinkolor,3,1,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-23,Top Spin Messina,CSS-SZAK Odorheiu Secuiesc,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-24,HB Ostrov,Top Spin Messina,3,0,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-24,Solex-Consult Wiener Neustadt,Gwiazda Bydgoszcz,3,2,,GROUP,EURO_LEAGUE
2023/24 ETTU Champions League,2023-09-24,Stk Libertas Marinkolor,Pte Peac Kalo-Meh,3,2,,GROUP,EURO_LEAGUE
