tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2024/25 German League,2024-11-10,ASC Grünwettersbach,TSV Bad Königshofen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-13,Borussia Düsseldorf,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-14,1. FC Saarbrücken-TT,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-15,BV Borussia 09 Dortmund,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-16,SV Werder Bremen,TTF Liebherr Ochsenhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-16,TTC RhönSprudel Fulda-Maberzell,TTC OE Clarity Tel. Bad Homburg,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-23,Post SV Mühlhausen,ASC Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-26,TSV Bad Königshofen,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-27,Borussia Düsseldorf,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-28,BV Borussia 09 Dortmund,TTC OE Clarity Tel. Bad Homburg,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-28,TTC Zugbrücke Grenzau,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-11-30,TTF Liebherr Ochsenhausen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-06,ASC Grünwettersbach,TTC Zugbrücke Grenzau,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-09,BV Borussia 09 Dortmund,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-09,TTC Schwalbe Bergneustadt,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-10,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-11,ASC Grünwettersbach,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-11,Borussia Düsseldorf,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-11,TSV Bad Königshofen,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-11,TTC RhönSprudel Fulda-Maberzell,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-12,Post SV Mühlhausen,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-14,TTF Liebherr Ochsenhausen,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-15,Borussia Düsseldorf,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-15,TTC RhönSprudel Fulda-Maberzell,BV Borussia 09 Dortmund,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-17,1. FC Saarbrücken-TT,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-19,ASC Grünwettersbach,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-20,SV Werder Bremen,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-21,TSV Bad Königshofen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-22,1. FC Saarbrücken-TT,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2024-12-22,Borussia Düsseldorf,BV Borussia 09 Dortmund,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-03,ASC Grünwettersbach,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-05,TTC Schwalbe Bergneustadt,Borussia Düsseldorf,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-06,Post SV Mühlhausen,SV Werder Bremen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-06,TSV Bad Königshofen,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-06,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-11,TTC OE Clarity Tel. Bad Homburg,BV Borussia 09 Dortmund,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-12,TTC Schwalbe Bergneustadt,ASC Grünwettersbach,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-12,TTF Liebherr Ochsenhausen,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-13,1. FC Saarbrücken-TT,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-13,Borussia Düsseldorf,Post SV Mühlhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-14,TTC OE Clarity Tel. Bad Homburg,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-15,TSV Bad Königshofen,BV Borussia 09 Dortmund,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-17,Post SV Mühlhausen,1. FC Saarbrücken-TT,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-18,TSV Bad Königshofen,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-18,TTF Liebherr Ochsenhausen,BV Borussia 09 Dortmund,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-19,Borussia Düsseldorf,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-19,TTC RhönSprudel Fulda-Maberzell,ASC Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-19,TTC Schwalbe Bergneustadt,TTC OE Clarity Tel. Bad Homburg,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-24,TSV Bad Königshofen,Post SV Mühlhausen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-25,TTC RhönSprudel Fulda-Maberzell,TTC OE Clarity Tel. Bad Homburg,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-26,1. FC Saarbrücken-TT,Borussia Düsseldorf,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-26,BV Borussia 09 Dortmund,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-26,SV Werder Bremen,ASC Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-01-27,TTF Liebherr Ochsenhausen,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-09,1. FC Saarbrücken-TT,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-09,Borussia Düsseldorf,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-10,ASC Grünwettersbach,BV Borussia 09 Dortmund,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-11,TTC OE Clarity Tel. Bad Homburg,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-11,TTC RhönSprudel Fulda-Maberzell,SV Werder Bremen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-12,TTF Liebherr Ochsenhausen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-14,1. FC Saarbrücken-TT,ASC Grünwettersbach,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-14,BV Borussia 09 Dortmund,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-14,TTC Schwalbe Bergneustadt,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-16,TSV Bad Königshofen,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-16,TTF Liebherr Ochsenhausen,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-24,BV Borussia 09 Dortmund,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-25,Borussia Düsseldorf,ASC Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-25,TTC RhönSprudel Fulda-Maberzell,1. FC Saarbrücken-TT,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-26,Post SV Mühlhausen,TTC Schwalbe Bergneustadt,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-27,Borussia Düsseldorf,TTC RhönSprudel Fulda-Maberzell,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-27,SV Werder Bremen,TTC OE Clarity Tel. Bad Homburg,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-02-27,TSV Bad Königshofen,TTF Liebherr Ochsenhausen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-01,Post SV Mühlhausen,TTC Zugbrücke Grenzau,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-01,SV Werder Bremen,TTC Schwalbe Bergneustadt,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-02,1. FC Saarbrücken-TT,BV Borussia 09 Dortmund,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-02,TTF Liebherr Ochsenhausen,ASC Grünwettersbach,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-03,TTC OE Clarity Tel. Bad Homburg,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-05,Borussia Düsseldorf,SV Werder Bremen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-07,1. FC Saarbrücken-TT,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-07,TSV Bad Königshofen,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-08,TTC Zugbrücke Grenzau,TTC RhönSprudel Fulda-Maberzell,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-08,TTF Liebherr Ochsenhausen,Borussia Düsseldorf,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-09,ASC Grünwettersbach,Post SV Mühlhausen,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-10,SV Werder Bremen,BV Borussia 09 Dortmund,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-16,ASC Grünwettersbach,TSV Bad Königshofen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-16,SV Werder Bremen,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-18,TTC RhönSprudel Fulda-Maberzell,BV Borussia 09 Dortmund,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-18,TTF Liebherr Ochsenhausen,Post SV Mühlhausen,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-19,1. FC Saarbrücken-TT,TTC Schwalbe Bergneustadt,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-19,Borussia Düsseldorf,TTC OE Clarity Tel. Bad Homburg,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,1. FC Saarbrücken-TT,TSV Bad Königshofen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,ASC Grünwettersbach,TTC OE Clarity Tel. Bad Homburg,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,BV Borussia 09 Dortmund,Borussia Düsseldorf,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,Post SV Mühlhausen,TTC RhönSprudel Fulda-Maberzell,3,2,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,SV Werder Bremen,TTF Liebherr Ochsenhausen,3,0,,GROUP,EURO_LEAGUE
2024/25 German League,2025-03-29,TTC Schwalbe Bergneustadt,TTC Zugbrücke Grenzau,3,1,,GROUP,EURO_LEAGUE
2024/25 German League,2025-04-10,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,0,,SF,EURO_LEAGUE
2024/25 German League,2025-04-11,Borussia Düsseldorf,TSV Bad Königshofen,3,1,,SF,EURO_LEAGUE
2024/25 German League,2025-04-27,Borussia Düsseldorf,TSV Bad Königshofen,3,2,,SF,EURO_LEAGUE
2024/25 German League,2025-04-27,TTF Liebherr Ochsenhausen,1. FC Saarbrücken-TT,3,0,,SF,EURO_LEAGUE
2024/25 German League,2025-06-15,TTF Liebherr Ochsenhausen,Borussia Düsseldorf,3,2,,F,EURO_LEAGUE
