tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2024/25 ETTU Champions League (Women),2024-09-07,Ctm Mirandela,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,HB Ostrov,Museo de la Almendra Francisco Morales,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Saint-Denis US 93,Museo de la Almendra Francisco Morales,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Saint-Denis US 93,TTC Novi Sad,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,TTC Novi Sad,Ctm Mirandela,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Ttc Berlin Eastside,Uniao Sebastianense FC,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Ttc Berlin Eastside,Girbau-Vic Tt,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Ttc Moravsky Krumlov,Girbau-Vic Tt,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Ucam Cartagena,Uniao Sebastianense FC,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-07,Ucam Cartagena,Ttc Moravsky Krumlov,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Ctm Mirandela,Museo de la Almendra Francisco Morales,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Girbau-Vic Tt,Uniao Sebastianense FC,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Saint-Denis US 93,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Saint-Denis US 93,Ctm Mirandela,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,TTC Novi Sad,Museo de la Almendra Francisco Morales,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,TTC Novi Sad,HB Ostrov,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Ttc Berlin Eastside,Ucam Cartagena,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Ttc Berlin Eastside,Ttc Moravsky Krumlov,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Ttc Moravsky Krumlov,Uniao Sebastianense FC,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-09-08,Ucam Cartagena,Girbau-Vic Tt,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-06,Etival Clairefontaine Asrtt,Ucam Cartagena,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-06,Ttc Berlin Eastside,Metz Tt,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-07,KTS Tarnobrzeg,TTC Novi Sad,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-25,Metz Tt,SKST Hodonin,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-26,KTS Tarnobrzeg,Tt Saint Quentin,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-27,Etival Clairefontaine Asrtt,SH-ITB Budaorsi Sport Club,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-10-27,Linz Ag Froschberg,Asd Quattro Mori Cagliari,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-01,Linz Ag Froschberg,Saint-Denis US 93,3,2,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-01,Tt Saint Quentin,TTC Novi Sad,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-01,Ttc Berlin Eastside,SKST Hodonin,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-03,Ucam Cartagena,SH-ITB Budaorsi Sport Club,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-13,Asd Quattro Mori Cagliari,Saint-Denis US 93,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-15,Ttc Berlin Eastside,Metz Tt,3,0,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-16,Linz Ag Froschberg,Saint-Denis US 93,3,1,,GROUP,EURO_LEAGUE
2024/25 ETTU Champions League (Women),2024-11-17,Etival Clairefontaine Asrtt,Ucam Cartagena,3,1,,GROUP,EURO_LEAGUE
