tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2025/26 ETTU Champions League (Women),2025-08-29,Ctm Mirandela,SH-ITB Budaorsi Sport Club,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-29,SKST Hodonin,Politechnika Rzeszow,3,2,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-29,Saint-Denis US 93,Reus Ganxets Miro,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-29,TTC Novi Sad,STK DR. Casl Zagreb,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-30,Politechnika Rzeszow,STK DR. Casl Zagreb,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-30,Reus Ganxets Miro,Ctm Mirandela,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-30,Saint-Denis US 93,SH-ITB Budaorsi Sport Club,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-30,TTC Novi Sad,SKST Hodonin,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-31,Politechnika Rzeszow,TTC Novi Sad,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-31,Reus Ganxets Miro,SH-ITB Budaorsi Sport Club,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-31,SKST Hodonin,STK DR. Casl Zagreb,3,2,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-08-31,Saint-Denis US 93,Ctm Mirandela,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-11,Etival Clairefontaine Asrtt,TTC Novi Sad,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-11,KTS Tarnobrzeg,Reus Ganxets Miro,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-11,Metz Tt,Politechnika Rzeszow,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-14,Ucam Cartagena,Etival Clairefontaine Asrtt,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-15,KTS Tarnobrzeg,Tt Saint Quentin,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-11-16,Ttc Berlin Eastside,Linz Ag Froschberg,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-12,Metz Tt,Asd Quattro Mori Cagliari,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-16,Reus Ganxets Miro,Tt Saint Quentin,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-16,Ucam Cartagena,TTC Novi Sad,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-17,Asd Quattro Mori Cagliari,Politechnika Rzeszow,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-17,Saint-Denis US 93,Linz Ag Froschberg,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-20,Etival Clairefontaine Asrtt,TTC Novi Sad,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-20,KTS Tarnobrzeg,Reus Ganxets Miro,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-20,Metz Tt,Politechnika Rzeszow,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2025-12-20,Ttc Berlin Eastside,Saint-Denis US 93,3,2,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-13,KTS Tarnobrzeg,Tt Saint Quentin,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-13,Linz Ag Froschberg,Ttc Berlin Eastside,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-13,Ucam Cartagena,Etival Clairefontaine Asrtt,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-14,Metz Tt,Asd Quattro Mori Cagliari,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-16,Tt Saint Quentin,Reus Ganxets Miro,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-17,Ucam Cartagena,TTC Novi Sad,3,2,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-18,Politechnika Rzeszow,Asd Quattro Mori Cagliari,3,0,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-01-18,Saint-Denis US 93,Linz Ag Froschberg,3,1,,GROUP,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-11,Tt Saint Quentin,Ucam Cartagena,3,0,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-12,Metz Tt,Saint-Denis US 93,3,1,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-12,Ttc Berlin Eastside,Politechnika Rzeszow,3,1,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-13,KTS Tarnobrzeg,Etival Clairefontaine Asrtt,3,1,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-14,Ttc Berlin Eastside,Politechnika Rzeszow,3,0,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-14,Ucam Cartagena,Tt Saint Quentin,3,1,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-15,KTS Tarnobrzeg,Etival Clairefontaine Asrtt,3,0,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-02-15,Metz Tt,Saint-Denis US 93,2,1,,QF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-05-23,KTS Tarnobrzeg,Ttc Berlin Eastside,3,0,,SF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-05-23,Metz Tt,Ucam Cartagena,3,1,,SF,EURO_LEAGUE
2025/26 ETTU Champions League (Women),2026-05-24,KTS Tarnobrzeg,Metz Tt,3,0,,F,EURO_LEAGUE
