tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2016/17 ETTU Champions League,2016-10-06,AS Pontoise-Cergy Tt,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-06,Borussia Düsseldorf,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-06,Gazprom Fakel Orenburg,Vs Angers Tt,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-07,Bogoria Grodzisk Mazowiecki,Ttc Ostrava 2016,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-07,Chartres Astt,Energa KTS Torun,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-07,FC Saarbrucken,GV Hennebont Tt,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-07,TTF Ochsenhausen,Roskilde Bordtennis Btk61,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-07,UMMC Ekaterinburg,KS Unia AZS Awfis Gdansk,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-26,GV Hennebont Tt,Ttc Ostrava 2016,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-26,Vs Angers Tt,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-27,Borussia Düsseldorf,Chartres Astt,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-27,Energa KTS Torun,SPG Felbermayr Wels,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-27,Gazprom Fakel Orenburg,TTF Ochsenhausen,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-28,AS Pontoise-Cergy Tt,UMMC Ekaterinburg,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-28,Eslövs Ai Bt,KS Unia AZS Awfis Gdansk,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-10-28,FC Saarbrucken,Bogoria Grodzisk Mazowiecki,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-03,Chartres Astt,SPG Felbermayr Wels,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-03,TTF Ochsenhausen,Vs Angers Tt,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,AS Pontoise-Cergy Tt,KS Unia AZS Awfis Gdansk,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,Borussia Düsseldorf,Energa KTS Torun,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,FC Saarbrucken,Ttc Ostrava 2016,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,GV Hennebont Tt,Bogoria Grodzisk Mazowiecki,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,Gazprom Fakel Orenburg,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-04,UMMC Ekaterinburg,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-24,AS Pontoise-Cergy Tt,Eslövs Ai Bt,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-24,Bogoria Grodzisk Mazowiecki,Ttc Ostrava 2016,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-24,Chartres Astt,Energa KTS Torun,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-25,Borussia Düsseldorf,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-25,FC Saarbrucken,GV Hennebont Tt,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-25,Gazprom Fakel Orenburg,Vs Angers Tt,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-25,KS Unia AZS Awfis Gdansk,UMMC Ekaterinburg,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-11-25,TTF Ochsenhausen,Roskilde Bordtennis Btk61,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-01,Bogoria Grodzisk Mazowiecki,FC Saarbrucken,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-01,Eslövs Ai Bt,KS Unia AZS Awfis Gdansk,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-01,GV Hennebont Tt,Ttc Ostrava 2016,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-02,Borussia Düsseldorf,Chartres Astt,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-02,Gazprom Fakel Orenburg,TTF Ochsenhausen,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-02,SPG Felbermayr Wels,Energa KTS Torun,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-02,UMMC Ekaterinburg,AS Pontoise-Cergy Tt,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-02,Vs Angers Tt,Roskilde Bordtennis Btk61,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-15,GV Hennebont Tt,Bogoria Grodzisk Mazowiecki,3,2,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-15,Ttc Ostrava 2016,FC Saarbrucken,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,AS Pontoise-Cergy Tt,KS Unia AZS Awfis Gdansk,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,Borussia Düsseldorf,Energa KTS Torun,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,Chartres Astt,SPG Felbermayr Wels,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,Eslövs Ai Bt,UMMC Ekaterinburg,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,Roskilde Bordtennis Btk61,Gazprom Fakel Orenburg,3,1,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2016-12-16,TTF Ochsenhausen,Vs Angers Tt,3,0,,GROUP,EURO_LEAGUE
2016/17 ETTU Champions League,2017-01-26,AS Pontoise-Cergy Tt,GV Hennebont Tt,3,0,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-01-27,FC Saarbrucken,Chartres Astt,3,1,,QF,EURO_LEAGUE
