tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier
2016/17 ETTU Champions League,2017-01-27,Gazprom Fakel Orenburg,Eslövs Ai Bt,3,1,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-01-27,TTF Ochsenhausen,Borussia Düsseldorf,3,2,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-02-10,AS Pontoise-Cergy Tt,GV Hennebont Tt,3,2,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-02-10,Borussia Düsseldorf,TTF Ochsenhausen,3,1,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-02-10,Chartres Astt,FC Saarbrucken,3,2,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-02-10,Gazprom Fakel Orenburg,Eslövs Ai Bt,3,1,,QF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-03-09,Borussia Düsseldorf,AS Pontoise-Cergy Tt,3,0,,SF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-03-10,Gazprom Fakel Orenburg,FC Saarbrucken,3,1,,SF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-04-06,Gazprom Fakel Orenburg,FC Saarbrucken,3,0,,SF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-04-07,Borussia Düsseldorf,AS Pontoise-Cergy Tt,3,1,,SF,EURO_LEAGUE
2016/17 ETTU Champions League,2017-05-07,Gazprom Fakel Orenburg,Borussia Düsseldorf,3,0,,F,EURO_LEAGUE
2016/17 ETTU Champions League,2017-05-12,Gazprom Fakel Orenburg,Borussia Düsseldorf,3,2,,F,EURO_LEAGUE
