tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
2017 National Games,2017-09-06,马龙,樊振东,4,2,,F,CN_NATIONAL_GAMES,MS,,Main Draw,马龙,樊振东
2017 National Games,2017-09-06,周雨/樊振东,马龙/许昕,4,3,,F,CN_NATIONAL_GAMES,MD,,Main Draw,周雨/樊振东,马龙/许昕
2017 National Games,2017-09-06,丁宁,刘诗雯,4,2,,F,CN_NATIONAL_GAMES,WS,,Main Draw,丁宁,刘诗雯
2017 National Games,2017-09-06,顾玉婷/木子,朱雨玲/陈梦,4,1,,F,CN_NATIONAL_GAMES,WD,,Main Draw,顾玉婷/木子,朱雨玲/陈梦
2017 National Games,2017-09-06,于子洋/王曼昱,郝帅/王艺迪,4,1,,F,CN_NATIONAL_GAMES,XD,,Main Draw,于子洋/王曼昱,郝帅/王艺迪
